YEAR,STATE,n,sales,entry,exit,sls_growth,n_retail,sales_retail,entry_retail,exit_retail,sls_growth_retail,n_card,sales_card,entry_card,exit_card,sls_growth_card
1973,ND,10352,338339.761384142,0.109930448222566,0.0113021638330757,0.126728683858548,6929,334841.432642077,0.116034059748882,0.0128445663154856,0.136910716066669,385,157332.335329341,0.124675324675325,0.0051948051948052,0.0825165458148154
1973,SD,11819,293185.512028758,0.10762331838565,0.00871478128437262,0.136577194946429,7769,315408.072968024,0.111211224095765,0.00913888531342515,0.143647184908858,442,163278.552971576,0.126696832579186,0.0135746606334842,0.142148871396694
1973,NV,8295,477567.297519529,0.190717299578059,0.0178420735382761,0.178867899793289,4835,480636.05733945,0.181799379524302,0.0190279214064116,0.170468214290707,475,138089.877149877,0.231578947368421,0.0147368421052632,0.135295399103973
1973,AK,5079,334653.019173019,0.137428627682615,0.00846623351053357,0.276321259530797,2556,329930.335985853,0.129499217527387,0.00743348982785602,0.266051554957929,171,164039.751552795,0.134502923976608,0.0175438596491228,0.178516154877661
1973,WY,6728,263102.530802531,0.123067776456599,0.0123365041617122,0.179178639791036,3997,268114.086789344,0.13259944958719,0.0145108831623718,0.171964438260754,272,122552.697095436,0.106617647058824,0.0294117647058824,0.177308960006144
1974,MA,97968,934308.199232173,0.118579536175078,0.0284072350155153,0.134304408633912,51069,670635.205388361,0.0905637470872741,0.0280796569347354,0.118009097735122,3781,454492.733552632,0.0888653795292251,0.0330600370272415,0.10324300782205
1974,NY,303019,1337805.82828332,0.15039980991291,0.0294436982499447,0.121242912664005,169368,849431.789786438,0.113705068253743,0.0301887015256719,0.115034748642747,15227,614077.931259764,0.116175215078479,0.0386156169961253,0.106413802675417
1974,NH,14202,444326.517809269,0.161526545556964,0.0221799746514575,0.174542744121564,7900,354742.284800445,0.119240506329114,0.0226582278481013,0.16212239725877,555,212301.685144124,0.0954954954954955,0.0252252252252252,0.153233113932081
1974,WI,71344,802471.500828323,0.125392464678179,0.021361291769455,0.146755580002076,42376,415268.565244153,0.0917736454596942,0.0222767604304323,0.132157124464183,2289,180437.119958635,0.090869375273045,0.0170380078636959,0.127460186802682
1974,RI,17148,760997.815427171,0.123571261954747,0.0268836015861908,0.141095161416994,8390,494726.322164949,0.099284862932062,0.0241954707985697,0.138511646687892,598,479996.893787575,0.115384615384615,0.0217391304347826,0.188392430602323
1974,FL,131122,603834.544419968,0.212069675569317,0.0389332072421104,0.207876223691719,67366,532871.916091915,0.158002553216756,0.040925689516967,0.195780279624465,6371,162103.713642334,0.162140951185057,0.0430073771778371,0.160203315221661
1974,OH,146719,982455.700821444,0.139402531369489,0.0250615121422583,0.138245116170888,75169,620406.338333974,0.110497678564302,0.0271920605568785,0.130107256328091,4076,583167.477056277,0.107212953876349,0.0279685966633955,0.106484937762282
1974,TN,57685,737316.381187147,0.154667591228222,0.0246337869463465,0.139151248289556,34600,588603.641599484,0.118352601156069,0.0248265895953757,0.125432431888036,2693,228071.530916844,0.139621240252507,0.0289639806906795,0.10464671407849
1974,CT,51545,1114125.1283628,0.148006596178097,0.0273159375303133,0.141237392483462,26620,512242.444389213,0.108827948910594,0.0265589782118708,0.117648728139977,2150,237991.216367713,0.102325581395349,0.0306976744186047,0.0921092548199578
1974,NC,77183,628803.623054873,0.129614034178511,0.0284000362774186,0.13492993117698,43697,465274.844862014,0.107009634528686,0.0290637801222052,0.12725631458345,3378,220892.901447278,0.133510953226761,0.0349319123741859,0.115096314986194
1974,GA,83382,714031.670055096,0.166918519584563,0.0221390707826629,0.174072957755541,43484,507008.160799618,0.133842332812069,0.022468034219483,0.160428185253357,3274,205555.631067961,0.133475870494808,0.032376298106292,0.144555924499366
1974,PA,186231,783194.938661057,0.121623145448395,0.0268054190763085,0.128776242547299,101271,488693.02764167,0.0848120389845069,0.0282114326905037,0.12147663953442,7805,201487.818476022,0.0916079436258808,0.0316463805253043,0.103139814757735
1974,CA,312008,876884.440023098,0.171934693982206,0.0293325812158663,0.149522855739215,163372,666068.792888693,0.1413583723037,0.0299867786401587,0.137358151332225,13086,350496.982868331,0.136558153752101,0.0348464007336084,0.120662578499856
1974,VT,8422,351490.217558229,0.12194253146521,0.019829019235336,0.134621860009987,5045,284030.903691133,0.090386521308226,0.0176412289395441,0.127210258546183,305,147760.966542751,0.140983606557377,0.0229508196721311,0.0698857414293324
1974,ME,17473,434418.010292801,0.141818806158072,0.0244949350426372,0.175286557146945,10030,403949.573757764,0.107178464606181,0.0233300099700897,0.160711561478106,650,364605.677179963,0.0953846153846154,0.0138461538461538,0.0794230901174063
1974,MD,48194,777913.567450815,0.126385027181807,0.0248371166535253,0.161028045857925,25889,527417.592584543,0.100699138630306,0.0266136196840357,0.147152409412108,1751,286952.867332382,0.10850942318675,0.0325528269560251,0.127144091331638
1974,TX,215014,784315.814519331,0.148869375947613,0.0348256392606993,0.167548381548057,111442,629002.457594858,0.111780118806195,0.0350675687801727,0.15906155394204,8053,324507.322469726,0.127033403700484,0.0342729417608345,0.161441712013818
1974,IL,176519,1281263.82790768,0.182314651680556,0.0257196109200709,0.139283218753573,93662,728402.645958751,0.134579658773035,0.0270226986397899,0.132542303105335,7007,350177.115032462,0.116169544740973,0.0311117453974597,0.117554414527619
1974,DE,7882,1708497.30669456,0.175589951788886,0.0204262877442274,0.144726407335368,4247,1021844.2965553,0.110901813044502,0.0207205085943019,0.141922238021972,325,208724.905660377,0.0892307692307692,0.0215384615384615,0.0802477808124817
1974,IA,50432,558129.801414509,0.107253331218274,0.020820114213198,0.154110029838625,31341,439601.81900161,0.0854471778181934,0.0192399731980473,0.162531932901806,1896,144307.221542228,0.07542194092827,0.015295358649789,0.116980159846511
1974,AZ,28820,715744.423417977,0.230464954892436,0.0452463566967384,0.197702843413519,15499,526398.89343348,0.181302019485128,0.0440028388928318,0.181862019588146,1071,176249.716775599,0.171802054154995,0.0354808590102708,0.166730298862821
1974,MI,122884,822160.49340273,0.139269555027506,0.0239331401972592,0.144645610159336,64740,571276.601770677,0.120111214087118,0.0246061167747915,0.133763557594703,4033,321800.432926829,0.12075378130424,0.028018844532606,0.133370756080267
1974,SC,41573,463779.453095737,0.122483342554062,0.0319919178312847,0.145290805470179,23177,362392.157713499,0.0994520429736377,0.0305475255641369,0.136927690974458,2037,124707.014409222,0.12960235640648,0.0338733431516937,0.128676516367606
1974,VA,62188,696684.759783831,0.139978774040008,0.025969640445102,0.154110692043836,33790,499485.858484869,0.104320804971885,0.0265463154779521,0.141018495334922,2031,375054.4,0.116198916789759,0.0260955194485475,0.125274791952483
1974,NJ,123257,895627.915971703,0.135838126840666,0.0265623859091167,0.129203523498257,64057,620296.368231782,0.114632280625068,0.025258753922288,0.121491623832202,6208,259934.078947368,0.123389175257732,0.0341494845360825,0.0939186928843163
1974,IN,72574,732809.739872725,0.140959572298619,0.0275856367294072,0.142261398787568,41119,548822.036224227,0.106520100196989,0.0273352951190447,0.142013186913337,2582,243089.590163934,0.111154144074361,0.0259488768396592,0.119498102226721
1974,AL,46456,545595.891067117,0.124612536593766,0.0306741863268469,0.145799046263584,28716,382009.711800186,0.100466638807633,0.031271764869759,0.132140820484477,2270,191226.733850129,0.114977973568282,0.0343612334801762,0.12959935800307
1974,AR,33808,426033.920787117,0.141357075248462,0.0180430667297681,0.150184962619581,20899,340153.615809899,0.105459591368008,0.0177041963730322,0.138029435963881,1644,123346.432545202,0.12956204379562,0.0182481751824818,0.121388177262894
1974,LA,57899,549778.421814805,0.133387450560459,0.030190504153785,0.133128471168101,30463,438854.961375447,0.0981518563503266,0.0299379575222401,0.127913525000468,2228,201561.56462585,0.111310592459605,0.0296229802513465,0.137423959551272
1974,KY,47289,536844.887026015,0.143267990441752,0.0487639831673328,0.131863853469152,27921,421754.905908443,0.103219798717811,0.0494609791912897,0.124126557040601,1780,210251.074705111,0.126966292134831,0.0359550561797753,0.10583365936101
1974,MS,34294,376986.352877056,0.111418907097451,0.0262728174024611,0.131956094299382,20894,340543.264248979,0.0888293289939696,0.0254618550780128,0.119546120244376,1595,137438.805340829,0.134169278996865,0.0219435736677116,0.109366696185307
1974,WA,56875,583968.86407472,0.107938461538462,0.026778021978022,0.127956146207312,29938,502615.264092062,0.0952969470238493,0.023014229407442,0.119503952125285,1603,312979.668976136,0.0966936993137866,0.0224578914535246,0.129389241514428
1974,CO,41142,680561.382878874,0.157794954061543,0.023795634631277,0.149232166732353,22008,465762.318730736,0.138858596873864,0.0245819701926572,0.137928509471778,1375,203135.585970915,0.154909090909091,0.0196363636363636,0.156652343076533
1974,DC,10184,1843311.99134199,0.205223880597015,0.0389827179890024,0.144166314021557,4996,908348.928338053,0.114691753402722,0.0424339471577262,0.134082186464771,548,371259.314775161,0.104014598540146,0.062043795620438,0.129829047813682
1974,WV,24320,408048.449395911,0.132319078947368,0.0235608552631579,0.139768511402625,14232,337030.443974299,0.0955593029792018,0.0205874086565486,0.135277696679163,806,338003.279648609,0.0930521091811414,0.0248138957816377,0.107132042359487
1974,MN,59782,1111636.75174936,0.129938777558462,0.0218293131711887,0.161545049580556,34191,821304.35292024,0.111842297680676,0.0220233394753005,0.165347124820046,1965,269020.172927847,0.118066157760814,0.0178117048346056,0.101920946518993
1974,ID,12437,644582.843939936,0.146257135965265,0.0192972581812334,0.172176221818183,7748,490266.84174213,0.106220960247806,0.0191017036654621,0.16208721721487,404,242239.884393064,0.131188118811881,0.0247524752475248,0.134957219630124
1974,OK,45433,714217.538580324,0.13393348447164,0.0338080250038518,0.146298447522214,25908,595321.28580166,0.102593793422881,0.0334645669291339,0.144967271982066,2154,167845.331882481,0.123491179201486,0.0283194057567317,0.13111369815179
1974,MO,75191,814873.09684565,0.146294104347595,0.0292987192616138,0.138311559549656,43096,669493.414765999,0.121171338407277,0.0263829589753109,0.135774057424417,2773,1127237.97692625,0.111071042192571,0.0328164442841688,0.103299936894543
1974,OR,42953,672601.514294011,0.11500942891067,0.0413475193816497,0.144558882570328,21726,631009.605710365,0.10696860903986,0.0347970173985087,0.132859312703867,1143,198739.639448568,0.115485564304462,0.0306211723534558,0.146183762884185
1974,NE,29550,748338.916520879,0.107174280879865,0.0285279187817259,0.145758033798816,17294,523517.674115578,0.0854053428934891,0.0334219960680005,0.149248798093061,900,195345.678524374,0.09,0.0311111111111111,0.123307575367605
1974,UT,16352,626304.98073116,0.165362035225049,0.0303938356164384,0.179587330582499,9018,600659.891839923,0.125859392326458,0.0348192503881127,0.165298761111197,595,613868.136882129,0.149579831932773,0.0285714285714286,0.144622025118766
1974,MT,13742,311309.496698459,0.107480716052976,0.0390045117159074,0.15106225693436,8473,336477.703684141,0.111294700814351,0.0315118612061844,0.160926356883151,504,187893.702031603,0.123015873015873,0.0317460317460317,0.125337424558325
1974,HI,12527,833830.598411047,0.129240839786062,0.039913786221761,0.173204552138814,6947,692346.689180108,0.130991795019433,0.0382899093133727,0.151004581076178,596,2272322.52631579,0.134228187919463,0.0553691275167785,0.168551263417038
1974,KS,41638,630108.472524498,0.128872664393102,0.02797924972381,0.182884038272945,23591,615138.396888274,0.105760671442499,0.0259844856089187,0.179702057357604,1530,229155.068807339,0.0947712418300654,0.0215686274509804,0.124531288048972
1974,NM,16532,304854.470356804,0.128780546818292,0.0153641422695379,0.150695832963256,9637,275835.135228849,0.106568434160008,0.015461243125454,0.139520905124199,676,166126.091205212,0.115384615384615,0.0192307692307692,0.119810997689683
1974,ND,11048,423839.065830097,0.114228819695873,0.0159304851556843,0.180150164587428,7250,422397.675831688,0.10248275862069,0.0164137931034483,0.194519953418316,399,203801.754385965,0.130325814536341,0.0175438596491228,0.182874257904062
1974,SD,12580,366413.48645363,0.10389507154213,0.0224960254372019,0.160757342268931,8144,391561.106463365,0.0916011787819254,0.0228388998035363,0.164260898009172,476,175192.887828162,0.113445378151261,0.0336134453781513,0.120135338125501
1974,NV,9548,501570.43082208,0.204964390448261,0.0295349811478844,0.183908201654664,5307,546427.668968404,0.170529489353684,0.0305257207461843,0.177939831270048,514,156785,0.169260700389105,0.0291828793774319,0.129077550626601
1974,AK,5586,350340.195964219,0.127640529896169,0.0255997135696384,0.157987803354486,2705,353835.137844612,0.0927911275415896,0.0243992606284658,0.157622349246936,179,171084.939759036,0.0949720670391061,0.00558659217877095,0.113895256062619
1974,WY,7243,300499.211097334,0.124672097197294,0.0218141654010769,0.140464935470897,4196,326705.976890756,0.110581506196378,0.0200190657769304,0.140789288888288,290,136307.480314961,0.131034482758621,0.00689655172413793,0.14126367855744
1974,O3,1,500,0,0,,1,500,0,0,,,,,,
1974,ON,1,0,1,0,,,,,,,,,,,
1975,MA,97620,993648.91991125,0.158092603974595,0.0849620979307519,0.13066681781839,47920,735622.756751791,0.103422370617696,0.0853714524207012,0.128356302958736,3471,450040.751716661,0.106885623739556,0.0728896571593201,0.100890333553146
1975,NY,317755,1395335.79204515,0.200985035640667,0.103869333291372,0.109622607215609,164547,930357.244176394,0.138537925334403,0.114696712793305,0.105635246109906,14095,620655.826457817,0.137708407236609,0.0835047889322455,0.0770895049651331
1975,NH,14941,481844.616115129,0.169533498427147,0.0766347634027174,0.125111224646092,7746,358446.05,0.114768912987348,0.0725535760392461,0.118647625593043,526,214411.472684086,0.091254752851711,0.0627376425855513,0.0589207517749478
1975,WI,75443,848505.951983421,0.189374759752396,0.0849648078681919,0.137474841669179,41008,468957.316574999,0.12304916113929,0.0819108466640656,0.136092825309806,2146,194321.121495327,0.107642124883504,0.0507921714818267,0.110818147187309
1975,RI,16801,792922.134594491,0.164454496756145,0.0924944943753348,0.126169571854105,7800,555279.398703627,0.112307692307692,0.0917948717948718,0.11900925525359,566,411477.288135593,0.125441696113074,0.0618374558303887,0.121067536145974
1975,FL,146055,618553.104678674,0.283762966005957,0.0855157303755435,0.137135035865823,65615,581190.789575525,0.187868627600396,0.0981940105158881,0.140713929795722,6017,165903.171164073,0.178161874688383,0.0772810370616586,0.111071970788294
1975,OH,157131,1009793.90487833,0.195365650317251,0.103817833527439,0.125618386151976,74103,709440.061491615,0.132005451871044,0.105960622376962,0.123331504132899,3982,594211.74962919,0.141637368156705,0.0763435459568056,0.0939367984830485
1975,TN,61430,753086.06170609,0.207781214390363,0.0782353898746541,0.116601826596688,33682,627069.199813165,0.13277121311086,0.0827444926073274,0.108871896566469,2569,205767.001819836,0.144024912417283,0.052549630206306,0.090880179906425
1975,CT,52518,1272745.59456134,0.176796526905061,0.0829049087931757,0.128341306545183,25089,600647.322133521,0.115508788712185,0.0880066961616645,0.118275072948182,1961,281087.125382263,0.107088220295767,0.0759816420193779,0.101640563409713
1975,NC,78562,633354.347591506,0.172487971283827,0.105088974313281,0.0980762355250694,42081,511387.582799145,0.126042632066728,0.10857631710273,0.100403607987163,3166,174277.774480712,0.147504737839545,0.0704358812381554,0.0598847423748549
1975,GA,88627,684511.684223449,0.194410281291254,0.0732169654845589,0.139231833227799,43492,525804.770775459,0.143152763726662,0.0843833348661823,0.135981336830118,3081,191399.937057435,0.129827977929244,0.0665368386887374,0.0999592391001009
1975,PA,191693,801723.697604808,0.163840098490816,0.129530029787212,0.123080550290427,96521,544415.204785704,0.102920607950601,0.133338858901172,0.121153860992922,7167,213523.30501683,0.102692898004744,0.0876238314497,0.0924250752219158
1975,CA,347364,937528.102869969,0.26613293260096,0.0748148915834686,0.15194652590901,162429,720563.979119587,0.178761181808667,0.0769197618651842,0.147822797095674,12754,387057.7135778,0.1794731064764,0.0671161988395797,0.147185479235743
1975,VT,8576,362528.531147953,0.15566697761194,0.0981809701492537,0.0962922789808664,4886,287542.971221441,0.118297175603766,0.0892345476872698,0.100977036721363,292,179641.576923077,0.10958904109589,0.0684931506849315,0.194350629549944
1975,ME,17578,478693.772127109,0.153601092274434,0.0935828877005348,0.137145453429392,9357,464983.885615458,0.0882761568878914,0.082077588970824,0.135870746994318,612,404440.873015873,0.076797385620915,0.0604575163398693,0.108175283140719
1975,MD,52898,822875.302475184,0.231388710348217,0.102177776097395,0.126288262927407,24661,582681.334691449,0.118973277644864,0.113499047078383,0.123456885361769,1627,301891.553323029,0.135218192993239,0.0774431468961278,0.0829862665081956
1975,IL,187973,1240756.8320716,0.214977682965107,0.0747128576976481,0.12701906634902,91092,800015.399052577,0.147356518684407,0.0815549115180257,0.123217594269275,6594,382336.465827338,0.144070367000303,0.0545950864422202,0.0877450559020419
1975,DE,8609,1934910.08294393,0.200255546521083,0.110814264142177,0.113461095528163,4120,1001233.28424193,0.119660194174757,0.116990291262136,0.11548437901892,295,213243.75,0.108474576271186,0.0406779661016949,0.0613216986136872
1975,IA,51643,592109.510531552,0.156981585113181,0.0870398698758786,0.135704097975612,29833,506589.639017766,0.0960345925652801,0.0725371233198136,0.142030207168278,1827,153736.546031746,0.0963327859879584,0.0399562123700055,0.108909055528921
1975,NJ,131293,849268.812778192,0.201815786066279,0.111277828977935,0.10614363408407,62639,635249.375926604,0.13268091763917,0.108861891154073,0.103425071509139,5731,306791.813555872,0.147443727098238,0.0807886930727622,0.0778057178832363
1975,AZ,33303,633325.545766591,0.298051226616221,0.0881902531303486,0.149690381761693,15983,540278.752475248,0.205781142463868,0.0989801664268285,0.14744310419531,1023,192869.87224158,0.163245356793744,0.0703812316715543,0.0888008952167464
1975,MI,129881,869796.977828619,0.212987272965253,0.0718734841893734,0.126493440386237,62607,624843.23556347,0.146485217307969,0.0684268532272749,0.12639982283982,3874,337113.824005176,0.166494579246257,0.0495611770779556,0.110469509309382
1975,VA,65704,712124.732218147,0.203427492998904,0.0959606721051991,0.112857168079297,32360,550302.547129994,0.118881334981459,0.105222496909765,0.111958729628787,1986,262790.278128951,0.148036253776435,0.0629405840886203,0.101411444737702
1975,SC,40755,499523.810904263,0.167537725432462,0.108968224757698,0.114012616623604,21551,384744.910795425,0.117720755417382,0.103800287689666,0.110410503387989,1862,125681.228179551,0.13641245972073,0.0617615467239527,0.0925877686443268
1975,IN,76129,765350.323976695,0.197270422572213,0.0898343600993051,0.128084227079272,39855,605069.565585332,0.13536570066491,0.0815456028101869,0.132756039356542,2430,264868.216374269,0.134156378600823,0.062962962962963,0.10714659716052
1975,TX,224349,884285.474828405,0.224748048798969,0.0890933322635715,0.171838570778031,105412,716824.524549164,0.155181573255417,0.0923424278070808,0.163189187921559,7455,367425.137792103,0.159758551307847,0.0626425217974514,0.140095704544005
1975,AL,47576,627994.857383493,0.186753825458214,0.0955944173532874,0.130400709622086,27204,433614.144961745,0.121048375238935,0.102962799588296,0.123572787696672,2076,211334.918858422,0.120905587668593,0.075626204238921,0.0814503934280351
1975,AR,35467,450865.152504274,0.193306453886712,0.0895762257873516,0.134226722226436,19955,382514.306223558,0.11365572538211,0.0920571285392132,0.123577311855308,1534,125382.150297619,0.132985658409387,0.0475880052151239,0.116866146852462
1975,LA,60671,616142.489932759,0.198694598737453,0.104465065682122,0.160544326102055,29651,482553.766235753,0.136386631142289,0.10819196654413,0.151541957209617,2128,215775.5654102,0.145206766917293,0.0592105263157895,0.139672165161312
1975,KY,45420,610502.814390121,0.234632320563628,0.088110964332893,0.131705597929918,23381,551090.551094001,0.153629015012189,0.0902869851588897,0.127124983309055,1497,251234.609814964,0.164328657314629,0.0541082164328657,0.136474830208675
1975,MS,34270,424444.777451013,0.158126641377298,0.0916836883571637,0.122077154439393,19712,391374.777984654,0.103642451298701,0.0969967532467532,0.113514640615877,1504,139021.743323442,0.11968085106383,0.043218085106383,0.111793968109835
1975,WA,59144,601808.750128908,0.193984174218856,0.0870587041796294,0.140074884097866,28504,568641.459227991,0.114615492562447,0.0769716531013191,0.137789251510253,1498,530045.949263503,0.124165554072096,0.0580774365821095,0.13179869789525
1975,CO,46704,680970.811049409,0.255802500856458,0.103267386091127,0.172553198066394,22536,504975.790587305,0.180422435214767,0.0923855165069222,0.179163207531736,1442,199071.061359867,0.194868238557559,0.0603328710124827,0.191533360558528
1975,DC,11693,1828607.59911354,0.277003335328829,0.130676473103566,0.100304172982658,4617,921171.245862884,0.120207927225471,0.166558371236734,0.0954573158542659,464,396163.197969543,0.127155172413793,0.122844827586207,0.0980575619639407
1975,WV,24817,433019.400611202,0.160615706975057,0.0933231252770278,0.151799184100498,13665,394799.401574803,0.100914745700695,0.0889864617636297,0.136747370614223,773,356406.01236476,0.11901681759379,0.0426908150064683,0.157747344981206
1975,MN,65197,1125398.17263877,0.209304109084774,0.0872279399358866,0.154804820795083,33452,938561.021221481,0.123340906373311,0.0694128901112041,0.16704569949628,1898,301824.322298563,0.106427818756586,0.0547945205479452,0.145174840497785
1975,ID,13967,742233.762268009,0.236557600057278,0.0669435097014391,0.176809338362381,7695,538652.881848569,0.137231968810916,0.0696556205328135,0.176937579667063,397,274039.941690962,0.151133501259446,0.0503778337531486,0.203159866256059
1975,OK,47990,747541.393482296,0.219108147530736,0.0967493227755782,0.147344040541857,24807,703706.411478867,0.137904623694925,0.0882815334381425,0.14429496695959,2045,173540,0.141320293398533,0.0611246943765281,0.122897229922963
1975,MO,80365,857111.644932447,0.224040316057985,0.0875256641572824,0.132511220133971,42285,732780.131151009,0.147830199834457,0.0877852666430176,0.135730656063481,2662,1287971.72338569,0.146130728775357,0.0608564988730278,0.102663868548674
1975,OR,41601,648419.758644086,0.187735871733853,0.0724982572534314,0.150806424045766,20020,696327.792209282,0.12972027972028,0.0662337662337662,0.152818098883993,1113,207606.414686825,0.150943396226415,0.0628930817610063,0.11279032345519
1975,NE,30554,786826.118324108,0.168946782745303,0.128624729986254,0.134050663746618,16329,608578.879889235,0.100924735133811,0.101843346193888,0.147787305468909,848,207826.322489392,0.0943396226415094,0.0389150943396226,0.0816915567590893
1975,UT,18706,694622.596731802,0.263819095477387,0.071581310809366,0.193575085616907,8905,721668.153471376,0.152947782144862,0.0780460415496912,0.183234252869645,588,222092.217898833,0.141156462585034,0.0629251700680272,0.117650966669464
1975,MT,14505,315928.097531147,0.189865563598759,0.0901068597035505,0.114805774116187,8250,352718.019238586,0.116242424242424,0.0615757575757576,0.123323122868284,475,186424.390243902,0.111578947368421,0.0505263157894737,0.084421431726739
1975,HI,13503,892959.747523473,0.256831815152188,0.10434718210768,0.117085655463411,6642,775341.753405519,0.146040349292382,0.110960554049985,0.114705150305923,557,2883687.66816143,0.127468581687612,0.0915619389587074,0.114642572953196
1975,KS,41949,733263.40173913,0.178478628811176,0.100860568785907,0.153075441154976,22148,757853.332721713,0.118475708867618,0.0871862019143941,0.161313619067918,1414,243455.160202361,0.133663366336634,0.0480905233380481,0.142054755143998
1975,NM,18172,306465.716854486,0.205701078582435,0.12871450583315,0.207473758874709,9745,314661.729995428,0.142432016418676,0.121292970754233,0.201814920082186,654,161276.48241206,0.116207951070336,0.0581039755351682,0.209326903263253
1975,ND,11777,478517.300365957,0.174237921372166,0.0823639296934703,0.186535489822807,7118,516924.868791003,0.106490587243608,0.0507164933970216,0.195657209678527,392,196051.676829268,0.122448979591837,0.0433673469387755,0.181614309882834
1975,SD,13110,461263.609680913,0.154919908466819,0.103508771929825,0.149914247819786,7809,455193.78183613,0.0873351261365091,0.0772185939300807,0.166112706943504,455,191401.929824561,0.0901098901098901,0.0153846153846154,0.18964137445681
1975,NV,10928,490876.676961087,0.287884333821376,0.060212298682284,0.150164825781595,5288,559864.700529101,0.190620272314675,0.0590015128593041,0.138447603916722,492,176626.699029126,0.186991869918699,0.0589430894308943,0.165017022133793
1975,WY,8078,338477.753146176,0.227283981183461,0.080713047784105,0.194753618261225,4228,406856.198743126,0.143093661305582,0.0503784295175024,0.191934749453555,279,143655.473251029,0.114695340501792,0.021505376344086,0.204101810163613
1975,AK,6502,358458.827741266,0.28375884343279,0.0990464472470009,0.254050926022551,2616,403358.956258121,0.143348623853211,0.10282874617737,0.247896500201427,187,193541.463414634,0.18716577540107,0.0909090909090909,0.334216250686934
1976,MA,105154,931885.309124495,0.12353310382867,0.0703349373300112,0.119279184149671,49805,742880.675747274,0.0951109326372854,0.0747716092761771,0.114804879553219,3476,510801.633941094,0.0909090909090909,0.0874568469505178,0.0920320534845329
1976,ME,18644,537441.524967613,0.114353143102339,0.069083887577773,0.14743322848216,9690,531866.416732887,0.0821465428276574,0.0784313725490196,0.140174929151763,614,282171.80952381,0.0700325732899023,0.0553745928338762,0.135189560828811
1976,NY,331009,1371804.10344146,0.1288756499068,0.0668350407390736,0.11744565296909,165865,927665.610568795,0.105447201036988,0.0759473065444789,0.119187620163999,14729,582569.820271067,0.117251680358476,0.0911127707244212,0.0906336880512526
1976,NH,16427,486167.036203265,0.146709685274244,0.0597796310951482,0.137250255960233,8223,352546.303046428,0.110300376991366,0.0681016660586161,0.134158644456355,532,200414.288939052,0.105263157894737,0.0695488721804511,0.101551621622551
1976,WI,81682,879774.008740457,0.124703116965794,0.0631473274405622,0.126851343671547,43306,486259.834929563,0.0899875305962222,0.074608599270309,0.125213369685188,2342,197477.234791352,0.087532023911187,0.0691716481639624,0.110234749141241
1976,RI,18477,695317.935910066,0.122205985820209,0.0568274070465985,0.134291975351812,8261,586415.975514457,0.0924827502723641,0.0680305047815035,0.135870014322928,610,460627.961904762,0.124590163934426,0.0770491803278689,0.113756218573841
1976,FL,169308,536172.546617023,0.190428095541853,0.0659921563068491,0.136414094778808,73321,535478.179670568,0.155739828971236,0.0764719521010352,0.149306603279027,6732,177612.045610425,0.167112299465241,0.084521687462864,0.130488174853568
1976,OH,166795,995077.227801449,0.143187745436014,0.0673041757846458,0.127332284606415,76352,724585.347528383,0.112819572506287,0.0764092623637888,0.127596647185477,4274,619159.952863798,0.127047262517548,0.0769770706598035,0.0858975739540965
1976,TN,67535,789517.600981427,0.13622566076849,0.0606648404530984,0.136716433748364,35968,692166.967567907,0.108151690391459,0.0742326512455516,0.135767829626813,2865,175271.323175621,0.141710296684119,0.0659685863874346,0.118525327296858
1976,CT,58419,1254125.54384224,0.132508259299201,0.0607850185727246,0.124389159517542,26905,614789.552990298,0.101319457349935,0.0686117821966177,0.126637436085623,2072,263115.776009096,0.102799227799228,0.0825289575289575,0.0784892988893867
1976,GA,96319,645355.477370946,0.14376187460418,0.0737964472222511,0.117818784420472,45678,523288.814402338,0.122050002189238,0.0794912211567932,0.131042330299017,3377,191388.092035398,0.144506958839206,0.0799526206692331,0.0911849757455276
1976,PA,195633,902323.679937953,0.123644783855485,0.0694463612989629,0.132494376665269,95136,611936.518719404,0.0899028758829465,0.0789501345442314,0.130899694344219,7441,221880.59966086,0.0993146082515791,0.0807687138825427,0.0984012357657005
1976,OK,53658,723470.44600263,0.164393007566439,0.0688620522568862,0.160831689667716,26875,615239.166947014,0.120520930232558,0.0792186046511628,0.152901663630646,2294,163847.959899749,0.132519616390584,0.0771578029642546,0.161278964165971
1976,CA,403620,839399.655130841,0.183541449878599,0.0594048857836579,0.172621037908222,180277,670844.872776835,0.142669336631961,0.0677790289387997,0.177843738271392,14186,284657.243684348,0.153320174820245,0.0752150007049204,0.183472999128951
1976,VT,9334,351787.315819532,0.142918362974073,0.0745661024212556,0.139775373125555,5238,279229.925116373,0.107292859870179,0.0840015273004964,0.139653461070575,313,143897.909407666,0.115015974440895,0.0511182108626198,0.0943659770667097
1976,IL,211331,1251129.70535838,0.137102460121799,0.0629107892358433,0.138126551192766,99339,837389.048030871,0.108285768932645,0.0743615297113923,0.139512033283358,7440,374906.946040869,0.119623655913979,0.0786290322580645,0.121375287965643
1976,MD,57840,767776.575776939,0.153699861687414,0.0590076071922545,0.146519240841616,25293,589816.744621976,0.0998695291187285,0.068556517613569,0.142782131421865,1764,326601.715686275,0.119614512471655,0.0787981859410431,0.170102921563686
1976,DE,9134,1911464.52630935,0.146485657981169,0.04554412086709,0.103594008939913,4262,1523303.79810476,0.11262318160488,0.0513843266072267,0.110840641590215,342,180598.951048951,0.131578947368421,0.0614035087719298,0.0817824097105896
