YEAR,STATE,n,sales,entry,exit,sls_growth,n_retail,sales_retail,entry_retail,exit_retail,sls_growth_retail,n_card,sales_card,entry_card,exit_card,sls_growth_card
1971,W,21628,263356.764432511,0.17167560569632,1,0.166804707370633,13410,224076.863402693,0.158538404175988,1,0.164892571552345,697,138455.316666667,0.166427546628407,1,0.142798112743025
1971,ID,10158,648761.851758242,0.20584760779681,1,0.195553701965757,6987,337764.905221519,0.19851152139688,1,0.190310365457815,361,153460.320512821,0.210526315789474,1,0.203492780995313
1971,OK,39638,539595.895279237,0.199455068368737,1,0.171531452356394,23909,395030.499837111,0.201472248943912,1,0.174595820485975,1756,134491.350293542,0.235763097949886,1,0.189210333341587
1971,LA,48058,454910.629601509,0.204086728536352,1,0.166824368840036,28030,334201.476188631,0.192186942561541,1,0.164536646748053,1839,157086.869993839,0.215334420880914,1,0.142363104841418
1971,OR,35349,511883.820988836,0.266768508302922,1,0.184578627765826,19248,438562.657264907,0.230933083956775,1,0.184592805666354,909,479648.492791612,0.211221122112211,1,0.166096830719963
1971,NE,33265,518959.838434022,0.191612806252818,1,0.198795901703407,20250,372403.539286295,0.202814814814815,1,0.203231393301452,1169,154383.12007874,0.224123182207015,1,0.200606273251171
1971,UT,13033,448709.590539975,0.193201872170644,1,0.218728492989074,7904,415224.41839396,0.187753036437247,1,0.208137545207395,512,159771.244541485,0.23828125,1,0.219580906477812
1971,HA,9905,639914.559454855,0.23876829883897,1,0.250836199577989,5642,622720.40512108,0.224034030485643,1,0.219833431073174,448,203399.701086957,0.225446428571429,1,0.288823682435535
1971,KA,36255,410756.369915579,0.673424355261343,1,0.205890463733071,21794,367276.954808571,0.765898871248968,1,0.228098510520974,1362,133593.176470588,0.824522760646109,1,0.437387506298237
1971,WY,6345,206548.265682657,0.208983451536643,1,0.176593340437496,3812,231653.974322397,0.208814270724029,1,0.183781379992311,255,104863.318965517,0.168627450980392,1,0.148492250600973
1971,"",1,,1,1,,,,,,,,,,,
1972,MA,84106,830808.308682546,1,0.0170023541721161,,47202,587432.022489168,1,0.0188127621710944,,3594,431980.228571429,1,0.0258764607679466,
1972,N,473263,971681.720766804,1,0.0185626174030085,,280649,580639.593631307,1,0.0212935018475035,,24900,345516.049276513,1,0.0248995983935743,
1972,WI,62582,656062.701451843,1,0.0166181969256336,,39546,336376.899188276,1,0.0193445607646791,,2160,150101.184909671,1,0.0166666666666667,
1972,R,14663,646032.896511201,1,0.0182772965968765,,7690,434940.309347492,1,0.0209362808842653,,564,336914.511434512,1,0.0283687943262411,
1972,ME,14757,421507.057099469,1,0.0148404147184387,,9199,376286.633038489,1,0.0172844874442874,,604,134082.990291262,1,0.0132450331125828,
1972,FL,102044,539164.079265973,1,0.0228332876014268,,58538,451791.753908535,1,0.0255560490621477,,5367,140596.28533274,1,0.0260853363145146,
1972,MI,191126,746029.321650703,1,0.0205257264840995,,110443,484170.357138605,1,0.0231159964868756,,6819,222671.710683251,1,0.0234638510045461,
1972,TE,229111,658019.902197264,1,0.0188423951708997,,132435,490889.260164762,1,0.0204779703250651,,9501,253041.965202369,1,0.0277865487843385,
1972,GA,64952,606492.206835738,1,0.0246489715482202,,37509,403802.197115531,1,0.0261004025700499,,2895,169720.483606557,1,0.0252158894645941,
1972,OH,128767,832664.19144341,1,0.0183043792275971,,69244,464604.924639881,1,0.0210270926000809,,3845,321849.238181271,1,0.023667100130039,
1972,PA,167934,688892.684543911,1,0.0174711493801136,,97040,429943.969604028,1,0.0201772464962902,,7542,166935.189434524,1,0.0214797136038186,
1972,CA,264074,774398.14937436,1,0.0213311420283708,,146997,576302.875320581,1,0.0246331557786894,,11958,264202.543598469,1,0.0266767017895969,
1972,CO,77177,933982.682528531,1,0.0201873615196237,,43375,444136.591688035,1,0.0233314121037464,,3240,193100.15585357,1,0.0259259259259259,
1972,VT,7257,304483.734139864,1,0.0191539203527628,,4603,236889.222809841,1,0.0186834673039322,,273,140354.853556485,1,0.021978021978022,
1972,IL,143795,1122499.16071662,1,0.0188810459334469,,82436,631690.455659439,1,0.0210466301130574,,6494,319411.398042984,1,0.0249461040960887,
1972,MD,42433,678837.747628183,1,0.020620743289421,,23971,437697.664882079,1,0.0248633765800342,,1583,245625.414156627,1,0.0271636133922931,
1972,DE,6395,1853246.04818042,1,0.0206411258795934,,3905,1113836.17103448,1,0.023303457106274,,300,166818.75,1,0.03,
1972,IO,46520,432992.988528226,1,0.020335339638865,,29609,334927.78248471,1,0.0211759937856733,,1779,127492.323491656,1,0.0213603147835863,
1972,VA,54561,601797.066785124,1,0.0194827807408222,,31497,387062.172674583,1,0.0216528558275391,,1863,225624.860480208,1,0.0193236714975845,
1972,MO,78003,662420.974313301,1,0.0177685473635629,,46656,509581.385590033,1,0.0205118312757202,,2931,804076.302521009,1,0.0238826339133402,
1972,AR,51881,473419.992515135,1,0.0168462442898171,,32136,354152.072923936,1,0.0184839432412248,,2362,122559.405222437,1,0.0203217612193057,
1972,IN,63277,612176.052838191,1,0.0189642366104588,,37664,435029.317955149,1,0.0208687340696686,,2304,170012.03888335,1,0.0243055555555556,
1972,AL,46585,414286.77892894,1,0.0212514757969303,,29449,306247.915717965,1,0.0238378213182111,,2206,168540.844559586,1,0.0240253853127833,
1972,S,48289,336640.991280895,1,0.0159249518523887,,29279,279122.091137506,1,0.017486936029236,,2253,117699.892252437,1,0.0173102529960053,
1972,LA,50176,436492.982151677,1,0.0221221301020408,,28421,367634.14965035,1,0.0233630062277893,,1966,167714.208381839,1,0.0218718209562564,
1972,KY,41891,484158.442825409,1,0.0200997827695686,,25868,302397.168435237,1,0.0218803154476573,,1573,135639.600580973,1,0.0254291163382073,
1972,WA,50635,488963.456570003,1,0.0197491853461045,,27681,409559.397667958,1,0.0227954192406344,,1448,261699.855687606,1,0.0193370165745856,
1972,D,8463,1568225.08833053,1,0.0173697270471464,,4689,826691.766060327,1,0.0194071230539561,,541,292013.752620545,1,0.0166358595194085,
1972,W,22106,316362.3920443,1,0.0212611960553696,,13603,255629.219974102,1,0.0215393663162538,,717,250922.854812398,1,0.00697350069735007,
1972,ID,10690,661517.971073946,1,0.0227315247895229,,7223,375032.493199382,1,0.0245050533019521,,373,167969.968553459,1,0.0241286863270777,
1972,OK,40917,574603.223944474,1,0.0240242442016766,,24588,433747.308881714,1,0.0267203513909224,,1914,143321.068195534,1,0.0303030303030303,
1972,OR,37535,548204.579013869,1,0.0207006793659251,,19773,485643.133157623,1,0.0233651949628281,,969,177332.990074442,1,0.0247678018575851,
1972,NE,34725,598216.968328408,1,0.0183729301655868,,21040,432073.477192427,1,0.020722433460076,,1253,158400.308411215,1,0.0231444533120511,
1972,UT,13645,545322.906684791,1,0.0203004763649689,,8222,550316.578627166,1,0.0223789832157626,,532,199490.255863539,1,0.0319548872180451,
1972,HA,10885,621020.596021585,1,0.0337161231051906,,6066,500814.906744537,1,0.0344543356412793,,510,243753.390663391,1,0.0372549019607843,
1972,KA,37126,470523.962277795,1,0.0159187631309594,,22021,414968.930232558,1,0.017619544979792,,1429,187082.96836983,1,0.0209937018894332,
1972,WY,6559,214961.102402454,1,0.0199725567921939,,3922,243487.588711931,1,0.0234574196838348,,264,116209.70464135,1,0.0113636363636364,
1972,йс,1,,1,0,,,,,,,,,,,
1973,MA,90845,855519.186851253,0.153503219769938,0.0116131872970444,0.13565834673815,49027,619666.301491675,0.130193566810125,0.0121157729414404,0.122310307577527,3714,450387.12962963,0.134087237479806,0.0172320947765213,0.089496188899009
1973,NY,276437,1298410.61903688,0.124813248588286,0.0143649366763494,0.115110053257226,162040,782721.050392976,0.112891878548507,0.0159590224635892,0.106812470429431,14998,583191.49773918,0.127817042272303,0.021736231497533,0.0967666805324068
1973,NH,12598,437881.560691145,0.205985076996349,0.0123035402444833,0.141562516267787,7352,324705.608630952,0.162540805223069,0.0115614798694233,0.128529086826568,548,170208.584070796,0.12043795620438,0.0109489051094891,0.0371832731782614
1973,WI,65433,710378.719470958,0.122675102776886,0.0101936331820335,0.143169487589122,40585,372845.836090948,0.118886288037452,0.0111617592706665,0.133964783791612,2233,162163.823991619,0.101656963725929,0.012987012987013,0.109539180264134
1973,RI,15820,768481.611209601,0.151517067003793,0.00783817951959545,0.176851590499894,8015,465826.993675145,0.133624454148472,0.0101060511540861,0.156366323936472,567,339432.041666667,0.149911816578483,0.0123456790123457,0.11311230788993
1973,FL,112047,555124.816490833,0.186716288700278,0.0195810686586879,0.204210551750682,61871,491396.796071303,0.165230883612678,0.0213347125470737,0.192016710593294,5907,151277.043108682,0.192483494159472,0.026578635517183,0.174125029410221
1973,MI,111655,771723.342861715,0.13993103757109,0.0120191661815414,0.165369014709438,60406,529976.535307643,0.137552561003874,0.0128795152799391,0.157075775778796,3839,298089.545741325,0.138317270122428,0.0208387600937744,0.157652770345
1973,TN,52360,746921.882753257,0.136764705882353,0.0167494270435447,0.152606368813275,32845,522422.349920611,0.133414522758411,0.0168062109910184,0.146250519446557,2536,192286.829596413,0.151419558359621,0.0216876971608833,0.130832052238763
1973,CT,46225,1236424.73580359,0.160778799351001,0.0117252568956193,0.138570247270576,25135,476729.3413331,0.141197533320072,0.0133678138054506,0.121388630014815,2153,191208.487208009,0.157919182535996,0.02322340919647,0.100962544849122
1973,NC,71223,582293.24979096,0.146076407901942,0.010740912345731,0.155345084136102,41638,414575.113318597,0.129184879196887,0.0116480138335175,0.149060838507887,3230,158130.221745351,0.162229102167183,0.0195046439628483,0.125060792987875
1973,GA,74028,664052.230547058,0.215810233965527,0.0121575620035662,0.146267618445846,40149,459422.721134021,0.17427582256096,0.0120301875513711,0.131855369217017,3082,186338.715524035,0.169046073977936,0.017845554834523,0.143587989957668
1973,OH,133525,927164.011418045,0.115903388878487,0.0120876240404419,0.152799151354864,71173,546425.908510902,0.119638064996558,0.0138957188821604,0.145382247779319,3972,456147.193889542,0.12134944612286,0.0261832829808661,0.125854815866533
1973,PA,171915,740025.394245369,0.0970537765756333,0.011156676264433,0.135773225325972,97964,472542.899678323,0.0939937119758279,0.0122800212322894,0.132088280301831,7669,185361.738627945,0.106532794366932,0.0189072890859304,0.0932955232964115
1973,CA,276419,823986.884664984,0.137117926047052,0.0141958403727674,0.154851488799716,151216,617574.94786046,0.13778303883187,0.0160366627870067,0.14036591601163,12414,333926.366821226,0.145642017077493,0.0219107459320122,0.120632353633772
1973,VT,7791,333638.216305697,0.149274804261327,0.0121935566679502,0.169830678693972,4826,268818.088624339,0.136552009946125,0.0126398673849979,0.162654573955726,284,140751.40562249,0.137323943661972,0.0140845070422535,0.132239860739069
1973,ME,15885,457374.506566869,0.146616304689959,0.0147938306578533,0.146299426067772,9511,406908.100524781,0.123330880033645,0.0146146567132794,0.145299325010169,629,223210.170777989,0.109697933227345,0.0206677265500795,0.0931786941551436
1973,IL,152759,1247333.64520239,0.140436897335018,0.0115476011233381,0.150214544373214,86129,686540.961338128,0.13454237248778,0.0124232256266763,0.139843784573115,6733,348105.672863722,0.135600772315461,0.01811970889648,0.143850777126508
1973,MD,44597,761172.164228422,0.129515438258179,0.014216202883602,0.131759142976963,24790,495635.569026908,0.127954820492134,0.0150463896732553,0.118851270690086,1693,412129.413919414,0.153573538098051,0.019492025989368,0.135898664469505
1973,TX,194248,704065.496229261,0.158457229932869,0.0121906017050369,0.162337376156733,105294,562454.162756566,0.13694987368701,0.0119000132961042,0.152863330578911,7624,302795.888452475,0.17208814270724,0.0173137460650577,0.145760642951011
1973,DE,6841,1652278.96674129,0.150708960678263,0.00774740535009502,0.13356137965693,3978,736271.40218281,0.129462041226747,0.00754147812971342,0.133341384421466,313,177803.501945525,0.166134185303514,0.012779552715655,0.102991351938616
1973,IA,47549,502650.131740887,0.111190561315695,0.00956907611095922,0.136476257067376,30274,369845.10408661,0.114718900706877,0.0099094932945762,0.142653055416635,1861,136526.80495356,0.114454594304138,0.0118216012896292,0.126861149335959
1973,AZ,23785,648221.497734437,0.137439562749632,0.0137061173008198,0.163309168370055,13643,500512.869829993,0.13977864106135,0.0142930440518947,0.145815826563014,971,164951.089820359,0.163748712667353,0.0185375901132853,0.125500702453058
1973,NJ,112550,831576.073245158,0.141830297645491,0.0123589515770769,0.131400921005876,60244,570586.676791375,0.122634619215192,0.0138271031140031,0.127957218129504,5951,256528.351393189,0.138800201646782,0.0205007561754327,0.101288828979036
1973,VA,56846,622362.951297161,0.126341343278331,0.0142314322907505,0.139347135727461,32318,437545.176618041,0.12445077046847,0.0152546568475772,0.132718501190863,1989,284494.098159509,0.154348919054801,0.0326797385620915,0.140165808773437
1973,IN,65577,698990.723021644,0.121140033853333,0.0121841499306159,0.155135694987831,38695,502080.379576053,0.124460524615583,0.0127148210363096,0.153638838943454,2443,237639.190476191,0.145313139582481,0.015963978714695,0.166426554522138
1973,AL,43632,489054.967067635,0.132609094242758,0.0148514851485149,0.158590384122452,27782,339404.600350291,0.128140522640559,0.0149737239939529,0.145530447574689,2208,180250.395778364,0.163949275362319,0.0217391304347826,0.181593478143556
1973,AR,30930,373498.093367982,0.132363401228581,0.0103782735208535,0.140315125727998,19994,320966.220253305,0.134540362108633,0.00970291087326198,0.132839349978592,1587,102608.236574746,0.170762444864524,0.0138626339004411,0.126536323695435
1973,SC,38908,415827.86078213,0.123033823378226,0.0105890819368767,0.127411854738295,22414,318201.593582618,0.110734362452039,0.012046042651914,0.123987060507656,1947,114760.753588517,0.14175654853621,0.0133538777606574,0.149255594323037
1973,LA,53297,475551.510757177,0.140308084882826,0.0127399290766835,0.122612882506098,29318,412010.295661448,0.122825567910499,0.0128248857357255,0.116248946569705,2121,185710.372398686,0.140971239981141,0.016973125884017,0.129695482750069
1973,KY,43019,527697.826947456,0.116483414305307,0.0110648783095841,0.140416911280234,26639,362168.918105575,0.124704380795075,0.0106985997972897,0.137258647016984,1697,142956.454237288,0.164997053624042,0.0182675309369476,0.139505759408004
1973,WA,53391,537784.813705287,0.131407915191699,0.0112378490756869,0.171650307863689,28614,459397.978945217,0.130111134409729,0.0121618788005871,0.168985142625454,1533,288546.303127506,0.134377038486628,0.0123939986953686,0.143200717875513
1973,CO,37385,640800.97955468,0.159181489902367,0.0138023271365521,0.162102379346645,20581,437002.343690689,0.159516058500559,0.0147223166998688,0.150268260253481,1292,199148.642201835,0.164086687306502,0.011609907120743,0.185586644047773
1973,DC,8867,2038638.33378747,0.13082214954325,0.0180444344197587,0.125068093342241,4865,866720.208888889,0.126207605344296,0.0197327852004111,0.1035883624525,553,290663.4375,0.142857142857143,0.0235081374321881,0.152785702756508
1973,WV,22451,338363.062207223,0.112556233575342,0.014386886998352,0.157220208492037,13732,305243.153920855,0.109816487037576,0.0156568598893096,0.160202986802803,777,295566.133942161,0.148005148005148,0.0154440154440154,0.125538402403459
1973,MN,55379,1080529.34440775,0.122483251774138,0.0147709420538471,0.1488931847338,32603,712262.480998184,0.130264086127044,0.0162868447688863,0.14423871119522,1861,250041.713933416,0.140784524449221,0.0193444384739387,0.121209725819393
1973,ID,11307,601158.115140706,0.148934288493853,0.013531440700451,0.17364278816099,7386,432332.042025699,0.128080151638235,0.0152992147305714,0.171117413776522,381,190655.640243902,0.110236220472441,0.026246719160105,0.113629092448844
1973,OK,41947,603479.795543341,0.120866808115002,0.0192385629484826,0.135221146375035,24923,603811.356590899,0.122898527464591,0.0219877221843277,0.134613529484421,2044,153064.399323181,0.139921722113503,0.0264187866927593,0.128557730280872
1973,MO,68434,796793.571278572,0.122585264634538,0.0129467808399334,0.134224552193041,40656,617105.981531129,0.133658008658009,0.014831759149941,0.130883370393038,2692,1097626.01605408,0.147845468053492,0.025260029717682,0.0922724743056282
1973,OR,40342,614748.025045576,0.149348073967577,0.0133111893312181,0.151363579651772,20726,566204.017226197,0.141561323940944,0.0146675673067645,0.150378856611679,1080,190698.85005637,0.156481481481481,0.0148148148148148,0.16514738870495
1973,MS,32458,330958.363734466,0.131893523938628,0.0145110604473473,0.145033642354678,20290,299210.270321669,0.119862000985707,0.0149827501232134,0.134028594631692,1516,128990.655858511,0.164248021108179,0.0204485488126649,0.132254932738849
1973,NE,27638,682670.854501315,0.0949779289384181,0.017512120992836,0.122837011981958,16662,457738.163881619,0.0980674588884888,0.0197455287480495,0.124872003038723,862,182405.444596443,0.111368909512761,0.0208816705336427,0.138923534110309
1973,UT,14720,589920.591880342,0.160054347826087,0.0246603260869565,0.182332771241263,8581,568993.711523882,0.145087985083324,0.0304160354271064,0.164255283975481,565,1028287.14859438,0.176991150442478,0.0424778761061947,0.144017839262262
1973,MT,13058,269780.200923393,0.141139531321795,0.0324705161586767,0.167535784654514,8091,290073.735719202,0.14411074032876,0.0415276232851316,0.173146097252072,484,155678.181818182,0.167355371900826,0.0557851239669422,0.135817397709769
1973,HI,11726,693489.048631305,0.159133549377452,0.0201262152481665,0.145367496489943,6533,583912.233030465,0.162559314250727,0.0221950099494872,0.137538964486378,569,1888654.65783664,0.207381370826011,0.0281195079086116,0.125255151240822
1973,KS,38522,541105.726466815,0.111442811899694,0.0108249831265251,0.163149345415288,22497,451121.639303483,0.107347646352847,0.011423745388274,0.163006282300912,1479,209123.206046142,0.117647058823529,0.0121703853955375,0.112889058198955
1973,NM,15289,268288.506391419,0.148472758192164,0.00902609719406109,0.170132855826679,9182,256349.7419433,0.147026791548682,0.00914833369636245,0.176297250709007,640,154062.889273356,0.1640625,0.009375,0.193347296021481
