GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "50000","Vermont",1,SAGDP5N,1,"...","All industry total","Thousands of dollars",-43190,-39279,-49633,-64018,-52133,-81408,-81310,-76970,-94795,-90312,-78595,-75434,-120077,-99559,-100601,-99121,-93354,-89948,-88664,-94949,-87243,-93777,-96022,-1548006
 "50000","Vermont",1,SAGDP5N,2,"..."," Private industries","Thousands of dollars",-22168,-23007,-34000,-45514,-32725,-58041,-55193,-48784,-61825,-59201,-46604,-45206,-83031,-63285,-68589,-69417,-63320,-55291,-53654,-58713,-52353,-57960,-59775,-1484326
 "50000","Vermont",1,SAGDP5N,3,"11","  Agriculture, forestry, fishing and hunting","Thousands of dollars",-2623,-3799,-10553,-22428,-7019,-31468,-24952,-15413,-18399,-16953,-12053,-13231,-38325,-17901,-15069,-18309,-12971,-6759,-8134,-12048,-8811,-19688,-21778,-113301
 "50000","Vermont",1,SAGDP5N,4,"111-112","   Farms","Thousands of dollars",-2623,-3799,-10553,-22428,-7019,-31468,-24952,-15413,-18399,-16953,-12053,-13231,-38325,-17901,-15069,-18309,-12971,-6759,-8134,-12048,-8811,-19688,-21778,-111060
 "50000","Vermont",1,SAGDP5N,5,"113-115","   Forestry, fishing, and related activities","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2241
 "50000","Vermont",1,SAGDP5N,6,"21","  Mining, quarrying, and oil and gas extraction","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3558
 "50000","Vermont",1,SAGDP5N,7,"211","   Oil and gas extraction","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "50000","Vermont",1,SAGDP5N,8,"212","   Mining (except oil and gas)","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3421
 "50000","Vermont",1,SAGDP5N,9,"213","   Support activities for mining","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-136
 "50000","Vermont",1,SAGDP5N,10,"22","  Utilities","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-10704
 "50000","Vermont",1,SAGDP5N,11,"23","  Construction","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-158568
 "50000","Vermont",1,SAGDP5N,12,"31-33","  Manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,-5,-2,-396,-1042,-3497,-3577,-2385,-1230,-842,-663,-593,-572,-604,-669,-198434
 "50000","Vermont",1,SAGDP5N,13,"321,327-339","   Durable goods manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-394,-1035,-3478,-3547,-2334,-1208,-793,-616,-565,-540,-563,-630,-119415
 "50000","Vermont",1,SAGDP5N,14,"321","    Wood product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4917
 "50000","Vermont",1,SAGDP5N,15,"327","    Nonmetallic mineral product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-15100
 "50000","Vermont",1,SAGDP5N,16,"331","    Primary metal manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-717
 "50000","Vermont",1,SAGDP5N,17,"332","    Fabricated metal product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-23072
 "50000","Vermont",1,SAGDP5N,18,"333","    Machinery manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-21771
 "50000","Vermont",1,SAGDP5N,19,"334","    Computer and electronic product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-7210
 "50000","Vermont",1,SAGDP5N,20,"335","    Electrical equipment, appliance, and component manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,-394,-1035,-3478,-3547,-2334,-1208,-793,-616,-565,-540,-563,-630,-10020
 "50000","Vermont",1,SAGDP5N,21,"3361-3363","    Motor vehicles, bodies and trailers, and parts manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-473
 "50000","Vermont",1,SAGDP5N,22,"3364-3369","    Other transportation equipment manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2500
 "50000","Vermont",1,SAGDP5N,23,"337","    Furniture and related product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9079
 "50000","Vermont",1,SAGDP5N,24,"339","    Miscellaneous manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-24559
 "50000","Vermont",1,SAGDP5N,25,"311-316,322-326","   Nondurable goods manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,-5,-2,-2,-7,-19,-30,-50,-23,-50,-47,-28,-32,-41,-39,-79018
 "50000","Vermont",1,SAGDP5N,26,"311-312","    Food and beverage and tobacco product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-27792
 "50000","Vermont",1,SAGDP5N,27,"313-314","    Textile mills and textile product mills","Thousands of dollars",0,0,0,0,0,0,0,0,0,-5,-2,-2,-3,-2,-2,-3,-4,-4,-42,-23,-26,-36,-35,-878
 "50000","Vermont",1,SAGDP5N,28,"315-316","    Apparel, leather, and allied product manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14467
 "50000","Vermont",1,SAGDP5N,29,"322","    Paper manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3934
 "50000","Vermont",1,SAGDP5N,30,"323","    Printing and related support activities","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-9826
 "50000","Vermont",1,SAGDP5N,31,"324","    Petroleum and coal products manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-2,-14,-7,-36,-6,-28,0,0,0,0,0,-155
 "50000","Vermont",1,SAGDP5N,32,"325","    Chemical manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-2,-3,-21,-11,-13,-18,-5,-6,-5,-5,-3,-18127
 "50000","Vermont",1,SAGDP5N,33,"326","    Plastics and rubber products manufacturing","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3840
 "50000","Vermont",1,SAGDP5N,34,"42","  Wholesale trade","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-52582
 "50000","Vermont",1,SAGDP5N,35,"44-45","  Retail trade","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,-6779,-723,-7,0,0,0,0,0,0,0,0,-174373
 "50000","Vermont",1,SAGDP5N,36,"48-49","  Transportation and warehousing","Thousands of dollars",-2778,-1687,-2352,-2545,-4198,-3100,-3426,-2947,-2496,-2911,-2615,-3013,-4133,-5321,-3852,-3961,-3710,-3653,-3924,-3785,-4037,-4598,-3757,-34092
 "50000","Vermont",1,SAGDP5N,37,"481","   Air transportation","Thousands of dollars",-9,0,0,0,-2138,-68,-1069,-7,-26,-40,-40,-60,-73,-87,-100,-110,-100,-93,-102,-45,-62,-46,-64,-6651
 "50000","Vermont",1,SAGDP5N,38,"482","   Rail transportation","Thousands of dollars",-2748,-1668,-2347,-2533,-1822,-2524,-1943,-1873,-1884,-2087,-2085,-2661,-3563,-4986,-3486,-3347,-3478,-3501,-3791,-3626,-3941,-4535,-3681,-6704
 "50000","Vermont",1,SAGDP5N,39,"483","   Water transportation","Thousands of dollars",-21,-19,-5,-11,-239,-508,-408,-1028,-550,-692,-467,-268,-487,-247,-266,-504,-133,-58,-31,-114,-35,-17,-12,-148
 "50000","Vermont",1,SAGDP5N,40,"484","   Truck transportation","Thousands of dollars",0,0,0,0,0,0,-6,-38,-35,-92,-23,-25,-11,0,0,0,0,0,0,0,0,0,0,-12077
 "50000","Vermont",1,SAGDP5N,41,"485","   Transit and ground passenger transportation","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-5064
 "50000","Vermont",1,SAGDP5N,42,"486","   Pipeline transportation","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "50000","Vermont",1,SAGDP5N,43,"487-488, 492","   Other transportation and support activities","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2812
