sic87,naics97,mapping_ec,mapping_official,mapping_all,weight_mapping_ec,weight_mapping_official,weight_mapping_all,weight_emp,weight_estabs,weight_pay,weight_ship,rw1,tot_rw,rw2,weight_hybrid,source,weight_shipments,emp,estabs,shipments,pay,test
3993,339950,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,82956,5709,7910809,2382461,1
3995,339995,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,6962,177,1271184,212491,1
3996,326192,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5614,26,1819931,255635,1
3999,314999,1,,1,.11111111,,.11111111,.03029293,.018833756,.023315098,,,0,1,.03029293,fk,.021179443,2167,52,173353,42673,1
3999,316110,1,1,1,.11111111,.125,.11111111,.0045991573,.0094168782,.0041611274,,,0,1,.0045991573,both,.0030085652,329,26,24625,7616,1
3999,325998,1,1,1,.11111111,.125,.11111111,.0079961037,.0032596886,.010160232,,,0,1,.0079961037,both,.0098502561,572,9,80624,18596,1
3999,326199,1,1,1,.11111111,.125,.11111111,.043908671,.050706267,.04228713,,,0,1,.043908671,both,.039003342,3141,140,319241,77397,1
3999,332212,1,1,1,.11111111,.125,.11111111,.0021366677,.0025353134,.0022391356,,,0,1,.0021366677,both,.002417265,152.8461952209473,7,19785.22827148438,4098.22998046875,1
3999,332999,1,1,1,.11111111,.125,.11111111,.045166802,.06700471,.046877701,,,0,1,.045166802,both,.034864169,3231,185,285362,85799,1
3999,335121,1,1,1,.11111111,.125,.11111111,.016998708,.019195944,.012086174,,,0,1,.016998708,both,.0085356506,1216,53,69864,22121,1
3999,337127,1,1,1,.11111111,.125,.11111111,.0045991573,.0018109381,.0044709169,,,0,1,.0045991573,both,.0034570703,329,5,28296,8183,1
3999,339999,1,1,1,.11111111,.125,.11111111,.84430182,.82723653,.85440248,,,0,1,.84430182,both,.8776843,60397,2284,7183815,1563790,1
399\,484///,1,,1,.07692308,,.07692308,.01726513,.01726513,.01726513,,,0,1,.01726513,fk,.01726513,12811.08868408203,188,160922.4577636719,695156.98828125,1
399\,4931//,1,,1,.07692308,,.07692308,.11451924,.11451924,.11451924,,,0,1,.11451924,fk,.11451924,84975.67866516113,1247,1067395.238464355,4610961.512695313,1
399\,514210,1,,1,.07692308,,.07692308,.0052346406,.0052346406,.0052346406,,,0,1,.0052346406,fk,.0052346406,3884.21305847168,57,48790.31964111328,210765.6826171875,1
399\,5411//,1,,1,.07692308,,.07692308,.0013775369,.0013775369,.001377537,,,0,1,.0013775369,fk,.0013775369,1022.161331176758,15,12839.55780029297,55464.6533203125,1
399\,5412//,1,,1,.07692308,,.07692308,.01506107,.015061071,.015061071,,,0,1,.01506107,fk,.015061071,11175.63055419922,164,140379.1652832031,606413.54296875,1
399\,5417//,1,,1,.07692308,,.07692308,.069978878,.069978878,.069978878,,,0,1,.069978878,fk,.069978878,51925.7956237793,762,652249.5362548828,2817604.388671875,1
399\,5418//,1,,1,.07692308,,.07692308,.025163008,.025163008,.02516301,,,0,1,.025163008,fk,.025163008,18671.48031616211,274,234535.9224853516,1013154.333984375,1
399\,551114,1,,1,.07692308,,.07692308,.66305447,.66305447,.66305447,,,0,1,.66305447,fk,.66305447,492000.3207397461,7220,6180107.154541016,26696986.46484375,1
399\,5613//,1,,1,.07692308,,.07692308,.001836716,.001836716,.001836716,,,0,1,.001836716,fk,.001836716,1362.881774902344,20,17119.41040039063,73952.87109375,1
399\,56161/,1,,1,.07692308,,.07692308,.0001836716,.0001836716,.0001836716,,,0,1,.0001836716,fk,.0001836716,136.2881774902344,2,1711.941040039063,7395.287109375,1
399\,5617//,1,,1,.07692308,,.07692308,.00036734319,.00036734319,.00036734319,,,0,1,.00036734319,fk,.00036734319,272.5763549804688,4,3423.882080078125,14790.57421875,1
399\,811///,1,,1,.07692308,,.07692308,.014601892,.014601892,.014601892,,,0,1,.014601892,fk,.014601892,10834.91011047363,159,136099.3126831055,587925.3251953125,1
399\,949999,1,,1,.07692308,,.07692308,.071356416,.071356416,.071356416,,,0,1,.071356416,fk,.071356416,52947.95695495605,777,665089.0940551758,2873069.041992188,1
40--,22----,9,18,18,.084905662,.13432837,.13432837,.074837238,.037019812,.11346855,.20227312,,.014925373,.98507464,.073720261,,,,,,,1
40--,48----,70,79,79,.66037738,.58955222,.58955222,.54182452,.60282147,.44689786,.34109724,,.014925373,.98507464,.5337376,,,,,,,1
40--,51----,14,14,14,.13207547,.10447761,.10447761,.27601179,.15556407,.35996255,.40072119,,.014925373,.98507464,.27189222,,,,,,,1
40--,53----,3,3,3,.028301887,.02238806,.02238806,.0043741832,.025917802,.0025310027,.0040072864,,.014925373,.98507464,.0043088971,,,,,,,1
40--,54----,0,1,1,0,.0074626864,.0074626864,0,0,0,0,.0074626864,.014925373,.98507464,.0074626864,,,,,,,1
40--,56----,7,15,15,.066037737,.1119403,.1119403,.077170283,.15112039,.062172726,.043143272,,.014925373,.98507464,.07601849,,,,,,,1
40--,62----,2,2,2,.018867925,.014925373,.014925373,.02140164,.012468738,.012037967,.0058171977,,.014925373,.98507464,.021082213,,,,,,,1
40--,71----,1,1,1,.0094339624,.0074626864,.0074626864,.0043803458,.015087711,.0029293289,.0029407425,,.014925373,.98507464,.0043149674,,,,,,,1
40--,72----,0,1,1,0,.0074626864,.0074626864,0,0,0,0,.0074626864,.014925373,.98507464,.0074626864,,,,,,,1
4000,482///,0,2,2,,.66666669,.66666669,,,,,.66666669,1,0,.66666669,,,,,,,1
4000,488///,0,1,1,,.33333334,.33333334,,,,,.33333334,1,0,.33333334,,,,,,,1
4010,4821//,0,2,2,,.66666669,.66666669,,,,,.66666669,1,0,.66666669,,,,,,,1
4010,4882//,0,1,1,,.33333334,.33333334,,,,,.33333334,1,0,.33333334,,,,,,,1
4011,482111,,1,1,,1,1,,,,,1,1,0,1,official,,,,,,1
4013,482112,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
4013,488210,,1,1,,.5,.5,,,,,.5,1,0,.5,official,,,,,,1
4100,485///,14,14,14,.82352942,.82352942,.82352942,.74748117,.81611538,.7161755,.7352441,,0,1,.74748117,,,,,,,1
4100,487///,1,1,1,.05882353,.05882353,.05882353,.015267068,.015646501,.019409351,.024868134,,0,1,.015267068,,,,,,,1
4100,488///,1,1,1,.05882353,.05882353,.05882353,.00048975716,.0013251109,.00069122191,.00082069478,,0,1,.00048975716,,,,,,,1
4100,621///,1,1,1,.05882353,.05882353,.05882353,.23676199,.166913,.26372394,.23906705,,0,1,.23676199,,,,,,,1
4110,4851//,4,4,4,.36363637,.36363637,.36363637,.13106662,.0609047,.19065985,.13718997,,0,1,.13106662,,,,,,,.99999994
4110,4853//,1,1,1,.090909094,.090909094,.090909094,.13239278,.31871489,.11610226,.18480231,,0,1,.13239278,,,,,,,.99999994
4110,4854//,1,1,1,.090909094,.090909094,.090909094,.018996151,.015571104,.016006729,.015675006,,0,1,.018996151,,,,,,,.99999994
4110,4859//,3,3,3,.27272728,.27272728,.27272728,.20828742,.25179857,.17131323,.17857675,,0,1,.20828742,,,,,,,.99999994
4110,4871//,1,1,1,.090909094,.090909094,.090909094,.030849066,.030255249,.034681682,.045579776,,0,1,.030849066,,,,,,,.99999994
4110,6219//,1,1,1,.090909094,.090909094,.090909094,.47840792,.32275549,.4712362,.43817616,,0,1,.47840792,,,,,,,.99999994
4111,485111,1,1,1,.2,.2,.2,.017828543,.024305556,.02366719,,,0,1,.017828543,both,.025872558,759,28,51567,24112,1
4111,485112,1,1,1,.2,.2,.2,.0072831865,.013888889,.010683334,,,0,1,.0072831865,both,.031280272,310.0611572265625,16,62345.1953125,10884.1201171875,1
4111,485113,1,1,1,.2,.2,.2,.64474022,.4704861,.73066461,,,0,1,.64474022,both,.57825297,27448,542,1152525,744397,1
4111,485119,1,1,1,.2,.2,.2,.014566373,.027777778,.021366667,,,0,1,.014566373,both,.062560543,620.122314453125,32,124690.390625,21768.240234375,1
4111,485999,1,1,1,.2,.2,.2,.31558165,.46354166,.21361817,,,0,1,.31558165,both,.30203366,13435,534,601988,217633,1
4119,485320,1,1,1,.16666667,.16666667,.16666667,.16375127,.35953307,.15326062,,,0,1,.16375127,both,.23001289,29432,3234,1873924,487867,1
4119,485410,1,1,1,.16666667,.16666667,.16666667,.023495572,.017565314,.021129657,,,0,1,.023495572,both,.019509787,4223,158,158947,67261,1
4119,485991,1,1,1,.16666667,.16666667,.16666667,.17687608,.19888827,.15288647,,,0,1,.17687608,both,.14010158,31791,1789,1141413,486676,1
4119,485999,1,1,1,.16666667,.16666667,.16666667,.0059976857,.025792107,.0048871422,,,0,1,.0059976857,both,.0082723303,1078,232,67395,15557,1
4119,487110,1,1,1,.16666667,.16666667,.16666667,.038155962,.034130074,.045781497,,,0,1,.038155962,both,.05673055,6858,307,462186,145734,1
4119,621910,1,1,1,.16666667,.16666667,.16666667,.59172344,.36409116,.62205464,,,0,1,.59172344,both,.54537284,106354,3275,4443174,1980156,1
4120,4853//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4121,485310,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,27850,3184,1280597,392759,1
4130,4852//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4131,485210,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,19900,407,1147432,549727,1
4140,4855//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4141,485510,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8694,482,459953,143572,1
4142,485510,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,22789,1049,1308246,404454,1
4150,4854//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4151,485410,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,147441,4326,4233836,1810695,1
4170,4884//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4173,488490,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,220,26,15253,5190,1
4200,484///,10,10,10,.43478259,.43478259,.43478259,.66005313,.7782535,.69019824,.71551692,,0,1,.66005313,,,,,,,1
4200,488///,1,1,1,.043478262,.043478262,.043478262,.000061220431,.00010496877,.000070955131,.000065808628,,0,1,.000061220431,,,,,,,1
4200,492///,2,2,2,.086956523,.086956523,.086956523,.19643748,.058077723,.17000733,.11556004,,0,1,.19643748,,,,,,,1
4200,493///,6,6,6,.26086956,.26086956,.26086956,.055996288,.048713006,.052496374,.053998258,,0,1,.055996288,,,,,,,1
4200,531///,1,1,1,.043478262,.043478262,.043478262,.0095264092,.052439399,.0053110495,.012796198,,0,1,.0095264092,,,,,,,1
4200,562///,3,3,3,.13043478,.13043478,.13043478,.077925444,.062411431,.081916034,.10206276,,0,1,.077925444,,,,,,,1
4210,4841//,4,4,4,.26666668,.26666668,.26666668,.44743246,.37358594,.48982081,.48010701,,0,1,.44743246,,,,,,,1
4210,4842//,6,6,6,.40000001,.40000001,.40000001,.25894788,.49234992,.24277911,.28667736,,0,1,.25894788,,,,,,,1
4210,4921//,1,1,1,.06666667,.06666667,.06666667,.17341886,.019705009,.15680546,.10473303,,0,1,.17341886,,,,,,,1
4210,4922//,1,1,1,.06666667,.06666667,.06666667,.036805987,.044916075,.023646124,.01910698,,0,1,.036805987,,,,,,,1
4210,5621//,3,3,3,.2,.2,.2,.083394803,.069443054,.086948469,.10937566,,0,1,.083394803,,,,,,,1
4212,484110,1,1,1,.16666667,.16666667,.16666667,.25588882,.23819661,.2504608,,,0,1,.25588882,both,.21617937,121213,14545,11108345,3166529,1
4212,484210,1,1,1,.16666667,.16666667,.16666667,.044032644,.053371109,.031273343,,,0,1,.044032644,both,.023333395,20858,3259,1198983,395383,1
4212,484220,1,1,1,.16666667,.16666667,.16666667,.37762564,.57211405,.35711557,,,0,1,.37762564,both,.36845198,178879,34935,18932851,4514945,1
4212,562111,1,1,1,.16666667,.16666667,.16666667,.28931969,.11599495,.32018447,,,0,1,.28931969,both,.35441369,137049,7083,18211495,4048032,1
4212,562112,1,1,1,.16666667,.16666667,.16666667,.017876519,.0067798831,.025110237,,,0,1,.017876519,both,.021320544,8468,414,1095553,317464,1
4212,562119,1,1,1,.16666667,.16666667,.16666667,.015256684,.01354339,.015855571,,,0,1,.015256684,both,.01630101,7227,827,837625,200459,1
4213,484121,1,1,1,.25,.25,.25,.46526301,.48844975,.43769798,,,0,1,.46526301,both,.48354918,425758,23111,51142148,12690093,1
4213,484122,1,1,1,.25,.25,.25,.28300136,.13124801,.32800949,,,0,1,.28300136,both,.23647049,258972,6210,25010091,9509916,1
4213,484210,1,1,1,.25,.25,.25,.07183329,.075134732,.060080107,,,0,1,.07183329,both,.086149044,65734,3555,9111477,1741891,1
4213,484230,1,1,1,.25,.25,.25,.17990233,.3051675,.17421241,,,0,1,.17990233,both,.19383126,164627,14439,20500392,5050907,1
4214,484110,1,1,1,.33333334,.33333334,.33333334,.23487853,.24439102,.25370216,,,0,1,.23487853,both,.27597734,13564,915,1164931,355591,1
4214,484210,1,1,1,.33333334,.33333334,.33333334,.60534382,.61057693,.5755347,,,0,1,.60534382,both,.5385409,34958,2286,2273241,806674,1
4214,484220,1,1,1,.33333334,.33333334,.33333334,.15977766,.14503205,.17076315,,,0,1,.15977766,both,.18548174,9227,543,782939,239343,1
4215,492110,1,1,1,.5,.5,.5,.82492083,.30493158,.86896139,,,0,1,.82492083,both,.84571242,317630,2362,19289602,8234379,1
4215,492210,1,1,1,.5,.5,.5,.17507915,.69506842,.13103861,,,0,1,.17507915,both,.15428761,67413,5384,3519100,1241737,1
4220,4931//,6,6,6,.85714287,.85714287,.85714287,.85460901,.48158032,.9081251,.80842423,,0,1,.85460901,,,,,,,1
4220,5311//,1,1,1,.14285715,.14285715,.14285715,.14539099,.51841968,.091874875,.19157575,,0,1,.14539099,,,,,,,1
4221,493130,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5280,486,673198,118542,1
4222,493120,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,22109,872,2268823,609335,1
4225,493110,1,1,1,.5,.5,.5,.77074277,.35905424,.8457309,,,0,1,.77074277,both,.67810994,62777,3918,5320671,1622917,1
4225,531130,1,1,1,.5,.5,.5,.22925721,.64094573,.1542691,,,0,1,.22925721,both,.32189006,18673,6994,2525654,296035,1
4226,493110,1,1,1,.33333334,.33333334,.33333334,.00035725223,.0024570024,.00019293443,,,0,1,.00035725223,both,.00029976206,7,3,718,111,1
4226,493120,1,1,1,.33333334,.33333334,.33333334,.00061243237,.0040950039,.00043279884,,,0,1,.00061243237,both,.00062791386,12,5,1504,249,1
4226,493190,1,1,1,.33333334,.33333334,.33333334,.99903029,.99344802,.99937427,,,0,1,.99903029,both,.99907231,19575,1213,2393011,574965,1
4230,4884//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4231,488490,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,120,14,12989,3955,1
4300,491///,0,1,1,,1,1,,,,,1,1,0,1,,,,,,,1
4310,4911//,0,1,1,,1,1,,,,,1,1,0,1,,,,,,,1
4311,491110,,1,1,,1,1,,,,,1,1,0,1,official,,,,,,1
4400,483///,11,9,11,.57894737,.52941179,.57894737,.40802532,.20848708,.44774333,.68276787,,0,1,.40802532,,,,,,,1
4400,487///,1,1,1,.052631579,.05882353,.052631579,.060635082,.070978947,.035398893,.024474779,,0,1,.060635082,,,,,,,1
4400,488///,5,5,5,.2631579,.29411766,.2631579,.39456764,.24918602,.42482513,.20759673,,0,1,.39456764,,,,,,,1
4400,532///,1,1,1,.052631579,.05882353,.052631579,.0092797941,.013674842,.010420119,.012916529,,0,1,.0092797941,,,,,,,1
4400,713///,1,1,1,.052631579,.05882353,.052631579,.12749216,.4576731,.08161255,.072244033,,0,1,.12749216,,,,,,,1
4410,4831//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4412,483111,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,18542,487,11570718,841598,1
4420,4831//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4424,483113,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,12547,292,3114639,538088,1
4430,4831//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4432,483113,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,1614,32,519863,109804,1
4440,4832//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4449,483211,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,10628,222,2821121,396093,1
4480,4831//,3,3,3,.5,.5,.5,.50624347,.1882461,.58283842,.7799297,,0,1,.50624347,,,,,,,1
4480,4832//,2,2,2,.33333334,.33333334,.33333334,.10414193,.21120293,.11383914,.055893749,,0,1,.10414193,,,,,,,1
4480,4872//,1,1,1,.16666667,.16666667,.16666667,.38961458,.60055095,.3033224,.16417654,,0,1,.38961458,,,,,,,1
4481,483112,1,1,1,.5,.5,.5,.93001741,.55555558,.95042807,,,0,1,.93001741,both,.97758806,12266,80,3908143,380310,1
4481,483114,1,1,1,.5,.5,.5,.069982558,.44444445,.049571905,,,0,1,.069982558,both,.022411913,923,64,89597,19836,1
4482,483114,1,1,1,.5,.5,.5,.46360761,.44525549,.42968595,,,0,1,.46360761,both,.43123296,879,61,92493,30402,1
4482,483212,1,1,1,.5,.5,.5,.53639239,.55474454,.57031405,,,0,1,.53639239,both,.56876707,1017,76,121992,40352,1
4489,483212,1,1,1,.5,.5,.5,.14774874,.19059406,.16333282,,,0,1,.14774874,both,.16580664,1877,154,171135,43742,1
4489,487210,1,1,1,.5,.5,.5,.85225123,.80940592,.83666718,,,0,1,.85225123,both,.83419335,10827,654,861001,224067,1
4490,4831//,1,0,1,.11111111,0,.11111111,.070076324,.041173153,.074906588,.087622114,,0,1,.070076324,,,,,,,1
4490,4832//,1,0,1,.11111111,0,.11111111,.046863366,.022701636,.042187225,.047531705,,0,1,.046863366,,,,,,,1
4490,4883//,5,5,5,.55555558,.71428573,.55555558,.65575206,.32374507,.72569424,.61326993,,0,1,.65575206,,,,,,,1
4490,5324//,1,1,1,.11111111,.14285715,.11111111,.015422561,.017766498,.017799843,.03815724,,0,1,.015422561,,,,,,,1
4490,7139//,1,1,1,.11111111,.14285715,.11111111,.21188571,.59461367,.13941209,.21341902,,0,1,.21188571,,,,,,,1
4491,488310,1,1,1,.5,.5,.5,.12307971,.21238938,.10907576,,,0,1,.12307971,both,.1663356,6802,168,889125,237681,1
4491,488320,1,1,1,.5,.5,.5,.87692028,.78761059,.89092422,,,0,1,.87692028,both,.83366442,48463,623,4456243,1941364,1
4492,483113,1,,1,.33333334,,.33333334,.36632121,.35872236,.40648496,,,0,1,.36632121,fk,.39772928,7529,292,1043440,277565,1
4492,483211,1,,1,.33333334,,.33333334,.2449764,.1977887,.22893144,,,0,1,.2449764,fk,.2157532,5035,161,566027,156324,1
4492,488330,1,1,1,.33333334,1,.33333334,.38870239,.44348896,.36458361,,,0,1,.38870239,both,.38651752,7989,361,1014026,248953,1
4493,713930,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,22765,4217,2541481,516589,1
4499,488330,1,1,1,.33333334,.33333334,.33333334,.31737608,.39685041,.39077571,,,0,1,.31737608,both,.35704726,2811,504,499176,127786,1
4499,488390,1,1,1,.33333334,.33333334,.33333334,.49554026,.50393701,.40752465,,,0,1,.49554026,both,.31793827,4389,640,444499,133263,1
4499,532411,1,1,1,.33333334,.33333334,.33333334,.18708366,.099212602,.20169966,,,0,1,.18708366,both,.32501447,1657,126,454392,65957,1
4500,481///,5,4,5,.41666666,.36363637,.41666666,.24592245,.31409866,.26412058,.42731351,,0,1,.24592245,,,,,,,1
4500,487///,1,1,1,.083333336,.090909094,.083333336,.0038850917,.014491488,.003548359,.004214061,,0,1,.0038850917,,,,,,,1
4500,488///,3,3,3,.25,.27272728,.25,.31833196,.367787,.27082238,.19301206,,0,1,.31833196,,,,,,,1
4500,492///,1,1,1,.083333336,.090909094,.083333336,.40229464,.27420339,.44168404,.35882819,,0,1,.40229464,,,,,,,1
4500,561///,1,1,1,.083333336,.090909094,.083333336,.01612258,.011086862,.0061049382,.004303263,,0,1,.01612258,,,,,,,1
4500,621///,1,1,1,.083333336,.090909094,.083333336,.013443301,.018332606,.013719699,.012328931,,0,1,.013443301,,,,,,,1
4510,4811//,2,2,2,.66666669,.66666669,.66666669,.31158161,.3640413,.29477999,.48920351,,0,1,.31158161,,,,,,,1
4510,4921//,1,1,1,.33333334,.33333334,.33333334,.68841839,.63595867,.70521998,.51079649,,0,1,.68841839,,,,,,,1
4512,481111,1,1,1,.5,.5,.5,.64790571,.79755282,.68096459,,,0,1,.64790571,both,.74892241,42754,1434,12196148,1308073,1
4512,481112,1,1,1,.5,.5,.5,.35209432,.20244716,.31903544,,,0,1,.35209432,both,.25107759,23234,364,4088781,612839,1
4513,492110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,145796,3141,17003731,4595514,1
4520,4812//,3,2,3,.60000002,.5,.60000002,.78651798,.8272059,.82154816,.83489555,,0,1,.78651798,,,,,,,1
4520,4879//,1,1,1,.2,.25,.2,.04786348,.076286763,.0366695,.042057708,,0,1,.04786348,,,,,,,1
4520,6219//,1,1,1,.2,.25,.2,.16561852,.096507356,.14178231,.12304676,,0,1,.16561852,,,,,,,1
4522,481211,1,1,1,.2,.25,.2,.51585817,.62729782,.53202313,,,0,1,.51585817,both,.56925452,15175,1365,2702834,535643,1
4522,481212,1,1,1,.2,.25,.2,.13628174,.075827204,.14793247,,,0,1,.13628174,both,.16221233,4009,165,770188,148939,1
4522,481219,1,,1,.2,,.2,.13437808,.12408088,.14159261,,,0,1,.13437808,fk,.10342871,3953,270,491082,142556,1
4522,487990,1,1,1,.2,.25,.2,.04786348,.076286763,.0366695,,,0,1,.04786348,both,.042057708,1408,166,199691,36919,1
4522,621910,1,1,1,.2,.25,.2,.16561852,.096507356,.14178231,,,0,1,.16561852,both,.12304676,4872,210,584229,142747,1
4580,4881//,3,3,3,.75,.75,.75,.95179439,.97073734,.97795475,.97819096,,0,1,.95179439,,,,,,,1
4580,5617//,1,1,1,.25,.25,.25,.048205592,.029262673,.022045273,.021809066,,0,1,.048205592,,,,,,,1
4581,488111,1,1,1,.25,.25,.25,.0041415724,.026267281,.0073411358,,,0,1,.0041415724,both,.0046469853,502,114,43450,21152,1
4581,488119,1,1,1,.25,.25,.25,.50777161,.39147466,.37576017,,,0,1,.50777161,both,.34685537,61547,1699,3243149,1082677,1
4581,488190,1,1,1,.25,.25,.25,.43988121,.55299538,.5948534,,,0,1,.43988121,both,.6266886,53318,2400,5859631,1713950,1
4581,561720,1,1,1,.25,.25,.25,.048205592,.029262673,.022045273,,,0,1,.048205592,both,.021809066,5843,127,203918,63519,1
4600,486///,3,3,3,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
4610,4861//,1,1,1,.33333334,.33333334,.33333334,.59002298,.44367015,.60726219,.60533369,,0,1,.59002298,,,,,,,1
4610,4869//,2,2,2,.66666669,.66666669,.66666669,.40997702,.55632985,.39273784,.39466634,,0,1,.40997702,,,,,,,1
4612,486110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,7960,382,4364552,479510,1
4613,486910,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5156,448,2516124,290125,1
4619,486990,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,375,31,329483,19991,1
4700,487///,1,1,1,.071428575,.06666667,.05882353,.0012112448,.0015836975,.00036504836,.00035385331,,.05882353,.94117647,.0011399952,,,,,,,1
4700,488///,8,8,9,.5714286,.53333336,.52941179,.43004823,.34732583,.49458769,.55871171,,.05882353,.94117647,.40475127,,,,,,,1
4700,532///,1,1,1,.071428575,.06666667,.05882353,.0055439807,.0023660059,.0065824138,.012130919,,.05882353,.94117647,.0052178642,,,,,,,1
4700,541///,1,1,2,.071428575,.06666667,.11764706,.003779084,.0040451069,.0041337549,.0035678577,,.05882353,.94117647,.0035567849,,,,,,,1
4700,561///,3,3,3,.21428572,.2,.17647059,.55941749,.64467937,.49433109,.42523566,,.05882353,.94117647,.5265106,,,,,,,1
4700,722///,0,1,1,0,.06666667,.05882353,0,0,0,0,.05882353,.05882353,.94117647,.05882353,,,,,,,1
4720,4889//,1,1,1,.25,.25,.25,.0011657797,.0011234294,.0010730849,.0013054782,,0,1,.0011657797,,,,,,,1
4720,5615//,3,3,3,.75,.75,.75,.99883419,.99887657,.99892694,.99869454,,0,1,.99883419,,,,,,,1
4724,561510,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,183178,29332,9977110,4463903,1
4725,561520,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,38574,3501,2782285,1034433,1
4729,488999,1,1,1,.5,.5,.5,.013473624,.038306452,.0080705034,,,0,1,.013473624,both,.0052715428,283,38,22140,6805,1
4729,561599,1,1,1,.5,.5,.5,.98652637,.96169353,.99192947,,,0,1,.98652637,both,.99472845,20721,954,4177769,836389,1
4730,4885//,1,1,1,.5,.5,.33333334,.98855555,.986745,.98954678,.9913311,,0,1,.98855555,,,,,,,1
4730,5416//,1,1,2,.5,.5,.66666669,.011444462,.01325497,.010453243,.008668893,,0,1,.011444462,,,,,,,1
4731,488510,1,1,1,.5,.5,.33333334,.98855555,.986745,.98954678,,,.33333334,.66666663,.65903699,both,.9913311,141488,15782,16250758,5014641,1
4731,541614,,1,1,,.5,.33333334,,,,,.33333334,.33333334,.66666663,.33333334,official,,,,,,1
4731,541618,1,,1,.5,,.33333334,.011444462,.01325497,.010453243,,,.33333334,.66666663,.0076296404,fk,.008668893,1638,212,142108,52973,1
4740,4882//,0,1,1,0,.5,.5,0,0,0,0,.5,.5,.5,.5,,,,,,,1
4740,5324//,1,1,1,1,.5,.5,1,1,1,1,,.5,.5,.5,,,,,,,1
4741,488210,,1,1,,.5,.5,,,,,.5,.5,.5,.5,official,,,,,,1
4741,532411,1,1,1,1,.5,.5,1,1,1,,,.5,.5,.5,both,1,2402.973968505859,124,483175.263671875,84351.93090820313,1
4780,4871//,1,1,1,.14285715,.14285715,.125,.011627029,.033657745,.0035405993,.0023510696,,.125,.875,.01017365,,,,,,,1
4780,4882//,1,1,1,.14285715,.14285715,.125,.41779789,.33090025,.38944927,.34476113,,.125,.875,.36557317,,,,,,,1
4780,4883//,1,1,1,.14285715,.14285715,.125,.043784067,.087996759,.055380333,.03452339,,.125,.875,.038311057,,,,,,,1
4780,4884//,2,1,2,.2857143,.14285715,.25,.15812759,.19910787,.10936426,.060013328,,.125,.875,.13836165,,,,,,,1
4780,4889//,2,2,2,.2857143,.2857143,.25,.36866337,.34833738,.44226551,.5583511,,.125,.875,.32258046,,,,,,,1
4780,7223//,0,1,1,0,.14285715,.125,0,0,0,0,.125,.125,.875,.125,,,,,,,1
4783,488991,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,15406.16374969482,795,3097776.892089844,540804.7183227539,1
4785,488390,1,1,1,.5,.5,.5,.53031117,.56806284,.60333782,,,0,1,.53031117,both,.59630734,1977,217,206958,73171,1
4785,488490,1,1,1,.5,.5,.5,.46968883,.43193716,.39666218,,,0,1,.46968883,both,.40369266,1751,165,140108,48106,1
4789,487110,1,1,1,.25,.25,.2,.020177374,.064391002,.0070968736,,,.2,.80000001,.016141899,both,.0055273282,525,83,14094,4678,1
4789,488210,1,1,1,.25,.25,.2,.72504026,.63304889,.78062272,,,.2,.80000001,.58003223,both,.8105281,18865,816,2066746,514558,1
4789,488490,1,,1,.25,,.2,.20711593,.25290924,.14623231,,,.2,.80000001,.16569275,fk,.086143412,5389,326,219655,96391,1
