sic87,naics97,mapping_ec,mapping_official,mapping_all,weight_mapping_ec,weight_mapping_official,weight_mapping_all,weight_emp,weight_estabs,weight_pay,weight_ship,rw1,tot_rw,rw2,weight_hybrid,source,weight_shipments,emp,estabs,shipments,pay,test
2420,3372//,1,1,1,.1,.090909094,.090909094,.035335295,.039234448,.025685085,.011692058,,0,1,.035335295,,,,,,,1
2421,321113,1,1,1,.25,.25,.25,.83365434,.83732611,.85305607,,,0,1,.83365434,both,.84120017,119456,4334,24743160,3191780,1
2421,321912,1,1,1,.25,.25,.25,.15426542,.14702474,.13768102,,,0,1,.15426542,both,.15118745,22105,761,4447045,515145,1
2421,321918,1,1,1,.25,.25,.25,.00063506688,.00096599694,.00072028337,,,0,1,.00063506688,both,.00065563759,91,5,19285,2695,1
2421,321999,1,1,1,.25,.25,.25,.011445161,.014683153,.0085426411,,,0,1,.011445161,both,.0069567277,1640,76,204626,31963,1
2426,321113,,1,1,,.25,.25,,,,,.25,.25,.75,.25,official,,,,,,1
2426,321912,1,1,1,.33333334,.25,.25,.50409544,.62399191,.50440335,,,.25,.75,.37807158,both,.45398656,17109,619,1455914,357168,1
2426,321918,1,1,1,.33333334,.25,.25,.3099882,.12802419,.33317894,,,.25,.75,.23249115,both,.42661136,10521,127,1368123,235924,1
2426,337215,1,1,1,.33333334,.25,.25,.18591632,.24798387,.16241774,,,.25,.75,.13943724,both,.11940209,6310,246,382917,115008,1
2429,321113,1,1,1,.33333334,.33333334,.33333334,.22635891,.68627453,.20583497,,,0,1,.22635891,both,.2049167,304,70,26457,5750,1
2429,321920,1,1,1,.33333334,.33333334,.33333334,.5093075,.23529412,.51881152,,,0,1,.5093075,both,.53206158,684,24,68695,14493,1
2429,321999,1,1,1,.33333334,.33333334,.33333334,.26433358,.078431375,.27535349,,,0,1,.26433358,both,.26302174,355,8,33959,7692,1
2430,3212//,4,4,4,.5714286,.5714286,.5714286,.34092495,.1634482,.36182907,.41277054,,0,1,.34092495,,,,,,,1
2430,3219//,2,2,2,.2857143,.2857143,.2857143,.35385424,.29286247,.35527423,.36183825,,0,1,.35385424,,,,,,,1
2430,3371//,1,1,1,.14285715,.14285715,.14285715,.30522081,.54368931,.2828967,.22539124,,0,1,.30522081,,,,,,,1
2431,321911,1,1,1,.5,.5,.5,.70205617,.5132969,.7313385,,,0,1,.70205617,both,.74056858,64771,1409,8896734,1714686,1
2431,321918,1,1,1,.5,.5,.5,.29794383,.4867031,.2686615,,,0,1,.29794383,both,.25943142,27488,1336,3116649,629900,1
2434,337110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,79579,5096,7483209,1866940,1
2435,321211,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,22151,332,2856487,525887,1
2436,321212,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,28843,155,5762664,912613,1
2439,321213,1,1,1,.5,.5,.5,.14176387,.050717704,.16281137,,,0,1,.14176387,both,.28142717,5372,53,1431123,154564,1
2439,321214,1,1,1,.5,.5,.5,.85823613,.94928229,.8371886,,,0,1,.85823613,both,.71857285,32522,992,3654111,794780,1
2440,3219//,3,3,3,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2441,321920,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4885,318,405966,108629,1
2448,321920,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,38994,2347,3449491,717863,1
2449,321920,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5701,257,477034,110239,1
2450,3219//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2451,321991,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,68269,319,10167746,1788646,1
2452,321992,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,22965,709,3011624,574227,1
2490,3211//,1,1,1,.16666667,.2,.16666667,.12420694,.12496536,.13088705,.30060247,,0,1,.12420694,,,,,,,1
2490,3212//,1,1,1,.16666667,.2,.16666667,.26899084,.08755888,.35028046,.35533071,,0,1,.26899084,,,,,,,1
2490,3219//,3,2,3,.5,.40000001,.5,.46053866,.66306454,.39985389,.26137805,,0,1,.46053866,,,,,,,1
2490,3399//,1,1,1,.16666667,.2,.16666667,.14626357,.1244112,.1189786,.082688771,,0,1,.14626357,,,,,,,1
2491,321114,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,11668,451,4461521,298123,1
2493,321219,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,25269,316,5273794,797838,1
2499,321912,1,,1,.25,,.25,.0096310722,.0070372978,.010871156,,,0,1,.0096310722,fk,.014344333,549,20,73251,12847,1
2499,321920,1,1,1,.25,.33333334,.25,.015262354,.017241379,.015846824,,,0,1,.015262354,both,.012764618,870,49,65184,18727,1
2499,321999,1,1,1,.25,.33333334,.25,.73406661,.817734,.74396211,,,0,1,.73406661,both,.73256338,41844,2324,3740920,879178,1
2499,339999,1,1,1,.25,.33333334,.25,.24103995,.15798733,.22931989,,,0,1,.24103995,both,.24032764,13740,449,1227261,270999,1
2500,336///,1,1,1,.052631579,.052631579,.047619049,.039673813,.015212898,.045715474,.0984971,,0,1,.039673813,,,,,,,1
2500,337///,16,17,18,.84210527,.89473683,.85714287,.95294654,.9820587,.94358861,.8892048,,0,1,.95294654,,,,,,,1
2500,339///,2,1,2,.10526316,.052631579,.095238097,.007379665,.0027284001,.010695918,.012298046,,0,1,.007379665,,,,,,,1
2510,3371//,6,7,7,.85714287,.77777779,.77777779,.91297364,.87395257,.89564604,.85160214,,.11111111,.8888889,.81153214,,,,,,,1
2510,3372//,0,1,1,0,.11111111,.11111111,0,0,0,0,.11111111,.11111111,.8888889,.11111111,,,,,,,1
2510,3379//,1,1,1,.14285715,.11111111,.11111111,.087026387,.12604742,.10435397,.14839783,,.11111111,.8888889,.077356793,,,,,,,1
2511,337122,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,123368,3035,10940684,2587446,1
2512,337121,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,85258,1095,8034017,1930167,1
2514,337121,,1,1,,.33333334,.33333334,,,,,.33333334,.66666669,.33333331,.33333334,official,,,,,,1
2514,337124,1,1,1,1,.33333334,.33333334,1,1,1,,,.66666669,.33333331,.33333331,both,1,22835,420,2422853,503957,1
2514,337215,,1,1,,.33333334,.33333334,,,,,.33333334,.66666669,.33333331,.33333334,official,,,,,,1
2515,337121,1,1,1,.5,.5,.5,.064888746,.047169812,.049363527,,,0,1,.064888746,both,.039141919,1601,35,159199,31760,1
2515,337910,1,1,1,.5,.5,.5,.93511128,.9528302,.95063645,,,0,1,.93511128,both,.96085811,23072,707,3908026,611630,1
2517,337129,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4273,100,320714,84391,1
2519,337125,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4708,217,549298,111758,1
2520,3372//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2521,337211,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,30641,677,3110020,781220,1
2522,337214,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,44222,359,8230935,1621167,1
2530,3363//,1,1,1,.33333334,.33333334,.33333334,.56204873,.3931624,.5963403,.77013409,,0,1,.56204873,,,,,,,1
2530,3371//,1,1,1,.33333334,.33333334,.33333334,.4125044,.57051283,.3770169,.21576214,,0,1,.4125044,,,,,,,1
2530,3399//,1,1,1,.33333334,.33333334,.33333334,.025446875,.036324788,.026642801,.014103766,,0,1,.025446875,,,,,,,1
2531,336360,1,1,1,.33333334,.33333334,.33333334,.56204873,.3931624,.5963403,,,0,1,.56204873,both,.77013409,20784,184,6060320,610043,1
2531,337127,1,1,1,.33333334,.33333334,.33333334,.4125044,.57051283,.3770169,,,0,1,.4125044,both,.21576214,15254,267,1697870,385680,1
2531,339942,1,1,1,.33333334,.33333334,.33333334,.025446875,.036324788,.026642801,,,0,1,.025446875,both,.014103766,941,17,110985,27255,1
2540,3371//,1,0,1,.25,0,.25,.09600196,.21647561,.087798014,.08820799,,0,1,.09600196,,,,,,,1
2540,3372//,3,3,3,.75,1,.75,.90399802,.78352439,.912202,.91179198,,0,1,.90399802,,,,,,,1
2541,337110,1,,1,.33333334,,.33333334,.17031312,.28743362,.15668775,,,0,1,.17031312,fk,.17414041,9785,812,938353,254585,1
2541,337212,1,1,1,.33333334,.5,.33333334,.42405096,.39115044,.44006309,,,0,1,.42405096,both,.40781277,24363,1105,2197493,715011,1
2541,337215,1,1,1,.33333334,.5,.33333334,.40563592,.32141593,.40324914,,,0,1,.40563592,both,.4180468,23305,908,2252639,655196,1
2542,337215,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,44472,926,5249474,1274875,1
2590,3371//,1,1,1,.33333334,.5,.33333334,.49895531,.59057677,.52319932,.43138644,,0,1,.49895531,,,,,,,1
2590,3379//,1,1,1,.33333334,.5,.33333334,.43603024,.39642566,.37709883,.44781181,,0,1,.43603024,,,,,,,1
2590,3391//,1,0,1,.33333334,0,.33333334,.065014444,.012997563,.099701867,.12080175,,0,1,.065014444,,,,,,,1
2591,337920,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,19617,488,2393564,436757,1
2599,337127,1,1,1,.5,1,.5,.88471997,.97846568,.83993953,,,0,1,.88471997,both,.78123081,22448,727,2305770,605971,1
2599,339113,1,,1,.5,,.5,.11528002,.02153432,.1600605,,,0,1,.11528002,fk,.21876916,2925,16,645688,115475,1
2600,322///,23,26,27,.92000002,.9285714,.93103451,.90664935,.8982451,.92374814,.9271723,,0,1,.90664935,,,,,,,1
2600,326///,2,2,2,.079999998,.071428575,.068965517,.093350634,.10175493,.076251909,.072827674,,0,1,.093350634,,,,,,,1
2610,3221//,1,4,4,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2611,322110,1,1,1,1,.25,.25,1,1,1,,,.75,.25,.25,both,1,10247,39,4072965,524213,1
2611,322121,,1,1,,.25,.25,,,,,.25,.75,.25,.25,official,,,,,,1
2611,322122,,1,1,,.25,.25,,,,,.25,.75,.25,.25,official,,,,,,1
2611,322130,,1,1,,.25,.25,,,,,.25,.75,.25,.25,official,,,,,,1
2620,3221//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2621,322121,1,1,1,.5,.5,.5,.86969095,.87890625,.85743076,,,0,1,.86969095,both,.84276009,93537,225,29930133,4613347,1
2621,322122,1,1,1,.5,.5,.5,.13030906,.12109375,.14256924,,,0,1,.13030906,both,.15723994,14015,31,5584285,767084,1
2630,3221//,1,1,1,1,1,1,1,1,1,.99999994,,0,1,1,,,,,,,1
2631,322130,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,54643,217,19828695,2684728,1
2650,3222//,5,5,5,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2652,322213,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,6227,155,522643,146243,1
2653,322211,1,1,1,1,1,1,1,1,1,,,0,1,1,both,.99999994,124537,1732,25531551,4244115,1
2655,322214,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,11461,284,2289791,354514,1
2656,322215,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,14925,83,2738109,441434,1
2657,322212,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,50921,588,9002874,1766067,1
2670,3221//,1,0,1,.0625,0,.05882353,.0073844437,.011139401,.0078817355,.0073439805,,0,1,.0073844437,,,,,,,1
2670,3222//,13,14,14,.8125,.875,.82352942,.73800725,.77848506,.74661916,.77470386,,0,1,.73800725,,,,,,,1
2670,3261//,2,2,2,.125,.125,.11764706,.2546083,.21037556,.24549907,.21795213,,0,1,.2546083,,,,,,,1
2671,322221,1,1,1,.5,.5,.5,.26079839,.34538153,.25179958,,,0,1,.26079839,both,.29501411,5416,86,1498918,184801,1
2671,326112,1,1,1,.5,.5,.5,.73920161,.6546185,.74820042,,,0,1,.73920161,both,.70498592,15351,163,3581917,549120,1
2672,322222,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,35958,507,10814190,1360715,1
2673,322223,1,1,1,.5,.5,.5,.072056681,.077777781,.07782387,,,0,1,.072056681,both,.064522721,3163,42,503571,98729,1
2673,326111,1,1,1,.5,.5,.5,.92794335,.9222222,.92217612,,,0,1,.92794335,both,.93547726,40733,498,7300982,1169892,1
2674,322224,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,17086,145,2855811,470185,1
2675,322226,1,1,1,.33333334,.33333334,.33333334,.20683159,.12557077,.27160335,,,0,1,.20683159,both,.40193799,3294,55,1153433,126122,1
2675,322231,1,1,1,.33333334,.33333334,.33333334,.64165515,.72374427,.59075588,,,0,1,.64165515,both,.49962592,10219,317,1433766,274324,1
2675,322299,1,1,1,.33333334,.33333334,.33333334,.15151325,.15068494,.13764076,,,0,1,.15151325,both,.098436095,2413,66,282480,63915,1
2676,322121,1,,1,.5,,.5,.076793619,.21875,.071472637,,,0,1,.076793619,fk,.038660094,1626.612796783447,35,366703.4423828125,55188.79638671875,.99999994
2676,322291,1,1,1,.5,1,.5,.92320633,.78125,.92852736,,,0,1,.92320633,both,.96133995,19555,125,9118619,716978,.99999994
2677,322232,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,25867,277,3640243,794390,1
2678,322233,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,9092,170,1844924,237440,1
2679,322211,,1,1,,.25,.25,,,,,.25,.25,.75,.25,official,,,,,,1
2679,322222,1,1,1,.33333334,.25,.25,.21077307,.11737805,.22793098,,,.25,.75,.1580798,both,.21210513,6429,77,1174418,205209,1
2679,322231,1,1,1,.33333334,.25,.25,.07160186,.0625,.066171505,,,.25,.75,.053701393,both,.11909021,2184,41,659398,59575,1
2679,322299,1,1,1,.33333334,.25,.25,.71762508,.82012194,.70589751,,,.25,.75,.5382188,both,.66880465,21889,538,3703146,635528,1
2700,323///,18,18,18,.69230771,.64285713,.64285713,.5240224,.65362841,.50680286,.44867712,,0,1,.5240224,,,,,,,1
2700,511///,6,8,8,.23076923,.2857143,.2857143,.47445577,.34043783,.49173364,.54944557,,0,1,.47445577,,,,,,,1
2700,512///,2,2,2,.07692308,.071428575,.071428575,.0015218676,.0059337663,.0014634765,.0018772853,,0,1,.0015218676,,,,,,,1
2710,5111//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2711,511110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,400818,8773,41433090,11729887,1
2720,5111//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2721,511120,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,137865,6331,29972538,5997490,1
2730,3231//,1,1,1,.33333334,.33333334,.33333334,.34815902,.20173301,.29243413,.19392461,,0,1,.34815902,,,,,,,1
2730,5111//,1,1,1,.33333334,.33333334,.33333334,.63932669,.72813433,.69761527,.79553068,,0,1,.63932669,,,,,,,1
2730,5122//,1,1,1,.33333334,.33333334,.33333334,.012514269,.07013268,.0099506248,.010544697,,0,1,.012514269,,,,,,,1
2731,511130,1,1,1,.5,.5,.5,.98080164,.91214383,.98593682,,,0,1,.98080164,both,.98691845,90170,2689,22676105,3655695,1
2731,512230,1,1,1,.5,.5,.5,.019198347,.087856174,.014063178,,,0,1,.019198347,both,.013081526,1765,259,300570,52144,1
2732,323117,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,49104,745,5527700,1532435,1
2740,5111//,2,4,4,.66666669,.80000001,.80000001,.99275059,.96768558,.99194068,.99422169,,0,1,.99275059,,,,,,,1
2740,5122//,1,1,1,.33333334,.2,.2,.0072494182,.032314412,.0080593294,.0057783192,,0,1,.0072494182,,,,,,,1
2741,511120,,1,1,,.2,.2,,,,,.2,.40000001,.60000002,.2,official,,,,,,1
2741,511130,,1,1,,.2,.2,,,,,.2,.40000001,.60000002,.2,official,,,,,,1
2741,511140,1,1,1,.33333334,.2,.2,.42114031,.24163027,.51101595,,,.40000001,.60000002,.25268421,both,.65279472,33113,830,10776279,1342004,1
2741,511199,1,1,1,.33333334,.2,.2,.57161027,.72605532,.48092473,,,.40000001,.60000002,.34296617,both,.34142697,44944,2494,5636247,1262980,1
2741,512230,1,1,1,.33333334,.2,.2,.0072494182,.032314412,.0080593294,,,.40000001,.60000002,.0043496513,both,.0057783192,570,111,95388,21165,1
2750,3231//,8,8,8,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2752,323110,1,1,1,.5,.5,.5,.89897132,.69845623,.92687792,,,0,1,.89897132,both,.93357444,414762,18595,50151029,13709324,1
2752,323114,1,1,1,.5,.5,.5,.10102867,.30154377,.073122099,,,0,1,.10102867,both,.06642554,46612,8028,3568338,1081539,1
2754,323111,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,23260,453,3923991,809114,1
2759,323112,1,1,1,.2,.2,.2,.27517587,.13128249,.31847823,,,0,1,.27517587,both,.38498455,30588,909,4702377,1032287,1
2759,323113,1,1,1,.2,.2,.2,.34093812,.28466204,.30957967,,,0,1,.34093812,both,.26776993,37898,1971,3270664,1003444,1
2759,323114,1,1,1,.2,.2,.2,.052591804,.033651069,.054759942,,,0,1,.052591804,both,.048742734,5846,233,595366,177494,1
2759,323115,1,1,1,.2,.2,.2,.037793051,.055892549,.037922617,,,0,1,.037793051,both,.033237256,4201,387,405975,122919,1
2759,323119,1,1,1,.2,.2,.2,.29350114,.49451184,.27925953,,,0,1,.29350114,both,.26526552,32625,3424,3240074,905167,1
2760,3231//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2761,323116,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,40823,922,7737653,1295718,1
2770,3231//,3,3,3,.75,.75,.75,.038203172,.26973686,.035056125,.013796031,,0,1,.038203172,,,,,,,1
2770,5111//,1,1,1,.25,.25,.25,.96179682,.73026317,.96494389,.98620397,,0,1,.96179682,,,,,,,1
2771,323110,1,1,1,.25,.25,.25,.016222639,.18421052,.01452856,,,0,1,.016222639,both,.0069526713,355,28,38035,9697,1
2771,323113,1,1,1,.25,.25,.25,.0041127815,.019736841,.0052244081,,,0,1,.0041127815,both,.0019458706,90,3,10645,3487,1
2771,323119,1,1,1,.25,.25,.25,.017867751,.065789476,.015303156,,,0,1,.017867751,both,.0048974887,391,10,26792,10214,1
2771,511191,1,1,1,.25,.25,.25,.96179682,.73026317,.96494389,,,0,1,.96179682,both,.98620397,21047,111,5395087,644046,1
2780,3231//,3,3,3,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2782,323116,1,1,1,.5,.5,.5,.46722147,.28162292,.43775547,,,0,1,.46722147,both,.42373022,15608,118,1893005,396564,1
2782,323118,1,1,1,.5,.5,.5,.53277856,.71837711,.56224453,,,0,1,.53277856,both,.57626981,17798,301,2574472,509339,1
2789,323121,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,31349,1285,1960487,759968,1
2790,3231//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2791,323122,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,27755,2069,2345594,985408,1
2796,323122,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,24942,1276,2663020,1042838,1
2800,311///,1,1,1,.023809524,.023809524,.023809524,.00057322253,.00056583947,.00057606975,.00056071125,,0,1,.00057322253,,,,,,,.99999994
2800,325///,40,40,40,.95238096,.95238096,.95238096,.99553251,.99886835,.99516255,.99632543,,0,1,.99553251,,,,,,,.99999994
2800,331///,1,1,1,.023809524,.023809524,.023809524,.0038942245,.00056583947,.0042613661,.0031138824,,0,1,.0038942245,,,,,,,.99999994
2810,3251//,4,4,4,.66666669,.66666669,.66666669,.9329834,.97943264,.93006819,.94949877,,0,1,.9329834,,,,,,,1
2810,3259//,1,1,1,.16666667,.16666667,.16666667,.021447619,.015602837,.020679526,.011725134,,0,1,.021447619,,,,,,,1
2810,3313//,1,1,1,.16666667,.16666667,.16666667,.045568965,.0049645388,.049252268,.0387761,,0,1,.045568965,,,,,,,1
2812,325181,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4859,39,2465183,272779,1
2813,325120,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8787,630,3952006,354622,1
2816,325131,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8608,74,3734497,395570,1
2819,325188,1,1,1,.33333334,.33333334,.33333334,.90120977,.95652175,.89666873,,,0,1,.90120977,both,.92647862,42300.82814025879,638,20633262.67578125,1920573.456054688,1
2819,325998,1,1,1,.33333334,.33333334,.33333334,.031616289,.032983508,.03055607,,,0,1,.031616289,both,.017069835,1484,22,380156,65448,1
2819,331311,1,1,1,.33333334,.33333334,.33333334,.067173965,.010494753,.072775155,,,0,1,.067173965,both,.056451526,3153,7,1257211,155877,1
2820,3252//,4,4,4,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2821,325211,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,60764,529,44478404,3116457,1
2822,325212,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,12141,143,6151827,627901,1
2823,325221,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,4802,6,1096983,174879,1
2824,325222,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,37085,100,11912262,1434162,1
2830,3254//,5,5,5,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2833,325411,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,27530,338,11813902,1519076,1
2834,325412,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,112429,807,66382907,5463959,1
2835,325412,1,1,1,.5,.5,.5,.078879893,.12015504,.067152761,,,0,1,.078879893,both,.13069707,3138,31,1230656,139510,1
2835,325413,1,1,1,.5,.5,.5,.92112011,.87984496,.93284726,,,0,1,.92112011,both,.86930293,36644,227,8185439,1937992,1
2836,325414,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,23285,364,5685943,1020057,1
2840,3256//,5,5,5,1,1,1,1,1,1,.99999994,,0,1,1,,,,,,,1
2841,325611,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,29022,799,16776051,1182670,1
2842,325612,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,21985,727,8369554,724411,1
2843,325613,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,9471,211,6992374,462694,1
2844,325611,1,1,1,.5,.5,.5,.032160442,.010854817,.040151708,,,0,1,.032160442,both,.040804453,2136,8,1035182,88875,1
2844,325620,1,1,1,.5,.5,.5,.96783954,.98914516,.95984828,,,0,1,.96783954,both,.95919549,64281,729,24334157,2124605,1
2850,3255//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2851,325510,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,52737,1488,19114814,2067220,1
2860,3251//,9,9,9,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2861,325191,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,2267,63,815201,84353,1
2865,325110,1,1,1,.33333334,.33333334,.33333334,.15132606,.11282051,.17193754,,,0,1,.15132606,both,.28348809,3007,22,3665285,171746,1
2865,325132,1,1,1,.33333334,.33333334,.33333334,.4368678,.62564105,.38825351,,,0,1,.4368678,both,.20827678,8681,122,2692860,387821,1
2865,325192,1,1,1,.33333334,.33333334,.33333334,.41180614,.26153848,.43980893,,,0,1,.41180614,both,.50823516,8183,51,6571093,439319,1
2869,325110,1,1,1,.2,.2,.2,.078999288,.043243244,.089672588,,,0,1,.078999288,both,.23496668,7936,32,16869465,491517,1
2869,325120,1,1,1,.2,.2,.2,.0368816,.017567568,.039776944,,,0,1,.0368816,both,.017821012,3705,13,1279462,218027,1
2869,325188,1,1,1,.2,.2,.2,.0013200175,.0027027028,.0010984022,,,0,1,.0013200175,both,.00090091163,132.6044769287109,2,64681.07421875,6020.6064453125,1
2869,325193,1,1,1,.2,.2,.2,.018814094,.052702703,.014244585,,,0,1,.018814094,both,.017929807,1890,39,1287273,78078,1
2869,325199,1,1,1,.2,.2,.2,.863985,.88378376,.8552075,,,0,1,.863985,both,.72838157,86793,654,52294254,4687598,1
2870,3253//,4,4,4,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2873,325311,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,5492,143,3769743,269414,1
2874,325312,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8878,61,5749255,377317,1
2875,325314,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8842,449,3327265,236488,1
2879,325320,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,13994,260,11420250,635620,1
2890,3119//,1,1,1,.125,.125,.125,.005577099,.0027526543,.0064908019,.008098131,,0,1,.005577099,,,,,,,1
2890,3251//,2,2,2,.25,.25,.25,.05217614,.017695636,.066083387,.080401398,,0,1,.05217614,,,,,,,1
2890,3255//,2,2,2,.25,.25,.25,.26872754,.27644515,.26336819,.26756284,,0,1,.26872754,,,,,,,1
2890,3259//,3,3,3,.375,.375,.375,.67351919,.70310658,.66405767,.64393759,,0,1,.67351919,,,,,,,1
2891,325520,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,21948,694,7378258,838488,1
2892,325920,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,8972,103,1447274,312301,1
2893,325910,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,13218,567,4192076,510631,1
2895,325182,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,1769,22,990391,90694,1
2899,311942,1,1,1,.25,.25,.25,.012439072,.0060501294,.014101243,,,0,1,.012439072,both,.016231643,464.1156692504883,7,226383.759765625,21072.12255859375,.99999994
2899,325199,1,1,1,.25,.25,.25,.068960682,.019878997,.082874432,,,0,1,.068960682,both,.090143353,2573,23,1257235,123843,.99999994
2899,325510,1,1,1,.25,.25,.25,.011122691,.0077787382,.011059025,,,0,1,.011122691,both,.0072759404,415,9,101478,16526,.99999994
2899,325998,1,1,1,.25,.25,.25,.9074775,.96629214,.89196533,,,0,1,.9074775,both,.88634902,33859,1118,12361966,1332904,.99999994
2900,324///,5,5,5,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2910,3241//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2911,324110,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,65471,242,157525704,3886587,1
2950,3241//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2951,324121,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,14089,1175,5930820,564835,1
2952,324122,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,13355,250,4949615,499327,1
2990,3241//,2,2,2,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
2992,324191,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,11292,414,6088041,449968,1
2999,324199,1,1,1,1,1,1,1,1,1,,,0,1,1,both,1,1940,66,1284972,79572,1
3000,313///,1,1,1,.050000001,.050000001,.047619049,.0014329908,.0017759886,.0015356359,.0020556361,,0,1,.0014329908,,,,,,,1
3000,316///,1,1,1,.050000001,.050000001,.047619049,.0079962043,.0034927777,.0055589951,.0062824874,,0,1,.0079962043,,,,,,,1
3000,325///,1,1,1,.050000001,.050000001,.047619049,.026785163,.049490884,.031634726,.048638079,,0,1,.026785163,,,,,,,1
3000,326///,15,15,15,.75,.75,.71428573,.92305243,.90545821,.91834497,.91025484,,0,1,.92305243,,,,,,,1
3000,335///,1,0,1,.050000001,0,.047619049,.000071360242,.00041439733,.000065213295,.000039032326,,0,1,.000071360242,,,,,,,1
3000,339///,1,2,2,.050000001,.1,.095238097,.040661838,.039367747,.042860471,.032729886,,0,1,.040661838,,,,,,,1
3010,3262//,1,1,1,1,1,1,1,1,1,1,,0,1,1,,,,,,,1
