stcode,state,cocode,geoname
45,ND,210,KIDDER
45,ND,220,LA MOURE
45,ND,230,LOGAN
45,ND,240,MCHENRY
45,ND,250,MCINTOSH
45,ND,260,MCKENZIE
45,ND,270,MCLEAN
45,ND,280,MERCER
45,ND,290,MORTON
45,ND,300,MOUNTRAIL
45,ND,310,NELSON
45,ND,320,OLIVER
45,ND,330,PEMBINA
45,ND,340,PIERCE
45,ND,350,RAMSEY
45,ND,360,RANSOM
45,ND,370,RENVILLE
45,ND,380,RICHLAND
45,ND,390,ROLETTE
45,ND,400,SARGENT
45,ND,410,SHERIDAN
45,ND,420,SIOUX
45,ND,430,SLOPE
45,ND,440,STARK
45,ND,450,STEELE
45,ND,460,STUTSMAN
45,ND,470,TOWNER
45,ND,480,TRAILL
45,ND,490,WALSH
45,ND,500,WARD
45,ND,510,WELLS
45,ND,520,WILLIAMS
45,ND,990,STATEWIDE
46,SD,10,AURORA
46,SD,20,BEADLE
46,SD,30,BENNETT
46,SD,40,BON HOMME
46,SD,50,BROOKINGS
46,SD,60,BROWN
46,SD,70,BRULE
46,SD,80,BUFFALO
46,SD,90,BUTTE
46,SD,100,CAMPBELL
46,SD,110,CHARLES MIX
46,SD,120,CLARK
46,SD,130,CLAY
46,SD,140,CODINGTON
46,SD,150,CORSON
46,SD,160,CUSTER
46,SD,170,DAVISON
46,SD,180,DAY
46,SD,190,DEUEL
46,SD,200,DEWEY
46,SD,210,DOUGLAS
46,SD,220,EDMUNDS
46,SD,230,FALL RIVER
46,SD,240,FAULK
46,SD,250,GRANT
46,SD,260,GREGORY
46,SD,270,HAAKON
46,SD,280,HAMLIN
46,SD,290,HAND
46,SD,300,HANSON
46,SD,310,HARDING
46,SD,320,HUGHES
46,SD,330,HUTCHINSON
46,SD,340,HYDE
46,SD,350,JACKSON
46,SD,360,JERAULD
46,SD,370,JONES
46,SD,380,KINGSBURY
46,SD,390,LAKE
46,SD,400,LAWRENCE
46,SD,410,LINCOLN
46,SD,420,LYMAN
46,SD,430,MCCOOK
46,SD,440,MCPHERSON
46,SD,450,MARSHALL
46,SD,460,MEADE
46,SD,470,MELLETTE
46,SD,480,MINER
46,SD,490,MINNEHAHA
46,SD,500,MOODY
46,SD,510,PENNINGTON
46,SD,520,PERKINS
46,SD,530,POTTER
46,SD,540,ROBERTS
46,SD,550,SANBORN
46,SD,560,SHANNON
46,SD,570,SPINK
46,SD,580,STANLEY
46,SD,590,SULLY
46,SD,600,TODD
46,SD,610,TRIPP
46,SD,620,TURNER
46,SD,630,UNION
46,SD,640,WALWORTH
46,SD,670,YANKTON
46,SD,680,ZIEBACH
46,SD,990,STATEWIDE
47,NE,0,ADAMS
47,NE,10,ANTELOPE
47,NE,20,ARTHUR
47,NE,30,BANNER
47,NE,40,BLAINE
47,NE,50,BOONE
47,NE,60,BOX BUTTE
47,NE,70,BOYD
47,NE,80,BROWN
47,NE,90,BUFFALO
47,NE,100,BURT
47,NE,110,BUTLER
47,NE,120,CASS
47,NE,130,CEDAR
47,NE,140,CHASE
47,NE,150,CHERRY
47,NE,160,CHEYENNE
47,NE,170,CLAY
47,NE,180,COLFAX
47,NE,190,CUMING
47,NE,200,CUSTER
47,NE,210,DAKOTA
47,NE,220,DAWES
47,NE,230,DAWSON
47,NE,240,DEUEL
47,NE,250,DIXON
47,NE,260,DODGE
47,NE,270,DOUGLAS
47,NE,280,DUNDY
47,NE,290,FILLMORE
47,NE,300,FRANKLIN
47,NE,310,FRONTIER
47,NE,320,FURNAS
47,NE,330,GAGE
47,NE,340,GARDEN
47,NE,350,GARFIELD
47,NE,360,GOSPER
47,NE,370,GRANT
47,NE,380,GREELEY
47,NE,390,HALL
47,NE,400,HAMILTON
47,NE,410,HARLAN
47,NE,420,HAYES
47,NE,430,HITCHCOCK
47,NE,440,HOLT
47,NE,450,HOOKER
47,NE,460,HOWARD
47,NE,470,JEFFERSON
47,NE,480,JOHNSON
47,NE,490,KEARNEY
47,NE,500,KEITH
47,NE,510,KEYA PAHA
47,NE,520,KIMBALL
47,NE,530,KNOX
47,NE,540,LANCASTER
47,NE,550,LINCOLN
47,NE,560,LOGAN
47,NE,570,LOUP
47,NE,580,MCPHERSON
47,NE,590,MADISON
47,NE,600,MERRICK
47,NE,610,MORRILL
47,NE,620,NANCE
47,NE,630,NEMAHA
47,NE,640,NUCKOLLS
47,NE,650,OTOE
47,NE,660,PAWNEE
47,NE,670,PERKINS
47,NE,680,PHELPS
47,NE,690,PIERCE
47,NE,700,PLATTE
47,NE,710,POLK
47,NE,720,RED WILLOW
47,NE,730,RICHARDSON
47,NE,740,ROCK
47,NE,750,SALINE
47,NE,760,SARPY
47,NE,770,SAUNDERS
47,NE,780,SCOTTS BLUFF
47,NE,790,SEWARD
47,NE,800,SHERIDAN
47,NE,810,SHERMAN
47,NE,820,SIOUX
47,NE,830,STANTON
47,NE,840,THAYER
47,NE,850,THOMAS
47,NE,860,THURSTON
47,NE,870,VALLEY
47,NE,880,WASHINGTON
47,NE,890,WAYNE
47,NE,900,WEBSTER
47,NE,910,WHEELER
47,NE,920,YORK
47,NE,990,STATEWIDE
48,KS,0,ALLEN
48,KS,10,ANDERSON
48,KS,20,ATCHISON
48,KS,30,BARBER
48,KS,40,BARTON
48,KS,50,BOURBON
48,KS,60,BROWN
48,KS,70,BUTLER
48,KS,80,CHASE
48,KS,90,CHAUTAUQUA
48,KS,100,CHEROKEE
48,KS,110,CHEYENNE
48,KS,120,CLARK
48,KS,130,CLAY
48,KS,140,CLOUD
48,KS,150,COFFEY
48,KS,160,COMANCHE
48,KS,170,COWLEY
48,KS,180,CRAWFORD
48,KS,190,DECATUR
48,KS,200,DICKINSON
48,KS,210,DONIPHAN
48,KS,220,DOUGLAS
48,KS,230,EDWARDS
48,KS,240,ELK
48,KS,250,ELLIS
48,KS,260,ELLSWORTH
48,KS,270,FINNEY
48,KS,280,FORD
48,KS,290,FRANKLIN
48,KS,300,GEARY
48,KS,310,GOVE
48,KS,320,GRAHAM
48,KS,331,GRANT
48,KS,332,HASKELL
48,KS,340,GRAY
48,KS,351,GREELEY
48,KS,352,WICHITA
48,KS,360,GREENWOOD
48,KS,371,HAMILTON
48,KS,372,KEARNY
48,KS,380,HARPER
48,KS,390,HARVEY
48,KS,400,WASHINGTON
48,KS,410,HODGEMAN
48,KS,420,JACKSON
48,KS,430,JEFFERSON
48,KS,440,JEWELL
48,KS,450,JOHNSON
48,KS,460,WILSON
48,KS,470,KINGMAN
48,KS,480,KIOWA
48,KS,490,LABETTE
48,KS,501,LANE
48,KS,502,SCOTT
48,KS,510,LEAVENWORTH
48,KS,520,LINCOLN
48,KS,530,LINN
48,KS,541,LOGAN
48,KS,542,WALLACE
48,KS,550,LYON
48,KS,560,MCPHERSON
48,KS,570,MARION
48,KS,580,MARSHALL
48,KS,590,MEADE
48,KS,600,MIAMI
48,KS,610,MITCHELL
48,KS,620,MONTGOMERY
48,KS,630,MORRIS
48,KS,641,MORTON
48,KS,642,STANTON
48,KS,650,NEMAHA
48,KS,660,NEOSHO
48,KS,670,NESS
48,KS,680,NORTON
48,KS,690,OSAGE
48,KS,700,OSBORNE
48,KS,710,OTTAWA
48,KS,720,PAWNEE
48,KS,730,PHILLIPS
48,KS,740,POTTAWATOMIE
48,KS,750,PRATT
48,KS,760,RAWLINS
48,KS,770,RENO
48,KS,780,REPUBLIC
48,KS,790,RICE
48,KS,800,RILEY
48,KS,810,ROOKS
48,KS,820,RUSH
48,KS,830,RUSSELL
48,KS,840,SALINE
48,KS,850,WOODSON
48,KS,860,SEDGWICK
48,KS,870,SEWARD
48,KS,880,SHAWNEE
50,FL,0,ALACHUA
50,FL,10,BAKER
50,FL,20,BAY
50,FL,30,BRADFORD
50,FL,40,BREVARD
50,FL,50,BROWARD
50,FL,60,CALHOUN
50,FL,70,CHARLOTTE
50,FL,80,CITRUS
50,FL,90,CLAY
50,FL,100,COLLIER
50,FL,110,COLUMBIA
50,FL,120,DADE
50,FL,130,DE SOTO
50,FL,140,DIXIE
50,FL,150,DUVAL
50,FL,160,ESCAMBIA
50,FL,170,FLAGLER
50,FL,180,FRANKLIN
50,FL,190,GADSDEN
50,FL,200,GILCHRIST
50,FL,210,GLADES
50,FL,220,GULF
50,FL,230,HAMILTON
50,FL,240,HARDEE
50,FL,250,HENDRY
50,FL,260,HERNANDO
50,FL,270,HIGHLANDS
50,FL,280,HILLSBOROUGH
50,FL,290,HOLMES
50,FL,300,INDIAN RIVER
50,FL,310,JACKSON
50,FL,320,JEFFERSON
50,FL,330,LAFAYETTE
50,FL,340,LAKE
50,FL,350,LEE
50,FL,360,LEON
50,FL,370,LEVY
50,FL,380,LIBERTY
50,FL,390,MADISON
50,FL,400,MANATEE
50,FL,410,MARION
50,FL,420,MARTIN
50,FL,430,MONROE
50,FL,440,NASSAU
50,FL,450,OKALOOSA
50,FL,460,OKEECHOBEE
50,FL,470,ORANGE
50,FL,480,OSCEOLA
50,FL,490,PALM BEACH
50,FL,500,PASCO
50,FL,510,PINELLAS
50,FL,520,POLK
50,FL,530,PUTNAM
50,FL,540,ST JOHNS
50,FL,550,ST LUCIE
50,FL,560,SANTA ROSA
50,FL,570,SARASOTA
50,FL,580,SEMINOLE
50,FL,590,SUMTER
50,FL,600,SUWANNEE
50,FL,610,TAYLOR
50,FL,620,UNION
50,FL,630,VOLUSIA
50,FL,640,WAKULLA
50,FL,650,WALTON
50,FL,660,WASHINGTON
50,FL,990,STATEWIDE
51,DE,0,KENT
51,DE,10,NEW CASTLE
51,DE,20,SUSSEX
51,DE,990,STATEWIDE
52,MD,0,ALLEGANY
52,MD,10,ANNE ARUNDEL
52,MD,20,BALTIMORE
52,MD,30,BALTIMORE CITY
52,MD,40,CALVERT
52,MD,50,CAROLINE
52,MD,60,CARROLL
52,MD,70,CECIL
52,MD,80,CHARLES
52,MD,90,DORCHESTER
52,MD,100,FREDERICK
52,MD,110,GARRETT
52,MD,120,HARFORD
52,MD,130,HOWARD
52,MD,140,KENT
52,MD,150,MONTGOMERY
52,MD,160,PRINCE GEORGES
52,MD,170,QUEEN ANNES
52,MD,180,ST MARYS
52,MD,190,SOMERSET
52,MD,200,TALBOT
52,MD,210,WASHINGTON
52,MD,220,WICOMICO
52,MD,230,WORCESTER
52,MD,990,STATEWIDE
53,VA,0,ACCOMACK
53,VA,10,ALBEMARLE
53,VA,11,CHARLOTTESVILLE CITY
53,VA,20,ALLEGHANY
53,VA,21,COVINGTON CITY
53,VA,22,CLIFTON FORGE CITY
53,VA,30,AMELIA
53,VA,40,AMHERST
53,VA,50,APPOMATTOX
53,VA,60,ARLINGTON
53,VA,61,ALEXANDRIA CITY
53,VA,70,AUGUSTA
53,VA,71,STAUNTON CITY
53,VA,72,WAYNESBORO CITY
53,VA,80,BATH
53,VA,90,BEDFORD
53,VA,100,BLAND
53,VA,110,BOTETOURT
53,VA,120,BRUNSWICK
53,VA,130,BUCHANAN
53,VA,140,BUCKINGHAM
53,VA,150,CAMPBELL
53,VA,151,LYNCHBURG CITY
53,VA,160,CAROLINE
53,VA,170,CARROLL
53,VA,171,GALAX CITY
53,VA,181,CHARLES CITY
53,VA,182,NEW KENT
53,VA,190,CHARLOTTE
53,VA,200,CHESTERFIELD
53,VA,202,COLONIAL HEIGHTS CITY
53,VA,210,CLARKE
53,VA,220,CRAIG
53,VA,230,CULPEPER
53,VA,240,CUMBERLAND
53,VA,250,DICKENSON
53,VA,260,DINWIDDIE
53,VA,261,PETERSBURG CITY
53,VA,270,HAMPTON CITY
53,VA,280,ESSEX
53,VA,290,FAIRFAX
53,VA,291,FALLS CHURCH CITY
53,VA,292,FAIRFAX CITY
53,VA,300,FAUQUIER
53,VA,310,FLOYD
53,VA,320,FLUVANNA
53,VA,330,FRANKLIN
53,VA,340,FREDERICK
53,VA,341,WINCHESTER CITY
53,VA,350,GILES
53,VA,360,GLOUCESTER
53,VA,370,GOOCHLAND
53,VA,380,GRAYSON
53,VA,390,GREENE
53,VA,400,GREENSVILLE
53,VA,401,EMPORIA
53,VA,410,HALIFAX
53,VA,411,SOUTH BOSTON
53,VA,420,HANOVER
53,VA,430,HENRICO
53,VA,431,RICHMOND CITY
53,VA,440,HENRY
53,VA,441,MARTINSVILLE CITY
53,VA,450,HIGHLAND
53,VA,460,ISLE OF WIGHT
53,VA,470,JAMES CITY
53,VA,480,KING AND QUEEN
53,VA,490,KING GEORGE
53,VA,500,KING WILLIAM
53,VA,510,LANCASTER
53,VA,520,LEE
53,VA,530,LOUDON
53,VA,540,LOUISA
53,VA,550,LUNENBURG
53,VA,560,MADISON
53,VA,570,MATHEWS
53,VA,580,MECKLENBURG
53,VA,590,MIDDLESEX
53,VA,600,MONTGOMERY
53,VA,601,RADFORD CITY
53,VA,610,NANSEMOND
53,VA,611,SUFFOLK CITY
53,VA,620,NELSON
53,VA,630,YORK
53,VA,631,WILLIAMSBURG CITY
53,VA,640,CHESAPEAKE CITY
53,VA,641,NORFOLK CITY
53,VA,642,PORTSMOUTH CITY
53,VA,650,NORTHAMPTON
53,VA,660,NORTHUMBERLAND
53,VA,670,NOTTOWAY
53,VA,680,ORANGE
53,VA,690,PAGE
53,VA,700,PATRICK
53,VA,710,PITTSYLVANIA
53,VA,711,DANVILLE CITY
53,VA,720,POWHATAN
53,VA,730,PRINCE EDWARD
53,VA,740,PRINCE GEORGE
53,VA,741,HOPEWELL CITY
53,VA,750,VIRGINIA BEACH CITY
53,VA,760,PRINCE WILLIAM
53,VA,770,PULASKI
53,VA,780,RAPPAHANNOCK
53,VA,790,RICHMOND
53,VA,800,ROANOKE
53,VA,801,ROANOKE CITY
53,VA,802,SALEM
53,VA,810,ROCKBRIDGE
53,VA,811,BUENA VISTA CITY
53,VA,812,LEXINGTON
53,VA,820,ROCKINGHAM
53,VA,821,HARRISONBURG CITY
53,VA,830,RUSSELL
53,VA,840,SCOTT
53,VA,850,SHENANDOAH
53,VA,860,SMYTH
53,VA,870,SOUTHAMPTON
53,VA,871,FRANKLIN CITY
53,VA,880,SPOTSYLVANIA
53,VA,881,FREDERICKSBURG CITY
53,VA,890,STAFFORD
53,VA,900,SURRY
53,VA,910,SUSSEX
53,VA,920,TAZEWELL
53,VA,930,WARREN
53,VA,940,NEWPORT NEWS CITY
53,VA,950,WASHINGTON
53,VA,951,BRISTOL CITY
53,VA,960,WESTMORELAND
53,VA,970,WISE
53,VA,971,NORTON CITY
53,VA,980,WYTHE
53,VA,990,STATEWIDE
54,DC,0,DISTRICT OF COLUMBIA
55,WV,0,BARBOUR
55,WV,10,BERKELEY
55,WV,20,BOONE
55,WV,30,BRAXTON
55,WV,40,BROOKE
55,WV,50,CABELL
55,WV,60,CALHOUN
55,WV,70,CLAY
55,WV,80,DODDRIDGE
55,WV,90,FAYETTE
55,WV,100,GILMER
55,WV,110,GRANT
55,WV,120,GREENBRIER
55,WV,130,HAMPSHIRE
55,WV,140,HANCOCK
55,WV,150,HARDY
55,WV,160,HARRISON
55,WV,170,JACKSON
55,WV,180,JEFFERSON
55,WV,190,KANAWHA
55,WV,200,LEWIS
55,WV,210,LINCOLN
55,WV,220,LOGAN
55,WV,230,MCDOWELL
55,WV,240,MARION
55,WV,250,MARSHALL
55,WV,260,MASON
55,WV,270,MERCER
55,WV,280,MINERAL
55,WV,290,MINGO
55,WV,300,MONONGALIA
55,WV,310,MONROE
55,WV,320,MORGAN
55,WV,330,NICHOLAS
55,WV,340,OHIO
55,WV,350,PENDLETON
55,WV,360,PLEASANTS
55,WV,370,POCAHONTAS
55,WV,380,PRESTON
55,WV,390,PUTNAM
55,WV,400,RALEIGH
55,WV,410,RANDOLPH
55,WV,420,RITCHIE
55,WV,430,ROANE
55,WV,440,SUMMERS
55,WV,450,TAYLOR
55,WV,460,TUCKER
55,WV,470,TYLER
55,WV,480,UPSHUR
55,WV,490,WAYNE
55,WV,500,WEBSTER
55,WV,510,WETZEL
55,WV,520,WIRT
55,WV,530,WOOD
55,WV,540,WYOMING
55,WV,990,STATEWIDE
56,NC,0,ALAMANCE
56,NC,10,ALEXANDER
56,NC,20,ALLEGHANY
56,NC,30,ANSON
56,NC,40,ASHE
56,NC,50,AVERY
56,NC,60,BEAUFORT
56,NC,70,BERTIE
56,NC,80,BLADEN
56,NC,90,BRUNSWICK
56,NC,100,BUNCOMBE
56,NC,110,BURKE
56,NC,120,CABARRUS
56,NC,130,CALDWELL
56,NC,141,CAMDEN
56,NC,142,CURRITUCK
56,NC,150,CARTERET
56,NC,160,CASWELL
56,NC,170,CATAWBA
56,NC,180,CHATHAM
56,NC,190,CHEROKEE
56,NC,200,CHOWAN
56,NC,210,CLAY
56,NC,220,CLEVELAND
56,NC,230,COLUMBUS
56,NC,240,CRAVEN
56,NC,250,CUMBERLAND
56,NC,260,YANCEY
56,NC,270,DARE
56,NC,280,DAVIDSON
56,NC,290,DAVIE
56,NC,300,DUPLIN
56,NC,310,DURHAM
56,NC,320,EDGECOMBE
56,NC,330,FORSYTH
56,NC,340,FRANKLIN
56,NC,350,GASTON
56,NC,360,GATES
56,NC,370,GRAHAM
56,NC,380,GRANVILLE
56,NC,390,GREENE
56,NC,400,GUILFORD
56,NC,410,HALIFAX
56,NC,420,HARNETT
56,NC,430,HAYWOOD
56,NC,440,HENDERSON
56,NC,450,HERTFORD
56,NC,460,HOKE
56,NC,470,HYDE
56,NC,480,IREDELL
56,NC,490,JACKSON
56,NC,500,JOHNSTON
56,NC,510,JONES
56,NC,520,LEE
56,NC,530,LENOIR
56,NC,540,LINCOLN
56,NC,550,MCDOWELL
56,NC,560,MACON
56,NC,570,MADISON
56,NC,580,MARTIN
56,NC,590,MECKLENBURG
56,NC,600,MITCHELL
56,NC,610,MONTGOMERY
56,NC,620,MOORE
56,NC,630,NASH
56,NC,640,NEW HANOVER
56,NC,650,NORTHAMPTON
56,NC,660,ONSLOW
56,NC,670,ORANGE
56,NC,680,PAMLICO
56,NC,690,PASQUOTANK
56,NC,700,PENDER
56,NC,710,PERQUIMANS
56,NC,720,PERSON
56,NC,730,PITT
56,NC,740,POLK
56,NC,750,RANDOLPH
56,NC,760,RICHMOND
56,NC,770,ROBESON
56,NC,780,ROCKINGHAM
56,NC,790,ROWAN
56,NC,800,RUTHERFORD
56,NC,810,SAMPSON
56,NC,820,SCOTLAND
56,NC,830,STANLY
56,NC,840,STOKES
56,NC,850,SURRY
56,NC,860,SWAIN
56,NC,870,TRANSYLVANIA
56,NC,880,TYRRELL
56,NC,890,UNION
56,NC,900,VANCE
56,NC,910,WAKE
56,NC,920,WARREN
56,NC,930,WASHINGTON
56,NC,940,WATAUGA
56,NC,950,WAYNE
56,NC,960,WILKES
56,NC,970,WILSON
56,NC,980,YADKIN
56,NC,990,STATEWIDE
57,SC,0,ABBEVILLE
57,SC,10,AIKEN
57,SC,20,ALLENDALE
57,SC,30,ANDERSON
57,SC,40,BAMBERG
57,SC,50,BARNWELL
57,SC,60,BEAUFORT
57,SC,70,BERKELEY
57,SC,80,CALHOUN
57,SC,90,CHARLESTON
57,SC,100,CHEROKEE
57,SC,110,CHESTER
57,SC,120,CHESTERFIELD
57,SC,130,CLARENDON
57,SC,140,COLLETON
57,SC,150,DARLINGTON
57,SC,160,DILLON
57,SC,170,DORCHESTER
57,SC,180,EDGEFIELD
57,SC,190,FAIRFIELD
57,SC,200,FLORENCE
57,SC,210,GEORGETOWN
57,SC,220,GREENVILLE
57,SC,230,GREENWOOD
57,SC,240,HAMPTON
57,SC,250,HORRY
57,SC,260,JASPER
57,SC,270,KERSHAW
57,SC,280,LANCASTER
57,SC,290,LAURENS
57,SC,300,LEE
57,SC,310,LEXINGTON
57,SC,320,MCCORMICK
57,SC,330,MARION
57,SC,340,MARLBORO
57,SC,350,NEWBERRY
57,SC,360,OCONEE
57,SC,370,ORANGEBURG
57,SC,380,PICKENS
57,SC,390,RICHLAND
57,SC,400,SALUDA
57,SC,410,SPARTANBURG
57,SC,420,SUMTER
57,SC,430,UNION
57,SC,440,WILLIAMSBURG
57,SC,450,YORK
57,SC,990,STATEWIDE
58,GA,1,APPLING
58,GA,2,BACON
58,GA,3,COFFEE
58,GA,4,JEFF DAVIS
58,GA,11,ATKINSON
58,GA,12,CLINCH
58,GA,21,BAKER
58,GA,22,CALHOUN
58,GA,31,BALDWIN
58,GA,32,WILKINSON
58,GA,40,BANKS
58,GA,50,BARROW
58,GA,60,BARTOW
58,GA,71,BEN HILL
58,GA,72,IRWIN
58,GA,73,TURNER
58,GA,74,WILCOX
58,GA,81,BERRIEN
58,GA,82,COOK
58,GA,90,BIBB
58,GA,101,BLECKLEY
58,GA,102,PULASKI
58,GA,110,BRANTLEY
58,GA,120,BROOKS
58,GA,131,BRYAN
58,GA,132,EFFINGHAM
58,GA,140,BULLOCH
58,GA,150,BURKE
58,GA,161,BUTTS
58,GA,162,LAMAR
58,GA,163,PIKE
58,GA,170,CAMDEN
58,GA,181,CANDLER
58,GA,182,EVANS
58,GA,183,TATTNALL
58,GA,184,TOOMBS
58,GA,190,CARROLL
58,GA,201,CATOOSA
58,GA,202,DADE
58,GA,203,WALKER
58,GA,210,CHARLTON
58,GA,220,CHATHAM
58,GA,230,CHATTAHOOCHEE
58,GA,240,CHATTOOGA
58,GA,250,CHEROKEE
58,GA,260,CLARKE
58,GA,271,CLAY
58,GA,272,QUITMAN
58,GA,273,RANDOLPH
58,GA,281,CLAYTON
58,GA,282,FAYETTE
58,GA,283,HENRY
58,GA,290,COBB
58,GA,300,COLQUITT
58,GA,310,COLUMBIA
58,GA,320,COWETA
58,GA,330,CRAWFORD
58,GA,341,CRISP
58,GA,342,DOOLY
58,GA,351,DAWSON
58,GA,352,FORSYTH
58,GA,353,LUMPKIN
58,GA,354,PICKENS
58,GA,360,DECATUR
58,GA,370,DE KALB
58,GA,380,DODGE
58,GA,390,DOUGHERTY
58,GA,400,DOUGLAS
58,GA,411,EARLY
58,GA,412,MILLER
58,GA,413,SEMINOLE
58,GA,421,ECHOLS
58,GA,422,LANIER
58,GA,431,ELBERT
58,GA,432,FRANKLIN
58,GA,433,HART
58,GA,440,EMANUEL
58,GA,451,FANNIN
58,GA,452,GILMER
58,GA,453,MURRAY
58,GA,454,UNION
58,GA,460,FLOYD
58,GA,470,FULTON
58,GA,481,GLASCOCK
58,GA,482,MCDUFFIE
58,GA,483,WARREN
58,GA,490,GLYNN
58,GA,500,GORDON
58,GA,510,GRADY
58,GA,521,GREENE
58,GA,522,MORGAN
58,GA,530,GWINNETT
58,GA,541,HABERSHAM
58,GA,542,RABUN
58,GA,543,STEPHENS
58,GA,544,TOWNS
58,GA,545,WHITE
58,GA,550,HALL
58,GA,561,HANCOCK
58,GA,562,JASPER
58,GA,563,PUTNAM
58,GA,570,HARALSON
58,GA,580,HARRIS
58,GA,590,HEARD
58,GA,601,HOUSTON
58,GA,602,PEACH
58,GA,603,TWIGGS
58,GA,610,JACKSON
58,GA,620,JEFFERSON
58,GA,630,JENKINS
58,GA,641,JOHNSON
58,GA,642,TREUTLEN
58,GA,650,JONES
58,GA,660,LAURENS
58,GA,671,LEE
58,GA,672,TERRELL
58,GA,681,LIBERTY
58,GA,682,LONG
58,GA,683,MCINTOSH
58,GA,691,LINCOLN
58,GA,692,TALIAFERRO
58,GA,693,WILKES
58,GA,700,LOWNDES
58,GA,710,MACON
58,GA,720,MADISON
58,GA,731,MARION
58,GA,732,SCHLEY
58,GA,733,STEWART
58,GA,734,WEBSTER
58,GA,740,MERIWETHER
58,GA,750,MITCHELL
58,GA,760,MONROE
58,GA,771,MONTGOMERY
58,GA,772,TELFAIR
58,GA,773,WHEELER
58,GA,780,MUSCOGEE
58,GA,791,NEWTON
58,GA,792,ROCKDALE
58,GA,801,OCONEE
58,GA,802,OGLETHORPE
58,GA,810,PAULDING
58,GA,820,PIERCE
58,GA,830,POLK
58,GA,840,RICHMOND
58,GA,850,SCREVEN
58,GA,860,SPALDING
58,GA,870,SUMTER
58,GA,881,TALBOT
58,GA,882,TAYLOR
58,GA,890,THOMAS
58,GA,900,TIFT
58,GA,910,TROUP
58,GA,920,UPSON
58,GA,930,WALTON
58,GA,940,WARE
58,GA,950,WASHINGTON
58,GA,960,WAYNE
58,GA,970,WHITFIELD
58,GA,980,WORTH
58,GA,990,STATEWIDE
61,KY,1,ADAIR
61,KY,2,GREEN
61,KY,3,METCALFE
61,KY,10,ALLEN
61,KY,21,ANDERSON
61,KY,22,WASHINGTON
61,KY,30,BALLARD
61,KY,40,BARREN
61,KY,51,BATH
61,KY,52,MENIFEE
61,KY,60,BELL
61,KY,71,BOONE
61,KY,72,CARROLL
61,KY,73,GALLATIN
61,KY,80,BOURBON
61,KY,90,BOYD
61,KY,100,BOYLE
61,KY,110,BRACKEN
61,KY,120,BREATHITT
61,KY,130,BRECKINRIDGE
61,KY,141,BULLITT
61,KY,142,SPENCER
61,KY,151,BUTLER
61,KY,152,EDMONSON
61,KY,160,CALDWELL
61,KY,170,CALLOWAY
61,KY,180,CAMPBELL
61,KY,191,CARLISLE
61,KY,192,FULTON
61,KY,193,HICKMAN
61,KY,200,PULASKI
61,KY,210,CARTER
61,KY,220,CASEY
61,KY,230,CHRISTIAN
61,KY,240,CLARK
61,KY,250,CLAY
61,KY,261,CLINTON
61,KY,262,CUMBERLAND
61,KY,263,RUSSELL
61,KY,270,CRITTENDEN
61,KY,280,ROCKCASTLE
61,KY,290,DAVIESS
61,KY,300,SCOTT
61,KY,311,ELLIOT
61,KY,312,MORGAN
61,KY,313,ROWAN
61,KY,321,ESTILL
61,KY,322,POWELL
61,KY,330,FAYETTE
61,KY,341,FLEMING
61,KY,342,ROBERTSON
61,KY,350,FLOYD
61,KY,360,FRANKLIN
61,KY,370,SHELBY
61,KY,380,TAYLOR
61,KY,390,GARRARD
61,KY,401,GRANT
61,KY,402,PENDLETON
61,KY,410,GRAVES
61,KY,420,GRAYSON
61,KY,430,TODD
61,KY,440,GREENUP
61,KY,450,HANCOCK
61,KY,461,HARDIN
61,KY,462,MEADE
61,KY,470,HARLAN
61,KY,480,HARRISON
61,KY,490,HART
61,KY,500,HENDERSON
61,KY,510,HENRY
61,KY,520,TRIGG
61,KY,530,HOPKINS
61,KY,540,JACKSON
61,KY,550,JEFFERSON
61,KY,560,JESSAMINE
61,KY,570,JOHNSON
61,KY,580,KENTON
61,KY,590,KNOTT
61,KY,600,KNOX
61,KY,610,LARUE
61,KY,620,LAUREL
61,KY,630,LAWRENCE
61,KY,641,LEE
61,KY,642,OWSLEY
61,KY,643,WOLFE
61,KY,650,LESLIE
61,KY,660,LETCHER
61,KY,670,LEWIS
61,KY,680,LINCOLN
61,KY,690,LIVINGSTON
61,KY,701,LOGAN
61,KY,702,SIMPSON
61,KY,710,LYON
61,KY,720,MCCRACKEN
61,KY,730,MCCREARY
61,KY,740,MCLEAN
61,KY,750,MADISON
61,KY,760,MAGOFFIN
61,KY,770,MARION
61,KY,780,MARSHALL
61,KY,790,MARTIN
61,KY,800,MASON
61,KY,810,TRIMBLE
61,KY,820,UNION
61,KY,830,MERCER
61,KY,840,WARREN
61,KY,850,MONROE
61,KY,860,MONTGOMERY
61,KY,870,WAYNE
61,KY,880,MUHLENBERG
61,KY,890,NELSON
61,KY,900,NICHOLAS
61,KY,910,OHIO
61,KY,920,OLDHAM
61,KY,930,OWEN
61,KY,940,WEBSTER
61,KY,950,WHITLEY
61,KY,960,PERRY
61,KY,970,PIKE
61,KY,980,WOODFORD
61,KY,990,STATEWIDE
63,TN,0,ANDERSON
63,TN,10,BEDFORD
63,TN,20,BENTON
63,TN,30,BLEDSOE
63,TN,40,BLOUNT
63,TN,50,BRADLEY
63,TN,60,CAMPBELL
63,TN,70,CANNON
63,TN,80,CARROLL
63,TN,90,CARTER
