psu2,hh_size,age_category,gender,weight,store_installment_debt,bank_installment_debt,store_revolving_debt,has_charge_account,income,year
41,6,3,1,184,0,1800,300,1,366,1949
42,3,5,1,184,0,0,0,0,246,1949
86,5,3,1,234,150,2000,20,1,312,1949
38,8,4,1,184,0,0,0,0,70,1949
34,5,5,1,184,0,0,10,1,17,1949
32,5,-,1,184,0,0,0,0,53,1949
63,3,3,1,208,0,0,0,0,362,1949
93,3,4,1,411,0,0,0,0,195,1949
28,3,2,1,234,0,190,20,1,347,1949
16,2,6,1,135,0,0,0,1,1440,1949
16,3,2,1,411,0,0,0,0,293,1949
39,2,4,1,378,0,0,0,0,180,1949
89,3,5,2,208,0,0,0,0,192,1949
28,3,2,1,234,0,100,0,0,347,1949
28,4,1,1,234,0,0,0,1,223,1949
44,8,3,1,184,0,30,0,0,270,1949
31,2,2,1,184,0,50,0,1,87,1949
31,1,6,2,184,0,0,0,1,206,1949
32,3,6,1,184,0,0,0,0,58,1949
35,2,5,1,184,0,0,0,0,132,1949
35,4,3,1,184,0,0,0,0,116,1949
85,2,5,1,234,0,0,0,0,291,1949
41,5,3,1,184,0,2000,0,0,273,1949
45,4,5,1,184,0,0,0,0,230,1949
47,3,2,1,184,0,0,0,0,396,1949
47,3,2,1,184,0,2700,0,0,133,1949
50,6,4,1,208,0,0,0,0,220,1949
85,3,2,2,208,50,0,0,0,289,1949
10,2,4,1,411,0,0,50,1,500,1949
51,2,5,1,208,0,0,0,0,208,1949
83,3,4,1,411,0,200,0,0,300,1949
25,3,3,2,234,0,0,0,0,0,1949
15,2,6,1,234,0,0,0,1,148,1949
62,3,3,1,411,0,200,0,0,275,1949
89,3,4,1,208,0,0,0,0,678,1949
89,3,4,1,208,0,0,0,0,464,1949
89,5,2,1,208,0,0,0,0,288,1949
39,5,5,1,353,0,0,0,0,142,1949
39,2,3,2,378,0,0,0,0,225,1949
39,5,3,1,378,0,0,0,0,722,1949
20,1,4,1,234,0,0,0,0,242,1949
41,2,2,1,378,0,0,0,0,800,1949
41,2,6,1,378,0,150,0,0,400,1949
41,2,6,1,378,0,0,0,0,60,1949
28,2,1,1,234,150,0,0,0,432,1949
41,2,3,1,378,0,0,0,0,78,1949
44,3,6,2,353,0,0,0,0,38,1949
38,2,1,1,353,0,0,0,0,60,1949
41,3,4,1,353,0,0,0,0,390,1949
41,2,4,1,353,0,0,0,0,385,1949
41,3,4,1,353,0,0,0,0,300,1949
41,2,4,1,353,0,0,0,0,360,1949
41,7,4,1,353,0,800,0,0,330,1949
35,1,4,2,208,0,0,0,0,24,1949
35,4,3,1,208,0,0,0,0,300,1949
35,6,4,1,208,0,0,0,0,120,1949
82,3,5,1,208,0,0,0,0,290,1949
33,6,5,1,378,0,0,0,0,72,1949
33,2,4,1,208,0,0,0,0,275,1949
20,7,3,1,234,0,900,0,0,416,1949
77,3,3,1,208,0,0,0,0,341,1949
64,2,4,1,411,0,0,0,0,312,1949
11,5,4,1,135,0,0,0,0,308,1949
63,5,2,1,378,0,370,0,0,320,1949
74,5,4,1,208,0,0,0,0,517,1949
62,2,5,1,135,0,400,0,1,590,1949
31,6,3,1,184,0,600,0,0,203,1949
44,2,4,1,184,0,0,0,0,75,1949
41,4,4,1,184,0,0,0,0,541,1949
41,8,4,1,184,0,0,0,0,90,1949
31,5,2,1,184,0,800,30,1,416,1949
86,3,3,1,234,0,2010,0,0,237,1949
37,6,4,1,184,0,0,0,0,145,1949
39,4,5,1,184,0,0,30,1,59,1949
38,4,1,1,184,0,0,0,0,149,1949
68,3,5,2,234,0,0,0,0,94,1949
16,2,4,1,135,0,0,40,1,466,1949
92,2,6,1,378,0,0,0,0,110,1949
50,2,1,1,353,1000,0,0,0,210,1949
62,2,4,2,135,0,0,0,1,1539,1949
62,7,4,1,135,350,50,20,1,312,1949
16,1,5,1,234,0,0,0,0,600,1949
16,2,5,1,411,0,0,0,0,267,1949
61,2,1,1,208,0,0,0,0,338,1949
61,5,2,1,208,50,200,0,0,400,1949
61,2,4,1,208,0,0,20,1,404,1949
24,1,6,2,319,0,0,0,0,33,1949
24,5,3,1,234,0,0,0,1,900,1949
74,2,6,1,473,0,0,0,0,180,1949
74,4,3,1,208,0,0,0,1,1200,1949
81,2,5,1,473,0,0,0,1,310,1949
85,1,6,2,208,0,0,0,0,90,1949
82,3,4,1,135,0,2000,120,1,1297,1949
85,1,4,2,473,0,0,0,0,324,1949
86,2,1,1,208,0,0,0,0,375,1949
63,1,6,2,208,0,0,0,0,174,1949
38,2,4,1,184,0,0,0,0,187,1949
38,3,3,1,184,0,0,100,1,113,1949
38,2,1,1,184,0,0,0,0,58,1949
38,3,5,1,184,0,0,0,0,344,1949
38,6,5,1,184,0,0,0,0,85,1949
37,8,4,1,184,0,0,0,0,97,1949
37,4,3,1,184,0,0,0,1,168,1949
92,3,6,1,234,0,0,0,0,724,1949
86,5,3,1,234,0,1800,0,0,334,1949
41,4,2,1,184,0,0,0,0,500,1949
31,2,4,2,378,0,0,0,0,84,1949
67,7,3,1,208,0,0,0,0,350,1949
67,5,2,1,208,0,100,0,0,380,1949
67,4,2,1,208,0,100,20,1,540,1949
67,5,4,1,135,0,0,0,0,715,1949
68,2,5,1,208,0,0,0,0,150,1949
87,0,6,1,208,0,0,0,1,500,1949
46,2,6,1,378,0,0,0,0,91,1949
46,2,6,1,378,0,0,0,0,89,1949
89,2,4,1,208,0,90,0,0,412,1949
89,5,3,1,208,0,0,0,0,414,1949
89,3,4,1,208,0,0,0,0,192,1949
89,5,5,1,208,0,0,0,0,344,1949
89,4,3,1,208,0,0,0,0,480,1949
89,2,4,1,208,0,0,0,0,261,1949
85,3,3,2,208,0,150,30,1,290,1949
85,2,6,1,208,0,0,0,0,100,1949
91,3,1,1,319,0,90,0,0,397,1949
91,0,2,1,208,0,0,0,0,160,1949
91,2,6,2,208,0,0,0,0,113,1949
91,1,6,2,208,0,0,0,0,72,1949
91,1,6,1,208,0,0,0,0,116,1949
70,2,5,1,473,0,0,0,0,250,1949
82,2,1,1,135,0,0,0,0,440,1949
20,2,4,1,411,0,0,0,0,850,1949
82,7,3,1,135,0,0,0,0,400,1949
82,1,4,2,135,0,0,0,0,113,1949
82,2,4,1,208,0,0,0,0,252,1949
82,2,3,1,411,0,0,0,0,220,1949
82,1,4,2,135,0,0,0,0,350,1949
17,4,4,1,411,0,0,0,0,300,1949
17,2,2,1,234,0,0,0,0,270,1949
18,3,2,1,234,0,0,0,0,389,1949
38,4,2,1,353,0,100,0,0,190,1949
38,1,5,2,353,0,0,0,0,108,1949
11,6,3,1,234,50,0,20,1,351,1949
38,5,5,1,378,0,0,0,0,96,1949
45,3,4,1,378,0,500,0,0,15,1949
14,2,4,1,234,0,0,0,0,460,1949
24,1,3,2,319,0,0,40,1,156,1949
26,3,4,1,234,0,2000,0,1,860,1949
31,3,3,1,208,0,0,0,0,236,1949
15,2,3,1,234,0,0,0,1,300,1949
63,4,4,1,208,0,0,0,0,393,1949
40,1,4,2,208,0,50,0,0,95,1949
83,1,2,2,208,50,0,20,1,249,1949
31,2,2,1,378,0,0,0,0,210,1949
68,2,1,1,208,0,0,0,0,180,1949
20,4,4,1,411,0,0,0,1,410,1949
20,5,3,1,234,0,0,70,1,900,1949
17,2,5,2,234,0,0,90,1,330,1949
33,2,5,1,378,0,300,10,1,202,1949
70,4,2,1,473,0,0,0,0,750,1949
63,7,3,1,208,0,0,0,0,353,1949
77,2,5,1,473,0,0,200,1,260,1949
61,4,4,1,473,0,0,0,1,332,1949
61,4,3,1,208,0,0,0,1,500,1949
50,3,6,1,353,0,0,0,0,39,1949
50,5,3,2,353,0,0,0,0,125,1949
72,2,3,1,208,0,4000,0,1,480,1949
67,1,6,2,473,0,0,0,0,70,1949
67,4,4,2,473,0,0,0,0,132,1949
67,5,3,1,473,0,250,40,1,220,1949
15,2,4,1,234,50,2150,30,1,242,1949
40,1,4,2,319,0,0,20,1,350,1949
64,4,4,1,208,0,0,0,1,0,1949
64,2,4,1,378,0,0,50,1,875,1949
82,2,4,1,135,0,0,0,1,1650,1949
33,1,6,2,208,0,0,0,0,43,1949
33,1,3,2,378,0,0,20,1,93,1949
46,3,4,1,378,50,800,0,1,450,1949
86,3,5,1,208,0,200,50,1,314,1949
86,5,2,1,208,350,6300,50,1,267,1949
82,2,4,1,135,0,1150,300,1,1567,1949
35,6,6,1,208,0,0,20,1,96,1949
46,2,5,1,208,0,0,70,1,1039,1949
68,5,3,1,208,0,0,0,0,273,1949
79,4,3,1,208,50,0,0,1,460,1949
14,2,2,1,234,0,0,20,1,499,1949
16,5,3,1,135,0,0,0,0,750,1949
74,2,3,1,473,0,0,10,1,140,1949
74,2,6,1,208,0,110,0,0,100,1949
74,1,5,1,208,0,0,0,0,296,1949
74,3,2,1,208,0,0,60,1,191,1949
83,4,4,1,135,0,0,500,1,1748,1949
15,2,4,1,234,0,1800,40,1,420,1949
21,3,2,1,411,150,0,20,1,250,1949
84,2,4,1,208,0,0,0,0,300,1949
16,5,4,1,234,0,0,40,1,1301,1949
92,4,4,1,208,0,0,0,0,300,1949
10,3,2,1,234,0,850,10,1,324,1949
15,2,2,1,234,0,180,0,0,480,1949
15,2,2,1,411,0,0,0,0,625,1949
46,3,1,1,378,0,0,0,0,216,1949
16,3,3,1,411,0,0,0,0,408,1949
77,5,2,1,208,0,300,50,1,566,1949
31,2,5,1,378,0,0,0,0,297,1949
31,1,4,2,378,0,0,10,1,50,1949
31,2,4,2,208,0,0,0,1,120,1949
31,2,5,1,378,0,0,0,0,120,1949
77,3,3,1,234,0,0,0,0,371,1949
31,4,3,1,184,0,0,0,1,229,1949
38,4,2,1,184,0,0,0,0,73,1949
65,2,2,1,234,0,0,0,0,742,1949
89,8,3,1,234,0,500,0,0,90,1949
65,7,4,1,234,0,0,0,0,414,1949
38,4,6,1,184,0,0,0,0,54,1949
38,2,3,1,184,0,0,0,0,102,1949
46,3,2,1,184,0,0,0,0,405,1949
46,5,2,1,184,0,0,0,0,616,1949
78,2,4,1,378,0,0,0,0,126,1949
31,2,2,2,208,0,0,0,0,140,1949
31,3,2,1,208,0,0,30,1,160,1949
31,2,5,1,378,0,0,0,0,140,1949
31,3,3,1,378,0,0,0,0,245,1949
14,4,2,1,234,0,1600,30,1,780,1949
31,5,3,1,378,0,0,0,0,160,1949
24,4,4,1,234,0,1100,0,0,380,1949
14,3,3,1,135,0,0,0,0,2300,1949
14,2,4,1,135,0,0,50,1,600,1949
15,3,4,1,135,0,2500,0,1,325,1949
77,3,3,1,208,0,700,60,1,312,1949
91,4,2,1,411,0,0,0,0,372,1949
92,2,5,1,378,0,0,0,0,213,1949
16,3,4,1,411,0,500,0,0,825,1949
32,2,6,1,208,0,0,50,1,770,1949
87,2,5,1,135,0,0,0,1,710,1949
44,3,2,2,411,0,0,0,0,180,1949
70,1,5,1,473,0,0,0,0,200,1949
44,2,2,1,411,0,0,0,0,540,1949
86,1,5,1,234,0,0,0,0,41,1949
70,5,4,1,234,0,0,0,0,785,1949
46,4,5,1,184,0,0,0,0,103,1949
77,7,4,1,234,0,0,0,0,731,1949
65,4,2,1,234,0,1890,0,0,260,1949
77,4,6,1,234,0,0,0,0,299,1949
71,5,5,1,234,0,0,0,0,256,1949
71,2,5,1,234,0,0,0,0,20,1949
77,1,2,1,234,0,800,0,0,72,1949
42,4,6,1,184,0,0,40,1,49,1949
70,2,5,1,473,0,0,0,0,240,1949
64,2,6,1,208,0,0,0,1,3500,1949
64,2,6,1,208,0,0,0,0,270,1949
63,5,2,1,473,0,0,40,1,359,1949
64,2,4,1,208,0,0,0,0,500,1949
73,3,3,1,208,0,0,0,0,397,1949
73,2,6,1,208,0,0,0,0,80,1949
73,6,3,1,208,0,120,10,1,284,1949
47,1,4,2,208,0,0,0,0,140,1949
47,2,2,1,208,0,0,0,0,360,1949
51,3,1,1,208,150,0,0,0,350,1949
47,2,2,1,208,0,0,90,1,216,1949
47,6,3,1,208,0,0,30,1,200,1949
51,2,2,1,378,0,0,0,0,300,1949
89,1,4,1,208,0,0,0,0,1010,1949
20,3,2,1,234,0,0,0,1,300,1949
78,4,1,1,208,0,0,0,0,96,1949
78,4,3,1,208,0,0,0,0,200,1949
84,3,2,2,319,0,0,20,1,169,1949
84,1,2,2,552,0,0,60,1,246,1949
84,3,2,1,378,0,0,0,1,350,1949
84,5,2,1,378,0,210,0,0,306,1949
16,3,6,2,411,0,0,0,0,497,1949
73,3,2,1,208,150,300,200,1,450,1949
11,2,2,1,411,0,0,40,1,621,1949
10,3,4,1,234,0,0,20,1,1330,1949
78,4,6,1,208,0,0,0,0,216,1949
78,1,2,1,319,0,0,0,0,190,1949
78,1,1,1,319,0,0,0,0,131,1949
78,1,1,1,319,0,0,0,0,145,1949
85,1,5,1,319,0,0,0,0,277,1949
85,2,3,1,208,0,0,30,1,292,1949
78,2,5,1,208,0,0,30,1,177,1949
78,1,6,2,208,0,0,0,0,24,1949
78,1,5,2,208,0,0,0,0,156,1949
78,3,2,1,208,0,0,0,0,440,1949
21,2,1,1,411,0,20,30,1,512,1949
21,3,5,1,234,0,0,0,1,810,1949
89,6,4,1,208,0,0,0,0,216,1949
89,5,2,1,208,0,1150,0,1,499,1949
89,5,3,1,208,0,250,120,1,278,1949
89,2,5,1,473,0,0,0,0,157,1949
73,2,1,1,208,0,0,0,0,264,1949
73,3,5,1,208,0,0,0,0,332,1949
73,2,6,1,208,0,0,0,0,114,1949
73,2,2,1,208,0,0,0,0,350,1949
74,2,5,1,208,0,0,0,0,690,1949
74,5,3,1,208,0,0,0,1,2094,1949
15,4,4,1,234,0,0,0,0,607,1949
82,2,3,1,135,0,250,0,1,366,1949
44,5,1,1,411,0,0,0,0,210,1949
89,4,2,1,208,0,0,0,1,600,1949
44,2,2,1,411,0,0,0,0,404,1949
78,4,3,1,208,0,5500,0,0,510,1949
16,2,6,1,234,0,0,0,0,340,1949
84,3,4,1,473,0,0,0,0,410,1949
49,2,4,1,208,0,0,0,0,1200,1949
17,2,4,2,234,0,0,0,1,150,1949
74,5,3,1,473,0,0,10,1,353,1949
74,5,4,1,208,0,0,0,1,700,1949
74,3,4,2,208,50,0,10,1,343,1949
29,5,3,1,234,50,160,0,0,423,1949
15,2,6,1,234,0,0,0,0,123,1949
15,4,3,1,411,0,0,0,0,294,1949
75,3,2,1,378,0,0,0,0,297,1949
14,6,4,1,234,150,300,0,0,450,1949
91,2,2,1,208,0,0,0,1,300,1949
74,2,6,2,473,0,0,0,0,72,1949
74,8,4,1,208,0,0,30,1,430,1949
87,4,4,1,411,0,0,110,1,300,1949
46,6,3,1,184,0,0,30,1,81,1949
46,3,3,1,184,0,0,0,0,233,1949
46,4,5,1,184,0,0,0,0,352,1949
46,4,3,1,184,0,0,0,0,92,1949
46,2,6,1,184,0,0,0,0,67,1949
65,2,6,1,234,0,0,0,1,615,1949
41,3,3,1,184,0,6040,0,0,7,1949
84,2,6,1,234,0,0,0,0,0,1949
65,6,3,1,234,0,0,0,0,737,1949
46,4,3,1,184,0,0,0,0,200,1949
91,2,1,1,319,0,0,0,0,370,1949
16,2,5,1,411,0,0,0,0,332,1949
25,4,3,1,234,50,2130,0,1,450,1949
25,2,5,1,234,0,0,100,1,4010,1949
15,2,5,1,234,0,0,100,1,629,1949
15,2,1,1,234,50,300,0,1,431,1949
16,3,5,1,411,0,0,0,0,440,1949
32,5,4,1,353,0,0,0,0,160,1949
90,4,3,2,208,0,0,40,1,166,1949
73,2,3,1,208,0,0,10,1,410,1949
85,3,5,1,234,0,300,0,0,170,1949
46,7,4,1,184,0,1250,0,0,301,1949
31,2,4,1,184,0,0,0,0,86,1949
86,3,2,1,234,0,7000,0,0,249,1949
48,2,4,1,184,0,1000,0,0,95,1949
92,2,6,1,234,0,0,0,0,342,1949
75,2,6,1,234,0,0,0,0,285,1949
75,3,6,1,234,0,0,0,0,50,1949
32,5,5,1,184,0,300,0,0,110,1949
92,4,3,1,234,0,0,0,1,1291,1949
88,2,4,1,208,0,0,0,1,320,1949
88,4,2,1,208,0,0,0,1,340,1949
88,2,5,1,208,0,0,0,0,320,1949
88,4,3,1,208,0,0,0,0,600,1949
88,5,2,1,208,0,0,0,0,380,1949
75,8,3,1,378,0,0,0,1,350,1949
69,7,2,1,208,0,170,40,1,512,1949
29,3,2,1,234,350,300,50,1,384,1949
85,3,3,1,208,0,0,20,1,340,1949
17,2,2,1,234,0,0,0,1,780,1949
91,2,5,1,208,0,0,0,0,420,1949
16,3,2,1,411,0,0,0,1,316,1949
29,4,3,2,234,0,0,0,1,300,1949
63,4,3,1,208,0,0,30,1,326,1949
91,4,4,1,208,0,0,10,1,350,1949
63,7,3,1,208,0,0,0,0,620,1949
38,2,5,1,353,0,0,0,1,158,1949
69,4,2,2,208,0,0,0,0,190,1949
63,8,4,1,208,0,70,30,1,190,1949
73,4,3,2,208,0,0,70,1,610,1949
73,3,2,1,208,0,0,0,0,500,1949
15,2,5,2,411,0,0,0,0,264,1949
12,3,5,1,234,0,0,0,0,190,1949
80,6,3,1,135,0,0,0,1,0,1949
83,4,2,1,208,0,0,0,0,370,1949
91,2,2,2,411,0,0,0,0,1000,1949
69,3,2,1,208,0,0,40,1,436,1949
74,3,2,1,208,0,0,10,1,560,1949
37,1,2,1,552,0,0,0,1,315,1949
86,2,5,1,208,0,0,0,0,300,1949
39,3,3,1,184,0,400,0,0,123,1949
46,5,3,1,184,0,0,0,0,175,1949
46,3,2,1,184,0,0,0,0,218,1949
46,3,3,1,184,0,2500,0,0,135,1949
46,3,1,1,184,0,0,0,0,539,1949
68,2,6,1,208,0,0,0,0,128,1949
91,2,6,1,234,0,0,0,0,310,1949
91,6,3,1,234,0,0,0,0,407,1949
92,5,2,1,234,0,0,0,0,531,1949
89,4,4,1,234,0,800,50,1,115,1949
16,1,6,2,411,0,0,0,0,182,1949
16,4,4,1,234,0,0,0,1,600,1949
16,3,5,1,234,0,0,0,0,300,1949
12,3,3,1,234,0,4000,0,1,603,1949
77,1,6,1,208,0,0,0,0,62,1949
77,2,6,1,208,0,0,0,0,60,1949
77,3,2,1,208,0,0,30,1,375,1949
46,5,3,1,378,0,0,40,1,200,1949
46,3,3,1,378,0,0,0,0,120,1949
25,6,3,1,234,0,9690,0,0,950,1949
17,2,6,1,234,0,0,0,1,400,1949
77,3,3,1,208,0,0,40,1,320,1949
15,2,3,1,234,0,2500,0,1,814,1949
75,3,3,1,473,0,0,0,0,343,1949
75,7,2,1,378,0,950,120,1,474,1949
16,1,6,2,135,0,0,0,0,200,1949
16,1,3,1,552,50,0,0,0,54,1949
49,6,3,1,208,0,0,0,0,390,1949
64,2,6,1,208,0,0,100,1,5100,1949
17,1,6,2,135,0,200,0,0,274,1949
15,3,4,1,411,0,670,0,1,612,1949
23,8,4,1,473,0,0,0,0,460,1949
48,4,2,1,353,0,2800,700,1,500,1949
67,5,3,1,208,0,0,0,0,700,1949
67,2,3,1,208,0,0,0,1,610,1949
16,4,4,1,234,0,0,0,0,500,1949
27,3,1,1,234,0,0,20,1,390,1949
86,2,5,1,208,0,60,0,0,242,1949
83,1,4,2,208,0,0,0,1,374,1949
35,2,4,1,208,0,0,0,1,360,1949
14,6,2,1,411,0,0,0,0,350,1949
84,7,3,1,378,0,0,40,1,318,1949
84,1,6,2,208,0,0,0,0,66,1949
74,3,3,2,208,0,0,0,0,255,1949
83,1,2,2,208,0,0,0,1,385,1949
83,1,4,2,208,0,0,10,1,240,1949
83,3,4,1,208,0,1000,40,1,367,1949
63,3,4,1,208,0,70,0,0,150,1949
10,3,3,1,411,0,0,0,0,190,1949
78,1,1,1,319,0,0,0,0,85,1949
69,3,3,1,208,0,0,0,1,291,1949
92,4,5,1,208,0,0,70,1,326,1949
35,4,2,1,208,0,0,0,0,260,1949
84,4,4,2,208,0,0,20,1,432,1949
84,2,2,1,378,0,0,0,0,480,1949
62,3,5,1,135,0,0,0,0,750,1949
36,3,2,1,208,0,0,0,0,144,1949
36,4,2,1,411,0,0,0,1,180,1949
72,3,3,1,473,0,0,0,0,430,1949
72,4,2,1,473,0,8000,0,0,440,1949
83,2,2,1,208,0,0,0,1,546,1949
83,2,4,2,208,0,0,0,0,88,1949
41,3,5,1,353,0,0,0,0,360,1949
16,1,6,2,319,0,0,0,0,15,1949
83,1,4,1,208,0,0,30,1,678,1949
63,4,3,1,208,0,0,0,0,420,1949
40,1,6,2,552,0,0,0,0,68,1949
66,2,5,1,473,0,0,0,0,530,1949
89,2,2,1,208,0,0,0,0,500,1949
38,2,4,1,208,0,0,0,0,472,1949
77,2,5,1,208,0,0,0,0,300,1949
77,2,2,1,208,0,0,30,1,318,1949
77,4,4,1,208,0,0,10,1,354,1949
77,2,5,1,208,0,0,0,0,323,1949
92,6,3,1,208,0,0,10,1,247,1949
62,2,2,1,411,0,0,0,0,229,1949
46,4,3,1,378,0,0,0,0,363,1949
49,7,4,1,208,0,0,0,0,300,1949
92,7,4,1,378,50,0,0,0,230,1949
27,5,3,1,473,0,0,0,0,370,1949
17,5,4,1,234,0,0,0,1,1351,1949
81,2,6,1,208,0,0,0,0,84,1949
33,7,4,1,378,0,0,40,1,248,1949
33,7,4,1,378,0,0,0,0,190,1949
92,2,6,1,208,0,0,0,0,230,1949
62,5,3,1,135,0,190,10,1,450,1949
13,2,4,2,234,0,0,20,1,0,1949
72,4,3,1,411,0,0,0,0,250,1949
90,5,3,1,208,0,130,40,1,415,1949
33,3,3,1,378,0,0,0,0,169,1949
80,4,3,1,411,0,0,0,0,310,1949
40,2,2,1,208,0,0,0,0,290,1949
87,6,3,1,473,0,70,120,1,300,1949
66,2,5,2,208,0,0,50,1,169,1949
79,3,3,1,473,0,0,60,1,418,1949
82,4,3,1,411,50,0,130,1,405,1949
73,4,2,1,208,0,0,50,1,400,1949
49,5,1,2,208,0,0,10,1,126,1949
49,3,4,1,208,0,200,0,1,381,1949
73,5,3,1,208,0,300,0,1,350,1949
37,2,1,1,208,0,0,0,0,279,1949
73,3,4,1,208,0,0,0,0,0,1949
73,2,4,1,208,0,0,0,0,356,1949
73,2,5,1,208,0,0,0,0,178,1949
85,4,2,1,208,0,100,0,1,427,1949
78,1,1,1,319,0,500,0,0,41,1949
92,3,3,1,208,0,0,0,0,320,1949
92,4,3,1,208,0,0,0,0,214,1949
92,2,6,2,208,0,0,0,0,96,1949
32,3,2,1,378,0,0,0,0,136,1949
84,5,5,1,234,0,700,0,0,349,1949
85,4,2,1,234,0,2000,0,0,368,1949
38,3,5,1,184,0,0,0,0,69,1949
43,2,6,1,184,0,0,0,0,148,1949
48,5,4,1,184,0,4300,0,0,465,1949
35,6,4,1,184,0,0,0,0,151,1949
35,8,4,1,184,0,50,0,0,86,1949
41,1,6,1,184,0,0,0,0,280,1949
65,6,4,1,234,0,2480,0,0,1224,1949
71,4,3,1,234,0,0,0,0,258,1949
47,2,4,1,208,0,0,50,1,440,1949
47,2,2,1,208,0,0,0,0,295,1949
47,3,2,1,208,0,0,0,1,773,1949
20,3,4,1,234,0,0,10,1,687,1949
20,1,6,2,234,0,0,0,0,190,1949
28,1,4,1,234,0,0,0,0,553,1949
28,8,3,1,234,0,0,0,0,480,1949
86,4,2,1,208,0,0,0,0,470,1949
73,1,4,2,208,0,0,30,1,300,1949
73,3,2,1,208,0,0,10,1,244,1949
69,3,3,1,208,0,250,20,1,345,1949
17,4,4,1,234,0,0,0,0,560,1949
61,5,2,1,208,0,200,70,1,497,1949
75,3,2,1,208,0,0,0,0,305,1949
16,3,2,1,411,0,0,0,0,367,1949
33,2,4,1,378,0,0,0,0,350,1949
85,2,3,1,208,0,0,0,0,496,1949
87,1,6,2,411,0,0,20,1,240,1949
87,1,6,2,319,0,0,0,0,28,1949
67,2,4,1,135,0,0,10,1,480,1949
65,2,4,1,208,0,0,0,1,447,1949
34,7,3,1,378,0,30,30,1,250,1949
43,4,3,1,208,0,100,30,1,315,1949
28,4,5,1,234,0,0,0,0,500,1949
47,4,4,1,208,0,0,0,1,297,1949
16,2,3,1,234,0,0,40,1,505,1949
24,3,3,1,234,0,0,0,0,540,1949
83,1,6,2,135,0,0,30,1,12,1949
83,2,2,1,208,0,0,0,0,402,1949
83,2,5,1,208,0,0,0,1,400,1949
73,2,5,2,208,0,0,0,1,317,1949
16,4,4,1,411,0,4000,0,0,264,1949
92,4,4,1,208,0,0,30,1,300,1949
28,4,2,1,234,50,80,0,1,368,1949
76,6,4,1,208,0,0,40,1,200,1949
16,2,3,2,135,0,0,0,0,550,1949
68,2,3,1,473,0,0,0,0,385,1949
67,1,5,2,135,0,0,0,1,81,1949
67,2,6,2,208,0,500,0,0,28,1949
76,1,5,2,473,0,0,0,0,120,1949
38,4,4,1,184,0,0,0,0,60,1949
91,5,3,1,234,0,1400,0,0,335,1949
37,2,6,2,184,0,0,0,0,47,1949
91,1,6,1,234,0,0,0,0,62,1949
91,3,3,1,234,0,0,0,0,995,1949
91,4,3,1,234,0,5600,0,0,818,1949
92,2,5,1,234,0,0,0,0,605,1949
92,2,5,1,234,0,2000,0,0,646,1949
66,2,6,1,234,0,0,0,0,228,1949
63,5,3,1,234,0,0,0,0,216,1949
12,5,4,1,135,0,0,0,1,2500,1949
76,2,6,1,208,0,0,10,1,104,1949
78,2,3,2,208,0,50,0,0,100,1949
73,2,5,1,208,50,0,0,0,319,1949
86,3,6,2,208,0,0,0,0,142,1949
63,4,3,1,208,0,0,40,1,350,1949
75,4,2,1,411,0,0,0,0,320,1949
75,3,2,1,208,150,300,0,0,400,1949
75,1,5,2,378,0,0,0,0,32,1949
75,3,5,2,208,0,0,0,1,294,1949
20,2,2,2,319,0,70,0,0,260,1949
20,2,2,2,234,0,0,10,1,230,1949
75,7,3,1,208,0,1550,0,0,420,1949
75,4,2,1,208,0,0,0,0,460,1949
27,3,3,1,234,0,0,0,0,420,1949
47,2,5,1,208,0,0,0,0,92,1949
73,7,3,1,208,0,30,0,0,256,1949
21,3,3,2,234,50,3000,0,0,36,1949
78,3,3,1,208,0,0,40,1,344,1949
91,7,3,1,411,0,0,0,0,360,1949
63,4,2,1,208,0,2500,0,0,283,1949
16,6,4,1,234,0,0,70,1,800,1949
35,2,4,1,208,0,0,0,0,240,1949
84,3,5,1,473,0,450,0,0,320,1949
84,8,4,1,473,0,0,0,0,0,1949
77,4,4,1,208,0,0,70,1,760,1949
77,1,5,2,208,0,0,0,1,161,1949
16,2,4,1,135,0,0,10,1,1000,1949
83,4,2,1,208,0,50,140,1,396,1949
83,3,2,1,208,0,0,0,0,340,1949
16,3,2,1,234,0,0,0,0,235,1949
16,4,3,1,135,0,300,0,1,500,1949
73,4,3,1,208,0,1500,0,1,390,1949
73,1,5,2,208,0,0,0,0,115,1949
47,5,2,1,208,0,130,0,0,300,1949
21,3,2,1,411,0,0,0,0,320,1949
20,3,3,1,411,0,0,0,0,360,1949
36,2,3,1,411,0,0,0,0,180,1949
36,1,6,1,552,0,0,10,1,109,1949
36,1,4,2,411,0,0,0,0,266,1949
73,4,2,1,208,0,0,0,0,300,1949
77,3,2,1,208,0,0,0,0,273,1949
14,3,2,1,234,0,0,0,0,510,1949
90,2,1,1,208,0,0,0,0,321,1949
90,6,3,2,208,0,0,20,1,548,1949
24,3,4,1,234,0,0,100,1,3735,1949
69,2,2,1,208,0,0,0,1,340,1949
78,1,2,1,319,0,0,0,1,82,1949
36,6,4,1,411,0,0,0,0,446,1949
72,2,4,1,411,0,0,0,0,320,1949
74,4,3,1,208,0,0,0,0,350,1949
29,2,2,1,234,0,0,0,0,371,1949
29,2,6,1,234,0,1400,0,1,880,1949
29,3,4,1,234,50,0,0,1,0,1949
70,2,2,1,378,0,100,0,1,380,1949
70,3,5,1,411,0,0,0,0,620,1949
70,2,5,1,473,0,0,0,0,230,1949
