psu2,hh_size,age_category,gender,weight,store_installment_debt,bank_installment_debt,store_revolving_debt,has_charge_account,income,year
62,1,2,1,319,0,0,0,1,169,1949
68,1,5,2,208,0,0,0,0,120,1949
71,3,5,1,208,0,0,0,0,537,1949
16,5,4,1,234,0,0,0,1,440,1949
37,2,4,1,411,0,60,0,0,140,1949
90,2,4,1,411,0,0,0,1,290,1949
16,1,2,1,234,0,3000,0,1,350,1949
43,2,1,1,378,0,0,0,0,155,1949
43,2,5,1,353,0,0,0,0,225,1949
89,3,2,1,208,0,0,70,1,600,1949
12,4,5,1,411,0,0,20,1,670,1949
73,2,3,1,411,0,0,0,0,288,1949
71,4,3,1,208,0,0,0,0,330,1949
67,2,3,1,411,0,150,20,1,250,1949
86,1,6,2,208,0,0,0,0,150,1949
85,3,4,1,208,0,0,0,0,463,1949
43,2,3,1,208,0,160,0,0,462,1949
12,3,3,1,411,0,0,0,0,452,1949
86,2,4,1,208,0,0,50,1,650,1949
88,3,4,1,208,0,0,0,0,280,1949
47,5,-,2,378,0,0,0,0,298,1949
12,4,4,1,234,0,210,0,0,348,1949
45,2,3,1,208,0,0,30,1,540,1949
88,2,3,1,208,0,0,0,0,440,1949
89,6,3,1,208,0,550,30,1,680,1949
63,3,3,1,234,0,0,0,0,128,1949
62,3,2,1,411,0,0,0,0,354,1949
16,3,3,1,135,0,0,150,1,2528,1949
62,3,2,1,411,350,1200,0,0,450,1949
62,1,6,1,411,0,0,0,0,105,1949
89,5,2,1,208,0,0,0,0,260,1949
25,2,4,1,234,0,4750,0,1,540,1949
25,5,3,1,234,0,1600,100,1,645,1949
63,4,4,1,208,0,0,20,1,233,1949
83,1,4,2,411,0,0,0,1,150,1949
83,4,6,1,411,0,0,0,0,150,1949
43,4,2,1,378,0,0,0,0,270,1949
40,3,3,1,208,0,0,10,1,462,1949
83,2,5,1,208,0,0,0,0,208,1949
89,2,1,1,208,0,0,10,1,362,1949
34,4,2,1,208,0,400,70,1,290,1949
40,2,6,1,208,0,5800,0,1,490,1949
50,3,2,1,353,50,0,0,0,191,1949
35,4,3,1,208,0,0,0,0,480,1949
16,3,2,1,234,0,0,0,0,332,1949
74,4,4,1,208,0,0,0,1,500,1949
74,4,3,1,411,0,0,210,1,395,1949
66,4,5,1,378,0,0,0,0,1263,1949
47,3,5,1,208,0,0,0,0,540,1949
14,3,2,1,234,0,0,0,0,509,1949
14,4,3,1,234,0,0,30,1,495,1949
14,4,3,1,411,0,0,0,1,560,1949
85,2,5,1,208,0,0,0,0,260,1949
75,3,5,1,378,0,0,0,0,252,1949
91,4,2,1,411,0,0,30,1,850,1949
79,5,3,1,208,0,0,0,0,431,1949
79,2,1,1,473,0,0,0,0,437,1949
79,8,3,1,473,50,0,0,0,372,1949
79,2,3,1,208,0,0,80,1,316,1949
79,3,2,1,473,0,0,100,1,368,1949
89,2,4,2,208,0,0,0,1,500,1949
40,1,6,2,135,0,0,0,1,500,1949
75,2,4,1,208,0,0,0,1,889,1949
14,1,5,1,319,0,0,0,0,309,1949
14,1,6,1,234,0,0,0,0,306,1949
24,2,5,1,234,0,0,0,1,318,1949
24,2,5,1,234,0,0,0,1,570,1949
14,1,5,1,319,0,0,0,0,283,1949
26,4,4,1,234,0,130,0,0,525,1949
50,3,4,2,353,0,0,0,0,46,1949
50,3,4,1,353,0,0,100,1,195,1949
74,1,6,2,411,0,0,0,0,40,1949
35,3,1,1,353,0,0,0,0,72,1949
73,2,6,1,208,0,0,0,0,82,1949
14,7,3,1,411,0,370,0,0,573,1949
13,2,2,2,411,50,0,100,1,495,1949
71,1,5,2,208,0,0,0,0,200,1949
89,1,6,2,411,0,0,0,0,0,1949
11,2,4,1,234,0,0,0,0,300,1949
18,3,3,1,234,0,0,0,0,289,1949
35,3,4,1,184,0,0,0,0,190,1949
89,4,6,1,234,0,0,0,0,0,1949
34,5,3,1,184,0,0,0,0,206,1949
35,3,3,1,184,0,0,0,0,311,1949
49,3,5,1,184,0,0,0,0,70,1949
66,2,6,1,234,0,0,0,0,75,1949
77,7,3,1,234,0,2900,0,0,463,1949
35,2,2,1,184,0,0,0,0,78,1949
35,2,5,1,184,0,0,0,0,113,1949
35,6,3,1,184,0,200,0,0,104,1949
18,3,5,1,411,0,0,0,0,260,1949
90,1,5,1,552,0,0,0,0,85,1949
89,3,4,1,411,0,0,10,1,140,1949
80,6,4,1,411,0,0,0,0,235,1949
73,2,6,1,208,0,0,0,0,76,1949
44,2,1,1,411,0,0,0,0,170,1949
67,4,3,1,208,0,0,0,0,250,1949
67,2,3,1,208,0,0,0,1,440,1949
67,5,3,1,411,0,0,0,0,250,1949
38,5,2,1,378,0,0,10,1,130,1949
76,3,5,1,135,0,0,30,1,1412,1949
89,4,3,1,208,0,0,0,0,521,1949
50,3,3,1,353,0,0,0,0,220,1949
50,3,6,1,353,0,0,0,0,60,1949
16,3,4,1,135,0,0,0,0,400,1949
16,2,5,1,234,0,0,0,1,370,1949
67,3,3,1,473,0,0,0,0,550,1949
67,3,2,1,208,0,470,60,1,720,1949
67,3,3,1,208,0,0,0,0,360,1949
67,6,3,1,208,0,0,30,1,286,1949
86,5,3,1,234,0,0,0,1,346,1949
63,2,1,1,234,0,0,0,0,168,1949
71,4,3,1,234,0,0,0,0,752,1949
63,4,4,1,234,0,0,0,0,724,1949
34,5,5,1,184,0,0,0,0,0,1949
43,8,5,1,184,0,0,0,0,48,1949
25,2,6,1,234,0,300,0,0,82,1949
85,3,3,1,234,0,0,0,0,175,1949
50,5,6,1,184,0,0,0,0,154,1949
35,2,5,1,184,0,0,0,0,478,1949
93,2,3,1,411,0,0,0,1,620,1949
67,2,3,1,411,0,0,0,0,445,1949
67,3,4,1,135,350,0,0,0,290,1949
43,2,4,1,353,0,0,0,0,163,1949
83,5,2,1,411,0,0,0,0,200,1949
51,5,2,1,378,0,350,100,1,330,1949
86,6,2,1,378,0,0,0,0,340,1949
82,4,3,1,135,0,0,50,1,3750,1949
25,2,5,1,473,0,0,0,0,528,1949
73,3,2,1,208,0,0,0,1,392,1949
63,2,3,1,208,0,0,0,0,530,1949
45,2,6,1,378,0,0,0,0,79,1949
26,3,3,1,135,0,0,10,1,1125,1949
38,7,4,1,378,0,0,0,0,215,1949
33,3,3,1,208,0,90,0,0,395,1949
33,4,2,1,208,0,0,0,0,180,1949
33,5,1,1,208,0,0,60,1,172,1949
33,4,1,1,208,0,0,10,1,178,1949
33,2,5,1,378,0,0,20,1,105,1949
68,4,5,1,378,0,0,0,0,100,1949
34,3,2,1,184,0,0,0,0,51,1949
34,5,2,1,184,0,0,0,0,59,1949
38,4,3,1,184,0,0,30,1,82,1949
38,5,4,1,184,0,0,0,0,64,1949
35,1,6,1,184,0,0,0,0,95,1949
86,2,6,1,234,0,0,0,0,175,1949
77,3,3,1,234,0,0,0,0,1023,1949
71,4,2,1,234,0,2000,0,0,0,1949
34,4,4,2,184,0,0,0,0,57,1949
34,2,6,1,184,0,0,0,0,107,1949
45,2,2,1,378,0,0,0,0,640,1949
67,2,2,1,208,0,0,80,1,498,1949
17,1,6,2,411,0,0,0,1,106,1949
78,1,6,1,208,0,0,0,0,197,1949
38,2,2,1,353,0,0,10,1,55,1949
12,2,1,1,234,0,0,100,1,573,1949
33,5,3,1,208,0,0,0,0,340,1949
33,2,4,1,208,50,0,0,0,199,1949
50,3,3,1,353,0,0,0,0,300,1949
50,4,6,1,353,0,0,0,0,240,1949
50,4,1,1,208,0,0,0,0,120,1949
50,3,2,1,353,0,200,0,0,200,1949
50,3,5,2,353,0,0,0,0,170,1949
50,2,6,1,353,0,0,0,0,290,1949
50,2,4,1,353,0,250,0,0,200,1949
50,7,4,1,353,0,0,0,0,120,1949
50,3,4,1,208,0,0,100,1,432,1949
84,4,3,1,208,0,750,0,0,65,1949
49,8,3,1,353,0,0,0,0,368,1949
49,8,3,1,353,0,0,0,0,300,1949
20,2,5,1,411,0,0,0,0,500,1949
38,3,1,1,353,0,0,0,1,110,1949
38,1,6,1,353,0,30,0,0,36,1949
38,8,3,1,353,0,0,0,0,177,1949
34,4,2,1,353,0,0,0,0,180,1949
64,2,4,1,208,0,0,10,1,600,1949
64,2,6,1,208,0,0,0,0,250,1949
50,3,5,1,208,0,0,0,0,350,1949
83,3,2,1,411,0,80,0,0,200,1949
83,1,6,2,411,0,0,0,0,62,1949
25,1,6,2,234,0,0,0,0,85,1949
25,2,2,1,234,0,0,20,1,378,1949
50,5,3,1,353,0,0,0,0,209,1949
83,2,6,1,208,0,0,0,0,79,1949
20,3,2,1,411,0,0,20,1,430,1949
84,2,4,1,411,0,0,0,0,405,1949
69,3,3,1,411,0,0,0,0,355,1949
64,3,2,1,319,50,0,0,0,120,1949
92,2,4,1,378,0,200,0,0,285,1949
83,3,3,1,411,50,0,80,1,260,1949
63,2,5,1,378,0,0,0,0,52,1949
63,5,2,1,378,0,500,0,0,174,1949
35,3,2,1,208,0,0,0,0,350,1949
50,5,3,1,353,50,0,0,0,166,1949
45,8,3,1,353,0,0,0,0,110,1949
45,3,2,1,353,0,0,0,0,80,1949
36,1,1,2,411,0,0,200,1,216,1949
36,1,1,2,552,0,0,0,0,228,1949
36,1,1,2,552,0,0,300,1,228,1949
76,2,1,1,208,0,0,20,1,446,1949
79,5,2,1,411,50,0,120,1,684,1949
48,2,5,1,353,0,0,0,0,120,1949
50,2,5,1,353,0,0,0,0,70,1949
50,5,4,1,353,0,0,0,0,190,1949
50,4,2,1,353,0,300,0,0,169,1949
74,2,6,1,411,0,0,0,0,330,1949
40,2,3,1,411,0,0,0,0,429,1949
40,4,2,1,411,0,100,0,1,600,1949
47,7,4,1,208,50,0,0,0,280,1949
20,2,3,1,411,0,0,0,0,529,1949
67,4,1,1,208,0,0,0,0,246,1949
67,3,2,1,208,0,150,0,0,312,1949
67,2,1,1,208,0,0,0,0,510,1949
67,3,3,1,208,0,0,0,0,400,1949
67,2,2,1,411,0,0,0,0,271,1949
67,4,3,1,208,0,0,0,0,450,1949
34,2,5,1,208,0,0,0,1,248,1949
34,1,5,2,378,0,0,0,0,96,1949
34,6,4,1,378,0,0,0,0,192,1949
67,2,6,1,208,0,0,0,0,280,1949
38,8,1,1,378,0,0,0,0,74,1949
67,2,6,1,411,0,0,0,0,0,1949
38,1,6,2,378,0,0,0,0,21,1949
90,2,4,1,411,0,250,0,0,150,1949
80,1,4,2,208,0,100,0,0,270,1949
12,4,3,2,234,0,0,0,0,450,1949
92,2,4,1,378,0,40,0,0,302,1949
16,2,6,1,234,0,0,0,0,330,1949
27,3,4,1,473,0,0,0,1,350,1949
27,4,4,1,234,0,0,0,0,470,1949
19,4,2,1,411,0,0,80,1,353,1949
27,3,3,1,473,0,0,0,0,560,1949
19,2,6,1,411,0,0,0,0,110,1949
70,2,4,1,411,0,0,0,0,249,1949
40,5,3,1,135,0,0,30,1,3000,1949
16,2,4,1,234,0,0,0,1,430,1949
34,3,2,1,208,0,0,0,1,360,1949
48,6,2,1,353,0,0,0,0,240,1949
91,1,5,2,411,0,0,0,0,141,1949
91,1,4,2,208,0,380,0,0,120,1949
87,4,3,1,411,0,100,0,0,460,1949
67,4,2,1,411,0,0,0,0,322,1949
67,3,3,1,411,0,0,0,0,325,1949
67,3,2,1,411,0,0,0,0,430,1949
34,3,2,1,208,0,0,0,1,330,1949
34,2,5,1,208,0,0,0,1,2400,1949
34,3,1,1,208,0,0,0,0,192,1949
33,4,2,1,378,0,0,0,0,320,1949
33,5,3,1,378,0,0,0,0,308,1949
37,5,3,1,378,50,0,0,0,105,1949
63,2,5,1,234,0,0,0,0,161,1949
71,3,6,1,234,0,0,0,0,93,1949
38,5,4,1,184,0,0,0,0,47,1949
63,3,3,1,208,0,0,0,0,1314,1949
63,4,3,1,234,0,0,10,1,270,1949
10,3,4,1,234,0,0,60,1,300,1949
45,6,3,1,184,0,0,0,0,92,1949
45,2,6,1,184,0,0,0,0,543,1949
38,4,3,1,184,0,0,0,0,40,1949
38,2,6,1,184,0,0,0,0,63,1949
87,2,4,1,411,0,0,0,0,500,1949
64,1,5,2,319,0,0,0,0,203,1949
64,1,5,2,319,0,0,0,0,180,1949
64,4,4,1,208,0,0,0,0,174,1949
64,2,6,1,208,0,0,0,0,320,1949
61,4,1,1,208,0,0,0,1,290,1949
69,3,2,1,234,0,0,0,0,244,1949
77,5,3,1,208,0,150,30,1,711,1949
63,5,4,1,208,0,0,10,1,396,1949
63,7,2,1,208,0,0,0,0,297,1949
16,3,4,1,411,0,0,0,0,208,1949
12,6,3,1,411,0,80,0,0,374,1949
89,1,6,2,552,0,0,0,0,0,1949
40,1,3,2,411,50,170,250,1,357,1949
34,7,3,1,378,0,0,0,1,96,1949
34,3,1,1,378,0,0,150,1,360,1949
12,4,3,1,411,0,800,0,0,523,1949
79,2,1,1,411,0,0,0,1,470,1949
80,1,4,2,208,50,0,50,1,226,1949
49,8,4,1,353,0,0,0,0,150,1949
40,6,2,1,411,0,70,30,1,374,1949
40,3,1,1,411,0,0,10,1,381,1949
49,5,3,1,353,0,0,0,0,215,1949
10,2,3,1,234,0,0,0,1,360,1949
20,4,5,1,234,50,0,100,1,478,1949
69,3,5,1,378,0,0,0,0,180,1949
83,2,6,1,411,0,0,0,0,45,1949
23,2,4,1,473,0,0,0,0,360,1949
20,3,3,1,234,0,0,0,0,549,1949
63,1,5,1,208,0,0,0,0,30,1949
64,3,2,1,135,0,3100,150,1,476,1949
37,3,3,1,208,0,0,0,0,230,1949
36,4,4,1,208,0,9000,30,1,850,1949
85,2,5,1,208,0,0,0,0,390,1949
92,2,5,1,208,0,0,30,1,252,1949
92,2,4,1,208,0,0,0,0,370,1949
92,4,2,1,208,0,0,0,0,422,1949
92,1,5,2,208,0,0,0,0,183,1949
66,3,3,1,378,0,0,0,0,450,1949
66,4,3,1,378,0,250,0,0,345,1949
66,2,4,1,378,0,70,20,1,478,1949
66,8,3,1,378,0,500,0,0,489,1949
69,7,1,1,411,0,0,0,0,75,1949
34,3,4,1,208,0,0,0,1,1354,1949
34,3,2,1,208,0,0,0,1,240,1949
34,2,4,2,208,0,0,130,1,165,1949
46,7,2,1,208,0,0,60,1,258,1949
82,4,1,1,473,0,0,0,0,332,1949
61,2,4,1,473,0,0,0,0,236,1949
85,3,5,1,208,0,300,0,0,240,1949
34,8,2,1,184,0,0,0,0,157,1949
85,4,5,1,234,0,0,0,0,175,1949
86,4,4,1,234,0,0,0,0,118,1949
49,3,3,1,184,0,0,0,0,249,1949
38,2,2,1,184,0,0,0,0,48,1949
37,5,2,1,184,0,0,0,0,39,1949
68,3,5,1,234,0,0,0,0,77,1949
35,3,4,1,184,0,0,0,0,411,1949
35,4,3,1,184,0,0,0,0,180,1949
35,4,6,1,184,0,0,0,0,157,1949
85,3,2,1,208,0,0,0,0,397,1949
51,4,2,1,378,0,0,140,1,240,1949
51,1,3,2,378,0,0,0,0,260,1949
51,4,2,1,378,0,110,60,1,304,1949
86,5,2,1,208,0,0,120,1,533,1949
82,1,5,2,135,0,0,0,0,149,1949
17,2,4,1,234,0,0,10,1,340,1949
11,7,4,1,411,0,0,0,0,630,1949
64,3,4,1,208,0,0,0,0,500,1949
89,2,5,1,208,0,0,0,0,320,1949
89,3,4,2,319,0,0,0,1,148,1949
89,3,3,1,208,0,0,0,0,240,1949
47,3,4,1,208,0,0,20,1,1449,1949
13,2,5,1,411,0,0,0,1,310,1949
18,2,2,1,319,0,0,50,1,312,1949
39,4,2,1,378,0,0,0,0,120,1949
41,2,4,1,378,0,0,0,0,163,1949
41,2,2,1,378,0,0,30,1,190,1949
14,0,3,1,135,0,0,70,1,752,1949
67,2,4,1,411,0,0,30,1,373,1949
61,2,5,1,208,0,0,30,1,670,1949
71,2,5,1,234,0,0,0,0,271,1949
71,2,5,1,234,0,7000,0,0,524,1949
71,3,4,1,234,0,0,0,0,315,1949
37,8,3,1,184,0,0,0,0,97,1949
77,4,2,1,234,0,1000,0,0,486,1949
37,4,1,1,184,0,0,0,0,48,1949
68,5,6,1,234,0,0,0,0,46,1949
77,3,3,1,234,0,0,0,0,276,1949
77,7,4,1,234,0,800,0,0,560,1949
17,2,3,1,234,0,0,0,1,650,1949
84,5,3,1,234,0,0,0,0,375,1949
35,5,1,1,184,0,400,0,0,14,1949
77,6,3,1,234,0,1500,0,0,649,1949
86,3,6,1,234,0,0,0,0,153,1949
86,5,2,1,234,0,1300,0,0,176,1949
68,2,5,1,234,0,0,0,0,183,1949
63,4,4,1,234,0,0,0,0,305,1949
66,6,6,1,234,0,0,0,0,100,1949
63,2,4,2,208,0,0,0,0,404,1949
67,4,3,1,135,0,0,30,1,1500,1949
67,2,4,1,135,0,0,10,1,500,1949
67,3,1,1,135,0,180,0,0,315,1949
92,4,2,1,208,1000,0,0,0,210,1949
48,1,6,1,353,0,0,0,0,0,1949
48,3,5,1,378,0,0,0,0,650,1949
16,3,5,1,234,0,0,0,0,352,1949
69,2,5,1,208,0,0,10,1,350,1949
36,4,2,1,208,0,0,0,0,298,1949
82,4,3,1,135,0,0,0,0,375,1949
46,2,5,1,184,0,0,0,0,415,1949
46,4,3,1,184,0,1400,0,0,154,1949
89,4,5,1,234,0,0,0,0,185,1949
34,3,2,1,184,0,0,0,0,37,1949
38,3,5,1,184,0,0,0,0,48,1949
38,5,5,1,184,0,0,0,0,101,1949
47,8,3,1,184,0,1600,0,0,642,1949
47,5,3,1,184,0,5000,0,0,177,1949
43,7,3,1,184,0,0,0,0,130,1949
35,6,4,1,184,0,0,0,0,264,1949
12,4,2,1,411,0,0,0,0,380,1949
65,3,2,1,208,0,4000,160,1,312,1949
64,2,3,1,411,0,0,0,0,286,1949
47,3,1,1,353,0,0,0,0,178,1949
17,4,3,1,411,0,0,0,1,350,1949
69,3,2,1,411,0,70,0,0,242,1949
26,5,1,2,473,0,0,0,0,266,1949
13,4,3,1,234,0,0,0,1,559,1949
77,4,5,1,473,0,0,0,0,312,1949
16,1,3,1,234,0,0,0,0,290,1949
16,1,3,1,319,0,200,0,0,0,1949
88,1,4,2,208,0,0,10,1,230,1949
88,4,3,1,411,0,0,0,0,320,1949
63,4,3,1,208,0,0,0,0,280,1949
63,2,3,1,208,0,1000,0,1,535,1949
33,2,1,1,208,0,0,0,0,314,1949
33,2,2,1,208,0,0,0,0,166,1949
33,3,2,1,208,0,0,0,0,166,1949
89,3,3,1,208,0,160,0,0,390,1949
82,1,5,2,135,0,0,0,0,90,1949
87,2,5,1,473,0,0,0,0,210,1949
82,2,5,1,135,0,0,0,0,229,1949
92,1,5,2,378,0,0,0,0,50,1949
92,1,4,2,378,0,0,0,0,105,1949
92,6,1,1,378,0,80,0,0,214,1949
34,4,2,1,378,150,0,0,0,294,1949
34,2,6,2,378,0,0,0,0,37,1949
34,2,6,1,378,50,10,20,1,80,1949
75,2,6,1,378,0,0,0,0,419,1949
75,3,2,1,208,0,2000,0,0,502,1949
75,1,5,2,411,0,490,110,1,268,1949
63,1,6,2,208,0,0,0,0,0,1949
28,2,2,1,234,0,0,150,1,403,1949
87,2,6,1,411,0,0,0,0,111,1949
85,2,4,1,208,0,0,0,0,435,1949
83,2,4,1,208,1000,0,70,1,300,1949
89,7,4,1,473,0,0,0,0,245,1949
92,1,4,1,552,0,0,0,0,201,1949
18,3,2,1,411,0,0,110,1,250,1949
92,2,5,1,378,0,2000,0,0,722,1949
89,1,4,1,208,0,3000,0,1,3204,1949
89,6,2,1,208,0,100,30,1,324,1949
12,3,4,1,234,50,1300,0,0,670,1949
12,3,5,1,411,0,0,0,0,228,1949
12,2,6,1,411,0,2500,0,0,560,1949
12,3,4,1,234,0,400,0,0,525,1949
47,4,2,1,208,0,0,0,1,750,1949
75,6,2,1,208,0,50,20,1,300,1949
74,3,4,1,208,0,0,0,1,420,1949
12,2,3,1,234,0,0,0,0,720,1949
44,2,5,1,184,0,0,0,0,0,1949
47,4,5,1,184,0,2000,200,1,278,1949
37,8,3,1,184,0,0,0,0,291,1949
37,2,5,1,184,0,0,0,0,25,1949
68,5,4,1,234,0,0,0,0,318,1949
69,2,6,1,234,0,500,0,0,601,1949
63,2,4,1,234,0,2000,0,0,2093,1949
63,4,3,1,234,0,4000,0,0,237,1949
68,3,4,1,234,0,0,0,0,262,1949
46,2,5,1,184,0,0,0,0,103,1949
45,2,6,1,378,0,0,0,0,149,1949
15,4,2,1,411,0,0,0,0,810,1949
15,2,5,2,411,0,0,0,0,90,1949
44,7,3,1,353,0,0,0,0,150,1949
44,6,2,1,353,0,800,0,0,318,1949
44,3,2,1,353,0,120,0,0,175,1949
44,7,3,1,353,0,0,0,0,135,1949
38,3,1,1,378,0,0,0,1,202,1949
16,5,3,1,135,0,500,0,0,430,1949
50,3,2,1,353,0,150,0,0,248,1949
50,3,2,1,353,0,0,30,1,300,1949
50,3,5,1,378,0,0,0,0,370,1949
25,2,4,1,234,0,0,0,0,301,1949
25,2,2,2,319,0,0,0,0,186,1949
82,3,3,1,135,0,0,0,0,634,1949
66,7,3,1,378,0,0,0,0,434,1949
90,4,4,1,411,0,0,40,1,652,1949
15,2,6,1,411,0,0,0,0,286,1949
73,2,4,1,411,0,0,30,1,278,1949
25,2,3,1,234,0,60,0,0,379,1949
32,3,5,1,184,0,0,0,0,90,1949
47,5,4,1,184,0,2500,0,0,800,1949
47,3,3,1,184,0,0,0,1,600,1949
31,5,4,1,184,0,200,0,0,59,1949
45,2,5,1,184,0,0,0,0,60,1949
45,3,3,1,184,0,800,0,0,133,1949
47,3,3,1,184,0,3500,0,1,578,1949
47,7,2,1,184,0,0,0,0,145,1949
31,2,2,1,184,0,200,0,0,50,1949
31,5,3,1,184,0,0,30,1,105,1949
31,2,5,1,184,0,0,0,0,68,1949
31,7,3,1,184,0,300,0,0,184,1949
31,3,4,1,184,0,200,0,0,248,1949
47,2,4,1,184,0,0,0,0,477,1949
44,5,3,1,184,0,20,0,0,24,1949
44,8,4,1,184,0,50,0,0,80,1949
37,8,3,1,184,0,0,0,0,93,1949
38,1,5,1,184,0,0,0,0,53,1949
31,8,4,1,184,0,0,10,1,54,1949
46,2,4,1,184,0,0,0,0,78,1949
88,2,2,1,208,0,0,0,0,250,1949
87,3,3,1,208,0,0,0,1,400,1949
87,1,6,2,411,0,0,0,0,79,1949
73,1,6,1,473,0,0,0,0,11,1949
70,2,4,1,411,0,0,0,0,90,1949
12,2,6,1,411,0,0,0,1,558,1949
67,3,4,1,135,0,0,0,1,450,1949
20,2,3,1,411,0,0,0,0,390,1949
67,4,4,1,208,0,0,0,0,613,1949
44,2,4,1,208,0,0,0,0,180,1949
67,4,3,1,135,0,0,0,0,260,1949
33,3,4,1,378,0,0,0,0,216,1949
46,4,3,1,378,0,0,0,0,260,1949
38,2,5,1,353,0,0,0,0,38,1949
38,3,1,1,208,0,0,70,1,243,1949
38,6,2,1,353,0,0,0,0,67,1949
40,2,5,1,378,0,0,0,0,45,1949
75,3,4,1,378,0,150,0,0,388,1949
49,8,3,1,353,0,0,0,0,280,1949
11,5,2,1,234,0,0,0,0,377,1949
85,2,4,1,208,0,0,0,0,163,1949
24,3,1,1,234,0,0,0,0,250,1949
24,3,1,1,234,0,400,0,0,338,1949
88,1,4,2,208,0,0,0,0,180,1949
62,2,2,1,208,0,0,0,0,350,1949
83,3,2,1,411,0,0,0,0,474,1949
28,3,2,1,234,0,0,0,0,385,1949
62,2,2,1,411,0,0,0,0,325,1949
31,2,1,1,353,0,0,0,0,104,1949
31,3,3,1,353,0,0,0,0,206,1949
33,3,2,1,184,0,8000,0,0,190,1949
31,3,3,1,184,0,0,0,0,80,1949
31,5,2,1,184,0,0,0,0,205,1949
31,6,4,1,184,0,130,30,1,162,1949
31,4,3,1,184,0,0,30,1,87,1949
38,2,6,1,184,0,0,30,1,104,1949
32,4,4,1,184,0,2500,0,0,148,1949
47,3,1,1,184,0,3000,0,0,230,1949
77,5,3,1,234,0,0,0,0,511,1949
77,5,3,1,234,0,0,0,0,295,1949
62,2,2,2,411,0,0,0,1,243,1949
85,2,4,1,208,0,0,0,1,775,1949
85,2,4,1,208,0,0,0,0,270,1949
20,2,2,2,411,0,0,0,0,153,1949
25,3,6,1,234,0,0,0,1,330,1949
69,2,5,1,208,350,0,10,1,298,1949
71,3,6,1,411,0,0,20,1,470,1949
10,1,6,2,411,0,0,0,0,70,1949
83,4,2,1,208,0,0,0,1,338,1949
83,5,4,1,208,0,0,20,1,365,1949
47,3,2,1,184,0,0,0,0,382,1949
75,1,6,1,234,0,0,0,0,11,1949
32,2,5,1,184,0,0,0,0,56,1949
32,8,4,1,184,0,0,0,0,94,1949
32,2,5,1,184,0,0,0,0,28,1949
32,2,6,1,319,0,0,0,0,28,1949
32,8,4,1,184,0,0,0,1,69,1949
31,4,2,1,184,0,1230,70,1,135,1949
31,4,3,1,184,0,0,0,0,196,1949
31,4,6,1,184,0,0,0,0,65,1949
48,3,6,1,353,0,1500,0,0,170,1949
15,3,2,2,234,0,340,0,0,160,1949
15,4,3,1,411,0,0,0,0,660,1949
46,3,3,1,208,0,0,10,1,310,1949
38,3,6,1,353,0,0,0,0,37,1949
40,3,2,1,411,0,0,10,1,400,1949
41,4,2,1,378,0,400,50,1,290,1949
33,2,3,2,208,0,0,0,0,530,1949
33,3,5,1,378,0,0,10,1,156,1949
33,3,1,1,378,0,0,20,1,267,1949
17,2,2,1,411,50,0,0,0,288,1949
37,3,1,1,411,50,0,0,0,98,1949
37,2,4,1,208,0,0,0,0,40,1949
83,4,4,1,411,0,0,30,1,350,1949
41,6,2,1,353,0,0,70,1,120,1949
47,1,1,1,353,0,100,0,0,62,1949
16,1,4,2,234,0,0,0,0,462,1949
77,2,5,1,208,0,0,0,0,155,1949
77,2,6,1,208,0,0,0,0,84,1949
33,3,3,1,378,0,0,60,1,624,1949
85,3,1,1,208,0,150,0,0,250,1949
68,2,5,1,208,0,0,0,0,230,1949
85,2,2,1,208,0,0,0,0,355,1949
25,2,3,1,234,0,0,10,1,600,1949
90,3,5,1,411,0,0,0,0,0,1949
36,3,3,1,208,0,0,0,0,372,1949
93,2,5,1,411,0,0,0,0,90,1949
85,2,1,1,208,0,0,20,1,382,1949
33,2,3,1,208,0,0,0,0,168,1949
33,5,3,1,208,0,0,0,0,280,1949
31,4,3,1,184,0,800,0,0,123,1949
92,5,4,1,234,0,500,0,0,173,1949
71,5,2,1,234,0,350,0,0,469,1949
71,4,2,1,234,0,3000,0,0,1156,1949
71,4,4,1,234,0,300,0,0,76,1949
39,4,3,1,184,0,0,0,0,85,1949
41,1,6,2,184,0,0,0,0,10,1949
77,3,2,1,234,0,0,0,0,637,1949
38,4,6,1,184,0,0,0,0,41,1949
38,3,4,1,184,0,0,0,0,46,1949
33,2,2,1,378,0,0,50,1,523,1949
33,2,4,1,208,0,0,0,0,520,1949
33,3,3,1,378,0,0,0,0,400,1949
92,3,2,1,378,0,0,50,0,230,1949
74,1,4,1,552,0,0,0,0,320,1949
74,1,2,1,552,0,0,0,0,312,1949
70,1,2,1,411,0,0,0,1,250,1949
67,2,2,1,411,0,0,0,1,750,1949
67,3,2,1,411,0,0,0,0,300,1949
67,2,4,1,411,0,0,0,0,233,1949
67,4,3,1,208,0,0,0,1,390,1949
62,5,2,1,135,0,0,0,0,450,1949
12,1,4,1,552,0,0,0,0,125,1949
12,1,5,2,411,0,0,0,0,112,1949
93,2,6,1,208,0,0,0,0,268,1949
68,4,2,1,378,0,0,0,0,300,1949
68,8,5,1,378,0,0,0,0,167,1949
78,2,5,1,208,0,0,0,0,48,1949
31,6,6,1,353,0,0,0,0,161,1949
31,5,3,1,353,0,0,0,0,96,1949
65,6,2,1,234,0,800,0,0,355,1949
31,7,3,1,184,0,0,100,1,58,1949
31,4,2,1,184,0,0,0,0,75,1949
31,8,4,1,184,0,0,0,0,113,1949
