weight,debt,durable,durable_debt,income,year,has_card,card_spend,card_bal,has_card_s,card_spend_s,card_bal_s
1,,449,449,11750,1977,1,6000,500,1,3600,300
1,,448,254,11750,1977,0,0,0,,,
1,,0,0,4500,1977,1,0,300,,,
1,,1040,0,27500,1977,1,0,46,1,,
1,,900,900,16250,1977,1,0,0,1,,
1,,0,0,8250,1977,1,0,0,1,,
1,,700,400,9500,1977,1,46800,3300,1,,400
1,,0,0,8250,1977,0,0,0,,,
1,,0,0,13750,1977,1,0,0,,,
1,,0,0,10500,1977,0,0,0,,,
1,,1400,1200,9500,1977,1,2376,480,1,1560,180
1,,650,0,11750,1977,1,0,100,1,,100
1,,0,0,1000,1977,0,0,0,,,
1,,1164,0,27500,1977,1,0,0,1,,
1,,0,0,16250,1977,1,0,0,1,,
1,,159,0,,1977,1,180,10,1,180,10
1,,315,0,62500,1977,1,3096,20,1,,
1,,0,0,4500,1977,0,0,0,,,
1,,779,0,11750,1977,1,0,0,,,
1,,0,0,1000,1977,1,156,13,1,156,13
1,,0,0,9500,1977,1,192,100,1,192,100
1,,0,0,18750,1977,1,1800,262,1,720,120
1,,205,0,3500,1977,1,180,0,1,180,
1,,425,0,6750,1977,0,0,0,,,
1,,200,200,5500,1977,0,0,0,,,
1,,150,0,32500,1977,1,1200,750,1,600,50
1,,0,0,,1977,0,0,0,,,
1,,650,0,,1977,1,8232,0,1,672,
1,,325,0,11750,1977,1,120,0,1,120,
1,,456,456,8250,1977,1,432,647,1,432,580
1,,0,0,,1977,,0,0,,,
1,,0,0,16250,1977,1,372,650,1,,300
1,,439,439,6750,1977,0,0,0,,,
1,,0,0,8250,1977,0,0,0,,,
1,,123,0,11750,1977,1,300,225,1,300,125
1,,200,200,16250,1977,1,2160,1100,1,2160,1100
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,11750,1977,1,900,175,1,,100
1,,350,0,2500,1977,0,0,0,,,
1,,160,0,11750,1977,1,360,1000,1,,800
1,,400,400,21250,1977,1,600,50,1,600,50
1,,0,0,4500,1977,0,0,0,,,
1,,498,498,6750,1977,0,0,0,,,
1,,2800,1150,13750,1977,1,0,160,1,,160
1,,0,0,1000,1977,0,0,0,,,
1,,400,0,18750,1977,0,0,0,,,
1,,1050,0,8250,1977,0,0,0,,,
1,,0,0,37500,1977,0,0,0,,,
1,,0,0,9500,1977,0,0,0,,,
1,,300,0,6750,1977,1,0,14,1,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,2530,1450,23750,1977,1,1800,0,1,900,
1,,0,0,27500,1977,1,480,0,1,,
1,,0,0,23750,1977,1,3240,0,1,720,
1,,0,0,10500,1977,1,600,10,1,120,10
1,,400,0,,1977,0,0,0,,,
1,,234,234,13750,1977,1,0,470,1,,250
1,,0,0,11750,1977,0,0,0,,,
1,,530,530,8250,1977,0,0,0,,,
1,,444.623318306051,150,5500,1977,0,0,0,,,
1,,514,0,2500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,4500,1977,1,0,0,,,
1,,0,0,6750,1977,1,1056,440,1,816,200
1,,1245,0,32500,1977,1,600,950,1,,300
1,,350,0,37500,1977,1,0,0,1,,
1,,4000,0,16250,1977,1,480,500,,,
1,,0,0,16250,1977,1,1800,200,1,600,
1,,850,850,11750,1977,0,0,0,,,
1,,483,483,9500,1977,0,0,0,,,
1,,269,269,9500,1977,0,0,0,,,
1,,260,0,18750,1977,0,0,0,,,
1,,1435,485,37500,1977,1,1236,375,1,756,25
1,,279,0,18750,1977,1,0,0,1,,
1,,180,180,21250,1977,1,1500,0,1,300,
1,,0,0,3500,1977,1,732,415,1,180,15
1,,700,700,23750,1977,1,1440,9600,1,480,9600
1,,0,0,,1977,0,0,0,,,
1,,0,0,3500,1977,1,0,0,,,
1,,1100,0,6750,1977,0,0,0,,,
1,,0,0,27500,1977,1,4800,400,1,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,1000,1977,1,0,0,1,,
1,,0,0,1000,1977,1,0,0,1,,
1,,1700,1700,11750,1977,1,0,50,,,
1,,850,0,32500,1977,1,0,5,1,,5
1,,250,0,10500,1977,1,240,20,1,240,20
1,,1200,1200,16250,1977,1,6000,1350,1,,800
1,,1400,1400,18750,1977,1,0,2346,1,,1014
1,,500,0,37500,1977,1,3000,0,1,600,
1,,0,0,,1977,0,0,0,,,
1,,525,525,27500,1977,0,0,0,,,
1,,400,0,,1977,1,192,16,1,192,16
1,,700,0,32500,1977,1,648,28,,,
1,,700,700,,1977,0,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,369,369,6750,1977,1,420,417,1,,365
1,,0,0,6750,1977,1,0,300,1,,300
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,11750,1977,1,480,0,,,
1,,0,0,1000,1977,0,0,0,,,
1,,1700,0,16250,1977,0,0,0,,,
1,,989,525,27500,1977,1,0,300,1,,200
1,,125,0,16250,1977,1,1248,17,1,240,15
1,,0,0,,1977,1,0,0,1,,
1,,0,0,2500,1977,1,156,0,1,156,
1,,0,0,5500,1977,1,0,0,1,,
1,,425,425,6750,1977,1,0,1000,1,,1000
1,,660,660,4500,1977,0,0,0,,,
1,,0,0,9500,1977,1,0,0,1,,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,62500,1977,1,7044,0,1,2400,
1,,800,800,16250,1977,1,0,0,1,,
1,,0,0,37500,1977,1,420,0,1,,
1,,0,0,,1977,0,0,0,,,
1,,1217,688,16250,1977,0,0,0,,,
1,,600,0,27500,1977,1,0,0,,,
1,,0,0,,1977,1,360,30,1,360,30
1,,300,300,18750,1977,1,900,50,1,900,50
1,,130,0,5500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,653,200,23750,1977,1,6720,950,1,,
1,,0,0,16250,1977,1,7200,0,1,7200,
1,,579,0,62500,1977,1,600,0,1,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,3500,1977,1,120,10,1,,
1,,0,0,,1977,0,0,0,,,
1,,375,300,18750,1977,1,1860,415,1,960,65
1,,25,0,1000,1977,0,0,0,,,
1,,1300,0,37500,1977,1,3264,272,1,,
1,,620,0,18750,1977,1,0,475,1,,300
1,,0,0,18750,1977,0,0,0,,,
1,,350,350,13750,1977,1,0,100,1,,100
1,,0,0,8250,1977,0,0,0,,,
1,,280,0,3500,1977,0,0,0,,,
1,,350,0,,1977,0,0,0,,,
1,,479,479,,1977,1,144,666,1,144,666
1,,669,0,13750,1977,1,360,120,1,360,120
1,,0,0,62500,1977,1,516,0,1,516,
1,,0,0,16250,1977,1,300,900,1,300,900
1,,0,0,1000,1977,0,0,0,,,
1,,400,0,21250,1977,0,0,0,,,
1,,0,0,5500,1977,1,1380,15,1,480,15
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,8250,1977,1,480,500,1,120,300
1,,0,0,16250,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,1434,0,27500,1977,1,360,0,,,
1,,1275,0,10500,1977,0,0,0,,,
1,,384,0,,1977,0,0,0,,,
1,,494,369,10500,1977,1,0,180,1,,180
1,,0,0,10500,1977,1,0,100,,,
1,,0,0,,1977,1,576,0,1,,
1,,158,0,6750,1977,1,0,0,,,
1,,658,658,11750,1977,1,1356,342,1,720,265
1,,0,0,18750,1977,0,0,0,,,
1,,0,0,62500,1977,0,0,0,,,
1,,1730,1100,9500,1977,1,0,500,1,,200
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,11750,1977,1,0,152,1,,152
1,,1100,1100,11750,1977,1,0,19,1,,
1,,850,0,21250,1977,1,2400,0,1,,
1,,1400,0,,1977,1,132,0,1,132,
1,,0,0,11750,1977,1,0,0,,,
1,,90,0,4500,1977,0,0,0,,,
1,,2634,900,6750,1977,0,0,0,,,
1,,0,0,27500,1977,1,1500,200,1,,200
1,,0,0,37500,1977,1,960,180,1,600,150
1,,0,0,,1977,1,2580,180,1,720,60
1,,0,0,16250,1977,0,0,0,,,
1,,1000,1000,21250,1977,1,1620,110,1,1320,110
1,,220,0,6750,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,875,875,5500,1977,0,0,0,,,
1,,530,0,,1977,0,0,0,,,
1,,0,0,11750,1977,1,144,79,1,,
1,,0,0,5500,1977,0,0,0,,,
1,,219,0,11750,1977,0,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,,1977,1,240,400,1,,200
1,,1300,0,,1977,1,2400,0,1,,
1,,0,0,3500,1977,1,0,100,1,,100
1,,600,0,,1977,1,0,225,,,
1,,330,0,23750,1977,1,2400,0,1,2400,
1,,0,0,10500,1977,0,0,0,,,
1,,450,450,11750,1977,1,6336,450,1,5400,450
1,,0,0,3500,1977,0,0,0,,,
1,,350,0,16250,1977,1,1200,34,1,1200,34
1,,0,0,11750,1977,0,0,0,,,
1,,500,500,16250,1977,1,0,0,1,,
1,,0,0,6750,1977,1,216,0,,,
1,,0,0,8250,1977,1,0,0,,,
1,,700,700,,1977,1,0,0,1,,
1,,0,0,21250,1977,1,372,481,1,,
1,,0,0,3500,1977,0,0,0,,,
1,,409,409,16250,1977,1,6000,500,1,6000,500
1,,0,0,62500,1977,1,9492,1281,1,672,56
1,,450,0,,1977,1,1200,870,1,,70
1,,800,800,13750,1977,1,300,350,1,300,350
1,,825,500,32500,1977,1,1872,0,1,1200,
1,,2190,0,32500,1977,1,2880,0,1,840,
1,,0,0,3500,1977,1,0,0,1,,
1,,2300,2100,16250,1977,1,1392,116,1,,
1,,1000,1000,8250,1977,1,4200,0,1,3600,
1,,692,692,18750,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,8250,1977,1,0,0,,,
1,,850,0,32500,1977,1,4620,385,1,,
1,,0,0,16250,1977,1,0,0,1,,
1,,0,0,3500,1977,0,0,0,,,
1,,209,159,5500,1977,0,0,0,,,
1,,1050,500,8250,1977,1,0,50,1,,50
1,,5,0,6750,1977,0,0,0,,,
1,,0,0,9500,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,37500,1977,1,600,0,,,
1,,2223.11659153026,750,6750,1977,0,0,0,,,
1,,1360,1275,8250,1977,0,0,0,,,
1,,2600,1900,18750,1977,1,1200,0,1,,
1,,0,0,13750,1977,1,1200,50,1,600,25
1,,750,350,21250,1977,1,5100,1300,1,4200,600
1,,0,0,16250,1977,1,840,0,1,600,
1,,240,0,1000,1977,1,0,0,,,
1,,0,0,1000,1977,1,240,20,,,
1,,800,0,,1977,1,1200,120,1,240,20
1,,0,0,16250,1977,1,360,0,1,,
1,,0,0,6750,1977,0,0,0,,,
1,,342,0,9500,1977,1,612,0,1,360,
1,,0,0,27500,1977,1,2520,330,1,2400,180
1,,720,0,4500,1977,1,1560,0,1,360,
1,,930,0,23750,1977,1,0,36,,,
1,,130,0,4500,1977,0,0,0,,,
1,,0,0,62500,1977,1,17400,0,1,,
1,,3300,1500,21250,1977,1,0,700,1,,700
1,,1450,0,8250,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,37500,1977,1,300,0,1,,
1,,0,0,,1977,1,900,500,1,900,500
1,,2704,0,21250,1977,1,0,0,1,,
1,,10745,10095,23750,1977,1,780,65,1,480,40
1,,2000,0,,1977,1,37920,0,1,12000,
1,,0,0,62500,1977,1,120,10,1,,
1,,800,800,1000,1977,0,0,0,,,
1,,500,0,,1977,0,0,0,,,
1,,346,346,6750,1977,0,0,0,,,
1,,0,0,16250,1977,1,120,150,1,,100
1,,400,400,9500,1977,0,0,0,,,
1,,0,0,18750,1977,1,1980,35,,,
1,,1100,0,18750,1977,1,4200,0,1,,
1,,1510,0,16250,1977,0,0,0,,,
1,,160,0,16250,1977,1,696,400,1,600,400
1,,400,0,6750,1977,0,0,0,,,
1,,60,60,5500,1977,0,0,0,,,
1,,550,0,13750,1977,1,1860,300,1,,
1,,0,0,32500,1977,1,9600,0,1,1200,
1,,1200,1200,,1977,1,2400,0,1,300,
1,,7250,7250,27500,1977,0,0,0,,,
1,,1535,1200,8250,1977,1,2760,150,1,,
1,,1259,1259,11750,1977,0,0,0,,,
1,,399,0,13750,1977,1,0,0,,,
1,,780,0,16250,1977,1,0,0,1,,
1,,693,0,10500,1977,1,360,0,1,360,
1,,697,697,9500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,6750,1977,0,0,0,,,
1,,890,890,13750,1977,1,0,0,1,,
1,,0,0,23750,1977,0,0,0,,,
1,,705,0,18750,1977,1,3216,68,1,816,68
1,,1500,1500,21250,1977,1,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,175,0,4500,1977,0,0,0,,,
1,,259,0,16250,1977,0,0,0,,,
1,,0,0,11750,1977,1,0,1600,1,,1200
1,,270,270,18750,1977,1,9720,670,1,1200,60
1,,250,250,,1977,1,2520,120,1,2400,120
1,,825,0,23750,1977,1,2400,200,1,2400,200
1,,0,0,13750,1977,1,96,0,1,,
1,,0,0,4500,1977,0,0,0,,,
1,,4000,4000,21250,1977,1,0,0,1,,
1,,250,0,13750,1977,1,1200,100,1,1200,100
1,,0,0,5500,1977,0,0,0,,,
1,,965,965,21250,1977,1,1080,800,1,,400
1,,1850,0,37500,1977,1,2880,0,1,1200,
1,,0,0,13750,1977,1,732,0,1,360,
1,,270,0,,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,0,0,21250,1977,1,1800,0,,,
1,,89,0,21250,1977,0,0,0,,,
1,,0,0,37500,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,6750,1977,1,2400,0,1,2400,
1,,1145,1145,18750,1977,1,0,0,1,,
1,,813,0,37500,1977,1,624,0,,,
1,,250,0,13750,1977,1,0,0,1,,
1,,0,0,,1977,0,0,0,,,
1,,2300,0,27500,1977,1,264,22,1,264,22
1,,0,0,23750,1977,1,1800,0,1,,
1,,0,0,,1977,1,0,0,1,,
1,,0,0,8250,1977,0,0,0,,,
1,,448,0,11750,1977,0,0,0,,,
1,,0,0,13750,1977,1,660,150,1,,
1,,680,680,11750,1977,0,0,0,,,
1,,90,0,13750,1977,1,480,0,,,
1,,0,0,18750,1977,1,0,350,,,
1,,0,0,2500,1977,0,0,0,,,
1,,1500,0,11750,1977,1,1080,20,1,600,
1,,50,0,9500,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,775,0,21250,1977,1,0,0,1,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,225,0,62500,1977,1,0,0,,,
1,,1830,1830,13750,1977,0,0,0,,,
1,,2060,1200,27500,1977,1,300,0,1,,
1,,1125,0,62500,1977,1,5100,0,1,2400,
1,,0,0,13750,1977,1,0,50,1,,50
1,,2500,0,23750,1977,0,0,0,,,
1,,1730,0,21250,1977,1,996,0,1,360,
1,,1080,0,10500,1977,0,0,0,,,
1,,1800,1350,21250,1977,1,1560,250,1,1200,250
1,,1850,280,32500,1977,1,4200,250,1,600,50
1,,330,0,,1977,1,600,0,1,,
1,,750,750,21250,1977,1,3900,2100,1,2400,1700
1,,0,0,,1977,0,0,0,,,
1,,0,0,32500,1977,1,1404,0,1,360,
1,,245,245,27500,1977,1,7740,450,1,1200,450
1,,0,0,21250,1977,1,4020,0,1,1800,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,,,
1,,0,0,4500,1977,1,1080,150,1,600,90
1,,435,435,21250,1977,1,0,1100,1,,1100
1,,0,0,,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,450,450,16250,1977,1,0,0,1,,
1,,200,0,13750,1977,1,600,50,,,
1,,0,0,18750,1977,1,792,216,1,600,200
1,,149,0,27500,1977,0,0,0,,,
1,,0,0,2500,1977,1,0,0,1,,
1,,0,0,,1977,1,720,60,1,720,60
1,,0,0,1000,1977,0,0,0,,,
1,,1050,0,37500,1977,1,0,0,1,,
1,,0,0,32500,1977,1,0,390,1,,200
1,,0,0,1000,1977,1,7644,384,1,7044,334
1,,0,0,21250,1977,1,120,25,1,,25
1,,0,0,62500,1977,1,2340,0,1,,
1,,300,0,23750,1977,1,9600,0,1,,
1,,0,0,,1977,0,0,0,,,
1,,800,0,27500,1977,0,0,0,,,
1,,0,0,16250,1977,1,360,300,1,360,300
1,,1820,1520,18750,1977,1,576,0,1,240,
1,,480,280,16250,1977,1,2400,200,1,2400,200
1,,300,0,,1977,1,1200,0,,,
1,,1140,540,21250,1977,1,7080,200,1,360,
1,,1200,0,21250,1977,1,600,0,1,,
1,,0,0,32500,1977,0,0,0,,,
1,,0,0,13750,1977,0,0,0,,,
1,,0,0,4500,1977,1,1680,140,1,1680,140
1,,0,0,16250,1977,1,360,550,1,,300
1,,0,0,21250,1977,1,3720,0,1,1800,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,,1977,1,0,0,1,,
1,,334.949566457225,113,3500,1977,0,0,0,,,
1,,0,0,1000,1977,1,360,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,150,0,4500,1977,0,0,0,,,
1,,500,500,4500,1977,1,0,0,1,,
1,,400,0,8250,1977,0,0,0,,,
1,,429,429,8250,1977,0,0,0,,,
1,,0,0,23750,1977,0,0,0,,,
1,,0,0,32500,1977,1,1188,0,1,,
1,,45,0,5500,1977,0,0,0,,,
1,,900,0,10500,1977,1,144,300,1,144,300
1,,2020,1790,23750,1977,1,2280,470,1,240,230
1,,0,0,,1977,1,900,0,1,900,
1,,521,269,13750,1977,1,408,0,1,408,
1,,130,130,13750,1977,0,0,0,,,
1,,859,0,10500,1977,1,600,0,1,,
1,,380,380,4500,1977,0,0,0,,,
1,,0,0,18750,1977,0,0,0,,,
1,,0,0,16250,1977,1,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,18750,1977,1,0,0,1,,
1,,0,0,10500,1977,1,360,0,,,
1,,0,0,6750,1977,1,0,0,,,
1,,0,0,13750,1977,1,0,0,,,
1,,500,500,37500,1977,1,840,1600,1,240,1000
1,,2519.53213706762,850,11750,1977,1,0,136,1,,136
1,,0,0,,1977,0,0,0,,,
1,,555,61,9500,1977,1,4176,646,1,4176,646
1,,0,0,3500,1977,0,0,0,,,
1,,903,0,27500,1977,1,4200,300,1,3600,300
1,,0,0,11750,1977,0,0,0,,,
1,,225,0,5500,1977,0,0,0,,,
1,,0,0,62500,1977,1,7800,0,1,,
1,,234.16828097452,79,2500,1977,0,0,0,,,
1,,600,600,23750,1977,1,1200,50,1,,
1,,700,0,27500,1977,0,0,0,,,
1,,2576.70104599289,1300,6750,1977,1,0,0,,,
1,,300,0,,1977,1,0,0,,,
1,,259,0,21250,1977,1,0,0,1,,
1,,0,0,,1977,1,192,0,,,
1,,0,0,8250,1977,0,0,0,,,
1,,1700,800,16250,1977,1,540,509,1,420,498
1,,700,0,21250,1977,1,3600,300,1,3600,300
1,,0,0,11750,1977,1,7200,500,1,7200,500
1,,400,0,10500,1977,1,720,0,1,240,
1,,6620,5700,27500,1977,1,384,200,1,384,200
1,,463,325,13750,1977,1,600,1200,1,600,900
1,,700,0,27500,1977,1,720,640,1,360,600
1,,0,0,13750,1977,0,0,0,,,
1,,560,560,23750,1977,1,1200,900,1,1200,400
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,0,0,5500,1977,1,0,0,1,,
1,,1759,1759,23750,1977,1,0,40,1,,40
1,,0,0,21250,1977,1,2832,86,1,432,36
1,,0,0,,1977,1,636,103,1,,
1,,0,0,,1977,1,960,80,1,960,80
1,,300,0,27500,1977,1,480,0,,,
1,,4000,4000,21250,1977,0,0,0,,,
1,,100,0,18750,1977,0,0,0,,,
1,,0,0,16250,1977,1,1740,1140,1,720,600
1,,400,400,11750,1977,1,2400,200,1,2400,200
1,,510,0,16250,1977,1,780,19,1,780,19
1,,90,0,6750,1977,1,600,50,1,600,50
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,18750,1977,1,240,0,1,240,
1,,0,0,2500,1977,0,0,0,,,
1,,1205,0,,1977,0,0,0,,,
1,,258,223,16250,1977,0,0,0,,,
1,,400,0,,1977,0,0,0,,,
1,,200,0,13750,1977,0,0,0,,,
1,,730,350,13750,1977,1,720,500,1,,300
1,,1660,0,23750,1977,1,360,0,1,360,
1,,0,0,5500,1977,0,0,0,,,
1,,504,0,6750,1977,0,0,0,,,
1,,240,240,13750,1977,1,0,650,1,,650
1,,1000,0,10500,1977,0,0,0,,,
1,,0,0,4500,1977,0,0,0,,,
1,,0,0,16250,1977,1,1464,670,1,,
1,,500,0,5500,1977,1,0,680,1,,380
1,,0,0,,1977,0,0,0,,,
1,,800,0,13750,1977,1,0,200,1,,200
1,,312,0,6750,1977,1,0,741,,,
1,,5000,5000,16250,1977,1,1332,600,1,,
1,,858,379,13750,1977,1,1560,130,1,1560,130
1,,264,0,6750,1977,0,0,0,,,
1,,300,0,6750,1977,1,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,0,0,,1977,,0,0,,,
1,,825,0,23750,1977,0,0,0,,,
1,,55,0,16250,1977,0,0,0,,,
1,,780,780,10500,1977,1,960,80,1,360,30
1,,0,0,5500,1977,0,0,0,,,
1,,40,0,6750,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,887,887,5500,1977,1,6000,450,1,6000,450
1,,289,289,11750,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,200,0,27500,1977,1,1800,0,1,,
1,,750,750,8250,1977,0,0,0,,,
1,,0,0,16250,1977,0,0,0,,,
1,,1100,0,5500,1977,0,0,0,,,
1,,1400,1400,2500,1977,1,324,0,,,
1,,0,0,8250,1977,0,0,0,,,
1,,2795,0,,1977,0,0,0,,,
1,,0,0,4500,1977,1,0,0,1,,
1,,1200,700,6750,1977,0,0,0,,,
1,,2070,2070,27500,1977,1,1680,150,1,480,150
1,,252,119,9500,1977,1,0,350,1,,350
1,,25,0,10500,1977,0,0,0,,,
1,,735,0,18750,1977,1,240,80,,,
1,,0,0,1000,1977,1,6000,400,1,1200,100
1,,14000,14000,32500,1977,1,360,350,1,,200
1,,30,0,23750,1977,0,0,0,,,
1,,1440,790,23750,1977,1,1944,75,1,720,15
1,,700,0,37500,1977,1,6096,16,1,3600,
1,,500,0,16250,1977,1,6264,500,1,264,
1,,0,0,1000,1977,0,0,0,,,
1,,0,0,18750,1977,1,1656,138,1,1656,138
1,,2600,0,32500,1977,1,600,0,1,600,
1,,378,378,5500,1977,1,1200,0,1,1200,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,,1977,1,240,0,1,,
1,,1731,0,23750,1977,1,2520,150,1,1800,150
1,,98,0,13750,1977,1,0,100,1,,100
1,,0,0,,1977,1,588,0,,,
1,,520,0,,1977,1,2460,205,1,1800,150
1,,4951,4812,,1977,1,720,971,1,720,971
1,,0,0,10500,1977,1,0,0,1,,
1,,1365,400,27500,1977,1,4500,375,1,1560,130
1,,0,0,,1977,1,3708,0,1,3672,
1,,1120,0,6750,1977,1,0,0,,,
1,,325,250,13750,1977,0,0,0,,,
1,,1200,900,,1977,1,6300,550,1,900,250
1,,1350,1000,27500,1977,1,1500,200,1,,
1,,0,0,10500,1977,1,6000,3300,1,1500,1300
1,,0,0,10500,1977,0,0,0,,,
1,,0,0,10500,1977,1,300,25,1,300,25
1,,360,360,16250,1977,1,0,40,1,,40
1,,65,65,5500,1977,0,0,0,,,
1,,2246,2246,16250,1977,1,0,800,1,,800
1,,0,0,,1977,0,0,0,,,
1,,0,0,8250,1977,1,456,0,,,
1,,1700,1700,37500,1977,1,24720,0,1,,
1,,700,0,9500,1977,1,600,0,1,600,
1,,0,0,10500,1977,1,588,27,1,324,27
1,,1500,0,6750,1977,0,0,0,,,
1,,125,0,5500,1977,0,0,0,,,
1,,0,0,13750,1977,1,3024,0,1,24,
1,,0,0,21250,1977,1,792,66,1,,
1,,3680,0,32500,1977,1,1200,0,1,360,
1,,495,495,8250,1977,0,0,0,,,
1,,340,215,13750,1977,0,0,0,,,
1,,0,0,1000,1977,1,132,0,1,,
1,,0,0,,1977,0,0,0,,,
1,,0,0,9500,1977,0,0,0,,,
1,,0,0,18750,1977,0,0,0,,,
1,,0,0,,1977,1,720,0,,,
1,,2150,2100,18750,1977,1,1200,300,1,1200,300
1,,0,0,6750,1977,1,216,0,1,216,
1,,0,0,6750,1977,1,0,0,1,,
1,,0,0,21250,1977,1,72,0,1,,
1,,0,0,32500,1977,1,7680,0,1,,
1,,0,0,6750,1977,0,0,0,,,
1,,0,0,10500,1977,0,0,0,,,
1,,2230,2230,18750,1977,1,34320,2500,1,30000,2500
1,,0,0,10500,1977,1,1200,0,1,240,
1,,0,0,18750,1977,1,2520,0,,,
1,,300,0,9500,1977,1,1500,525,1,768,64
1,,650,0,62500,1977,1,13440,0,,,
1,,500,500,16250,1977,1,480,250,1,,250
1,,682,682,11750,1977,1,0,671,1,,671
1,,30,0,5500,1977,0,0,0,,,
1,,515,0,18750,1977,1,0,230,1,,230
1,,0,0,,1977,0,0,0,,,
1,,0,0,9500,1977,1,0,0,1,,
1,,0,0,11750,1977,1,480,0,1,,
1,,0,0,,1977,1,72,0,1,,
1,,0,0,62500,1977,0,0,0,,,
1,,0,0,4500,1977,1,180,215,1,180,15
1,,0,0,13750,1977,1,0,0,1,,
1,,400,0,32500,1977,1,0,0,1,,
1,,0,0,21250,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,0,0,3500,1977,0,0,0,,,
1,,1000,0,18750,1977,1,2760,0,1,360,
1,,0,0,13750,1977,1,0,0,1,,
1,,0,0,13750,1977,0,0,0,,,
1,,3526,726,27500,1977,1,720,0,1,,
1,,150,0,16250,1977,1,3300,0,1,600,
1,,700,0,21250,1977,1,0,0,1,,
1,,1300,0,9500,1977,0,0,0,,,
1,,0,0,2500,1977,0,0,0,,,
1,,0,0,18750,1977,1,0,0,,,
1,,0,0,8250,1977,0,0,0,,,
1,,900,0,37500,1977,1,4080,15,1,180,
1,,482,0,23750,1977,1,360,0,1,360,
1,,750,750,11750,1977,0,0,0,,,
1,,0,0,5500,1977,0,0,0,,,
1,,223,223,8250,1977,1,300,150,1,300,150
1,,0,0,1000,1977,1,5040,0,,,
1,,2350,0,16250,1977,1,480,0,1,120,
1,,175,0,2500,1977,0,0,0,,,
1,,4550,0,62500,1977,1,21600,500,1,12000,500
1,,1000,1000,18750,1977,1,0,400,1,,400
1,,0,0,11750,1977,1,0,0,1,,
1,,300,0,10500,1977,0,0,0,,,
1,,848,848,13750,1977,1,0,89,1,,89
1,,500,0,37500,1977,1,0,0,1,,
1,,0,0,18750,1977,0,0,0,,,
1,,630,0,9500,1977,0,0,0,,,
1,,0,0,21250,1977,0,0,0,,,
1,,450,0,8250,1977,0,0,0,,,
1,,1665,0,23750,1977,1,0,50,1,,
1,,500,0,13750,1977,1,600,0,,,
1,,0,0,11750,1977,1,1080,0,,,
1,,0,0,,1977,1,2280,190,1,,
1,,469,0,21250,1977,1,540,150,1,540,150
1,,1500,0,,1977,0,0,0,,,
1,,0,0,,1977,0,0,0,,,
1,,400,400,13750,1977,1,288,400,1,,100
1,,0,0,5500,1977,0,0,0,,,
1,,1500,0,,1977,1,720,0,1,480,
1,,0,0,62500,1977,1,12120,600,1,7200,600
1,,2600,2600,62500,1977,1,4440,2700,1,600,2000
