weight,psu2,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,refrigerator,washing_machine,radio,cook_stove,durable_price,payment_method,credit_use,income,year,loc_type,refrigerator_credit_use,radio_credit_use,freezer,television,television_credit_use,washing_machine_credit_use,dishwasher,clothes_dryer,credit_good,age_category2,cook_stove_credit_use,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,code_string,code_a_string,psu,age,air_conditioner,sewing_machine,psu3,bw_television,color_television,bw_television_credit_use,bw_television_price,color_television_credit_use,color_television_price,refrigerator_price,washing_machine_price,cook_stove_price,clothes_dryer_credit_use,clothes_dryer_price,dishwasher_credit_use,dishwasher_price,air_conditioner_credit_use,air_conditioner_price,state
31,59,3,5,1,1,,,,0,,,,,,,,1,1,0,0,,1,0,5300,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,59,4,2,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
60,56,8,3,2,1,,,,1,,,,,,,,1,0,0,1,,2,1,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
58,26,1,3,2,1,,,,0,,,,,,,,0,0,1,0,,1,0,2901,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
13,59,2,6,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,2100,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
37,20,1,2,1,2,,,,0,,,,,,,,0,0,0,0,,1,0,2800,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
31,04,5,3,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,4745,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
12,15,2,2,1,1,,,,1,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
11,39,4,4,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
31,68,5,3,1,1,,,,1,,,,,,,,1,0,0,0,,1,0,4500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,41,3,2,1,1,,,,0,,,,,,,,0,0,0,0,,3,0.5,4200,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
61,62,5,2,2,1,,,,1,,,,,,,,1,1,1,1,,3,0.5,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC
30,67,2,4,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
30,77,3,3,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,4500,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
30,75,4,-,1,1,,,,0,,,,,,,,0,0,0,1,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
11,17,5,4,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,4500,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
11,11,2,2,1,1,,,,1,,,,,,,,0,0,0,0,,3,0.5,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
11,07,5,3,1,1,,,,1,,,,,,,,1,0,0,0,,1,0,8800,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
12,20,2,6,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
11,77,4,3,1,1,,,,0,,,,,,,,0,1,0,1,,1,0,4500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
30,39,3,3,1,1,,,,0,,,,,,,,1,0,0,1,,1,0,4000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
58,60,2,4,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,4800,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
30,60,5,3,1,1,,,,0,,,,,,,,1,0,0,0,,3,0.5,5217,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
30,34,3,2,1,1,,,,1,,,,,,,,0,1,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
30,69,4,4,1,1,,,,0,,,,,,,,0,0,0,1,,3,0.5,7000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
11,30,3,4,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
31,05,4,2,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,4500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
30,44,2,4,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
31,10,2,4,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,3500,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
58,20,4,2,2,1,,,,0,,,,,,,,0,0,0,0,,2,1,2200,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
12,24,6,3,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,3640,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
30,39,3,4,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
30,60,3,2,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
60,42,5,3,1,1,,,,1,,,,,,,,1,0,1,0,,3,0.5,500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
12,41,2,5,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
31,43,2,5,-,1,,,,0,,,,,,,,0,0,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
30,39,3,5,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
11,30,4,2,1,1,,,,1,,,,,,,,1,0,0,1,,2,1,2000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
60,41,3,1,1,1,,,,0,,,,,,,,1,0,0,1,,1,0,3500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
31,06,4,3,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,5550,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
30,73,1,2,1,1,,,,1,,,,,,,,0,0,0,1,,2,1,2000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
31,26,2,2,1,1,,,,1,,,,,,,,0,1,0,0,,2,1,5000,1952,,0,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
60,75,2,3,1,1,,,,1,,,,,,,,1,0,0,0,,1,0,429,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
60,11,4,2,1,1,,,,0,,,,,,,,1,1,0,1,,3,0.5,0,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
12,28,2,4,1,2,,,,1,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC
11,34,3,2,1,1,,,,1,,,,,,,,0,0,1,0,,1,0,4000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
30,30,5,3,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,2375,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
30,73,3,3,1,1,,,,1,,,,,,,,0,0,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
61,38,1,5,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
31,02,3,2,1,1,,,,1,,,,,,,,0,0,0,0,,1,0,4102,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD
30,31,4,3,1,1,,,,1,,,,,,,,1,0,0,1,,3,0.5,8000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI
31,14,4,3,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,7000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,15,3,2,1,1,,,,1,,,,,,,,0,1,0,0,,1,0,1260,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
11,21,5,3,1,1,,,,1,,,,,,,,1,0,0,0,,1,0,7000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
61,64,5,4,1,1,,,,0,,,,,,,,0,0,1,1,,2,1,0,1952,,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
58,08,4,4,1,1,,,,0,,,,,,,,1,1,0,0,,3,0.5,0,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
31,14,5,3,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,4630,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,60,2,5,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,1800,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
12,16,2,2,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,6500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
63,18,2,2,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,4600,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,21,5,3,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,6500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,67,4,2,1,1,,,,1,,,,,,,,0,1,0,0,,3,0.5,0,1952,,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
31,77,3,6,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,2200,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
60,42,4,3,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,6200,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
12,10,2,4,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,24000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
9,18,3,4,1,1,,,,0,,,,,,,,0,1,0,0,,2,1,4500,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
58,01,5,4,1,1,,,,0,,,,,,,,1,0,0,0,,2,1,4200,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD
11,17,5,3,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,3500,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
9,18,3,4,1,1,,,,1,,,,,,,,0,0,0,1,,1,0,4664,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
12,16,4,3,1,1,,,,1,,,,,,,,0,1,0,0,,1,0,3000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,67,2,5,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
60,11,2,2,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
31,15,4,3,1,1,,,,0,,,,,,,,1,0,0,0,,3,0.5,4400,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
13,68,3,3,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,3900,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
12,12,3,2,1,1,,,,1,,,,,,,,1,0,0,0,,3,0.5,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
12,05,2,2,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,3400,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
12,05,2,5,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,3800,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
58,54,5,3,1,1,,,,1,,,,,,,,1,0,0,0,,1,0,4000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD
31,15,4,4,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,15000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,32,2,6,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,2800,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,62,2,3,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC
30,73,3,1,1,1,,,,1,,,,,,,,0,0,1,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
61,64,3,3,1,1,,,,1,,,,,,,,0,0,0,1,,3,0.5,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
11,18,6,2,-,1,,,,0,,,,,,,,0,0,0,0,,1,0,8200,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,47,2,6,1,1,,,,0,,,,,,,,0,0,1,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID
31,18,4,4,1,1,,,,0,,,,,,,,1,0,0,0,,0,0,3800,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
63,18,4,3,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,5200,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,60,2,2,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,3000,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
31,20,2,2,1,1,,,,1,,,,,,,,0,1,0,0,,3,0.5,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
12,16,3,3,1,1,,,,1,,,,,,,,0,0,0,0,,1,0,8050,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
11,17,2,2,1,1,,,,0,,,,,,,,0,0,0,0,,3,0.5,8100,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,68,4,2,1,1,,,,1,,,,,,,,0,1,0,0,,1,0,4500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,68,3,5,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
60,59,2,5,1,1,,,,1,,,,,,,,1,0,0,0,,2,1,4290,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,50,1,2,1,2,,,,1,,,,,,,,1,0,0,0,,2,1,1400,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
13,59,3,3,1,2,,,,0,,,,,,,,0,0,0,0,,2,1,3240,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,53,5,3,1,1,,,,0,,,,,,,,1,0,0,0,,2,1,5000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,43,2,5,1,1,,,,1,,,,,,,,0,0,1,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
31,15,2,5,1,1,,,,0,,,,,,,,1,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
60,43,4,-,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
63,38,2,4,1,2,,,,0,,,,,,,,0,0,0,1,,2,1,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
61,48,2,4,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,2000,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
60,51,2,2,1,1,,,,0,,,,,,,,1,0,0,1,,2,1,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
61,37,4,2,1,1,,,,0,,,,,,,,1,0,0,1,,2,1,1990,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
13,43,7,3,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
30,69,3,3,1,1,,,,1,,,,,,,,0,1,0,0,,1,0,3000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
58,55,2,4,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS
60,41,1,5,1,1,,,,0,,,,,,,,0,0,1,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
63,49,2,6,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,3500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
30,72,6,-,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
31,14,7,3,1,1,,,,1,,,,,,,,0,0,0,0,,1,0,4000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
58,01,5,1,2,1,,,,0,,,,,,,,1,0,0,0,,3,0.5,3900,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD
30,73,5,4,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
30,60,4,2,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,4000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
30,69,4,4,1,1,,,,0,,,,,,,,0,0,0,1,,1,0,3783,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
58,55,6,3,1,1,,,,0,,,,,,,,0,1,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KS
12,05,2,6,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,4500,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
30,67,2,6,1,1,,,,0,,,,,,,,1,1,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
11,27,2,6,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,8400,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
12,43,4,4,1,1,,,,0,,,,,,,,0,1,0,0,,2,1,0,1952,,0,0,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
31,44,2,3,1,1,,,,1,,,,,,,,0,0,0,0,,1,0,30000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
30,53,4,3,1,1,,,,1,,,,,,,,1,0,0,1,,1,0,3500,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
63,65,4,3,1,1,,,,0,,,,,,,,0,1,0,0,,2,1,2700,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
12,05,3,2,1,1,,,,0,,,,,,,,0,1,0,0,,2,1,0,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
29,32,3,2,1,1,,,,0,,,,,,,,1,1,0,1,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,72,2,2,1,1,,,,1,,,,,,,,0,0,1,0,,2,1,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,71,2,3,1,1,,,,0,,,,,,,,1,1,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
58,22,2,1,2,1,,,,1,,,,,,,,1,0,0,1,,2,1,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,71,4,2,1,1,,,,0,,,,,,,,1,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
60,44,3,4,1,1,,,,0,,,,,,,,1,0,0,0,,3,0.5,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
61,58,3,2,1,1,,,,0,,,,,,,,0,0,1,0,,3,0.5,2930,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
31,15,4,3,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,3553,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
63,58,7,3,1,1,,,,1,,,,,,,,0,0,0,1,,3,0.5,3750,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
31,13,3,3,1,1,,,,0,,,,,,,,0,0,0,1,,2,1,4100,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
30,75,2,-,-,1,,,,0,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
11,71,2,5,1,1,,,,0,,,,,,,,0,0,0,0,,1,0,0,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
31,05,2,4,1,1,,,,1,,,,,,,,0,0,0,0,,2,1,5800,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
12,14,3,1,2,1,,,,0,,,,,,,,1,0,0,0,,2,1,2000,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
61,58,5,3,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,12000,1952,,0,0,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OK
60,72,3,2,1,1,,,,0,,,,,,,,1,0,0,0,,1,0,0,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
58,10,5,3,1,1,,,,0,,,,,,,,0,0,0,0,,2,1,0,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
9,18,2,6,1,2,,,,0,,,,,,,,0,0,1,0,,1,0,1100,1952,,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
31,44,3,1,1,1,,,,1,,,,,,,,0,1,0,0,,2,1,0,1952,,0,0,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
31,17,6,2,1,1,,,,1,,,,,,,,0,0,0,1,,3,0.5,4500,1952,,0,0,,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
