weight,psu2,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,refrigerator,washing_machine,radio,cook_stove,durable_price,payment_method,credit_use,income,year,loc_type,refrigerator_credit_use,radio_credit_use,freezer,television,television_credit_use,washing_machine_credit_use,dishwasher,clothes_dryer,credit_good,age_category2,cook_stove_credit_use,item_code1,item_code2,item_code3,item_code4,item_code5,item_code6,item_code_a1,item_code_a2,item_code_a3,code_string,code_a_string,psu,age,air_conditioner,sewing_machine,psu3,bw_television,color_television,bw_television_credit_use,bw_television_price,color_television_credit_use,color_television_price,refrigerator_price,washing_machine_price,cook_stove_price,clothes_dryer_credit_use,clothes_dryer_price,dishwasher_credit_use,dishwasher_price,air_conditioner_credit_use,air_conditioner_price,state
28,68,4,,1,1,,,,1,,,,,,,,0,1,0,0,479,,1,27470,1957,,0,,0,0,0,1,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,70,4,,1,1,,,,0,,,,,,,,1,1,0,1,0,,1,5760,1957,,1,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,53,2,,1,1,,,,1,,,,,,,,0,1,0,0,538,,0,4422,1957,,0,,0,1,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
16,53,5,,1,1,,,,1,,,,,,,,0,1,0,0,390,,0,7500,1957,,0,,0,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
16,90,2,,1,1,,,,1,,,,,,,,0,0,0,0,206,,0,13637,1957,,0,,0,0,0,0,0,1,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC
29,89,1,,1,2,,,,0,,,,,,,,0,0,0,0,300,,0,1575,1957,,0,,1,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
29,89,6,,1,1,,,,1,,,,,,,,0,0,0,0,637,,0,5904,1957,,0,,1,0,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VA
16,33,2,,1,1,,,,1,,,,,,,,0,1,0,0,460,,0,9140,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
16,52,2,,1,1,,,,0,,,,,,,,0,0,0,1,1380,,0,4700,1957,,0,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
16,52,5,,1,1,,,,0,,,,,,,,0,0,0,1,549,,0,5000,1957,,0,,0,1,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
29,50,5,,1,1,,,,0,,,,,,,,0,0,0,0,200,,0,4400,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
18,47,2,,1,1,,,,0,,,,,,,,0,0,0,0,227,,0,13505,1957,,0,,0,1,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WA
29,58,4,,1,1,,,,0,,,,,,,,0,0,0,0,395,,0.5,6150,1957,,0,,1,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
54,79,9,,1,1,,,,0,,,,,,,,0,0,0,0,100,,1,1600,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
54,54,4,,1,1,,,,1,,,,,,,,0,1,0,0,185,,1,6000,1957,,0,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
29,39,5,,1,1,,,,0,,,,,,,,0,1,0,0,298,,1,3600,1957,,0,,0,0,0,1,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
29,69,2,,1,1,,,,0,,,,,,,,0,1,0,0,119,,0,3700,1957,,0,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
59,70,2,,1,1,,,,1,,,,,,,,0,0,0,0,200,,0,30000,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,68,7,,1,1,,,,1,,,,,,,,0,0,0,0,133,,0,7566,1957,,0,,0,1,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,68,4,,1,1,,,,1,,,,,,,,1,1,0,1,1000,,1,5498,1957,,1,,0,0,0,1,0,1,,-,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,68,3,,1,1,,,,1,,,,,,,,1,0,0,1,1449,,1,6860,1957,,1,,0,1,1,0,0,0,,7,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
29,68,3,,1,1,,,,1,,,,,,,,1,0,0,1,1130,,0,4000,1957,,0,,0,1,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
16,90,5,,1,1,,,,1,,,,,,,,1,0,0,0,200,,1,6850,1957,,1,,0,0,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NC
29,68,3,,1,1,,,,1,,,,,,,,1,1,0,1,800,,0,7400,1957,,0,,0,0,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
14,42,4,,1,1,,,,0,,,,,,,,0,0,0,0,139,,1,4393,1957,,0,,0,0,0,0,0,1,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
14,42,4,,1,1,,,,1,,,,,,,,1,1,0,0,875,,1,3523,1957,,1,,0,0,0,1,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
29,52,4,,1,1,,,,1,,,,,,,,0,0,0,0,219,,1,3125,1957,,0,,0,0,0,0,0,1,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
38,-7,5,,1,1,,,,0,,,,,,,,0,0,0,0,620,,1,4200,1957,,0,,1,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
16,13,1,,1,1,,,,0,,,,,,,,0,0,1,0,280,,0,3600,1957,,0,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,34,2,,1,1,,,,0,,,,,,,,0,0,0,0,190,,0,4025,1957,,0,,0,0,0,0,0,1,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
29,55,1,,1,1,,,,1,,,,,,,,0,1,0,0,25,,0,2184,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SD
30,37,1,,1,1,,,,1,,,,,,,,0,1,0,0,354,,1,7741,1957,,0,,0,0,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,34,5,,1,1,,,,1,,,,,,,,0,0,0,0,210,,0,4825,1957,,0,,0,0,0,0,0,1,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
16,49,4,,1,1,,,,0,,,,,,,,1,0,0,0,887,,0,9728,1957,,0,,0,0,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SC
29,14,2,,1,1,,,,0,,,,,,,,0,0,0,0,650,,0,10805,1957,,0,,1,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
34,17,1,,1,2,,,,0,,,,,,,,0,1,0,0,1005,,1,3200,1957,,0,,0,0,0,1,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
29,22,2,,1,1,,,,1,,,,,,,,1,0,1,0,209,,0,6045,1957,,0,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
34,22,1,,1,1,,,,1,,,,,,,,0,0,1,0,35,,0,1248,1957,,0,,0,0,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
54,04,5,,1,1,,,,1,,,,,,,,0,1,0,0,169,,0,6500,1957,,0,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
59,64,2,,1,1,,,,0,,,,,,,,0,0,0,0,280,,0,1200,1957,,0,,0,1,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
34,04,1,,1,1,,,,0,,,,,,,,0,0,0,1,671,,0,3910,1957,,0,,0,1,1,0,0,0,,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
58,12,3,,1,1,,,,1,,,,,,,,0,0,1,0,683,,0,5380,1957,,0,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
29,84,2,,1,1,,,,0,,,,,,,,0,0,0,1,340,,0,2585,1957,,0,,0,1,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NE
54,04,3,,1,1,,,,1,,,,,,,,0,0,0,0,232,,0,5500,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
14,-4,1,,1,1,,,,0,,,,,,,,0,0,0,1,360,,0,15250,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
60,-2,1,,1,1,,,,1,,,,,,,,0,1,0,0,25,,0,4960,1957,,0,,0,0,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
28,33,2,,1,1,,,,0,,,,,,,,1,0,0,0,425,,1,4287,1957,,1,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
28,58,5,,1,1,,,,0,,,,,,,,0,0,0,1,85,,0,5000,1957,,0,,1,0,0,0,0,0,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
29,17,4,,1,1,,,,1,,,,,,,,1,0,0,1,150,,0,9300,1957,,0,,0,0,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
28,33,2,,2,1,,,,1,,,,,,,,0,0,0,0,130,,1,5314,1957,,0,,0,1,1,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
54,60,1,,2,2,,,,0,,,,,,,,1,0,0,0,275,,1,800,1957,,1,,0,0,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA
54,88,2,,1,1,,,,0,,,,,,,,0,0,0,0,300,,0,1325,1957,,0,,1,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
28,65,4,,1,1,,,,0,,,,,,,,0,1,0,0,50,,0,4155,1957,,0,,0,0,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
55,65,3,,1,1,,,,0,,,,,,,,0,0,0,0,245,,0,6290,1957,,0,,0,1,1,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
31,51,3,,1,1,,,,1,,,,,,,,0,1,0,0,500,,0,7700,1957,,0,,0,0,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
16,33,2,,1,1,,,,1,,,,,,,,1,0,0,1,939,,0.5,9514,1957,,1,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
18,36,2,,1,1,,,,0,,,,,,,,0,1,1,0,607,,0,15550,1957,,0,,0,0,0,0,0,1,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
58,13,4,,1,1,,,,1,,,,,,,,0,0,0,0,70,,0,3443,1957,,0,,0,1,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
28,66,2,,1,1,,,,0,,,,,,,,0,1,0,0,65,,0,4000,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
29,11,1,,1,2,,,,0,,,,,,,,0,1,0,0,624,,0,4770,1957,,0,,0,0,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
14,05,2,,1,1,,,,0,,,,,,,,0,1,0,0,80,,0,5835,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
14,42,2,,1,1,,,,0,,,,,,,,0,1,0,0,447,,0,2940,1957,,0,,0,1,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
30,34,3,,1,2,,,,0,,,,,,,,1,0,0,0,300,,0,4320,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MN
28,52,3,,1,2,,,,0,,,,,,,,1,0,0,1,724,,0,5126,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
54,40,4,,1,1,,,,0,,,,,,,,0,0,0,0,240,,1,4000,1957,,0,,0,1,1,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
18,39,3,,1,1,,,,1,,,,,,,,1,1,0,1,1525,,0,41390,1957,,0,,0,1,0,0,0,1,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
60,04,1,,1,2,,,,1,,,,,,,,0,1,0,0,385,,0,4167,1957,,0,,0,1,1,1,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
56,02,2,,-,2,,,,0,,,,,,,,0,0,0,1,149,,0,2495,1957,,0,,0,0,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
60,40,1,,1,2,,,,0,,,,,,,,0,0,0,0,340,,1,4620,1957,,0,,0,1,1,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AL
14,01,3,,1,1,,,,1,,,,,,,,0,1,0,0,358,,1,4200,1957,,0,,0,0,0,1,0,1,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
14,-1,2,,1,1,,,,0,,,,,,,,0,0,0,0,200,,0,6340,1957,,0,,0,1,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
19,24,1,,1,2,,,,1,,,,,,,,0,0,1,0,30,,0,1600,1957,,0,,0,0,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
30,38,5,,1,1,,,,1,,,,,,,,1,0,0,0,100,,0,7650,1957,,0,,0,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
29,39,5,,1,1,,,,1,,,,,,,,0,0,0,1,538,,1,7960,1957,,0,,0,1,1,0,0,0,,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
16,39,3,,1,1,,,,1,,,,,,,,0,0,0,0,639,,0,18500,1957,,0,,0,1,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
31,66,1,,1,1,,,,0,,,,,,,,0,0,0,0,125,,0,2884,1957,,0,,0,1,1,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
54,04,5,,1,1,,,,1,,,,,,,,0,0,0,0,380,,0.5,8100,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
29,39,4,,1,1,,,,0,,,,,,,,1,0,0,0,650,,0,8320,1957,,0,,1,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
32,-1,4,,1,1,,,,0,,,,,,,,0,0,0,0,190,,0,7100,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
59,64,1,,1,1,,,,0,,,,,,,,0,0,0,0,310,,0,900,1957,,0,,0,1,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
31,44,3,,1,1,,,,1,,,,,,,,0,1,0,0,900,,0,5100,1957,,0,,0,1,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
60,44,1,,1,2,,,,1,,,,,,,,0,0,0,0,279,,1,2500,1957,,0,,0,0,0,0,0,1,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
58,12,4,,1,1,,,,1,,,,,,,,0,0,0,0,380,,1,4800,1957,,0,,0,1,1,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
28,41,2,,1,1,,,,0,,,,,,,,0,0,0,1,300,,0,1796,1957,,0,,0,0,0,0,0,0,,&,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
34,22,3,,1,1,,,,1,,,,,,,,0,1,0,0,222,,1,5400,1957,,0,,0,0,0,1,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
27,87,3,,1,1,,,,1,,,,,,,,0,0,0,0,1115,,0,7210,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID
31,76,4,,1,1,,,,0,,,,,,,,0,1,0,0,175,,0,3250,1957,,0,,0,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WI
59,38,1,,1,2,,,,0,,,,,,,,0,1,0,0,85,,0,900,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
29,69,2,,1,1,,,,1,,,,,,,,0,1,0,0,60,,0,4003,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
29,42,2,,1,1,,,,1,,,,,,,,0,0,0,0,1105,,0,9025,1957,,0,,0,1,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
28,41,4,,1,1,,,,1,,,,,,,,0,1,0,0,150,,0,8273,1957,,0,,0,0,0,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
19,87,1,,1,1,,,,1,,,,,,,,0,0,0,0,331,,1,3600,1957,,0,,0,1,1,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ID
31,56,3,,1,2,,,,1,,,,,,,,0,0,0,0,110,,0,2470,1957,,0,,0,1,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
29,22,2,,1,1,,,,0,,,,,,,,0,1,0,0,225,,1,2430,1957,,0,,0,0,0,1,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
29,26,4,,1,1,,,,0,,,,,,,,0,1,0,0,265,,0,8500,1957,,0,,0,0,0,0,0,0,,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MO
58,21,2,,1,1,,,,0,,,,,,,,1,0,0,0,350,,0,4128,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MA
19,51,2,,1,1,,,,1,,,,,,,,0,0,1,0,250,,0,6960,1957,,0,,0,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
29,50,5,,1,1,,,,0,,,,,,,,0,0,0,0,399,,0.5,6000,1957,,0,,0,1,1,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
16,53,2,,1,2,,,,1,,,,,,,,0,0,0,0,240,,1,2650,1957,,0,,0,1,1,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
14,-1,7,,1,1,,,,0,,,,,,,,0,0,0,1,269,,0,6785,1957,,0,,0,0,0,0,0,0,,-,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
29,39,9,,1,1,,,,0,,,,,,,,1,0,0,0,300,,0,3600,1957,,0,,0,0,0,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
59,68,2,,2,1,,,,0,,,,,,,,1,0,0,0,539,,1,3044,1957,,1,,0,1,1,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
59,68,2,,2,1,,,,1,,,,,,,,0,0,1,1,980,,1,2804,1957,,0,,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
54,54,2,,1,1,,,,0,,,,,,,,0,0,0,1,405,,1,3967,1957,,0,,0,1,1,0,0,0,,9,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
14,42,2,,1,1,,,,1,,,,,,,,0,0,0,0,600,,0,8770,1957,,0,,0,0,0,0,0,1,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
54,88,4,,1,1,,,,1,,,,,,,,0,0,0,0,288,,1,6649,1957,,0,,1,0,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GA
19,53,1,,1,1,,,,0,,,,,,,,0,0,0,0,250,,0,3000,1957,,0,,0,1,0,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
31,50,3,,1,1,,,,0,,,,,,,,0,0,1,0,29,,1,2500,1957,,0,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
31,50,3,,1,2,,,,1,,,,,,,,1,1,0,0,1205,,0,200,1957,,0,,0,1,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
31,45,2,,1,1,,,,1,,,,,,,,0,0,0,0,655,,1,4650,1957,,0,,0,1,1,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
34,22,4,,1,1,,,,0,,,,,,,,0,0,0,0,280,,1,6207,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
59,60,1,,1,2,,,,1,,,,,,,,0,0,1,0,150,,0.5,2562,1957,,0,,0,0,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA
16,36,2,,1,1,,,,1,,,,,,,,0,1,1,0,1400,,0,46000,1957,,0,,0,0,0,0,0,0,,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OH
28,45,3,,1,1,,,,0,,,,,,,,0,1,0,0,179,,1,3900,1957,,0,,0,0,0,1,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IA
30,04,2,,1,1,,,,0,,,,,,,,0,0,0,0,480,,1,6240,1957,,0,,0,1,1,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MI
14,-4,2,,1,1,,,,1,,,,,,,,0,0,0,1,450,,0,11000,1957,,0,,0,0,0,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IL
14,02,4,,1,1,,,,0,,,,,,,,0,0,0,0,775,,0,20700,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
58,11,2,,1,1,,,,1,,,,,,,,0,0,0,0,130,,0,3049,1957,,0,,0,1,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
60,11,2,,1,2,,,,1,,,,,,,,0,0,1,0,130,,0,4610,1957,,0,,0,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
59,69,1,,1,1,,,,1,,,,,,,,0,0,0,1,235,,1,4800,1957,,0,,0,0,0,0,0,0,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TX
27,98,2,,1,2,,,,0,,,,,,,,0,1,0,0,1400,,0,4642,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
31,98,4,,1,1,,,,0,,,,,,,,0,0,0,0,700,,0,4656,1957,,0,,0,1,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TN
29,39,2,,1,1,,,,1,,,,,,,,0,1,0,0,0,,0,5456,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
54,67,2,,1,1,,,,0,,,,,,,,0,0,0,1,200,,1,5378,1957,,0,,0,0,0,0,0,0,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
59,67,4,,1,1,,,,1,,,,,,,,0,0,0,0,1400,,1,5139,1957,,0,,0,1,1,0,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,79,2,,1,1,,,,0,,,,,,,,0,0,0,0,200,,0,2440,1957,,0,,0,1,0,0,0,0,,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AR
29,68,2,,1,1,,,,1,,,,,,,,0,0,0,0,200,,1,7170,1957,,0,,0,1,1,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL
31,53,3,,1,1,,,,1,,,,,,,,0,1,0,0,150,,0,3300,1957,,0,,0,0,0,0,0,0,,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
14,-2,5,,1,1,,,,0,,,,,,,,0,0,0,0,100,,0,30100,1957,,0,,0,1,0,0,0,0,,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
29,19,2,,-,1,,,,0,,,,,,,,1,0,0,0,275,,0,1974,1957,,0,,0,0,0,0,0,0,,&,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MD
31,50,1,,1,2,,,,1,,,,,,,,0,0,0,0,572,,0,1426,1957,,0,,0,1,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,KY
16,77,7,,1,1,,,,1,,,,,,,,1,0,0,0,90,,0,7890,1957,,0,,0,0,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NM
28,67,1,,1,2,,,,0,,,,,,,,0,0,0,0,624,,1,4035,1957,,0,,0,1,1,0,0,0,,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
31,52,4,,1,1,,,,0,,,,,,,,0,1,0,0,570,,1,6045,1957,,0,,0,0,0,1,0,0,,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
30,-1,2,,1,1,,,,0,,,,,,,,0,1,0,0,285,,1,4680,1957,,0,,0,0,0,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NY
28,67,3,,1,1,,,,0,,,,,,,,1,0,0,1,760,,1,3985,1957,,1,,0,0,0,0,0,0,,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CA
59,33,2,,1,1,,,,0,,,,,,,,0,0,0,0,70,,0,4800,1957,,0,,0,1,0,0,0,0,,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CT
16,53,4,,1,1,,,,0,,,,,,,,0,0,0,1,200,,1,7800,1957,,0,,0,0,0,0,0,0,,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NJ
34,22,1,,1,1,,,,1,,,,,,,,0,0,1,0,80,,0,3160,1957,,0,,0,0,0,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PA
