weight,loc_code,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,income,year
493,66,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,4000,1947
493,66,2,2,1,1,200,100,0,-1,500,225,0,0,0,0,,3800,1947
457,69,5,4,1,1,0,0,300,0,0,0,0,400,320,0,Furniture,3200,1947
398,70,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,400,1947
239,75,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,4700,1947
398,75,6,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2100,1947
398,75,4,3,1,1,0,0,0,0,0,0,0,500,0,0,Radio,2600,1947
398,70,8,4,2,1,0,0,0,1,0,0,0,0,0,0,,600,1947
493,12,4,3,1,2,0,0,0,0,0,0,0,0,0,0,,2800,1947
493,12,2,2,1,1,0,0,0,0,0,0,0,80,0,0,Furniture,3980,1947
493,12,3,4,1,2,0,0,0,-1,0,0,0,0,0,0,,2100,1947
493,12,1,4,1,2,0,0,100,0,0,0,0,0,0,0,,2300,1947
143,13,4,3,1,1,0,0,0,-1,400,0,0,0,0,0,,5500,1947
493,13,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,2100,1947
239,13,1,3,-,2,0,0,0,1,2200,0,0,0,0,0,,9300,1947
143,13,2,4,1,1,0,0,0,1,3000,0,0,0,0,0,,15000,1947
493,13,3,3,1,1,0,0,0,1,0,0,0,30,0,0,Refrigerator,4700,1947
143,20,3,-,1,1,0,0,0,-1,0,0,0,110,0,0,Radio,4500,1947
143,20,5,-,1,1,0,0,0,-1,0,0,0,0,0,0,,7900,1947
143,20,3,-,1,1,0,0,0,0,0,0,0,0,0,0,,10000,1947
398,31,6,3,1,1,200,0,0,0,0,0,0,0,0,0,,400,1947
457,42,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,2600,1947
398,31,6,5,1,1,0,0,0,-1,0,0,0,0,0,0,,1990,1947
457,42,6,2,1,1,150,0,0,1,0,0,0,0,0,0,,3720,1947
202,37,2,4,1,1,0,0,0,-1,0,0,0,30,0,0,Radio,700,1947
239,37,1,4,1,2,0,0,0,1,0,0,0,60,0,0,Other,2000,1947
202,37,1,2,1,1,0,100,0,1,0,0,0,0,0,0,,1800,1947
202,37,7,3,1,2,150,0,100,0,0,0,0,100,80,0,Washing machine,2800,1947
239,41,4,2,1,1,0,0,300,1,1700,255,0,3500,0,0,Furniture,7600,1947
202,41,2,3,1,1,0,0,0,0,600,0,0,900,720,0,Furniture,2700,1947
398,31,4,2,1,1,400,0,0,1,0,0,0,50,0,0,Radio,1800,1947
398,31,2,4,1,2,0,0,100,0,0,0,0,0,0,0,,300,1947
398,31,2,1,1,1,0,0,0,1,0,0,0,10,0,0,Other,600,1947
398,31,6,2,1,1,0,0,0,0,0,0,0,150,67.5,0,Refrigerator,1200,1947
398,31,5,5,1,2,0,0,0,-1,0,0,0,0,0,0,,200,1947
398,31,1,4,1,2,0,0,100,1,0,0,0,140,21,0,Furniture,600,1947
493,46,5,3,1,1,0,0,0,1,0,0,0,0,0,0,,3600,1947
493,46,2,5,2,2,0,0,0,-1,0,0,0,0,0,0,,600,1947
493,46,2,4,2,1,0,0,0,0,0,0,0,150,0,0,Radio,1600,1947
457,63,4,2,1,1,150,0,0,0,0,0,0,0,0,0,,2500,1947
239,63,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,4000,1947
398,53,5,4,1,1,0,0,0,0,0,0,0,0,0,0,,1800,1947
493,60,3,2,1,1,100,0,300,0,0,0,0,600,480,0,Furniture,3700,1947
493,60,2,5,2,1,0,0,0,0,0,0,0,0,0,0,,980,1947
493,60,3,2,2,2,0,0,100,1,0,0,0,150,120,0,Other,2000,1947
493,60,6,3,1,2,100,0,0,-1,0,0,0,0,0,0,,2500,1947
493,60,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,4000,1947
493,60,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,2200,1947
493,60,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,2200,1947
493,60,5,2,1,2,100,0,0,-1,0,0,0,10,0,0,Washing machine,2100,1947
493,60,1,4,1,2,0,0,0,1,0,0,0,0,0,0,,2600,1947
457,43,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,-2370,1947
493,57,3,2,1,2,0,0,0,-1,0,0,0,0,0,0,,3200,1947
493,55,4,4,1,1,230,100,100,1,0,0,0,0,0,0,,3100,1947
143,56,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,12000,1947
124,56,6,3,1,1,0,0,0,-1,0,0,0,550,0,0,Washing machine,3800,1947
493,55,7,3,1,1,0,0,0,1,0,0,0,0,0,0,,4000,1947
493,55,6,2,1,1,0,0,0,-1,0,0,0,0,0,0,,5200,1947
457,51,2,4,2,1,0,0,300,1,0,0,0,110,88,0,Furniture,2300,1947
605,51,1,3,2,1,0,0,0,-1,0,0,0,0,0,0,,900,1947
457,51,4,5,2,1,0,0,0,0,0,0,0,0,0,0,,700,1947
239,51,1,-,1,2,500,100,0,1,2000,0,0,0,0,0,,4100,1947
239,57,4,2,1,2,150,0,0,-1,0,0,0,0,0,0,,2400,1947
239,57,3,3,1,2,0,0,0,0,1800,0,0,120,0,0,Radio,4100,1947
398,52,8,3,1,1,0,0,0,1,0,0,0,0,0,0,,800,1947
398,52,6,3,1,1,0,0,0,1,0,0,0,0,0,0,,1900,1947
398,52,3,3,2,2,0,0,0,1,0,0,0,30,24,0,Other,1800,1947
493,59,2,2,1,1,0,0,0,-1,0,0,0,50,0,0,Radio,900,1947
493,55,5,2,1,1,0,0,0,1,0,0,0,0,0,0,,4100,1947
493,59,4,3,1,1,0,0,0,0,0,0,0,0,0,0,,3000,1947
605,59,2,1,1,1,0,0,0,1,0,0,0,150,0,0,Radio,3700,1947
457,58,2,3,1,2,0,0,0,0,0,0,0,0,0,0,,500,1947
124,56,4,4,1,1,0,0,0,1,0,0,0,400,0,0,Furniture,4100,1947
239,50,2,5,1,2,0,0,0,0,0,0,0,0,0,0,,300,1947
239,50,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,600,1947
239,54,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,400,1947
239,50,1,4,1,2,0,0,0,-1,0,0,0,30,0,0,Radio,400,1947
398,53,3,2,1,1,0,0,0,1,0,0,0,1200,0,0,Refrigerator,3400,1947
239,70,1,5,1,2,0,0,0,0,0,0,0,0,0,0,,1400,1947
457,70,8,2,1,1,0,0,0,0,0,0,0,0,0,0,,2600,1947
457,69,3,2,1,1,0,0,0,-1,0,0,0,0,0,0,,1800,1947
457,69,4,3,1,2,0,0,100,1,0,0,0,60,48,0,Other,4500,1947
239,72,4,4,1,2,0,0,0,-1,0,0,0,0,0,0,,2400,1947
398,79,4,2,1,1,0,0,100,0,0,0,0,230,184,0,Furniture,4000,1947
398,72,2,-,1,1,0,0,0,1,0,0,0,0,0,0,,1900,1947
398,74,5,3,1,2,0,0,0,-1,0,0,0,60,0,0,Radio,0,1947
398,74,3,3,1,1,0,0,0,-1,0,0,0,0,0,0,,4000,1947
239,77,2,4,1,2,0,0,0,-1,0,0,0,0,0,0,,4500,1947
398,75,4,4,1,1,0,0,0,-1,0,0,0,0,0,0,,1500,1947
239,83,3,5,1,1,0,0,0,0,0,0,0,0,0,0,,1000,1947
239,70,2,-,-,-,0,0,0,1,0,0,0,1000,0,0,Refrigerator,4600,1947
398,79,4,2,1,1,0,0,300,-1,0,0,0,1600,1280,0,Furniture,2800,1947
239,22,1,4,1,2,0,0,0,1,0,0,0,80,36,0,Radio,2700,1947
493,14,2,4,1,2,0,0,0,-1,0,0,0,0,0,0,,700,1947
239,13,2,2,1,2,0,0,0,-1,0,0,0,330,0,0,Furniture,3500,1947
493,13,2,3,1,2,0,0,0,-1,0,0,0,0,0,0,,2700,1947
239,13,4,2,1,1,0,0,0,1,700,315,0,150,0,0,Radio,3400,1947
143,13,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,3500,1947
493,17,4,4,1,1,,0,0,0,0,0,0,0,0,0,,30000,1947
493,17,3,2,1,1,0,0,0,1,400,0,0,150,0,0,Washing machine,3900,1947
493,17,2,2,1,1,0,0,0,1,0,0,0,0,0,0,,3000,1947
143,17,3,2,1,1,0,0,750,0,0,0,0,1600,1280,0,Furniture,5000,1947
493,17,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,1500,1947
493,17,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,1500,1947
493,17,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,2700,1947
239,17,2,2,1,1,100,0,100,0,0,0,0,360,0,0,Radio,3600,1947
124,17,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,3000,1947
493,17,4,3,1,1,0,0,100,-1,0,0,0,90,72,0,Other,3000,1947
239,17,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,1100,1947
493,17,1,3,2,2,0,0,100,0,0,0,0,0,0,0,,1300,1947
493,17,3,2,1,1,0,0,100,0,0,0,0,0,0,0,,2000,1947
239,42,4,3,1,1,0,0,0,1,0,0,0,0,0,0,,6500,1947
457,37,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,5100,1947
457,37,1,5,1,2,0,0,0,-1,0,0,0,0,0,0,,500,1947
398,37,2,-,1,1,0,0,0,1,0,0,0,0,0,0,,4300,1947
239,40,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,1800,1947
239,44,2,3,1,1,0,0,0,1,0,0,0,0,0,0,Furniture,,1947
143,17,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,21400,1947
143,17,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,12000,1947
493,17,5,3,1,2,0,0,0,-1,0,0,0,0,0,0,,3700,1947
143,17,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,16000,1947
143,17,2,3,1,1,0,700,0,1,1600,0,0,1000,0,0,Furniture,8100,1947
143,17,2,-,1,2,0,0,0,1,0,0,0,0,0,0,,2000,1947
239,17,2,3,1,1,0,0,750,1,1500,0,750,20,0,10,Other,4500,1947
143,17,1,2,1,1,3000,0,2500,1,0,0,0,0,0,0,,3100,1947
143,17,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,16000,1947
239,17,4,4,1,1,0,0,0,-1,0,0,0,0,0,0,,5000,1947
202,37,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,1600,1947
239,43,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,1000,1947
457,44,4,3,1,1,3500,0,0,1,0,0,0,260,0,0,Refrigerator,4700,1947
457,35,4,2,1,1,0,0,0,0,0,0,0,40,0,0,Radio,960,1947
457,44,2,4,1,1,0,500,0,1,0,0,0,0,0,0,,3000,1947
457,43,2,4,1,2,0,0,0,0,0,0,0,0,0,0,,1200,1947
457,43,6,4,1,1,0,0,0,0,0,0,0,0,0,0,,1100,1947
457,43,4,3,1,1,0,0,0,0,0,0,0,600,0,0,Refrigerator,4200,1947
457,43,5,2,1,1,1000,0,0,1,0,0,0,0,0,0,,1700,1947
457,43,1,5,1,2,0,0,0,1,0,0,0,0,0,0,,500,1947
457,44,3,2,1,1,0,0,0,0,0,0,0,200,0,0,Radio,2300,1947
457,44,2,4,1,1,3000,0,1500,1,0,0,0,0,0,0,,4800,1947
398,37,1,4,1,1,0,0,0,0,0,0,0,0,0,0,,16400,1947
398,37,3,2,1,1,0,1000,0,-1,0,0,0,350,0,0,Other,3200,1947
239,41,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,600,1947
202,41,2,2,1,1,0,0,100,-1,0,0,0,1200,0,0,Furniture,1200,1947
239,33,2,1,1,1,0,0,0,0,500,225,0,0,0,0,,2000,1947
239,33,2,4,1,2,1200,0,750,0,0,0,0,0,0,0,,3400,1947
239,33,2,4,1,2,100,0,0,-1,0,0,0,0,0,0,,3600,1947
239,33,4,2,1,2,650,0,300,-1,300,0,300,350,0,350,Furniture,3500,1947
239,62,4,2,1,2,0,0,100,0,0,0,0,110,0,0,Radio,4400,1947
457,62,4,2,1,1,500,0,300,-1,200,0,0,610,0,0,Furniture,3000,1947
239,51,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,1800,1947
398,51,7,3,2,2,600,0,750,-1,0,0,0,0,0,0,,400,1947
398,51,4,3,2,1,200,0,100,-1,0,0,0,0,0,0,,1200,1947
239,51,4,2,2,1,0,0,300,-1,1100,880,0,0,0,0,,1900,1947
457,51,2,5,1,1,0,400,100,0,0,0,0,200,160,0,Furniture,2500,1947
493,46,2,5,1,2,0,0,0,0,0,0,0,70,56,0,Other,1700,1947
493,46,4,4,2,1,0,100,0,-1,0,0,0,0,0,0,,400,1947
493,46,1,3,2,2,0,0,0,1,0,0,0,0,0,0,,800,1947
457,51,4,3,2,1,0,0,0,-1,0,0,0,0,0,0,,900,1947
239,51,1,4,2,2,0,0,100,0,0,0,0,300,240,0,Refrigerator,300,1947
493,46,4,3,2,1,430,0,300,1,0,0,0,350,157.5,0,Furniture,3300,1947
398,53,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,500,1947
124,18,4,4,1,1,0,400,0,1,0,0,0,0,0,0,,7600,1947
398,53,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,700,1947
457,50,4,4,1,1,0,0,750,0,0,0,0,240,0,0,Other,1100,1947
457,50,4,3,1,1,600,0,0,1,400,0,0,0,0,0,,3200,1947
457,50,2,1,1,1,170,0,0,0,0,0,0,0,0,0,,1200,1947
457,50,6,2,1,1,1400,0,300,1,0,0,0,0,0,0,,2100,1947
239,62,1,5,1,2,0,0,0,-1,0,0,0,0,0,0,,500,1947
331,62,1,5,1,2,0,0,0,0,0,0,0,0,0,0,,200,1947
202,62,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,1200,1947
457,62,3,2,1,1,700,0,0,0,0,0,0,70,0,0,Washing machine,1500,1947
457,62,3,5,1,1,0,400,0,1,0,0,0,0,0,0,Furniture,2300,1947
239,58,6,4,1,1,0,0,0,0,0,0,0,0,0,0,,500,1947
457,50,4,4,1,1,0,0,0,0,0,0,0,0,0,0,Radio,800,1947
457,50,4,4,1,1,200,0,300,1,0,0,0,0,0,0,Radio,1800,1947
457,50,3,4,1,1,0,0,0,0,0,0,0,150,0,0,Furniture,1600,1947
457,50,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,500,1947
457,50,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,2200,1947
398,54,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,400,1947
239,72,4,2,-,-,0,0,0,0,0,0,0,30,13.5,0,Radio,1900,1947
124,69,4,3,1,1,0,0,0,0,0,0,0,0,0,0,,2600,1947
398,75,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,4100,1947
398,75,4,5,1,1,0,0,0,1,0,0,0,180,0,0,Radio,2000,1947
398,75,2,4,1,1,900,0,0,1,0,0,0,0,0,0,,1000,1947
398,74,1,5,1,1,0,0,0,-1,0,0,0,0,0,0,,100,1947
457,64,2,4,1,1,3000,0,2500,-1,1200,0,0,500,225,0,Refrigerator,3000,1947
457,64,2,5,1,1,0,0,0,-1,1400,0,0,0,0,0,,1600,1947
457,64,2,2,1,1,500,600,300,1,0,0,0,900,405,0,Furniture,4400,1947
457,64,4,3,1,1,0,0,0,1,1300,0,0,0,0,0,,3300,1947
457,64,4,2,1,1,0,0,0,1,0,0,0,220,0,0,Furniture,3400,1947
398,70,4,5,2,1,250,0,100,1,300,0,0,150,0,0,Furniture,1200,1947
398,78,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,500,1947
398,70,3,5,2,2,0,0,0,-1,0,0,0,0,0,0,,600,1947
398,80,7,3,1,1,130,0,0,1,0,0,0,0,0,0,,1300,1947
124,15,4,3,1,2,0,0,0,-1,0,0,0,0,0,0,,5200,1947
493,12,1,4,1,1,0,0,0,-1,0,0,0,0,0,0,,1300,1947
493,12,7,3,1,1,0,0,0,1,0,0,0,0,0,0,,9700,1947
239,15,4,3,1,1,400,0,0,-1,0,0,0,0,0,0,,3400,1947
239,15,2,3,1,2,0,0,0,-1,0,0,0,0,0,0,,2300,1947
331,15,3,2,1,1,0,0,0,1,0,0,0,80,0,0,Furniture,4300,1947
493,16,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2500,1947
493,16,5,2,2,1,0,0,0,0,0,0,0,0,0,0,,4400,1947
239,14,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,4700,1947
239,14,4,3,1,2,0,0,0,0,0,0,0,0,0,0,,3000,1947
239,20,5,2,1,1,0,0,0,0,0,0,0,20,0,0,Radio,4200,1947
239,20,4,4,1,2,0,0,0,-1,0,0,0,10,0,0,Other,4600,1947
493,20,4,3,1,2,0,0,0,-1,0,0,0,0,0,0,Radio,4700,1947
493,17,4,3,1,2,0,0,0,-1,0,0,0,0,0,0,,2600,1947
493,17,3,2,1,1,0,0,0,1,0,0,0,190,0,0,Refrigerator,3900,1947
143,17,2,5,1,1,0,0,0,0,1900,0,0,0,0,0,,6000,1947
143,17,1,4,1,1,600,0,0,-1,0,0,0,0,0,0,,4800,1947
493,17,2,3,1,1,0,0,0,-1,0,0,0,0,0,0,,5000,1947
124,13,4,3,1,1,0,0,0,0,0,0,0,300,0,0,Furniture,3400,1947
143,17,4,4,1,1,0,0,0,0,2600,0,0,0,0,0,,15000,1947
143,17,4,3,1,1,0,0,0,-1,1700,0,0,0,0,0,,8500,1947
493,17,2,2,1,1,0,0,100,0,0,0,0,3000,450,0,Furniture,4100,1947
143,17,4,4,1,1,0,0,0,0,0,0,0,200,0,0,Radio,17600,1947
143,17,2,3,1,1,0,0,0,1,0,0,0,0,0,0,,15100,1947
239,17,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,2500,1947
493,17,4,2,1,1,0,0,0,-1,0,0,0,0,0,0,,1800,1947
143,17,2,3,1,1,0,0,300,-1,0,0,0,0,0,0,,8400,1947
239,17,2,4,-,1,0,0,0,-1,0,0,0,0,0,0,Radio,6900,1947
493,17,2,4,1,1,0,0,0,1,0,0,0,50,0,0,Radio,4700,1947
143,17,5,3,1,1,0,0,0,0,0,0,0,0,0,0,,7000,1947
239,17,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,4200,1947
493,34,2,5,1,1,0,0,0,1,0,0,0,50,0,0,Radio,1500,1947
493,34,2,1,1,2,0,0,0,1,0,0,0,0,0,0,,200,1947
239,36,2,2,1,1,0,0,0,-1,1800,0,0,0,0,0,,3500,1947
457,36,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,1700,1947
239,41,4,3,1,1,0,0,0,1,1500,0,0,1000,0,0,Washing machine,25000,1947
202,41,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,2400,1947
493,46,3,2,1,1,0,0,0,1,0,0,0,0,0,0,,6000,1947
202,32,3,2,1,2,0,0,0,0,0,0,0,170,0,0,Refrigerator,4600,1947
331,32,3,1,1,2,0,0,0,1,0,0,0,0,0,0,,1100,1947
202,32,2,4,2,1,0,0,0,-1,0,0,0,0,0,0,,1400,1947
239,41,3,2,1,1,0,0,0,1,700,0,0,2000,0,0,Furniture,2300,1947
239,41,1,4,1,2,0,0,0,1,0,0,0,0,0,0,,2990,1947
239,41,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,3800,1947
239,41,2,4,1,2,0,0,0,-1,0,0,0,0,0,0,,1200,1947
239,51,4,4,1,1,0,0,0,1,0,0,0,350,0,0,Furniture,6700,1947
239,51,2,3,1,1,0,0,100,-1,0,0,0,100,80,0,Other,3700,1947
239,51,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,500,1947
493,55,4,3,1,2,0,0,100,-1,0,0,0,500,400,0,Radio,1990,1947
493,55,2,2,1,1,0,0,0,1,0,0,0,650,292.5,0,Furniture,2500,1947
493,55,6,4,1,1,0,0,0,-1,0,0,0,0,0,0,,4300,1947
493,55,7,3,1,1,430,0,300,-1,0,0,0,0,0,0,,1700,1947
493,59,8,2,1,1,300,0,300,0,0,0,0,900,720,0,Radio,2500,1947
605,59,2,1,1,1,0,0,0,-1,0,0,0,150,0,0,Furniture,1970,1947
493,59,2,3,1,1,0,0,0,1,1500,0,0,0,0,0,,2400,1947
239,59,2,2,1,2,0,0,0,-1,0,0,0,0,0,0,,3200,1947
239,59,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,900,1947
493,59,1,2,1,2,0,0,0,1,0,0,0,0,0,0,,3000,1947
143,59,4,2,1,1,2200,0,0,1,0,0,0,0,0,0,Other,4100,1947
457,56,6,3,1,1,0,0,0,1,0,0,0,0,0,0,,1100,1947
239,52,5,2,1,1,0,0,0,-1,0,0,0,0,0,0,,600,1947
239,52,5,3,1,2,0,0,0,1,0,0,0,0,0,0,,3600,1947
331,52,1,5,1,2,0,0,0,0,0,0,0,0,0,0,,700,1947
239,52,1,5,1,2,0,0,0,-1,0,0,0,0,0,0,,100,1947
124,60,5,3,1,1,0,0,0,0,0,0,0,0,0,0,,13100,1947
143,60,5,3,1,1,650,1200,0,0,2000,0,0,2510,0,0,Furniture,13300,1947
124,60,4,3,1,2,0,0,0,1,0,0,0,0,0,0,,4300,1947
124,60,3,2,1,2,0,700,0,-1,0,0,0,200,0,0,Furniture,3800,1947
124,60,5,4,2,1,0,0,0,1,0,0,0,550,440,0,Furniture,3600,1947
124,60,3,4,2,1,0,0,0,0,0,0,0,0,0,0,,2200,1947
124,60,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,10700,1947
398,54,1,4,1,2,0,0,0,1,0,0,0,20,0,0,Radio,700,1947
493,60,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,3100,1947
493,60,4,3,1,1,0,0,0,1,0,0,0,0,0,0,,3200,1947
398,79,7,3,1,1,0,0,0,-1,0,0,0,0,0,0,,2400,1947
398,79,4,3,1,1,0,0,0,1,0,0,0,0,0,0,,400,1947
398,78,8,4,1,1,0,0,0,1,0,0,0,0,0,0,,2200,1947
239,82,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,5000,1947
457,82,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,1600,1947
239,74,2,5,1,1,50,0,0,-1,0,0,0,0,0,0,,400,1947
239,70,3,-,1,1,2000,0,2500,0,0,0,0,500,0,0,Other,1000,1947
457,64,2,4,1,2,0,0,100,-1,0,0,0,70,56,0,Furniture,1100,1947
457,64,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,1400,1947
457,64,4,4,1,1,100,200,0,0,0,0,0,0,0,0,,1400,1947
457,64,6,3,1,1,0,0,0,-1,0,0,0,0,0,0,,2800,1947
457,64,6,3,1,1,0,0,0,0,0,0,0,0,0,0,,2400,1947
457,64,3,3,1,1,0,100,0,0,0,0,0,0,0,0,,2300,1947
124,64,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,3600,1947
457,64,1,4,1,1,270,0,0,0,0,0,0,0,0,0,,1930,1947
398,72,4,2,1,1,0,0,0,1,400,0,0,50,0,0,Radio,700,1947
398,72,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,700,1947
239,83,2,4,2,1,0,0,0,0,0,0,0,0,0,0,,2000,1947
239,70,5,3,1,1,0,0,0,1,0,0,0,0,0,0,,4300,1947
398,70,4,2,1,1,0,0,0,1,0,0,0,30,13.5,0,Radio,1500,1947
239,66,2,2,1,1,0,0,0,1,700,0,0,0,0,0,,2400,1947
143,66,3,4,1,1,0,0,0,1,2500,0,0,0,0,0,,35000,1947
239,15,5,2,1,1,0,0,0,-1,0,0,0,0,0,0,,1800,1947
239,15,2,3,1,1,0,400,100,1,0,0,0,170,136,0,Furniture,4100,1947
239,15,3,3,1,1,0,0,100,1,1300,585,357.5,70,56,19.25,Other,5100,1947
239,12,2,3,1,1,0,0,0,-1,0,0,0,0,0,0,,3600,1947
331,12,1,2,1,1,0,0,0,1,0,0,0,0,0,0,,2500,1947
239,12,4,2,1,2,0,0,0,-1,0,0,0,190,0,0,Furniture,3100,1947
239,13,1,2,1,2,1500,0,0,-1,0,0,0,0,0,0,,1000,1947
331,13,1,2,1,2,300,0,0,-1,0,0,0,0,0,0,,600,1947
331,13,1,2,1,2,100,0,100,1,0,0,0,0,0,0,,2100,1947
239,13,2,4,1,2,0,0,0,1,0,0,0,0,0,0,,5100,1947
493,13,3,3,-,1,0,0,0,0,0,0,0,0,0,0,,2300,1947
605,13,1,2,1,1,0,0,0,1,0,0,0,50,0,0,Radio,2100,1947
239,13,4,4,1,1,0,0,0,1,1900,0,0,0,0,0,,5700,1947
493,11,5,2,2,1,0,0,100,1,0,0,0,160,128,0,Furniture,3000,1947
493,11,4,2,2,1,0,0,0,-1,0,0,0,0,0,0,,3200,1947
493,11,5,4,2,1,100,0,0,-1,0,0,0,0,0,0,,2300,1947
493,11,2,3,2,1,0,0,0,-1,0,0,0,0,0,0,,1900,1947
493,11,3,2,2,1,0,0,0,0,0,0,0,0,0,0,,1800,1947
493,11,2,3,2,1,150,0,100,0,0,0,0,0,0,0,,2300,1947
239,20,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,3600,1947
239,20,1,3,-,2,0,0,0,0,0,0,0,0,0,0,,2800,1947
493,18,1,1,1,2,0,0,0,-1,0,0,0,0,0,0,,1000,1947
605,18,1,1,1,2,0,0,0,0,0,0,0,90,40.5,0,Radio,980,1947
493,17,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,3000,1947
493,17,4,3,1,1,0,500,0,1,0,0,0,4600,0,0,Refrigerator,20300,1947
605,17,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,1000,1947
239,17,3,2,1,1,4850,0,2500,1,0,0,0,0,0,0,,6400,1947
493,17,4,3,1,1,0,0,0,-1,0,0,0,1500,0,0,Other,30000,1947
493,17,6,3,1,1,400,0,2500,-1,0,0,0,0,0,0,,1500,1947
143,17,1,3,1,2,0,0,0,-1,0,0,0,100,0,0,Furniture,2900,1947
214,17,1,3,1,1,0,0,0,1,0,0,0,0,0,0,,3900,1947
143,17,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,7100,1947
493,17,6,3,1,1,150,0,0,0,0,0,0,130,0,0,Refrigerator,3000,1947
493,46,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,3000,1947
493,46,5,4,1,1,0,0,0,1,0,0,0,120,0,0,Radio,3600,1947
457,36,5,3,1,1,0,0,0,-1,0,0,0,0,0,0,,4800,1947
457,36,4,1,1,2,0,0,0,1,600,0,0,300,0,0,Furniture,4100,1947
202,41,4,3,1,1,0,0,0,-1,0,0,0,0,0,0,,2700,1947
202,41,2,4,1,1,0,0,0,1,0,0,0,200,0,0,Refrigerator,2500,1947
457,36,4,4,1,1,0,0,0,-1,0,0,0,0,0,0,,3100,1947
331,20,1,5,1,1,0,0,0,-1,0,0,0,0,0,0,,600,1947
143,20,2,2,1,1,150,0,0,1,0,0,0,1200,0,0,Furniture,4400,1947
239,63,1,5,1,2,0,0,0,0,0,0,0,0,0,0,,3000,1947
239,63,2,3,1,1,400,0,0,-1,0,0,0,0,0,0,,3000,1947
239,52,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,500,1947
457,52,3,3,2,2,0,0,0,1,0,0,0,0,0,0,,100,1947
239,52,6,-,1,2,0,0,0,0,0,0,0,0,0,0,,1000,1947
331,51,1,5,1,2,0,0,0,1,0,0,0,0,0,0,,300,1947
331,51,1,4,1,2,0,0,0,1,0,0,0,0,0,0,,500,1947
239,51,4,1,1,1,2900,0,750,1,0,0,0,0,0,0,,6200,1947
398,54,3,3,1,1,0,0,0,1,0,0,0,0,0,0,,1300,1947
398,54,6,5,1,1,0,0,0,0,0,0,0,0,0,0,,900,1947
457,63,5,1,1,1,0,0,0,0,0,0,0,0,0,0,,3500,1947
