weight,loc_code,hh_size,age_category,race,gender,ar_bor,mortgage_bor,installment_debt,better_off,auto,auto_bor,bank_auto_bor,durable,durable_bor,bank_durable_bor,item_name,income,year
239,59,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,8200,1947
239,53,1,4,1,1,0,0,0,1,0,0,0,0,0,0,,2600,1947
239,53,3,1,1,1,0,300,0,0,0,0,0,450,0,0,Furniture,6000,1947
457,53,6,3,1,1,0,100,0,0,0,0,0,500,75,0,Furniture,3300,1947
239,53,2,5,1,2,0,0,0,0,0,0,0,0,0,0,,700,1947
124,59,7,3,1,1,0,0,0,-1,0,0,0,0,0,0,,3400,1947
493,59,4,1,2,2,0,0,0,1,0,0,0,0,0,0,,1200,1947
493,59,4,4,2,1,0,0,0,1,0,0,0,0,0,0,,1700,1947
605,59,2,2,2,2,0,0,0,-1,0,0,0,0,0,0,,2800,1947
239,59,2,1,1,1,0,0,0,-1,1100,0,0,40,0,0,Furniture,3100,1947
214,59,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,1200,1947
143,59,4,3,1,1,1000,0,750,-1,0,0,0,70,0,0,Other,2300,1947
457,52,6,1,1,1,0,0,0,1,0,0,0,0,0,0,,700,1947
457,56,1,3,1,2,0,0,0,-1,0,0,0,0,0,0,,1500,1947
239,53,2,3,1,1,0,0,0,1,0,0,0,0,0,0,,2900,1947
239,53,3,2,1,1,150,0,0,1,0,0,0,0,0,0,,2100,1947
239,53,2,4,1,2,500,700,0,1,0,0,0,0,0,0,,3100,1947
239,59,2,4,1,1,0,0,0,1,0,0,0,450,360,0,Furniture,2800,1947
493,59,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2100,1947
398,70,4,3,1,2,0,0,0,0,0,0,0,0,0,0,,200,1947
457,70,3,-,1,2,0,0,0,-1,0,0,0,0,0,0,Other,2000,1947
457,64,3,4,1,2,0,0,0,0,0,0,0,0,0,0,,800,1947
457,74,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,2500,1947
239,74,6,3,1,2,0,0,0,0,0,0,0,0,0,0,,1300,1947
239,74,2,4,1,1,0,0,0,0,0,0,0,250,0,0,Refrigerator,3300,1947
239,74,4,3,1,1,0,0,300,-1,0,0,0,500,400,0,Furniture,3200,1947
239,74,6,2,1,2,50,0,100,1,1500,0,0,0,0,0,,3700,1947
239,74,5,4,1,1,0,0,0,0,0,0,0,0,0,0,,3500,1947
457,74,2,4,1,2,0,0,0,0,0,0,0,0,0,0,,2100,1947
457,74,3,2,1,1,0,100,0,0,0,0,0,0,0,0,,3000,1947
239,74,2,3,1,1,0,0,0,-1,0,0,0,0,0,0,,2900,1947
239,74,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,2400,1947
239,74,3,4,1,1,0,0,0,0,0,0,0,90,0,0,Radio,1800,1947
239,72,2,5,1,2,0,0,0,-1,0,0,0,300,0,0,Furniture,900,1947
239,72,2,2,1,1,0,100,100,0,0,0,0,70,31.5,0,Furniture,1900,1947
239,79,6,2,1,1,0,0,0,-1,600,0,300,50,0,25,Radio,1600,1947
457,79,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,1000,1947
457,83,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,3600,1947
605,82,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,1000,1947
605,82,1,5,1,1,0,0,0,1,0,0,0,0,0,0,,1200,1947
398,78,5,4,1,1,0,0,0,0,0,0,0,0,0,0,,3300,1947
239,82,3,4,1,2,0,0,0,1,0,0,0,0,0,0,,2100,1947
457,82,4,3,1,2,0,0,100,-1,0,0,0,60,48,0,Furniture,1600,1947
239,72,4,4,1,1,300,0,100,-1,0,0,0,30,24,0,Radio,1700,1947
457,72,2,3,1,2,0,0,0,1,0,0,0,0,0,0,,1100,1947
239,11,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,3600,1947
493,11,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,2200,1947
143,13,1,3,1,2,0,0,0,0,0,0,0,0,0,0,,6300,1947
143,13,2,2,1,1,0,0,0,1,0,0,0,0,0,0,,3000,1947
143,13,4,4,1,1,0,0,0,0,0,0,0,0,0,0,,7500,1947
239,13,5,2,1,1,2000,1100,1500,1,0,0,0,3500,0,0,Furniture,4800,1947
493,13,5,1,1,1,0,0,0,0,0,0,0,0,0,0,,2600,1947
493,14,5,3,1,2,0,0,0,0,0,0,0,330,0,0,Refrigerator,3000,1947
493,14,2,3,1,2,0,0,0,0,0,0,0,0,0,0,,1000,1947
493,14,3,4,1,2,0,0,0,-1,0,0,0,0,0,0,,7300,1947
493,14,4,2,1,1,0,0,0,-1,100,0,0,0,0,0,,7600,1947
239,18,3,3,1,2,300,0,0,-1,0,0,0,400,320,0,Furniture,3500,1947
493,18,3,2,1,1,0,0,0,-1,0,0,0,200,0,0,Furniture,1700,1947
239,18,2,2,1,2,0,0,0,0,1000,0,0,800,0,0,Refrigerator,5200,1947
493,18,5,4,1,2,0,0,100,0,0,0,0,230,184,0,Refrigerator,3100,1947
493,18,2,4,2,2,0,0,0,0,0,0,0,0,0,0,,1200,1947
605,18,2,-,-,2,0,0,0,0,0,0,0,0,0,0,,1500,1947
239,18,1,4,1,1,0,0,0,1,0,0,0,0,0,0,,3500,1947
143,20,5,4,1,1,0,0,0,1,0,0,0,0,0,0,,6400,1947
457,37,2,4,1,2,0,0,0,0,0,0,0,0,0,0,,7200,1947
457,37,4,2,1,1,0,0,0,-1,0,0,0,0,0,0,,0,1947
457,37,8,3,2,1,200,0,100,0,0,0,0,100,80,0,Furniture,900,1947
457,37,5,3,2,1,100,0,0,0,400,0,0,0,0,0,,1700,1947
457,37,1,4,1,2,0,0,0,1,0,0,0,0,0,0,,700,1947
457,37,4,3,2,2,70,0,100,0,0,0,0,60,48,0,Furniture,1000,1947
457,37,4,2,1,1,0,0,0,0,300,0,0,30,0,0,Radio,1500,1947
457,37,3,2,1,1,0,0,0,1,0,0,0,100,0,0,Refrigerator,2400,1947
239,37,4,3,1,1,0,0,0,0,0,0,0,0,0,0,,15000,1947
239,37,3,2,-,1,0,0,0,1,0,0,0,0,0,0,,10000,1947
239,44,3,2,1,1,0,0,0,-1,0,0,0,500,0,0,Furniture,2500,1947
202,41,3,1,1,1,0,0,0,0,0,0,0,70,56,0,Furniture,1400,1947
457,44,4,1,1,1,60,0,0,-1,0,0,0,0,0,0,,1600,1947
457,44,2,4,1,1,0,0,0,-1,0,0,0,200,0,0,Furniture,1700,1947
239,40,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,,2300,1947
457,40,2,2,1,2,0,0,0,0,0,0,0,300,240,0,Furniture,1800,1947
457,35,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,800,1947
239,42,3,2,1,1,0,0,0,1,1000,450,0,500,75,0,Other,2000,1947
239,41,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,1300,1947
457,44,2,3,1,1,0,0,0,1,0,0,0,0,0,0,,3500,1947
239,44,3,4,1,1,0,0,0,1,2300,0,0,250,0,0,Other,14400,1947
457,44,2,-,1,1,0,0,0,1,0,0,0,0,0,0,,3000,1947
239,44,3,3,1,1,0,0,750,-1,1300,585,0,0,0,0,,2500,1947
239,44,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,1000,1947
398,53,3,4,1,1,0,0,0,0,0,0,0,230,0,0,Refrigerator,1800,1947
124,56,3,5,1,1,0,0,0,0,0,0,0,70,0,0,Refrigerator,2500,1947
239,59,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,25000,1947
239,59,6,3,1,2,250,0,300,0,0,0,0,350,52.5,0,Other,3500,1947
143,59,3,3,1,2,0,400,0,1,0,0,0,0,0,0,,7000,1947
239,51,5,4,2,1,90,100,0,0,0,0,0,0,0,0,,700,1947
239,51,2,4,2,1,30,0,100,-1,0,0,0,0,0,0,,700,1947
239,54,2,2,1,1,0,0,0,1,0,0,0,590,0,0,Radio,3900,1947
239,54,5,4,1,1,0,0,0,1,0,0,0,260,0,0,Refrigerator,3600,1947
239,53,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,700,1947
143,49,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,4800,1947
239,54,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,3200,1947
239,54,2,5,1,1,0,0,0,-1,0,0,0,230,0,0,Refrigerator,8700,1947
457,47,5,4,1,1,50,0,0,-1,0,0,0,0,0,0,,2300,1947
457,47,3,5,1,1,0,0,0,0,0,0,0,0,0,0,,2400,1947
493,59,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,2700,1947
143,59,2,2,1,1,0,0,0,1,0,0,0,250,0,0,Radio,5600,1947
214,59,1,1,1,2,0,0,0,0,0,0,0,0,0,0,,1200,1947
214,59,2,1,1,1,0,0,0,1,0,0,0,0,0,0,,1600,1947
202,62,7,4,1,1,60,0,100,1,0,0,0,0,0,0,,900,1947
202,62,7,2,1,2,0,0,0,1,100,0,100,0,0,0,,2600,1947
239,62,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,3400,1947
457,62,3,4,1,1,0,0,0,1,1800,0,0,200,0,0,Washing machine,3000,1947
239,62,2,3,1,2,0,0,0,0,0,0,0,0,0,0,,1600,1947
239,54,2,3,1,2,0,0,0,-1,0,0,0,0,0,0,,3000,1947
457,50,2,-,-,1,0,0,0,1,0,0,0,50,0,0,Furniture,2000,1947
239,62,4,2,1,2,0,400,0,-1,100,0,0,300,0,0,Refrigerator,5100,1947
457,56,3,5,1,1,0,0,0,-1,0,0,0,260,39,0,Refrigerator,2000,1947
331,54,1,5,1,2,0,0,0,0,0,0,0,0,0,0,,400,1947
239,54,2,2,1,1,0,0,0,0,0,0,0,90,0,0,Other,4100,1947
239,42,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,300,1947
239,42,2,2,1,1,0,0,0,1,400,0,0,0,0,0,,1800,1947
239,42,3,2,1,1,0,0,0,1,0,0,0,0,0,0,,3500,1947
239,42,4,4,1,1,0,0,0,1,0,0,0,0,0,0,,1800,1947
239,74,2,3,1,2,0,0,0,0,0,0,0,0,0,0,,4100,1947
239,74,3,4,1,1,0,0,0,0,0,0,0,300,135,0,Furniture,3300,1947
457,72,5,2,1,1,0,0,100,-1,0,0,0,300,0,0,Furniture,1500,1947
239,72,4,2,1,1,300,0,100,-1,0,0,0,230,184,0,Furniture,2500,1947
457,72,2,4,1,1,6500,0,0,0,0,0,0,0,0,0,,1300,1947
239,83,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,4500,1947
331,83,2,4,1,2,0,0,0,-1,0,0,0,0,0,0,,700,1947
239,72,2,2,1,1,0,0,300,1,0,0,0,90,40.5,0,Washing machine,3000,1947
239,72,3,1,-,1,0,0,0,-1,900,0,0,0,0,0,,2500,1947
239,79,4,4,1,1,0,0,100,-1,0,0,0,0,0,0,,2300,1947
239,79,6,3,1,1,0,0,0,1,0,0,0,0,0,0,,1700,1947
398,79,2,2,1,1,0,0,0,1,0,0,0,140,0,0,Radio,1200,1947
457,83,5,2,1,1,0,0,300,0,0,0,0,100,0,0,Radio,2700,1947
239,70,3,1,1,1,130,0,100,1,1000,0,0,1500,1200,0,Furniture,4500,1947
239,79,4,2,1,1,0,0,0,-1,0,0,0,0,0,0,,2500,1947
239,79,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,7300,1947
239,70,5,4,1,1,0,200,0,1,0,0,0,0,0,0,,5200,1947
398,70,2,4,1,1,0,0,0,1,0,0,0,50,0,0,Furniture,1300,1947
239,77,5,3,1,1,0,0,300,1,1300,195,0,800,0,0,Furniture,8000,1947
239,77,1,4,1,2,0,0,0,-1,600,0,600,230,0,230,Other,2600,1947
202,77,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,1000,1947
331,77,1,2,1,2,0,0,0,-1,0,0,0,0,0,0,,1800,1947
239,72,4,2,1,1,0,0,100,-1,0,0,0,100,80,0,Furniture,1200,1947
239,72,3,2,1,1,0,0,0,1,0,0,0,390,0,0,Other,2300,1947
239,77,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,1100,1947
202,77,3,2,1,1,0,0,0,0,0,0,0,30,0,0,Other,2700,1947
202,77,4,2,1,1,0,0,100,1,0,0,0,300,240,0,Furniture,2700,1947
239,77,1,5,1,1,0,0,0,0,400,0,0,180,0,0,Furniture,22000,1947
331,77,1,5,1,2,0,0,0,-1,0,0,0,0,0,0,,300,1947
202,77,7,4,-,1,0,0,0,-1,0,0,0,130,58.5,0,Furniture,2300,1947
398,70,6,3,1,2,0,0,0,0,0,0,0,0,0,0,,1800,1947
398,70,7,4,1,1,0,0,0,-1,0,0,0,0,0,0,,1200,1947
239,74,3,3,1,2,0,0,0,1,0,0,0,250,0,0,Radio,3500,1947
457,74,3,4,1,2,0,0,0,-1,0,0,0,60,27,0,Other,800,1947
457,74,6,2,1,2,0,0,0,-1,0,0,0,0,0,0,Furniture,2100,1947
457,74,5,1,1,2,0,0,0,-1,0,0,0,0,0,0,Furniture,1800,1947
143,11,3,3,1,1,0,0,0,-1,0,0,0,0,0,0,,4700,1947
493,14,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,3900,1947
143,13,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,8100,1947
493,13,3,4,1,1,0,0,0,1,0,0,0,0,0,0,,2900,1947
143,13,3,2,1,2,0,0,0,0,0,0,0,500,0,0,Furniture,5000,1947
143,13,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,2700,1947
143,13,3,2,1,1,0,0,0,0,0,0,0,1000,0,0,Furniture,5200,1947
493,13,3,3,1,1,0,400,0,1,0,0,0,0,0,0,,4700,1947
493,13,1,3,2,2,0,0,0,0,0,0,0,0,0,0,,600,1947
493,13,2,3,2,1,800,0,0,-1,0,0,0,0,0,0,,0,1947
493,14,5,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2960,1947
493,14,3,2,1,1,0,0,0,-1,0,0,0,330,0,0,Furniture,2500,1947
143,11,1,5,1,2,0,0,0,1,0,0,0,0,0,0,,9600,1947
124,18,3,1,1,2,0,1000,0,-1,0,0,0,2000,0,0,Furniture,3300,1947
239,18,5,3,1,1,0,0,100,0,0,0,0,170,136,0,Radio,3500,1947
239,18,5,4,1,1,0,0,0,0,0,0,0,0,0,0,,5500,1947
239,18,6,3,1,2,0,0,100,0,0,0,0,100,80,0,Refrigerator,3200,1947
124,18,2,3,1,2,0,0,0,0,0,0,0,0,0,0,,3000,1947
493,18,4,2,1,2,100,0,100,-1,0,0,0,0,0,0,,3300,1947
124,18,3,4,1,2,400,600,0,-1,0,0,0,0,0,0,,5500,1947
493,18,4,3,1,1,0,0,0,1,0,0,0,0,0,0,,4400,1947
124,18,3,4,1,2,0,0,0,0,0,0,0,230,0,0,Other,4100,1947
143,13,2,5,1,2,0,0,0,0,0,0,0,0,0,0,,900,1947
239,37,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,5000,1947
457,37,3,2,1,1,0,0,100,-1,400,0,0,750,0,0,Refrigerator,3000,1947
239,40,2,1,1,1,0,0,0,-1,300,0,0,200,0,0,Furniture,2600,1947
493,46,5,2,1,1,60,0,100,-1,0,0,0,130,104,0,Furniture,1500,1947
493,46,2,4,2,1,0,0,0,-1,0,0,0,0,0,0,,1400,1947
493,46,2,4,1,1,30,0,100,0,0,0,0,0,0,0,,3100,1947
202,32,4,2,1,2,0,0,0,0,0,0,0,100,80,0,Furniture,2900,1947
239,32,3,-,1,1,0,0,0,-1,0,0,0,0,0,0,,2700,1947
457,44,4,3,1,1,0,0,0,-1,0,0,0,100,0,0,Furniture,3500,1947
457,44,8,3,1,1,0,0,0,0,0,0,0,0,0,0,,1500,1947
457,40,2,1,1,1,0,0,0,0,0,0,0,650,520,0,Other,2200,1947
398,31,5,4,1,1,400,0,100,0,0,0,0,50,40,0,Furniture,1500,1947
457,43,4,3,1,1,0,0,0,0,0,0,0,0,0,0,,2200,1947
457,43,5,3,1,1,0,0,0,0,0,0,0,0,0,0,,2900,1947
398,31,4,3,1,1,0,0,0,0,0,0,0,0,0,0,,1500,1947
398,31,8,3,1,1,0,0,100,-1,0,0,0,80,64,0,Furniture,300,1947
398,31,5,2,1,1,1550,100,0,-1,0,0,0,0,0,0,,2600,1947
398,31,5,4,1,1,0,0,0,-1,0,0,0,0,0,0,,100,1947
398,31,5,3,1,1,0,0,0,-1,0,0,0,0,0,0,,500,1947
239,37,2,4,1,2,0,300,0,0,0,0,0,0,0,0,,5500,1947
239,37,2,5,1,1,0,0,0,0,0,0,0,0,0,0,,30000,1947
202,32,2,4,1,2,0,0,0,1,0,0,0,0,0,0,,3300,1947
239,35,2,4,1,2,0,0,0,-1,0,0,0,0,0,0,,1000,1947
493,46,3,2,1,1,0,0,0,-1,0,0,0,200,0,0,Furniture,4100,1947
124,46,5,3,1,1,0,0,0,-1,0,0,0,0,0,0,,7200,1947
493,46,2,3,2,2,0,0,0,-1,0,0,0,0,0,0,,1200,1947
493,46,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,400,1947
493,46,1,4,1,1,0,0,0,0,0,0,0,140,112,0,Other,2400,1947
239,54,2,2,1,1,0,0,0,-1,1200,0,0,170,0,0,Furniture,4600,1947
457,50,3,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2400,1947
398,53,3,4,1,1,0,0,0,1,0,0,0,500,0,0,Other,2000,1947
124,56,1,4,1,2,0,0,100,1,0,0,0,200,90,0,Refrigerator,1100,1947
214,56,2,2,1,1,0,0,0,1,0,0,0,0,0,0,,3500,1947
124,56,3,4,1,1,0,0,0,1,0,0,0,170,0,0,Radio,4700,1947
398,53,3,3,1,1,0,0,0,1,0,0,0,0,0,0,,3700,1947
457,63,4,2,1,1,0,0,0,0,0,0,0,0,0,0,,1700,1947
331,63,1,2,1,2,0,0,0,1,0,0,0,0,0,0,,200,1947
457,63,3,-,-,1,100,0,100,-1,500,0,0,180,144,0,Furniture,2100,1947
239,32,6,2,1,1,0,200,100,0,0,0,0,70,56,0,Other,4000,1947
457,63,1,5,1,2,0,0,0,1,0,0,0,0,0,0,,500,1947
457,63,5,3,1,1,0,0,0,1,0,0,0,0,0,0,,1700,1947
202,32,4,2,1,1,0,0,100,0,0,0,0,200,160,0,Refrigerator,2300,1947
239,63,2,4,1,2,0,0,0,0,0,0,0,0,0,0,,1500,1947
457,58,3,4,1,2,0,0,0,1,0,0,0,0,0,0,,800,1947
457,58,5,1,2,1,0,0,0,1,0,0,0,0,0,0,,700,1947
457,33,5,2,1,1,0,0,0,1,200,0,0,450,0,0,Furniture,4900,1947
457,33,1,2,1,1,0,0,0,-1,200,0,0,300,0,0,Other,1600,1947
239,33,3,2,1,1,0,0,100,-1,200,0,0,150,120,0,Furniture,2600,1947
239,33,7,5,1,1,0,0,0,0,0,0,0,0,0,0,,3000,1947
398,53,3,1,1,1,0,0,0,1,0,0,0,400,0,0,Furniture,900,1947
398,53,7,3,1,1,0,0,0,0,0,0,0,50,0,0,Radio,1400,1947
398,53,2,5,1,1,0,0,0,-1,0,0,0,0,0,0,,1100,1947
398,53,3,2,1,1,0,0,0,-1,0,0,0,200,0,0,Furniture,1100,1947
457,35,2,4,1,1,0,0,0,-1,0,0,0,0,0,0,,700,1947
457,35,2,3,1,1,0,0,0,0,0,0,0,0,0,0,,700,1947
457,52,7,3,2,2,0,0,0,-1,0,0,0,30,24,0,Radio,1200,1947
143,55,2,3,1,2,0,0,0,0,0,0,0,1000,800,0,Other,3600,1947
143,55,4,2,1,1,0,0,0,-1,0,0,0,100,0,0,Radio,4100,1947
457,50,3,4,1,1,0,0,0,1,0,0,0,40,0,0,Radio,2200,1947
457,37,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,1000,1947
457,50,5,4,1,1,0,0,0,0,0,0,0,0,0,0,,2400,1947
457,50,2,-,-,1,0,0,0,1,0,0,0,0,0,0,,2800,1947
239,62,4,3,1,2,0,300,0,0,0,0,0,700,0,0,Other,3100,1947
331,62,1,2,1,2,0,0,0,-1,0,0,0,0,0,0,,1900,1947
202,62,2,5,1,1,200,0,300,-1,0,0,0,0,0,0,,1400,1947
143,59,2,4,1,1,0,700,0,1,0,0,0,500,0,0,Washing machine,10700,1947
398,53,2,4,1,1,0,0,0,0,0,0,0,0,0,0,,1400,1947
239,52,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,2400,1947
239,54,4,3,1,1,0,0,0,0,2000,0,0,0,0,0,,45000,1947
331,51,1,2,1,2,0,0,0,1,0,0,0,0,0,0,,1200,1947
239,51,2,-,1,2,0,0,100,0,0,0,0,40,32,0,Radio,3100,1947
457,52,2,2,1,2,0,0,0,0,0,0,0,0,0,0,,600,1947
202,62,2,1,1,1,0,0,100,1,0,0,0,70,31.5,0,Furniture,1400,1947
239,59,3,4,1,1,70,0,0,0,600,0,0,110,88,0,Other,2900,1947
493,59,2,1,1,1,900,0,100,1,0,0,0,200,0,0,,2400,1947
239,59,2,2,1,1,3500,0,2500,1,0,0,0,0,0,0,,6000,1947
143,59,1,4,1,2,0,0,0,-1,0,0,0,0,0,0,,1200,1947
239,59,2,2,1,1,0,0,0,-1,0,0,0,0,0,0,,1800,1947
331,59,1,4,1,2,0,0,0,0,0,0,0,0,0,0,,100,1947
143,59,3,3,1,2,0,0,0,0,0,0,0,350,0,0,Furniture,9900,1947
331,51,2,1,2,1,0,0,0,0,0,0,0,50,40,0,Radio,1800,1947
143,20,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,4200,1947
214,20,1,-,1,2,0,0,0,-1,0,0,0,0,0,0,,2500,1947
143,20,2,4,1,1,0,0,0,1,0,0,0,0,0,0,,3900,1947
143,20,5,-,1,1,0,0,0,0,0,0,0,0,0,0,,10000,1947
457,77,4,4,1,1,0,0,0,-1,0,0,0,0,0,0,,2300,1947
457,77,6,4,1,1,0,0,0,0,0,0,0,0,0,0,,4500,1947
457,77,3,3,1,1,3000,0,0,-1,0,0,0,0,0,0,,2100,1947
457,77,1,5,1,1,0,0,0,0,0,0,0,0,0,0,,300,1947
457,77,4,3,-,1,0,0,0,-1,0,0,0,0,0,0,,2700,1947
457,70,2,2,1,1,0,0,0,1,0,0,0,0,0,0,,4300,1947
457,69,4,2,1,2,0,0,0,0,0,0,0,190,0,0,Refrigerator,2400,1947
457,69,1,2,1,1,0,0,0,-1,0,0,0,0,0,0,,2900,1947
457,64,3,2,1,1,300,0,0,0,0,0,0,0,0,0,,4100,1947
457,77,2,5,1,1,0,0,0,1,0,0,0,0,0,0,,2200,1947
239,77,3,4,1,1,1500,0,1500,0,1500,0,1500,0,0,0,,2500,1947
398,79,2,2,1,1,0,0,750,1,0,0,0,1000,800,0,Furniture,1600,1947
398,79,5,4,1,1,130,0,100,-1,0,0,0,200,160,0,Other,3300,1947
398,79,3,4,1,1,0,0,0,-1,600,0,0,0,0,0,,1800,1947
398,79,5,4,1,1,0,0,0,-1,0,0,0,0,0,0,,400,1947
398,79,6,4,1,1,0,0,0,-1,0,0,0,0,0,0,,400,1947
398,79,3,1,1,1,0,0,0,-1,0,0,0,0,0,0,,990,1947
398,79,1,5,1,2,0,0,0,-1,0,0,0,0,0,0,,100,1947
239,83,3,3,1,1,0,0,0,0,0,0,0,0,0,0,,2900,1947
239,83,2,1,1,1,0,0,0,1,0,0,0,700,0,0,Furniture,3400,1947
398,79,2,3,1,2,0,0,0,1,0,0,0,0,0,0,,2000,1947
398,70,8,3,2,1,0,0,0,-1,0,0,0,0,0,0,,500,1947
398,70,6,5,2,1,0,0,0,1,0,0,0,0,0,0,,500,1947
