state,datadate,revenue,assets,rec_to_assets,rec_to_rev,n_public,revenue_retail,assets_retail,rec_to_assets_retail,rec_to_rev_retail,n_public_retail,revenue_card,assets_card,rec_to_assets_card,rec_to_rev_card,n_public_card
"",19770430,228.182714285714,634.351,0.232004621125143,0.649524397575841,7,,,,,,,,,,
"",19770531,26.063,95.6006666666667,0.17334252824162,0.752330685684791,3,,,,,,,,,,
"",19770630,162.979428571429,484.334035714286,0.174174051257014,0.59302148536432,28,55.574,134.7565,0.240048353843491,0.638578462737066,2,,,,,
"",19770731,103.097833333333,443.7495,0.229125281074527,0.651703080188371,6,,,,,,,,,,
"",19770831,673.159666666667,808.334666666667,0.214312690331118,0.6283774455851,3,,,,,,,,,,
"",19770930,259.123206896552,690.760620689655,0.170361067456508,0.588503556637626,29,61.303,131.712,0.316356016154682,0.711420172872407,2,,,,,
"",19771031,636.974125,1031.315375,0.215183136712882,0.595266907733092,8,,,,,,,,,,
"",19771130,896.327333333333,2351.93033333333,0.218895449848051,0.713089658158667,3,,,,,,,,,,
"",19771231,723.440674418605,1838.42337209302,0.16766023900455,0.539131494857696,43,58.9275,139.2055,0.284713800939169,0.622969013762677,2,,,,,
"",19780131,167.828,521.440125,0.16632588736257,0.524809967758243,8,549.686,785.544,0.0422458831077572,0.0603726491124024,1,,,,,
"",19780228,749.662666666667,1021.40233333333,0.186981128817701,0.654534586588614,3,,,,,,,,,,
"",19780331,173.845352941176,511.248117647059,0.17981664112503,0.62860210325953,34,56.0735,138.9495,0.277640535981403,0.720765354637047,2,,,,,
"",19780430,287.461571428571,787.841571428572,0.224350745510761,0.667588519903556,7,,,,,,,,,,
"",19780531,33.501,180.758333333333,0.129182968074014,0.748368306283093,3,,,,,,,,,,
"",19780630,163.73940625,508.6773125,0.173618199744015,0.633544331737055,32,57.9135,141.175,0.267680283320206,0.689108602454452,2,,,,,
"",19780731,134.8985,567.272,0.213598460565908,0.651973254232818,6,,,,,,,,,,
"",19780831,1052.85866666667,1239.885,0.132813530820757,0.505231950876939,3,,,,,,,,,,
"",19780930,405.580931034483,817.751172413793,0.179862437042716,0.625086875019801,29,66.3495,140.463,0.336408621724044,0.741812001420509,2,,,,,
"",19781031,582.209,926.4055,0.230586119007768,0.630897802954386,8,,,,,,,,,,
"",19781130,1218.6865,4886.9605,0.208672379218466,0.73568797555907,2,,,,,,,,,,
"",19781231,793.102,2206.558275,0.17314322278164,0.555480610557831,40,72.4785,146.776,0.323434552853909,0.628075585599354,2,,,,,
"",19790131,164.004222222222,590.938888888889,0.176399571719928,0.553154783837259,9,572.118,1433.837,0.0298806628647468,0.0748866492576706,1,,,,,
"",19790228,1062.6575,1929.1705,0.189947270625676,0.539141219859426,2,,,,,,,,,,
"",19790331,229.024235294118,670.324823529412,0.17966229516338,0.617574800574765,34,87.2025,180.6145,0.305913849744938,0.722174825644814,2,,,,,
"",19790430,280.801714285714,889.096571428572,0.239695252675373,0.690475892250175,7,,,,,,,,,,
"",19790531,734.081,1983.231,0.203770369904907,0.61393808257026,2,,,,,,,,,,
"",19790630,225.0258,706.1342,0.170169361067226,0.62213539359878,30,87.1905,180.143,0.277980769488008,0.679836107888851,2,,,,,
"",19790731,159.716166666667,664.225,0.24723975105972,0.68640665745221,6,,,,,,,,,,
"",19790831,661.6665,1900.2875,0.214685410057721,0.645893737309232,2,,,,,,,,,,
"",19790930,210.115413793103,777.337206896552,0.178212084049024,0.650198439262725,29,102.942,199.57,0.351941995784416,0.75652400809446,2,,,,,
"",19791031,954.3325,1248.88916666667,0.262260452806661,0.721652178330777,6,,,,,,,,,,
"",19791130,778.83075,3068.1705,0.165166332859129,0.651107115715254,4,,,,,,,,,,
"",19791231,1402.9823,3406.066375,0.171459607217492,0.5754269701498,40,121.199,218.3165,0.337311619473922,0.622738021258124,2,,,,,
"",19800131,285.970428571429,822.362142857143,0.196772056946751,0.589210299746526,7,731.52,1727.314,0.0406845541690741,0.096067093175853,1,,,,,
"",19800229,706.649,1892.5345,0.219939740356665,0.576055450688197,2,,,,,,,,,,
"",19800331,261.560366666667,719.467966666667,0.194794604266618,0.623348121117197,30,106.487,245.3155,0.315953072360285,0.745813904662944,2,,,,,
"",19800430,316.205333333333,1179.77766666667,0.256960789700048,0.803269270653489,6,,,,,,,,,,
"",19800531,1048.1195,2254.231,0.235731968765487,0.561243397479984,2,,,,,,,,,,
"",19800630,238.63836,783.6922,0.180674278595871,0.621348896449362,25,118.946,264.709,0.276735614394858,0.691167253108744,2,,,,,
"",19800731,309.022,1271.16716666667,0.235096999446452,0.774017476186868,6,,,,,,,,,,
"",19800831,1076.2565,2159.567,0.223565388915344,0.552638276004787,2,,,,,,,,,,
"",19800930,240.1095,772.627083333333,0.197625453028756,0.637482295316694,24,127.654,266.8405,0.355799176679286,0.763195744661993,2,,,,,
"",19801031,800.603285714286,1835.17571428571,0.249618895272539,0.694449673856741,7,,,,,,,,,,
"",19801130,2070.31733333333,5419.44133333333,0.194600710490643,0.502706312842804,3,,,,,,,,,,
"",19801231,1578.72891176471,4341.91129411765,0.17747459484726,0.549379019986226,34,133.881,264.5795,0.316888168779031,0.592714352632997,2,,,,,
"",19810131,539.02575,1217.46075,0.200199896664841,0.634687154453959,8,2251.043,1868.449,0.0519955321231674,0.0431582159914315,1,,,,,
"",19810228,741.979,1660.85833333333,0.154464462239334,0.65321328209468,3,,,,,,,,,,
"",19810331,356.862482758621,874.443931034483,0.184847227009086,0.629456593668789,29,132.684,287.9525,0.302210816289003,0.697599362608159,2,,,,,
"",19810430,363.563833333333,1410.125,0.253544596824839,0.770963227161466,6,,,,,,,,,,
"",19810531,1112.4445,2432.651,0.209106426498667,0.546558965789336,2,,,,,,,,,,
"",19810630,287.363090909091,972.296954545455,0.181335191721179,0.594018512377844,22,131.391,291.1015,0.252080601254924,0.655588069963112,2,,,,,
"",19810731,276.968833333333,1377.50766666667,0.229042850693331,0.782524634591591,6,,,,,,,,,,
"",19810831,732.791666666667,1605.299,0.1525672883032,0.713714005133173,3,,,,,,,,,,
"",19810930,305.54484,1313.6208,0.183088339249989,0.645557563993191,25,153.109,303.881,0.325572423066814,0.724583469945731,2,,,,,
"",19811031,940.834,1815.03528571429,0.224505669303543,0.622638476556006,7,,,,,,,,,,
"",19811130,2399.27366666667,6308.76733333333,0.171352474810883,0.487555828653477,3,,,,,,,,,,
"",19811231,1742.50365625,4313.6875625,0.165406790130917,0.547778978219529,32,150.035,304.869,0.289798335056821,0.607742871459436,2,,,,,
"",19820131,654.177,1745.79216666667,0.192898180288233,0.68105168129391,6,1976.223,1576.295,0.0762033756371745,0.0607821080920524,1,,,,,
"",19820228,794.127,2704.582,0.191491086404907,0.590704942029297,2,,,,,,,,,,
"",19820331,377.243555555556,1090.61351851852,0.195607548986501,0.662592067147029,27,111.0495,285.721,0.314675123408702,0.797863667888993,2,,,,,
"",19820430,400.7046,1737.3458,0.224633239788421,0.763685959349724,5,,,,,,,,,,
"",19820531,1187.0435,2848.2395,0.194796742900084,0.515997985149048,2,,,,,,,,,,
"",19820630,352.036944444444,1634.16055555556,0.179687275780455,0.639098430059403,18,216.01,502.605,0.306222580356343,0.712508680153697,1,,,,,
"",19820731,359.99,1688.41,0.20826519717497,0.762670085711326,5,,,,,,,,,,
"",19820831,1153.9525,2666.6715,0.184811585242585,0.528678812933896,2,,,,,,,,,,
"",19820930,342.632277777778,1615.01977777778,0.160773401344994,0.601304927919627,18,227.108,503.587,0.304890714017637,0.676061609454533,1,,,,,
"",19821031,1663.88216666667,1926.24366666667,0.215726990560804,0.598907764588476,6,,,,,,,,,,
"",19821130,2022.45133333333,6016.70733333333,0.179167977114927,0.510610798344365,3,,,,,,,,,,
"",19821231,2241.00880645161,4741.56651612903,0.176314375845291,0.53909500310495,31,226.963,493.714,0.310171475793678,0.6747179055617,1,,,,,
"",19830131,442.8078,1752.2962,0.202848918970119,0.686123443149903,5,,,,,,,,,,
"",19830228,1455.463,2976.485,0.202246616440862,0.507992542698246,2,,,,,,,,,,
"",19830331,859.99664,2795.32428,0.187034203183511,0.65032495735393,25,202.825,505.254,0.291467262010791,0.726069271539505,1,,,,,
"",19830430,423.4634,1762.823,0.214218983083746,0.732498703373454,5,,,,,,,,,,
"",19830531,1242.3665,3254.878,0.183863841546147,0.480108364692583,2,,,,,,,,,,
"",19830630,883.729684210526,3201.94089473684,0.166282917162487,0.615195079147677,19,222.242,514.181,0.296613449349548,0.686247423979266,1,,,,,
"",19830731,388.5692,1792.829,0.211076176948612,0.767893450345533,5,,,,,,,,,,
"",19830831,1331.051,2998.6125,0.177109454266228,0.471564001683256,2,,,,,,,,,,
"",19830930,979.864947368421,3374.13957894737,0.181283919107395,0.59770778910421,19,243.121,516.778,0.317948906493697,0.675832198781677,1,,,,,
"",19831031,1517.59733333333,2071.196,0.229758497477081,0.613937276719901,6,,,,,,,,,,
"",19831130,2647.30233333333,7098.44566666667,0.166079687320101,0.430533997093859,3,,,,,,,,,,
"",19831231,2539.46148275862,5172.98917241379,0.158718997079424,0.491479068282615,29,242.198,501.678,0.311464724384964,0.645153964937778,1,,,,,
"",19840131,414.88675,1687.19225,0.204315856794359,0.706500953590209,4,,,,,,,,,,
"",19840229,2772.701,6113.715,0.110432691088806,0.243500471201186,1,,,,,,,,,,
"",19840331,1190.84036842105,3757.69947368421,0.174668859096104,0.581071925045259,19,194.549,493.941,0.281397980730492,0.714442119980057,1,,,,,
"",19840430,651.1428,1984.376,0.224011681857716,0.659206476030095,5,,,,,,,,,,
"",19840531,1540.6825,3417.368,0.204330324971266,0.425703346912669,2,,,,,,,,,,
"",19840630,1078.713,3768.229125,0.160314098766615,0.595173942235006,16,230.396,502.487,0.299944078155256,0.654169343217764,1,,,,,
"",19840731,347.54175,1726.621,0.195695640024344,0.755713697078548,4,,,,,,,,,,
"",19840831,1424.134,3205.87,0.20173224656158,0.433092072629871,2,,,,,,,,,,
"",19840930,1080.99025,4057.9513125,0.155812328959805,0.625801007274216,16,248.728,506.366,0.314604456065376,0.64047875591007,1,,,,,
"",19841031,1054.83575,2280.44025,0.222340411181007,0.543330758661287,4,,,,,,,,,,
"",19841130,2565.483,7833.525,0.185537961924102,0.46516733690386,3,,,,,,,,,,
"",19841231,2878.34379166667,5406.41558333333,0.168868894762701,0.456826727055452,24,255.142,503.037,0.310790259960997,0.612752898385997,1,,,,,
"",19850131,522.505666666667,2056.647,0.216652152328002,0.624925570792183,3,,,,,,,,,,
"",19850228,1247.2575,3165.7785,0.209261817288256,0.478868146318436,2,,,,,,,,,,
"",19850331,1110.7938125,4002.973625,0.162081724830198,0.5779801546961,16,207.655,495.801,0.305303942509192,0.728949459439937,1,,,,,
"",19850430,847.0328,2005.3746,0.225000607481879,0.673108145570495,5,,,,,,,,,,
"",19850531,1545.651,3627.934,0.211803528173863,0.448360012734843,2,,,,,,,,,,
"",19850630,2137.37085714286,7525.42157142857,0.143178923608323,0.628606645988268,14,247.007,511.975,0.310522974754627,0.643625484298016,1,,,,,
"",19850731,632.936,2444.137,0.209492710527868,0.593050921301161,3,,,,,,,,,,
"",19850831,1191.02133333333,2596.64366666667,0.141314633530258,0.565121314586784,3,,,,,,,,,,
"",19850930,1197.6058,4809.79533333333,0.157962314658582,0.659231520097379,15,268.857,516.457,0.316372902293899,0.607731991356,1,,,,,
"",19851031,1664.356,3043.4835,0.26490493633849,0.532626352409972,4,,,,,,,,,,
"",19851130,3403.02275,7598.66025,0.14875027679811,0.476798986616256,4,,,,,,,,,,
"",19851231,2588.982,5684.52564285714,0.165006778866009,0.545273115300271,28,273.476,512.746,0.334108896022592,0.626427913235531,1,,,,,
"",19860131,727.065333333333,2923.36033333333,0.272510689527163,0.709428467263913,3,,,,,,,,,,
"",19860228,1909.32333333333,3392.87766666667,0.136438019145221,0.52998558277508,3,,,,,,,,,,
"",19860331,933.958476190476,3739.51428571429,0.165563043092719,0.699428303372235,21,240.664,472.295,0.335241745095756,0.657900641558355,1,,,,,
"",19860430,909.165,3416.2555,0.247989591845243,0.756773028327281,4,,,,,,,,,,
"",19860531,2926.26275,9004.12475,0.140277839172062,0.545980604804261,4,,,,,,,,,,
"",19860630,1739.39623076923,7679.60830769231,0.156933139697224,0.712979148506905,13,247.874,474.712,0.318725880112574,0.610402865972228,1,,,,,
"",19860731,894.42,3520.04633333333,0.211900360953544,0.600164112594371,3,,,,,,,,,,
"",19860831,1880.838,3765.399,0.141333461833253,0.591703453775398,3,,,,,,,,,,
"",19860930,842.131625,4244.3296875,0.15440759249213,0.763401432679924,16,272.725,496.054,0.341360013224367,0.620892840773673,1,,,,,
"",19861031,135.2625,568.758,0.306745179167127,0.588221773214735,2,,,,,,,,,,
"",19861130,3374.442,12550.561,0.170090807373515,0.480607848974883,3,,,,,,,,,,
"",19861231,2395.83840740741,5832.23811111111,0.156017615122629,0.555949114407895,27,300.053,502.073,0.34238845745539,0.572912118859002,1,,,,,
"",19870131,148.9825,551.729,0.283118931492504,0.534591711198737,2,,,,,,,,,,
"",19870228,2003.776,4056.96666666667,0.14481194935805,0.581078534076946,3,,,,,,,,,,
"",19870331,472.29075,1630.0094375,0.17717323171977,0.679440857903284,16,,,,,,,,,,
"",19870430,686.271,2041.561,0.310185904724207,0.722100136206766,3,,,,,,,,,,
"",19870531,156.2665,538.978,0.184728534055413,0.707749840168743,2,,,,,,,,,,
"",19870630,435.436916666667,1977.97841666667,0.12841844848806,0.726056036981592,12,,,,,,,,,,
"",19870731,147.5505,576.988,0.277168883685315,0.566049671857884,2,,,,,,,,,,
"",19870831,171.1815,711.1315,0.183463069534591,0.878236732303322,2,,,,,,,,,,
"",19870930,1341.1825,4735.5431875,0.12877652250002,0.631710629131883,16,,,,,,,,,,
"",19871031,156.816,624.195,0.324807034503782,0.639307375105897,2,,,,,,,,,,
"",19871130,228.2765,725.264,0.197505484678134,0.819856202547585,2,,,,,,,,,,
"",19871231,2685.73996428571,5432.26096428572,0.15481743710998,0.525841352158954,28,,,,,,,,,,
"",19880131,158.456,654.0095,0.311629225985619,0.618615346365075,2,,,,,,,,,,
"",19880229,223.48,746.9495,0.178739032252433,0.707804636276825,2,,,,,,,,,,
"",19880331,1596.10494444444,5987.23288888889,0.158570519488804,0.634696853949528,18,,,,,,,,,,
"",19880430,165.319,713.038,0.274479192383563,0.557331410800377,2,,,,,,,,,,
"",19880531,245.4295,760.6095,0.167769365728168,0.698903391524602,2,,,,,,,,,,
"",19880630,1120.55369230769,3687.66053846154,0.152964120647666,0.670856470619836,13,,,,,,,,,,
"",19880731,169.068,727.052,0.309997990180566,0.619201732757102,2,,,,,,,,,,
"",19880831,240.2955,765.7085,0.165567386438164,0.579387824557663,2,,,,,,,,,,
"",19880930,1769.61586666667,6540.0852,0.169331589992962,0.625024958824224,15,,,,,,,,,,
"",19881031,179.052,723.7125,0.317787233942179,0.57338934269581,2,,,,,,,,,,
"",19881130,273.996,1022.599,0.142950406341653,0.712850053874435,2,,,,,,,,,,
"",19881231,3274.07734782609,6790.66026086957,0.169106737014766,0.501601827794354,23,,,,,,,,,,
"",19890131,169.0735,682.562,0.339975268548167,0.618448550505346,2,,,,,,,,,,
"",19890228,277.171,1029.582,0.150038497235923,0.679387841176322,2,,,,,,,,,,
"",19890331,1935.34966666667,7439.13373333333,0.191566304380506,0.618681749987779,15,,,,,,,,,,
"",19890430,177.862,692.1405,0.338376537942529,0.626546430171038,2,,,,,,,,,,
"",19890531,306.553,1040.8525,0.155814825024974,0.63012372040378,2,,,,,,,,,,
"",19890630,1101.90242857143,3708.28742857143,0.163520102166731,0.694874030844911,14,,,,,,,,,,
"",19890731,164.5115,725.546,0.325376952174849,0.623649818855597,2,,,,,,,,,,
"",19890831,304.564,1027.4035,0.155972856782229,0.669671774518635,2,,,,,,,,,,
"",19890930,1763.40917647059,6621.94288235294,0.15495229395172,0.667902736388886,17,,,,,,,,,,
"",19891031,199.661,719.6015,0.333632359533091,0.626404916987555,2,,,,,,,,,,
"",19891130,294.1735,1025.773,0.154460499797295,0.61674999726613,2,,,,,,,,,,
"",19891231,3117.4865,7902.35661538462,0.161378993374702,0.537759873998055,26,,,,,,,,,,
"",19900131,342.7,1594.6,0.110748777122789,0.51531952144733,1,,,,,,,,,,
AB,19710831,15.488,120.315,0.125844657773345,0.97759555785124,1,,,,,,,,,,
AB,19710930,26.158,106.733,0.174866255047642,0.713510207202386,1,,,,,,,,,,
AB,19711231,117.0795,714.809333333333,0.0716509313373527,0.642596171909307,6,,,,,,,,,,
AB,19720331,2.26,30.663,0.0693343769363728,0.94070796460177,1,,,,,,,,,,
AB,19720930,30.473,133.729,0.188874514877102,0.828864896793883,1,,,,,,,,,,
AB,19721231,133.466333333333,779.837833333333,0.0730216059355592,0.561600430102508,6,,,,,,,,,,
AB,19730831,29.553,248.091,0.105666872236397,0.887050384055764,1,,,,,,,,,,
AB,19730930,43.576,174.297,0.224656764029214,0.898590967505049,1,,,,,,,,,,
AB,19731231,234.954666666667,1161.34683333333,0.0780092043057821,0.52029925907686,6,,,,,,,,,,
AB,19740831,43.566,256.575,0.159867485140797,0.941514024698159,1,,,,,,,,,,
AB,19740930,65.624,228.754,0.285525061856842,0.995291356820675,1,,,,,,,,,,
AB,19741231,321.910333333333,1413.23983333333,0.0908658436622408,0.701540473671599,6,,,,,,,,,,
AB,19750228,116.584,365.936,0.289517839184994,0.908743909970493,1,,,,,,,,,,
AB,19750331,308.199333333333,969.213666666667,0.118218002098857,0.627488751064917,3,,,,,,,,,,
AB,19750531,100.413,334.539,0.243935684628698,0.812703534402916,1,,,,,,,,,,
AB,19750630,305.289666666667,1013.322,0.117571423255783,0.678113924086881,3,,,,,,,,,,
AB,19750930,237.5816,690.2544,0.144137301736688,0.740232358367364,5,,,,,,,,,,
AB,19751231,352.518,1578.38183333333,0.106324998420546,0.588048154259587,6,,,,,,,,,,
AB,19760229,168.488,430.073,0.331839013376799,0.847033616637387,1,,,,,,,,,,
AB,19760331,275.904714285714,1341.05071428571,0.0827208550660238,0.55449512064068,7,,,,,,,,,,
AB,19760630,294.509714285714,1380.39871428571,0.0969864171526233,0.564053538163356,7,,,,,,,,,,
AB,19760930,260.78075,1228.50275,0.107463902940223,0.553046949823211,8,,,,,,,,,,
AB,19761231,276.496,1261.328125,0.110308259493482,0.597526049323765,8,,,,,,,,,,
AB,19770228,182.274,495.269,0.304531476833801,0.827463050133316,1,,,,,,,,,,
AB,19770331,296.418375,1359.7695,0.117063883064858,0.590080036463965,8,,,,,,,,,,
AB,19770630,300.18125,1376.79225,0.10754596765648,0.550083628714735,8,,,,,,,,,,
AB,19770930,302.9345,1364.7265,0.121004530282813,0.551052313298618,8,,,,,,,,,,
AB,19771231,266.3469,1119.5343,0.111703300829988,0.604145330588717,10,,,,,,,,,,
AB,19780228,168.02,574.293,0.249424945106418,0.852535412450899,1,,,,,,,,,,
AB,19780331,307.851777777778,1230.842,0.0994798907797988,0.519136072001538,9,,,,,,,,,,
AB,19780630,325.746888888889,1324.38711111111,0.094930435152478,0.558667458626655,9,,,,,,,,,,
AB,19780930,265.8618,1198.264,0.0984770525527616,0.590799607457042,10,,,,,,,,,,
AB,19781231,380.949111111111,1442.967,0.11833311344827,0.599080359160543,9,,,,,,,,,,
AB,19790228,194.42,708.513,0.254531674083609,0.927574323629256,1,,,,,,,,,,
AB,19790331,367.180777777778,1442.00855555556,0.111558538983036,0.593254394745876,9,,,,,,,,,,
AB,19790630,425.14875,1748.2365,0.10525152961529,0.56147225887941,8,,,,,,,,,,
AB,19790930,355.4372,1499.2295,0.0940134551043841,0.56149730090755,10,,,,,,,,,,
AB,19791231,522.319875,1883.8825,0.111425771314644,0.564582385256682,8,,,,,,,,,,
AB,19800331,511.071857142857,2147.22542857143,0.126798351532554,0.587001021683539,7,,,,,,,,,,
AB,19800630,611.298666666667,2771.551,0.122537214468795,0.581273511443753,6,,,,,,,,,,
AB,19800930,617.9855,2884.99833333333,0.11658923063058,0.557591267935729,6,,,,,,,,,,
AB,19801231,546.376875,2301.49175,0.117226402835764,0.579446228532793,8,,,,,,,,,,
AB,19810331,563.249875,2389.875375,0.123521354435596,0.49839179774063,8,,,,,,,,,,
AB,19810630,668.937,2809.11071428571,0.120497068157251,0.519579715745822,7,,,,,,,,,,
AB,19810930,796.523333333333,3340.90816666667,0.118238007502528,0.486006611926476,6,,,,,,,,,,
AB,19811231,681.119125,2806.831125,0.102716809373608,0.551384188803583,8,,,,,,,,,,
AB,19820331,771.649,3550.612,0.106142083311638,0.481088667926904,6,,,,,,,,,,
AB,19820630,702.129833333333,3465.806,0.0944996493685805,0.482609466081631,6,,,,,,,,,,
AB,19820930,701.213857142857,3188.29414285714,0.0898126982961369,0.497253481274411,7,,,,,,,,,,
AB,19821231,547.157888888889,2579.75244444444,0.0931761802783514,0.561008660624737,9,,,,,,,,,,
AB,19830331,543.110625,2846.6895,0.0827326929948045,0.519939870695317,8,,,,,,,,,,
