gvkey,treatment_discrete,treatment_z,ismatched,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,sic,rec_to_assets,rec_to_rev,rev_78,ni_78,year,sic2,net_income,ni_norm,nim,wcap,cl,profits_norm,revenue_norm,post,treated_post,profits_w,revenue_w,nim_w
1118,0,-0.095440269303785,1,RI,19721231,1972,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1972Q4,1972Q4,27.521,14.559,,,0.453,,22.903,17.453,0.172,,I,Providence,5912,0.0164601576977581,0.0197790682443348,38.58825,0.7235,1972.75,59,,,,0.762039907435707,1972.751118,,0.593522639663628,0,0,-1,0.593522639663628,0
1118,0,-0.095440269303785,1,RI,19731231,1973,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1973Q4,1973Q4,42.941,27.378,,,1.032,,29.691,26.544,0.408,,I,Providence,5912,0.0240329754779814,0.0347580074770132,38.58825,0.7235,1973.75,59,,,,0.894008285338992,1973.751118,,0.769431109210705,0,0,-1,0.769431109210705,0
1118,0,-0.095440269303785,1,RI,19741231,1974,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1974Q4,1974Q4,52.7,35.699,,,2.093,,36.94,27.913,0.69,,I,Providence,5912,0.0397153700189753,0.0566594477531132,38.58825,0.7235,1974.75,59,,,,0.755630752571738,1974.751118,,0.95728622054641,0,0,-1,0.95728622054641,0
1118,0,-0.095440269303785,1,RI,19750331,1975,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1975Q1,1975Q1,50.311,33.034,,,2.054,,31.117,27.955,0.556,,I,Providence,5912,0.040826061895013,0.0660089340232027,38.58825,0.7235,1975,59,0.50475,0.697650310988252,0.0162210367323328,0.898383520262236,19751118,0.697650310988252,0.806385363420212,0,0,0.697650310988252,0.806385363420212,0.0162210367323328
1118,0,-0.095440269303785,1,RI,19750630,1975,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1975Q2,1975Q2,47.406,29.829,,,1.088,,31.317,27.455,0.501,,I,Providence,5912,0.0229506813483525,0.034741514193569,38.58825,0.7235,1975.25,59,,,,0.876680397228342,1975.251118,,0.81156828827428,0,0,-1,0.81156828827428,0
1118,0,-0.095440269303785,1,RI,19750930,1975,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1975Q3,1975Q3,48.255,30.666,,,1.134,,32.151,27.195,0.513,,I,Providence,5912,0.0235001554243084,0.0352710646636185,38.58825,0.7235,1975.5,59,,,,0.845852384062704,1975.51118,,0.833181084915745,0,0,-1,0.833181084915745,0
1118,0,-0.095440269303785,1,RI,19751231,1975,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1975Q4,1975Q4,50.64,31.782,,,1.135,,37.499,27.542,0.495,,I,Providence,5912,0.022413112164297,0.0302674737993013,38.58825,0.7235,1975.75,59,,,,0.734472919277847,1975.751118,,0.971772495513531,0,0,-1,0.971772495513531,0
1118,0,-0.095440269303785,1,RI,19760331,1976,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1976Q1,1976Q1,48.777,29.857,,,1.359,,31.877,27.055,0.443,,I,Providence,5912,0.0278614920966849,0.0426326191297801,38.58825,0.7235,1976,59,0.597,0.825155494125777,0.0187282366596606,0.848731060011921,19761118,0.825155494125777,0.826080477865671,0,0,0.825155494125777,0.826080477865671,0.0187282366596606
1118,0,-0.095440269303785,1,RI,19760630,1976,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1976Q2,1976Q2,49.259,29.758,,,1.297,,32.846,26.796,0.426,,I,Providence,5912,0.0263302137680424,0.0394873043901845,38.58825,0.7235,1976.25,59,,,,0.815807099799062,1976.251118,,0.851191748783632,0,0,-1,0.851191748783632,0
1118,0,-0.095440269303785,1,RI,19760930,1976,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1976Q3,1976Q3,48.755,28.969,,,1.643,,33.167,26.198,0.41,,I,Providence,5912,0.033699107783817,0.0495371905809992,38.58825,0.7235,1976.5,59,,,,0.789881508728556,1976.51118,,0.859510343174412,0,0,-1,0.859510343174412,0
1118,0,-0.095440269303785,1,RI,19761231,1976,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1976Q4,1976Q4,54.696,33.613,,,1.34,,38.401,29.174,0.423,,I,Providence,5912,0.0244990492906245,0.0348949246113382,38.58825,0.7235,1976.75,59,,,,0.759719798963569,1976.751118,,0.995147486605379,0,0,-1,0.995147486605379,0
1118,0,-0.095440269303785,1,RI,19770331,1977,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1977Q1,1977Q1,51.76,30.609,,,1.762,,32.526,28.862,0.493,,I,Providence,5912,0.0340417310664606,0.0541720469778024,38.58825,0.7235,1977,59,0.78775,1.08880442294402,0.024219086269446,0.88735165713583,19771118,1.08880442294402,0.842899069017123,0,0,1.08880442294402,0.842899069017123,0.024219086269446
1118,0,-0.095440269303785,1,RI,19770630,1977,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1977Q2,1977Q2,50.612,28.381,,,1.953,,35.087,29.573,0.453,,I,Providence,5912,0.0385876867146131,0.0556616410636418,38.58825,0.7235,1977.25,59,,,,0.842847778379457,1977.251118,,0.909266421773467,1,0,-1,0.909266421773467,0
1118,0,-0.095440269303785,1,RI,19770930,1977,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1977Q3,1977Q3,52.09,29.506,,,2.009,,36.268,29.839,0.437,,I,Providence,5912,0.0385678633134959,0.0553931840741149,38.58825,0.7235,1977.5,59,,,,0.822736296459689,1977.51118,,0.93987159303674,1,0,-1,0.93987159303674,0
1118,0,-0.095440269303785,1,RI,19771231,1977,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1977Q4,1977Q4,53.112,29.041,,,1.672,,41.486,31.101,0.429,,I,Providence,5912,0.0314806446754029,0.0403027527358627,38.58825,0.7235,1977.75,59,,,,0.749674589017982,1977.751118,,1.07509410247938,1,0,-1,1.07509410247938,0
1118,0,-0.095440269303785,1,RI,19780331,1978,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1978Q1,1978Q1,51.174,26.85,,,1.381,,34.786,31.295,0.413,,I,Providence,5912,0.0269863602610701,0.039699879261772,38.58825,0.7235,1978,59,0.7235,1,0.0207985971367792,0.899643534755361,19781118,1,0.901466119868095,1,0,1,0.901466119868095,0.0207985971367792
1118,0,-0.095440269303785,1,RI,19780630,1978,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1978Q2,1978Q2,52.355,27.425,,,1.251,,37.492,31.756,0.411,,I,Providence,5912,0.0238945659440359,0.0333671183185746,38.58825,0.7235,1978.25,59,,,,0.847007361570469,1978.251118,,0.971591093143638,1,0,-1,0.971591093143638,0
1118,0,-0.095440269303785,1,RI,19780930,1978,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1978Q3,1978Q3,52.258,26.937,,,1.614,,38.725,31.924,0.412,,I,Providence,5912,0.0308852233150905,0.0416785022595223,38.58825,0.7235,1978.5,59,,,,0.8243770174306,1978.51118,,1.00354382486897,1,0,-1,1.00354382486897,0
1118,0,-0.095440269303785,1,RI,19781231,1978,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1978Q4,1978Q4,54.287,27.484,,,1.63,,43.35,32.605,0.399,,I,Providence,5912,0.0300256046567318,0.03760092272203,38.58825,0.7235,1978.75,59,,,,0.752133794694348,1978.751118,,1.1233989621193,1,0,-1,1.1233989621193,0
1118,0,-0.095440269303785,1,RI,19790331,1979,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1979Q1,1979Q1,52.355,25.341,,,1.619,,38.048,32.534,0.367,,I,Providence,5912,0.0309235030083087,0.0425515138772077,38.58825,0.7235,1979,59,0.61975,0.856599861782999,0.0162886354079058,0.85507779646762,19791118,0.856599861782999,0.985999624237948,1,0,0.856599861782999,0.985999624237948,0.0162886354079058
1118,0,-0.095440269303785,1,RI,19790630,1979,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1979Q2,1979Q2,51.479,23.916,,,1.737,,40.934,32.951,0.377,,I,Providence,5912,0.0337419141785971,0.0424341623100601,38.58825,0.7235,1979.25,59,,,,0.804978746274491,1979.251118,,1.06078922988215,1,0,-1,1.06078922988215,0
1118,0,-0.095440269303785,1,RI,19790930,1979,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1979Q3,1979Q3,55.918,28.067,,,1.958,,43.579,33.075,0.391,,I,Providence,5912,0.0350155584963697,0.0449298974276601,38.58825,0.7235,1979.5,59,,,,0.758966474678171,1979.51118,,1.12933341107721,1,0,-1,1.12933341107721,0
1118,0,-0.095440269303785,1,RI,19791231,1979,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1979Q4,1979Q4,64.105,34.986,,,2.346,,53.193,35.548,0.44,,I,Providence,5912,0.0365962093440449,0.0441035474592522,38.58825,0.7235,1979.75,59,,,,0.668283420750851,1979.751118,,1.37847660881227,1,0,-1,1.37847660881227,0
1118,0,-0.095440269303785,1,RI,19800331,1980,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1980Q1,1980Q1,61.522,32.293,,,3.089,,49.95,35.336,0.506,,I,Providence,5912,0.0502096810896915,0.0618418418418418,38.58825,0.7235,1980,59,0.78175,1.08051140290256,0.0156506506506507,0.707427427427427,19801118,1.08051140290256,1.29443548230355,1,0,1.08051140290256,1.29443548230355,0.0156506506506507
1118,0,-0.095440269303785,1,RI,19800630,1980,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1980Q2,1980Q2,59.248,29.496,,,3.002,,50.761,35.655,0.503,,I,Providence,5912,0.0506683769916284,0.0591398908610941,38.58825,0.7235,1980.25,59,,,,0.702409329997439,1980.251118,,1.3154522425868,1,0,-1,1.3154522425868,0
1118,0,-0.095440269303785,1,RI,19800930,1980,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1980Q3,1980Q3,61.228,30.962,,,3.343,,49.281,35.914,0.484,,I,Providence,5912,0.0545992029790292,0.0678354741178142,38.58825,0.7235,1980.5,59,,,,0.728759562508878,1980.51118,,1.27709859866669,1,0,-1,1.27709859866669,0
1118,0,-0.095440269303785,1,RI,19801231,1980,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1980Q4,1980Q4,65.648,33.662,,,4.013,,57.122,37.524,0.505,,I,Providence,5912,0.0611290519132342,0.0702531423969749,38.58825,0.7235,1980.75,59,,,,0.656909772066805,1980.751118,,1.48029516757044,1,0,-1,1.48029516757044,0
1118,0,-0.095440269303785,1,RI,19810331,1981,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1981Q1,1981Q1,64.494,32.258,,,4.722,,49.9,37.238,0.447,,I,Providence,5912,0.0732161131268025,0.0946292585170341,38.58825,0.7235,1981,59,0.85925,1.18762957843815,0.0172194388777555,0.74625250501002,19811118,1.18762957843815,1.29313975109003,1,0,1.18762957843815,1.29313975109003,0.0172194388777555
1118,0,-0.095440269303785,1,RI,19810630,1981,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1981Q2,1981Q2,66.035,33.241,,,6.247,,54.23,37.319,0.455,,I,Providence,5912,0.0946013477701219,0.11519454176655,38.58825,0.7235,1981.25,59,,,,0.688161534206159,1981.251118,,1.40535007418061,1,0,-1,1.40535007418061,0
1118,0,-0.095440269303785,1,RI,19810930,1981,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1981Q3,1981Q3,85.045,51.656,,,7.739,,63.834,47.767,0.917,,I,Providence,5912,0.0909988829443236,0.121236331735439,38.58825,0.7235,1981.5,59,,,,0.748300278848263,1981.51118,,1.65423412567297,1,0,-1,1.65423412567297,0
1118,0,-0.095440269303785,1,RI,19811231,1981,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1981Q4,1981Q4,87.187,51.915,,,7.807,,74.525,48.552,1.049,,I,Providence,5912,0.0895431658389439,0.104756793022476,38.58825,0.7235,1981.75,59,,,,0.651486078497149,1981.751118,,1.93128737374719,1,0,-1,1.93128737374719,0
1118,0,-0.095440269303785,1,RI,19820331,1982,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1982Q1,1982Q1,85.812,50.236,,,7.694,,65.221,48.628,0.969,,I,Providence,5912,0.0896611196569245,0.117968139096303,38.58825,0.7235,1982,59,1.13875,1.57394609536973,0.0174598672206805,0.745588077459714,19821118,1.57394609536973,1.69017770953593,1,0,1.57394609536973,1.69017770953593,0.0174598672206805
1118,0,-0.095440269303785,1,RI,19820630,1982,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1982Q2,1982Q2,87.108,50.89,,,8.201,,70.332,48.913,0.986,,I,Providence,5912,0.0941474950635992,0.116604106238981,38.58825,0.7235,1982.25,59,,,,0.695458681681169,1982.251118,,1.82262735418165,1,0,-1,1.82262735418165,0
1118,0,-0.095440269303785,1,RI,19820930,1982,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1982Q3,1982Q3,91.059,54.11,,,7.512,,72.035,48.604,0.989,,I,Providence,5912,0.0824959641551082,0.104282640383147,38.58825,0.7235,1982.5,59,,,,0.674727562990213,1982.51118,,1.86675995931404,1,0,-1,1.86675995931404,0
1118,0,-0.095440269303785,1,RI,19821231,1982,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1982Q4,1982Q4,100.637,60.933,,,6.583,,78.659,51.558,1.012,,I,Providence,5912,0.0654133171696295,0.0836903596536951,38.58825,0.7235,1982.75,59,,,,0.65546218487395,1982.751118,,2.03841843048078,1,0,-1,2.03841843048078,0
1118,0,-0.095440269303785,1,RI,19830331,1983,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1983Q1,1983Q1,99.764,59.517,,,6.312,,70.652,52.158,1.125,,I,Providence,5912,0.0632693155847801,0.0893392968351922,38.58825,0.7235,1983,59,1.77925,2.45922598479613,0.0251832927588745,0.738238124893846,19831118,2.45922598479613,1.83092003394816,1,0,2.45922598479613,1.83092003394816,0.0251832927588745
1118,0,-0.095440269303785,1,RI,19830630,1983,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1983Q2,1983Q2,98.414,57.274,,,6.379,,72.771,52.926,1.192,,I,Providence,5912,0.0648180136972382,0.0876585452996386,38.58825,0.7235,1983.25,59,,,,0.727295213752731,1983.251118,,1.88583312277701,1,0,-1,1.88583312277701,0
1118,0,-0.095440269303785,1,RI,19830930,1983,3,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1983Q3,1983Q3,103.948,61.752,,,6.84,,75.637,53.802,1.243,,I,Providence,5912,0.0658021318351484,0.0904319314621151,38.58825,0.7235,1983.5,59,,,,0.711318534579637,1983.51118,,1.96010443593581,1,0,-1,1.96010443593581,0
1118,0,-0.095440269303785,1,RI,19831231,1983,4,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1983Q4,1983Q4,104.944,58.205,,,7.131,,83.073,58.096,1.132,,I,Providence,5912,0.0679505259948163,0.085840164674443,38.58825,0.7235,1983.75,59,,,,0.699336727938079,1983.751118,,2.15280558201007,1,0,-1,2.15280558201007,0
1118,0,-0.095440269303785,1,RI,19840331,1984,1,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1984Q1,1984Q1,102.939,55.671,,,7.337,,74.764,57.621,1.114,,I,Providence,5912,0.071275221247535,0.0981354662671874,38.58825,0.7235,1984,59,0.9255,1.27919834139599,0.0123789524370018,0.770705152212295,19841118,1.27919834139599,1.9374809689478,1,0,1.27919834139599,1.9374809689478,0.0123789524370018
1118,0,-0.095440269303785,1,RI,19840630,1984,2,INDL,C,D,STD,ADG.1,006203103,ADAMS DRUG INC,USD,1984Q2,1984Q2,106.404,57.896,,,7.603,,81.769,58.333,1.106,,I,Providence,5912,0.0714540806736589,0.0929814477369174,38.58825,0.7235,1984.25,59,,,,0.713387714170407,1984.251118,,2.11901291196154,1,0,-1,2.11901291196154,0
1240,0,-0.095440269303785,1,ID,19720331,1971,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,"",1971Q4,87.15,46.796,,,8.589,,145.108,19.504,0.367,3333,I,"",5411,0.0985542168674699,0.0591903961187529,567.2425,9.10525,1971.75,54,,,,0.134410232378642,1971.751240,,0.255812990035126,0,0,-1,0.255812990035126,0
1240,0,-0.095440269303785,1,ID,19730131,1972,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1972Q4,1972Q4,105.033,59.808,,,9.943,,199.307,20.337,0.305,3333,I,"",5411,0.0946654860853256,0.0498878614398892,567.2425,9.10525,1972.75,54,,,,0.102038563622954,1972.751240,,0.351361190319837,0,0,-1,0.351361190319837,0
1240,0,-0.095440269303785,1,ID,19740131,1973,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1973Q4,1973Q4,134.605,82.949,,,13.094,,230.801,25.909,0.518,3333,I,"",5411,0.0972772185282865,0.0567328564434296,567.2425,9.10525,1973.75,54,,,,0.112256879302949,1973.751240,,0.40688241801346,0,0,-1,0.40688241801346,0
1240,0,-0.095440269303785,1,ID,19750131,1974,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1974Q4,1974Q4,172.797,112.069,,,24.247,,279.016,23.557,0.625,3333,I,"",5411,0.140320723160703,0.0869018264185566,567.2425,9.10525,1974.75,54,,,,0.0844288499584253,1974.751240,,0.491881338228359,0,0,-1,0.491881338228359,0
1240,0,-0.095440269303785,1,ID,19750430,1975,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1975Q1,1975Q1,175.869,112.532,,,10.046,,288.271,20.668,0.743,3333,I,"",5411,0.0571220624442056,0.0348491523601056,567.2425,9.10525,1975,54,3.948,0.433596002306362,0.0136954462987952,0.0716964245449594,19751240,0.433596002306362,0.508197111464674,0,0,0.433596002306362,0.508197111464674,0.0136954462987952
1240,0,-0.095440269303785,1,ID,19750731,1975,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1975Q2,1975Q2,183.343,116.147,,,9.715,,321.188,36.329,0.897,3333,I,"",5411,0.0529881151721091,0.030247082705456,567.2425,9.10525,1975.25,54,,,,0.113108210767526,1975.251240,,0.566226966420887,0,0,-1,0.566226966420887,0
1240,0,-0.095440269303785,1,ID,19751031,1975,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1975Q3,1975Q3,195.776,124.606,,,11.051,,326.821,40.812,0.938,3333,I,"",5411,0.056447164105917,0.0338136166280625,567.2425,9.10525,1975.5,54,,,,0.124875696482172,1975.51240,,0.576157463518689,0,0,-1,0.576157463518689,0
1240,0,-0.095440269303785,1,ID,19760131,1975,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1975Q4,1975Q4,221.909,130.668,,,22.747,,334.844,50.557,0.956,3333,I,"",5411,0.102505982181885,0.0679331270681273,567.2425,9.10525,1975.75,54,,,,0.150986728148033,1975.751240,,0.590301326152395,0,0,-1,0.590301326152395,0
1240,0,-0.095440269303785,1,ID,19760430,1976,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1976Q1,1976Q1,218.222,124.602,,,20.679,,336.971,48.831,0.815,3333,I,"",5411,0.0947612981275948,0.0613672986696185,567.2425,9.10525,1976,54,4.54575,0.499244941105406,0.0134900332669577,0.144911579928243,19761240,0.499244941105406,0.594051045187905,0,0,0.499244941105406,0.594051045187905,0.0134900332669577
1240,0,-0.095440269303785,1,ID,19760731,1976,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1976Q2,1976Q2,230.465,133.228,,,22.596,,368.733,48.339,0.87,3333,I,"",5411,0.0980452563295945,0.0612801132526788,567.2425,9.10525,1976.25,54,,,,0.131094857254436,1976.251240,,0.650044733954173,0,0,-1,0.650044733954173,0
1240,0,-0.095440269303785,1,ID,19761031,1976,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1976Q3,1976Q3,237.319,137.158,,,26.881,,381.123,48.501,0.974,3333,I,"",5411,0.113269481162486,0.0705310359122908,567.2425,9.10525,1976.5,54,,,,0.127258129265355,1976.51240,,0.671887243991767,0,0,-1,0.671887243991767,0
1240,0,-0.095440269303785,1,ID,19770131,1976,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1976Q4,1976Q4,244.682,140.393,,,16.948,,404.012,44.036,1.117,3333,I,"",5411,0.0692654138841435,0.041949249032207,567.2425,9.10525,1976.75,54,,,,0.108996762472402,1976.751240,,0.712238592841686,0,0,-1,0.712238592841686,0
1240,0,-0.095440269303785,1,ID,19770430,1977,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1977Q1,1977Q1,343.807,240.887,,,15.627,,396.33,40.117,,3333,I,"",5411,0.0454528267312766,0.0394292634925441,567.2425,9.10525,1977,54,6.208,0.681804453474644,0.0156637145812833,0.101221204551762,19771240,0.681804453474644,0.698695884035488,0,0,0.681804453474644,0.698695884035488,0.0156637145812833
1240,0,-0.095440269303785,1,ID,19770731,1977,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1977Q2,1977Q2,361.912,254.332,,,21.713,,437.833,41.604,,3333,I,"",5411,0.0599952474634718,0.0495919677137173,567.2425,9.10525,1977.25,54,,,,0.0950225314217978,1977.251240,,0.771862122460852,1,0,-1,0.771862122460852,0
1240,0,-0.095440269303785,1,ID,19771031,1977,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1977Q3,1977Q3,383.877,271.504,,,23.677,,458.815,46.61,,3333,I,"",5411,0.0616786105966234,0.0516046772664364,567.2425,9.10525,1977.5,54,,,,0.10158778592679,1977.51240,,0.808851593454299,1,0,-1,0.808851593454299,0
1240,0,-0.095440269303785,1,ID,19780131,1977,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1977Q4,1977Q4,408.31,289.446,,,15.834,,523.517,46.007,,3333,I,"",5411,0.038779358820504,0.0302454361558459,567.2425,9.10525,1977.75,54,,,,0.0878806227877987,1977.751240,,0.922915684209135,1,0,-1,0.922915684209135,0
1240,0,-0.095440269303785,1,ID,19780430,1978,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1978Q1,1978Q1,430.248,305.594,,,17.209,,471.969,51.263,,3333,I,"",5411,0.0399978616983693,0.0364621405219411,567.2425,9.10525,1978,54,9.10525,1,0.0192920509609741,0.108615184471861,19781240,1,0.832040970131822,1,0,1,0.832040970131822,0.0192920509609741
1240,0,-0.095440269303785,1,ID,19780731,1978,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1978Q2,1978Q2,484.694,352.335,,,22.782,,518.527,43.943,,3333,I,"",5411,0.0470028512834902,0.0439359956183574,567.2425,9.10525,1978.25,54,,,,0.0847458280860977,1978.251240,,0.914118741102791,1,0,-1,0.914118741102791,0
1240,0,-0.095440269303785,1,ID,19781031,1978,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1978Q3,1978Q3,521.773,380.821,,,33.233,,597.175,74.657,,3333,I,"",5411,0.0636924486318763,0.0556503537489011,567.2425,9.10525,1978.5,54,,,,0.125016954828986,1978.51240,,1.05276843677968,1,0,-1,1.05276843677968,0
1240,0,-0.095440269303785,1,ID,19790131,1978,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1978Q4,1978Q4,552.215,403.343,,,28.906,,681.299,79.273,,3333,I,"",5411,0.0523455538150901,0.0424277740023103,567.2425,9.10525,1978.75,54,,,,0.116355667629044,1978.751240,,1.2010718519857,1,0,-1,1.2010718519857,0
1240,0,-0.095440269303785,1,ID,19790430,1979,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1979Q1,1979Q1,554.03,399.116,,,30.346,,625.337,82.057,5.164,3333,I,"",5411,0.0547732072270455,0.0485274340075831,567.2425,9.10525,1979,54,9.58075,1.05222261881881,0.0153209389497183,0.131220445935552,19791240,1.05222261881881,1.10241563352534,1,0,1.05222261881881,1.10241563352534,0.0153209389497183
1240,0,-0.095440269303785,1,ID,19790731,1979,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1979Q2,1979Q2,560.032,397.595,,,28.133,,663.328,84.29,5.213,3333,I,"",5411,0.0502346294497457,0.042411898789136,567.2425,9.10525,1979.25,54,,,,0.127071373438178,1979.251240,,1.16939051640172,1,0,-1,1.16939051640172,0
1240,0,-0.095440269303785,1,ID,19791031,1979,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1979Q3,1979Q3,567.188,398.342,,,27.987,,677.64,91.479,5.112,3333,I,"",5411,0.0493434275760418,0.0413006906321941,567.2425,9.10525,1979.5,54,,,,0.134996458296441,1979.51240,,1.19462134801253,1,0,-1,1.19462134801253,0
1240,0,-0.095440269303785,1,ID,19800131,1979,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1979Q4,1979Q4,572.789,394.301,,,27.598,,707.543,99.343,5.842,3333,I,"",5411,0.0481817912005992,0.0390054032051762,567.2425,9.10525,1979.75,54,,,,0.140405600790341,1979.751240,,1.24733777881594,1,0,-1,1.24733777881594,0
1240,0,-0.095440269303785,1,ID,19800430,1980,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1980Q1,1980Q1,600.184,421.028,,,25.709,,714.489,87.41,5.202,3333,I,"",5411,0.0428351972061901,0.0359823594205089,567.2425,9.10525,1980,54,10.1725,1.11721259712803,0.0142374480222929,0.122339182268726,19801240,1.11721259712803,1.25958298258681,1,0,1.11721259712803,1.25958298258681,0.0142374480222929
1240,0,-0.095440269303785,1,ID,19800731,1980,2,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1980Q2,1980Q2,608.858,423.851,,,32.588,,770.812,90.574,5.138,3333,I,"",5411,0.0535231531818585,0.0422774943825472,567.2425,9.10525,1980.25,54,,,,0.117504657426195,1980.251240,,1.35887561316368,1,0,-1,1.35887561316368,0
1240,0,-0.095440269303785,1,ID,19801031,1980,3,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1980Q3,1980Q3,611.398,419.646,,,37.16,,753.592,91.832,5.118,3333,I,"",5411,0.060778739871573,0.0493105022346309,567.2425,9.10525,1980.5,54,,,,0.121859043089629,1980.51240,,1.32851822633177,1,0,-1,1.32851822633177,0
1240,0,-0.095440269303785,1,ID,19810131,1980,4,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1980Q4,1980Q4,632.793,429.979,,,32.234,,800.236,100.94,5.677,3333,I,"",5411,0.0509392486958611,0.0402806172179207,567.2425,9.10525,1980.75,54,,,,0.126137789352141,1980.751240,,1.41074760794546,1,0,-1,1.41074760794546,0
