gvkey,sic,home_state,treatment_discrete,treatment_z,ismatched,ni_77,ni_83,rev_77,rev_83,sic_2dig,profit_growth,rev_growth,markup_77,markup_83,markup_growth,profit_growth_w,rev_growth_w,markup_growth_w
8475,5531,PA,0.61009175,0.5232250154714,1,1.0025,3.8855,33.14325,76.45875,55,-0.913013962118983,0.306917698173836,0.030247486290572,0.050818251671653,0.020570765381081,-0.109101281859661,0.0456219861781471,0.00342846089684684
8496,5912,MI,0,-0.906682558385956,1,0.427,1.13625,,71.3755,59,-1,-1,0,0.0159193280607491,0.0159193280607491,-0.109101281859661,-0.109101281859661,0.00265322134345819
8504,5621,NJ,0.991126141009098,0.903755940294061,1,10.3785,11.8995,95.7185,156.394,56,-0.984109654873405,-0.366104775983744,0.10842731551372,0.0760866785170787,-0.0323406369966412,-0.109101281859661,-0.0731639593625251,-0.00539010616610687
8510,5900,CA,0,-0.095440269303785,0,10.3265,-8.65225,213.22875,246.128,59,-1.089006524683,-0.845709126935275,0.0484292104136989,-0.0351534567379575,-0.0835826671516564,-0.109101281859661,-0.109101281859661,-0.0139304445252761
8569,5661,NC,0,-0.095440269303785,1,1.019,,14.9985,,56,-1,-1,0.067940127346068,0,-0.067940127346068,-0.109101281859661,-0.109101281859661,-0.011323354557678
8580,5700,TX,0.0288707793771292,-0.152425780842274,1,0.78725,,28.244,,57,-1,-1,0.0278731766038805,0,-0.0278731766038805,-0.109101281859661,-0.109101281859661,-0.00464552943398008
8622,5812,TX,0,-0.095440269303785,1,0.53325,0.89875,18.622,37.222,58,-0.980372677478251,-0.00118139834604225,0.0286354849103211,0.0241456665412928,-0.00448981836902835,-0.109101281859661,-0.000196996718128228,-0.000748303061504724
8650,5411,MA,0,-0.252609262039173,1,2.29025,8.931,142.82525,304.06525,54,-0.953504369850569,0.128932034076608,0.0160353298873974,0.0293719851249033,0.0133366552375059,-0.109101281859661,0.0204176597960632,0.00222277587291765
8674,5812,SC,0,-0.095440269303785,0,2.2395,3.03275,49.137,107.28475,58,-0.983856360787187,0.183380141237764,0.0455766530313206,0.0282682301072613,-0.0173084229240593,-0.109101281859661,0.0284599388791675,-0.00288473715400988
8814,5411,PR,0,-0.095440269303785,1,0.60575,0.9705,83.92,119.2015,54,-0.995653598665396,-0.579581744518589,0.00721818398474738,0.00814167606951255,0.00092349208476517,-0.109101281859661,-0.109101281859661,0.000153915347460862
8888,5712,IL,0,-1.31230370292704,0,0.58325,0.09675,14.214,24.3365,57,-1.03422681862952,-0.287850007035317,0.0410334881103138,0.00397551003636513,-0.0370579780739487,-0.109101281859661,-0.055007027080523,-0.00617632967899144
8926,5531,NC,0.0664521548540151,-0.0451348486054243,1,0.11875,0.40875,32.76875,43.15275,55,-0.991150104901774,-0.683112721724204,0.00362387945832539,0.00947216573683022,0.00584828627850483,-0.109101281859661,-0.109101281859661,0.000974714379750805
8950,5331,NY,0,-0.095440269303785,0,11.6765,13.9075,593.2385,611.18325,53,-0.996239286560127,-0.969751204616693,0.0196826402871695,0.0227550411435523,0.00307240085638279,-0.109101281859661,-0.109101281859661,0.000512066809397131
9089,5812,NY,0.000956083857168718,-0.09447074973273,1,0.1315,0.56025,18.12975,29.71475,58,-0.976351025248556,-0.360995049573215,0.0072532715564197,0.0188542727096812,0.0116010011532615,-0.109101281859661,-0.0719229419158088,0.00193350019221025
9155,5912,PA,0.979161106972148,0.896749397812494,1,5.174,18.56525,146.5025,305.81575,59,-0.908593710004949,0.0874439002747391,0.0353168034675176,0.0607073049703948,0.0253905015028771,-0.109101281859661,0.0140697090962627,0.00423175025047952
9201,5600,PA,1,0.918612592048929,0,1.3565,,28.897,,56,-1,-1,0.0469425891961103,0,-0.0469425891961103,-0.109101281859661,-0.109101281859661,-0.00782376486601839
9284,5411,NC,0,-0.095440269303785,0,1.50725,2.65125,81.43075,135.33175,54,-0.985951253058581,-0.338075604117609,0.0185095925065163,0.0195907464434621,0.00108115393694581,-0.109101281859661,-0.0664561305650761,0.000180192322824302
9359,5411,CA,0,-0.095440269303785,1,25.57625,45.82575,2812.34925,4646.29125,54,-0.992799791846621,-0.347896780600774,0.00909426523039413,0.00986286643137147,0.000768601200977347,-0.109101281859661,-0.0687790796731501,0.000128100200162891
9361,5812,CA,0,-0.095440269303785,1,1.79175,5.925,120.356,251.54375,58,-0.965658130878394,0.0899975904815713,0.0148870849812224,0.0235545506497379,0.00866746566851549,-0.109101281859661,0.014466218383522,0.00144457761141925
9388,5812,CA,0,-0.095440269303785,1,5.69275,-23.5593333333333,122.07975,50.9703333333333,58,-1.23961454158723,-1.5824833083838,0.0466314028329842,-0.462216583502822,-0.508847986335806,-0.109101281859661,-0.109101281859661,-0.0833333333333333
9430,5912,CA,0,-0.095440269303785,1,1.984,,92.356,,59,-1,-1,0.0214820910390229,0,-0.0214820910390229,-0.109101281859661,-0.109101281859661,-0.00358034850650382
9502,5331,OH,0,-2.12354599200921,0,3.44575,10.453,171.30225,326.14475,53,-0.95909423256262,-0.0960860117132147,0.0201150305965041,0.0320501863053138,0.0119351557088097,-0.109101281859661,-0.0166958972772236,0.00198919261813495
9522,5211,FL,0,-0.095440269303785,1,0.8565,2.829,26.43375,89.7455,52,-0.925379486451979,1.39511041755332,0.0324017591147681,0.0315224718788129,-0.000879287235955179,-0.109101281859661,0.069913193933663,-0.000146547872659196
9567,5411,OH,0,-2.12354599200921,0,0.53525,0.85775,60.70825,118.08075,54,-0.994687707189715,-0.0549472271066948,0.0088167588424967,0.00726409681510322,-0.00155266202739347,-0.109101281859661,-0.00937486415511246,-0.000258777004565579
9618,5960,NY,0.161513375688501,0.0683428314598754,1,2.92525,,102.7015,,59,-1,-1,0.0284830309197042,0,-0.0284830309197042,-0.109101281859661,-0.109101281859661,-0.0047471718199507
9680,5411,NY,0,-0.095440269303785,1,0.13,0.44975,69.41425,127.984,54,-0.995393597136035,-0.156228728251044,0.00187281429965749,0.00351411113889236,0.00164129683923487,-0.109101281859661,-0.0279152669084014,0.000273549473205812
9712,5500,TX,0,-2.07603754760061,1,2.79,-2.744,98.89925,363.525,55,-1.05595593495401,1.6757103820302,0.0282105273801369,-0.00754831167044908,-0.0357588390505859,-0.109101281859661,0.069913193933663,-0.00595980650843099
9722,5700,PA,0.750227075745686,0.665329643520407,1,0.70975,,19.9225,,57,-1,-1,0.0356255490023842,0,-0.0356255490023842,-0.109101281859661,-0.109101281859661,-0.00593759150039737
9731,5661,NJ,0,-0.095440269303785,1,0.06875,-0.000999999999999996,2.07675,2.55425,56,-1.03358613217768,-0.770073432045263,0.0331046105693993,-0.000391504355485953,-0.0334961149248853,-0.109101281859661,-0.109101281859661,-0.00558268582081421
9770,5411,CA,0,-0.095440269303785,0,0.87075,0.39675,83.548,124.40675,54,-1.00567338535931,-0.51095478048547,0.0104221525350697,0.0031891356377367,-0.00723301689733296,-0.109101281859661,-0.109101281859661,-0.00120550281622216
9842,5900,FL,0,-0.095440269303785,0,1.0015,0.85925,23.93975,90.3145,59,-1.00594200022974,1.77257490157583,0.0418341879092305,0.00951397616108155,-0.0323202117481489,-0.109101281859661,0.069913193933663,-0.00538670195802482
9872,5412,TX,0,-0.095440269303785,0,11.899,32.942,634.02725,2193.01575,54,-0.966810574782077,1.45886671274776,0.0187673321611965,0.0150213239462598,-0.0037460082149367,-0.109101281859661,0.069913193933663,-0.000624334702489449
9918,5812,SC,0,-0.095440269303785,1,1.13925,,17.582,,58,-1,-1,0.0647963826640883,0,-0.0647963826640883,-0.109101281859661,-0.109101281859661,-0.0107993971106814
9926,5812,CA,0,-0.095440269303785,0,0.487,,13.4945,,58,-1,-1,0.0360887769091111,0,-0.0360887769091111,-0.109101281859661,-0.109101281859661,-0.00601479615151852
9943,5661,MA,0,-0.193545644200368,1,0.35025,0.32125,17.0935,25.174,56,-1.00169655132068,-0.527276450112616,0.0204902448299061,0.0127611821720823,-0.0077290626578238,-0.109101281859661,-0.109101281859661,-0.0012881771096373
9985,5200,CA,0,-0.0983061745929041,1,2.84225,4.64375,37.9025,74.2035,52,-0.952470153683794,-0.0422531495283956,0.0749884572257767,0.0625812798587668,-0.0124071773670099,-0.109101281859661,-0.00716947313510485,-0.00206786289450165
10131,5900,NJ,0.745498331773139,0.660534447164442,1,3.3285,3.85,96.28975,196.327,59,-0.994584054896809,0.0389189918968531,0.0345675422358039,0.0196101402252365,-0.0149574020105674,-0.109101281859661,0.00638374675744768,-0.00249290033509457
10173,5412,FL,0,-0.095440269303785,1,0.358,0.4545,20.30625,42.6475,54,-0.995247768544167,0.100215450907972,0.0176300400123115,0.0106571311331262,-0.00697290887918527,-0.109101281859661,0.0160450318365741,-0.00116215147986421
10199,5411,NJ,1,0.918612592048929,0,3.713,10.1685,430.9865,879.3865,54,-0.985021572601462,0.0404038177529926,0.00861511903505098,0.0115631750089409,0.00294805597388991,-0.109101281859661,0.00662332519368114,0.000491342662314985
10331,5712,TX,0,-0.095440269303785,0,0.6205,-1.37475,9.50625,15.75825,57,-1.20988823142669,-0.34232741617357,0.0652728468113084,-0.0872400171338822,-0.152512863945191,-0.109101281859661,-0.0674582385570232,-0.0254188106575318
10332,5731,TX,0,-0.095440269303785,0,17.2605,69.63025,237.31675,618.797,57,-0.779325521692,0.607472923845451,0.0727319078826084,0.112525190005769,0.0397932821231609,-0.109101281859661,0.069913193933663,0.00663221368719348
10333,5940,TX,0.0230808567847491,-0.0330263789969928,1,2.0145,0.68175,46.045,15.278,59,-1.02894451080465,-1.66819415788902,0.0437506786838962,0.0446229873020029,0.0008723086181067,-0.109101281859661,-0.109101281859661,0.00014538476968445
10554,5700,CA,0.957627118084746,0.875644249899005,1,0.303,0.50125,6.6555,12.681,57,-0.970212606115243,-0.0946585530764028,0.0455262564796033,0.0395276397760429,-0.00599861670356044,-0.109101281859661,-0.0164372621898538,-0.000999769450593407
10558,5912,CA,1,1.93266545340164,1,2.144,5.62575,168.6565,296.95325,59,-0.979355969085093,-0.239301479634642,0.0127122287015324,0.0189449012597101,0.00623267255817766,-0.109101281859661,-0.0445629128685983,0.00103877875969628
10639,5945,NJ,0.971631206486525,0.878338153400404,1,2.41725,23.07925,68.56675,329.91025,59,-0.698658606394499,2.81151943179457,0.035253967848848,0.0699561471642667,0.0347021793154186,-0.109101281859661,0.069913193933663,0.00578369655256977
10699,5812,NY,0,-0.095440269303785,0,14.3155,-1.91575,847.32525,499.1545,58,-1.01915586724224,-1.41090567052026,0.0168949290723958,-0.0038379900411596,-0.0207329191135554,-0.109101281859661,-0.109101281859661,-0.00345548651892589
10969,5621,OH,0,-2.12354599200921,0,4.7985,18.80525,151.81,376.94325,56,-0.907734997694486,0.482993544562282,0.031608589684474,0.0498888095223883,0.0182802198379143,-0.109101281859661,0.067881862053272,0.00304670330631905
11002,5961,NY,0,-0.095440269303785,1,0.16025,0.4425,21.6985,17.9733333333333,59,-0.98699218840012,-1.17167853384643,0.00738530313155287,0.0246198071216617,0.0172345039901088,-0.109101281859661,-0.109101281859661,0.00287241733168481
11085,5812,ME,0.00208159854046628,-0.0933294183476376,1,0.714,,14.118,,58,-1,-1,0.0505737356566086,0,-0.0505737356566086,-0.109101281859661,-0.109101281859661,-0.0084289559427681
11215,5651,NY,0,-0.0954402693037851,1,0.17925,0.07225,7.81875,7.56775,56,-1.01368505195843,-1.03210231814548,0.0229256594724221,0.00954709127547818,-0.0133785681969439,-0.109101281859661,-0.109101281859661,-0.00222976136615731
11259,5331,AR,1,2.60870069430345,0,5.29775,49.061,169.614,1166.72725,53,-0.741983267890622,4.87872021177497,0.0312341551994529,0.0420501021125546,0.0108159469131017,-0.109101281859661,0.069913193933663,0.00180265781885029
11263,5411,NJ,0,-0.095440269303785,1,1.58875,3.485,212.135333333333,396.72275,54,-0.991061130787579,-0.129860105027294,0.00748932285365003,0.00878447227944452,0.0012951494257945,-0.109101281859661,-0.0229168732720728,0.000215858237632416
11264,5912,IL,0,-1.31230370292704,1,3.81975,17.44725,266.50425,590.1535,59,-0.948865731034308,0.21442434782935,0.0143327920661678,0.0295639185398375,0.0152311264736697,-0.109101281859661,0.0329082454226388,0.00253852107894495
11339,5411,TX,0,-0.095440269303785,0,0.43375,,109.978,,54,-1,-1,0.00394397061230428,0,-0.00394397061230428,-0.109101281859661,-0.109101281859661,-0.000657328435384047
11343,5411,PA,0.868173257363465,0.784933306475543,1,5.21025,12.53,115.32025,222.96425,54,-0.936526759177161,-0.0665646319705343,0.0451807033023255,0.0561973500236024,0.011016646721277,-0.109101281859661,-0.0114149419034842,0.00183610778687949
11491,5311,IL,0,-1.31230370292704,1,0.746,-0.8675,39.80425,45.351,53,-1.04053587242568,-0.860649302524228,0.0187417172789338,-0.0191285748936076,-0.0378702921725414,-0.109101281859661,-0.109101281859661,-0.00631171536209024
11534,5621,MI,0,-0.906682558385956,1,0.52575,0.41725,20.73,25.221,56,-1.0052339604438,-0.783357452966715,0.0253617945007236,0.0165437532215217,-0.00881804127920185,-0.109101281859661,-0.109101281859661,-0.00146967354653364
11535,5411,FL,0,-0.095440269303785,1,17.6,28.365,999.17475,1754.65125,54,-0.989226108846325,-0.243899528085553,0.0176145363961609,0.0161656055583695,-0.00144893083779143,-0.109101281859661,-0.0455278705758496,-0.000241488472965238
11543,5621,WI,0,-0.095440269303785,0,1.913,0.36025,16.22025,10.26175,56,-1.09572910405203,-1.36734945515636,0.117938996008076,0.0351060978877872,-0.0828328981202892,-0.109101281859661,-0.109101281859661,-0.0138054830200482
11579,5311,DC,0,-0.095440269303785,1,2.8465,3.88725,62.2675,100.90025,53,-0.983285823262537,-0.379567992933713,0.0457140562893966,0.0385256726321293,-0.0071883836572673,-0.109101281859661,-0.0764742004261808,-0.00119806394287788
11584,5661,NY,0,-0.095440269303785,0,21.375,29.5,1383.625,,56,-0.99412774415033,-1,0.0154485500045171,0,-0.0154485500045171,-0.109101281859661,-0.109101281859661,-0.00257475833408619
11669,5944,TX,0,-0.095440269303785,0,7.08825,8.84675,197.639,415.779,59,-0.991102464594539,0.103729527067026,0.0358646319805302,0.0212775296491646,-0.0145871023313656,-0.109101281859661,0.0165851862222846,-0.00243118372189426
11672,5651,MA,0,-0.095440269303785,0,2.939,15.3565,315.32525,653.41675,56,-0.960620026464738,0.0721992609218578,0.00932053490800372,0.0235018462566195,0.0141813113486158,-0.109101281859661,0.0116864125762775,0.00236355189143597
12061,5900,TX,0,-0.095440269303785,0,1.24975,0.3905,29.1005,63.7605,59,-1.02952698407244,0.191044827408464,0.042945997491452,0.00612448145795595,-0.0368215160334961,-0.109101281859661,0.0295671673222546,-0.00613691933891602
12474,5712,FL,0.0134874760647399,-0.0680862419120336,1,2.984,6.85225,107.06275,161.10875,57,-0.963869319627975,-0.495193239478717,0.027871505262101,0.0425318302078565,0.0146603249457555,-0.109101281859661,-0.107679520723592,0.00244338749095925
12681,5411,OR,1,0.918612592048929,0,4.2505,14.793,205.6195,,54,-0.948728111876549,-1,0.0206716775403111,0,-0.0206716775403111,-0.109101281859661,-0.109101281859661,-0.00344527959005185
13121,5812,SC,0,-0.095440269303785,0,14.3155,-1.91575,847.32525,499.1545,58,-1.01915586724224,-1.41090567052026,0.0168949290723958,-0.0038379900411596,-0.0207329191135554,-0.109101281859661,-0.109101281859661,-0.00345548651892589
13961,5912,OH,0,-2.12354599200921,0,7.344,23.35275,198.00825,556.87675,59,-0.919151095977062,0.812391655398197,0.0370893637007549,0.0419352217523896,0.00484585805163466,-0.109101281859661,0.069913193933663,0.000807643008605777
14097,5812,PA,1,0.918612592048929,0,9.8035,13.422,386.2545,764.14775,58,-0.99063182435415,-0.0216469969929151,0.02538093407326,0.0175646659955486,-0.00781626807771135,-0.109101281859661,-0.00364081116634307,-0.00130271134628523
23769,5812,CA,0,-0.095440269303785,0,1.529,4.66025,42.01525,98.9325,58,-0.92547348879276,0.354680740921451,0.0363915483068648,0.0471053496070553,0.0107138013001905,-0.109101281859661,0.0518960544068126,0.00178563355003176
65499,5731,VA,0,-0.095440269303785,1,0.513,3.00225,22.69975,89.177,57,-0.890340201984603,1.92854546856243,0.0225993678344475,0.0336661919553248,0.0110668241208773,-0.109101281859661,0.069913193933663,0.00184447068681288
