year,state,RSSDID,losses,ci.loans,ci.losses,cards,card.losses,loans,card.loss.rate,banks,card.issuers,state_name,fipstate,r_90,r_77,r_change,ever_nolimit,r_usury,nolimit,e1_4,e5_9,e10_19,e20_49,e50_99,e100_249,e250_499,e500_999,e1000,emp,emp.small,emp.mid,emp.lg,emp.small.frac,emp.mid.frac,emp.lg.frac,tax,corp.lic.tax,lic.tax,corp.inc.tax,interest,sa,loc.tax,loc.corp.lic.tax,loc.lic.tax,loc.corp.inc.tax,loc.interest,loc.sa
1980,SC,43278497,13122.5,989973.916666667,0,205449.75,0,3851543.33333333,0,86,39,South Carolina,45,,,,0,18,0,225262,305517,376479,526425,350162,476599,375008,405604,446472,3487528,907258,1353186,1227084,0.260143574474528,0.388007207397331,0.351849218128141,1678049,5601,65557,153475,97017,153,2189654,5601,65560,153475,142551,3407
1980,SD,51370025,7170,651248,0,6019,0,2927178.75,0,154,16,South Dakota,46,30,12,18,1,18,0,69653,89075,113118,136502,76845,55444,18300,8168,9141,576246,271846,268791,35609,0.471753383103744,0.466451827865183,0.0617947890310735,270518,385,24690,3292,55474,0,523429,385,29870,3292,71763,5069
1980,TN,169854702,55916.75,3376573.91666667,0,275844.75,0,12761006.3333333,0,351,56,Tennessee,47,21,18,3,0,18,0,330206,458893,616725,921213,642092,833781,591145,380502,552239,5326796,1405824,2397086,1523886,0.263915494417282,0.450005218897063,0.286079286685655,1886992,45640,181522,198222,148908,0,2999400,45640,201076,198222,274506,8999
1980,TX,778721310,206267.75,24149114.9166667,0,1008821,0,57489733.9166667,0,1489,320,Texas,48,18,18,0,0,18,0,1259505,1610537,2263293,3540262,2777871,2905805,1782972,1279999,1993874,19414118,5133335,9223938,5056845,0.264412475498501,0.475114965305146,0.260472559196354,6758706,352615,741680,0,771195,0,11159063,352615,768476,0,1209698,53129
1980,UT,48162109,8444,1173512.66666667,0,139455.5,0,3850403.91666667,0,77,40,Utah,49,30,18,12,1,18,0,107537,153578,219814,328559,189973,183605,72113,64868,118975,1439022,480929,702137,255956,0.334205453426007,0.48792652231863,0.177868024255362,785755,0,33661,40377,58458,1144,1215206,0,33661,40377,96269,5410
1980,VA,124434122,39829.25,3126814.25,0,849333.5,0,14364638.1666667,0,233,82,Virginia,51,30,18,12,1,18,0,390703,556493,753170,1106761,753264,945218,471037,390785,576529,5943960,1700366,2805243,1438351,0.286066191562527,0.471948498980478,0.241985309456995,2743325,6143,149138,193847,223497,0,4551122,6143,192827,193847,349379,19457
1980,VT,11959664,2605,330356.583333333,0,30300.75,0,1550039.66666667,0,35,10,Vermont,50,18,18,0,0,18,0,54142,63349,77766,103138,65122,66503,32964,20165,32246,515395,195257,234763,85375,0.378849232142338,0.455501120499811,0.165649647357852,266317,194,27467,22425,27280,0,447044,194,27467,22425,34903,270
1980,WA,60405766,31656.5,6819978.58333333,0,543035.5,0,16055810.4166667,0,125,41,Washington,53,18,12,6,0,12,0,360501,504800,656103,974802,653802,601780,292797,247235,515369,4807189,1521404,2230384,1055401,0.31648516419887,0.463968443928458,0.219546391872672,2917445,4199,158134,0,161700,0,3993212,4199,163758,0,523751,28622
1980,WI,285943584,23958.25,3910101.25,0,360157.333333333,0,15444028,0,637,424,Wisconsin,55,30,18,12,1,18,0,392053,533283,737850,1101259,726369,876313,553593,499196,665922,6085838,1663186,2703941,1718711,0.273287918607101,0.444300521965915,0.282411559426984,3366310,2033,161745,311321,192035,2091,4898997,2033,161745,311321,328048,40918
1980,WV,153547363,15413,844366.416666667,0,61920.5,0,5377061.08333333,0,238,41,West Virginia,54,18,18,0,0,18,0,135631,161344,216892,320675,190641,221468,136459,112269,108697,1604076,513867,732784,357425,0.320350781384423,0.456826235165915,0.222822983449662,1219492,3693,71480,32889,86096,0,1531068,3693,71489,32889,122035,904
1980,WY,45684746,5124.5,566318.25,0,7692.75,0,1758521.75,0,102,36,Wyoming,56,21,18,3,0,18,0,32661,69500,93932,115733,74249,69939,21477,15241,0,492732,196093,259921,36718,0.397970905076188,0.527509883669013,0.0745192112547998,388125,730,41377,0,81486,0,654638,730,41377,0,96912,4148
1981,AK,6683355,4342.25,413924,0,42440.5,0,1095008.5,0,14,6,Alaska,2,18,18,0,1,18,0,33822,46422,59191,84721,50150,48288,19698,2771,6436,351499,139435,183159,28905,0.396686761555509,0.521079718576724,0.0822335198677663,2316823,857,46709,894843,444009,0,2563638,857,48340,894843,526874,3103
1981,AL,140067258,48086.75,2565625.91666667,0,201857.666666667,0,9283372.5,0,322,52,Alabama,1,21,18,3,0,21,0,274961,376860,478373,725318,490094,588044,410465,262652,280380,3887147,1130194,1803456,953497,0.290751546056787,0.463953640034709,0.245294813908504,2148415,50731,128250,99095,114714,0,2855247,50731,140466,99095,187357,4302
1981,AR,126112999,16861.5,1978099.58333333,0,51366.5,0,6224146.33333333,0,262,19,Arkansas,5,17,10,7,0,10,0,181076,229028,283344,371494,263225,311963,233068,114253,120110,2107561,693448,946682,467431,0.329028673428669,0.449183677245878,0.221787649325453,1188861,3058,101782,80683,71014,0,1462349,3058,101853,80683,129714,2673
1981,AZ,13801936,29847.5,2266782.75,0,487105.5,0,9105305.5,0,27,22,Arizona,4,30,18,12,1,30,1,200004,322677,417963,618552,422473,410079,167201,96968,344750,3000667,940644,1451104,608919,0.313478303323894,0.483593814308619,0.202927882367487,1785775,2836,97580,126510,113990,0,2678645,2836,100946,126510,283850,39090
1981,CA,220383171,429719.75,67180061.9166667,0,5002230.08333333,0,175418961.25,0,448,262,California,6,19.2,18,1.2,1,19.2,0,2199832,2965335,4012279,6196244,3708233,5187720,2968596,1802504,4008676,33049419,9177446,15092197,8779776,0.277688572982176,0.456655440750713,0.265655986267111,20504787,6225,705574,2731111,931132,1923,29627395,6225,705574,2731111,2613867,238880
1981,CO,164693671,46322.25,3376674,0,646681.333333333,0,10000619.8333333,0,341,247,Colorado,8,21,18,3,0,18,0,291504,414333,530862,751894,503207,571348,250410,153335,358218,3825111,1236699,1826449,761963,0.323310617652664,0.477489149988066,0.19920023235927,1445777,2831,100869,103465,109708,0,2846496,2831,112313,103465,300644,51095
1981,CT,67398901,25709.5,2978669.91666667,0,398993.25,0,8600272.08333333,0,129,46,Connecticut,9,15,15,0,1,15,0,283351,370101,478452,734347,528461,684662,404771,312323,834817,4631285,1131904,1947470,1551911,0.244403874950473,0.420503164888363,0.335092960161165,2071885,4412,126555,248720,175874,976,3702964,4412,126555,248720,263783,20378
1981,DE,8783381,5017.25,342623.5,0,103641.25,0,1983443,0,26,6,Delaware,10,30,18,12,1,18,0,43052,67694,82089,118895,78967,83226,21021,38267,113434,646645,192835,281088,172722,0.298208445128316,0.434686729194535,0.267104825677149,550943,70942,155880,32914,52484,0,668747,70942,155880,32914,83105,110
1981,FL,305850003,79996.6666666667,6524190.58333333,0,885993.5,0,26389143.9166667,0,607,225,Florida,12,18,18,0,0,18,0,962831,1342282,1609369,2401937,1764471,1900509,845166,516160,939462,12282187,3914482,6066917,2300788,0.318712131642353,0.493960643979773,0.187327224377873,5314376,9841,395998,402471,348894,0,8273759,9841,422935,402471,883520,69425
1981,GA,206473124,52021.75,5212134.83333333,0,609079,0,15414096,0,448,87,Georgia,13,18,18,0,0,18,0,414171,619879,790210,1173661,903761,1056965,706085,412018,514759,6591509,1824260,3134387,1632862,0.276759085059279,0.475518883460525,0.247722031480197,3019847,9819,90059,252235,147734,245,4560932,9819,90424,252235,368576,10716
1981,IA,373352232,27856.75,2500748.25,0,168722.75,0,11562500.75,0,651,156,Iowa,19,19.8,18,1.8,0,18,0,277011,384751,466775,630105,377685,389393,200786,148954,331927,3207387,1128537,1397183,681667,0.351855575894022,0.435614099577008,0.21253032452897,1835807,11373,183494,135868,63262,0,3023730,11373,188529,135868,149991,8877
1981,ID,11268655,6834.75,884414.916666667,0,74319,0,3020117.41666667,0,27,11,Idaho,16,30,18,12,1,18,0,77203,116520,145583,179553,91617,79950,41273,32626,24800,789125,339306,351120,98699,0.42997750673214,0.444948518929194,0.125073974338666,536681,1334,63886,50875,60740,0,745412,1334,64943,50875,86164,1685
1981,IL,696422368,243538.75,42665049.4166667,0,1907888.83333333,0,90781057.5,0,1310,428,Illinois,17,30,21.6,8.3999996,1,21.6,0,869928,1192868,1612346,2407954,2118449,2493796,1481451,1189261,2476417,15842470,3675142,7020199,5147129,0.23198036669787,0.443125282863089,0.324894350439041,7322572,40705,458546,835017,426865,0,13156043,40705,524115,835017,954449,28371
1981,IN,178939181,52257.75,3942465.25,0,336453.25,0,17701409.75,0,410,202,Indiana,18,21,18,3,0,18,0,407538,591012,756281,1145011,796279,959714,493684,395906,1097914,6643339,1754831,2901004,1987504,0.26414894678715,0.436678603936966,0.299172449275884,2808811,3762,142225,154873,146198,0,4383717,3762,142261,154873,293808,4007
1981,KS,312239019,32054.75,2400475.5,0,102939.75,0,8568319.25,0,619,62,Kansas,20,21,21,0,0,21,0,229821,307596,410793,563588,345710,359692,159967,101093,253765,2732025,948210,1268990,514825,0.347072226645071,0.464486964797174,0.188440808557755,1392277,7087,107863,150421,90684,0,2366457,7087,109401,150421,234226,21512
1981,KY,193527340,40706.5,2640476,0,236852.25,0,10813941.5833333,0,345,115,Kentucky,21,18,18,0,0,18,0,248982,350135,450111,652082,421272,489125,334712,243532,266113,3456064,1049228,1562479,844357,0.303590442769578,0.452097819947779,0.244311737282643,2276170,13322,98682,154786,158577,0,2852943,13322,104469,154786,218361,7691
1981,LA,146580584,55956.5,4821674.25,0,305904.25,0,13996734.25,0,275,52,Louisiana,22,18,18,0,0,18,0,308726,443081,612629,964070,715269,796595,442498,321710,294802,4899380,1364436,2475934,1059010,0.27849156423874,0.505356596140736,0.216151839620523,2804570,72287,184606,266611,268924,0,4103253,72287,190565,266611,462315,14322
1981,MA,180309675,63080.5,9654127.08333333,0,773385.25,0,20615305.3333333,0,309,113,Massachusetts,25,18,18,0,0,18,0,472680,662672,892460,1369828,1198110,1479880,762392,578966,1403173,8820161,2027812,4047818,2744531,0.229906460891133,0.458927903923749,0.311165635185117,4335648,5757,137963,536069,202920,5231,7706996,5757,137963,536069,374628,12931
1981,MD,56906996,36980.75,2419672.41666667,0,585560.25,0,10233740.3333333,0,105,39,Maryland,24,24,18,6,0,18,0,265585,453792,613154,916864,653363,677366,337151,272404,482246,4671925,1332531,2247593,1091801,0.285220974223687,0.48108499173253,0.233694034043783,2956088,3118,116662,156338,173537,0,4968582,3118,116662,156338,325910,54955
1981,ME,25802334,6735.25,608380.583333333,0,67801.4166666667,0,2024990.58333333,0,71,36,Maine,23,18,18,0,0,18,0,97593,115819,139940,181541,138431,145277,108584,88302,69388,1084875,353352,465249,266274,0.325707569996543,0.428850328378846,0.245442101624611,674316,652,56438,39193,48059,0,1060713,652,56824,39193,59524,931
1981,MI,200772930,81883.25,8566128.75,0,1143227,0,30205643.75,0,379,201,Michigan,26,20.4,20.4,0,0,20.4,0,608670,974780,1221426,1795025,1231967,1301943,792737,525640,2007177,10459365,2804876,4328935,3325554,0.268168861111549,0.413881244224673,0.317949894663777,6176957,5435,327140,943909,278285,0,10664476,5435,327470,943909,727381,51976
1981,MN,391947475,48902.25,5987051.25,0,206701.75,0,18193872.5,0,766,312,Minnesota,27,18,12,6,0,15.9,0,329647,497950,688307,977442,688083,808108,435082,287026,654635,5366280,1515904,2473633,1376743,0.28248693694701,0.460958615651811,0.256554447401179,3373726,1547,210082,331718,251092,0,4761639,1547,213993,331718,518815,162917
1981,MO,448682741,57966.75,5383853.83333333,0,457034.5,0,18010433.9166667,0,733,207,Missouri,29,18,18,0,0,18,0,409485,531783,696074,1090088,819215,979622,542182,337026,741002,6146477,1637342,2888925,1620210,0.26638707018671,0.47001314736881,0.26359978244448,2142913,31996,186032,128282,122047,0,3836482,31996,191950,128282,316426,11682
1981,MS,92203677,29081,1542903.66666667,0,74607.5,0,6383379.91666667,0,177,14,Mississippi,28,21,18,3,0,21,0,184925,237752,288463,370665,267708,345370,221764,142302,100386,2159335,711140,983743,464452,0.329332873315164,0.455576832682284,0.215090294002552,1396745,32985,92940,63832,59680,0,1751643,32985,92940,63832,89630,1324
1981,MT,100569367,8077.5,880947.833333334,0,16588.5833333333,0,3120702.83333333,0,164,74,Montana,30,30,18,12,1,18,0,84395,107782,139993,166346,94479,76791,18566,8775,6169,703296,332170,337616,33510,0.472304691054691,0.48004823004823,0.0476470788970789,465010,458,41126,52901,80313,0,824597,458,48632,52901,106357,8917
1981,NC,37515479,34901.5833333333,5245060.5,0,614122.5,0,14433618,0,83,63,North Carolina,37,18,18,0,0,18,0,481038,646272,819124,1171767,827672,1191001,929303,638417,912423,7617017,1946434,3190440,2480143,0.255537568053216,0.418856883212943,0.325605548733842,3431002,56127,253136,279937,128424,1704,4735751,56127,254636,279937,308688,6899
1981,ND,139589229,7318.5,725476.75,0,10858.25,0,2630967,0,175,42,North Dakota,38,30,18,12,1,18,0,63424,92028,106911,145890,80686,70476,27720,10319,15740,613194,262363,297052,53779,0.427862960172474,0.484433963802647,0.0877030760248796,450755,406,42293,41051,56903,0,608803,406,42293,41051,85311,25943
1981,NE,206967836,18877.25,1443348,0,167669.5,0,6492944.5,0,457,72,Nebraska,31,21,18,3,0,21,0,149440,208589,253403,348421,200216,224522,99900,82920,91141,1658552,611432,773159,273961,0.368654103097159,0.466165064465871,0.165180832436969,803960,2746,69824,54128,60653,0,1510181,2746,76253,54128,184320,19404
1981,NH,30733025,5966.5,558125.666666667,0,47878,0,2243280.5,0,99,47,New Hampshire,33,30,29,1,0,30,1,78965,110860,135622,194129,151382,161496,108802,75255,57049,1073560,325447,507007,241106,0.303147471962443,0.472267036774843,0.224585491262715,268752,2966,43079,57339,43659,0,668273,2966,43079,57339,60293,338
1981,NJ,102388001,44919.5,5488481.16666667,0,517236.666666667,0,20141388.3333333,0,188,123,New Jersey,34,30,15,15,1,15,0,650315,826624,1042370,1680604,1322950,1667265,914519,591382,1026787,9722816,2519309,4670819,2532688,0.259113100566749,0.480397757192978,0.260489142240273,5029356,201249,535359,574920,219742,0,8783749,201249,535359,574920,421745,4585
1981,NM,53155455,13629.75,1262646.25,0,75961.25,0,3437119.5,0,88,25,New Mexico,35,30,18,12,1,18,0,103450,149325,208822,266797,145390,135686,59627,43079,39071,1151247,461597,547873,141777,0.400953922138342,0.475895268348148,0.12315080951351,1179280,4228,54518,53523,262772,0,1416286,4228,54518,53523,320701,7828
1981,NV,4246987,6596.25,563028.75,0,67140.75,0,2372660.25,0,12,8,Nevada,32,30,21.6,8.3999996,1,21.6,0,65680,106557,143306,196958,114115,145354,82774,111930,237029,1203703,315543,456427,431733,0.262143568637779,0.379185729370119,0.358670701992103,515303,2527,66636,0,54958,0,882193,2527,66636,0,129091,6933
1981,NY,280116583,625701.5,178330996.833333,0,6059722.5,0,344789587.583333,0,537,116,New York,36,25,18,7,0,25,0,1665023,1945428,2524021,3871767,2742587,3398543,2221890,1813105,3987211,24169575,6134472,10012897,8022206,0.253809676007956,0.414276916329724,0.331913407662319,13918245,8165,507753,1524968,880431,20595,28576398,8165,546411,1524968,1892085,131582
1981,OH,193191980,97132.5,8156535.75,0,1128148.75,0,29907931.75,0,390,193,Ohio,39,25,24,1,1,24,0,804195,1204789,1525057,2363820,1674992,1981292,1282608,1038262,2263280,14138295,3534041,6020104,4584150,0.249962318652992,0.425801272359927,0.324236408987081,5240844,75209,483430,490637,198341,0,9373065,75209,520271,490637,556347,49717
1981,OK,221550018,57812.75,5136922.75,0,160420,0,13402156,0,501,85,Oklahoma,40,21,18,3,0,18,0,275400,354424,495496,710382,458785,491204,272335,160439,267846,3486311,1125320,1660371,700620,0.32278244826695,0.476254413332603,0.200963138400447,2232276,19228,188171,128697,173937,0,2956122,19228,188172,128697,277824,2863
1981,OR,55361306,27764,4320462.08333333,0,295984.083333333,0,9853265.5,0,99,28,Oregon,41,30,15,15,1,15,0,255118,348908,457828,611902,403388,407288,235256,100736,168889,2989313,1061854,1422578,504881,0.355216733744509,0.475887938131604,0.168895328123887,1608423,2561,167703,155503,426487,0,2757618,2561,169438,155503,607278,26626
1981,PA,177478384,165227.75,18121995.0833333,0,1342132,0,51433095.1666667,0,375,115,Pennsylvania,42,18,15,3,0,15,0,887033,1212779,1573530,2355603,1915255,2444309,1599832,1267205,2225711,15481257,3673342,6715167,5092748,0.23727672759389,0.433761095755984,0.328962176650126,7597010,337529,843761,821962,280938,0,11936164,337529,843781,821962,797932,16514
1981,RI,13391494,11628.5,1510376,0,93655.25,0,4496581.75,0,20,11,Rhode Island,44,,,,1,18,0,83602,109178,139549,199356,157477,177068,102140,81497,81610,1131477,332329,533901,265247,0.293712554475257,0.471861999846219,0.234425445678525,607951,1953,24430,50340,108115,0,1029471,1953,24430,50340,124680,3655
1981,SC,42396376,12919.25,1047216.25,0,227184.5,0,4103087.75,0,85,42,South Carolina,45,,,,0,18,0,219927,308003,357338,549681,368426,502080,365302,379338,404599,3454694,885268,1420187,1149239,0.256250770690545,0.411089086327183,0.332660142982273,1825935,6033,73357,152674,133345,0,2396077,6033,73592,152674,194439,2814
1981,SD,51350174,20970,691458.5,0,1110785,0,4123381.5,0,153,18,South Dakota,46,30,12,18,1,18,0,67184,91078,106417,133705,75556,66337,11891,7988,16023,576179,264679,275598,35902,0.459369397357419,0.478320105383917,0.0623104972586644,297813,363,26786,3680,61053,0,544118,363,35102,3680,87399,4449
1981,TN,170424703,61747,3885366.5,0,271930.75,0,13357980.5,0,351,53,Tennessee,47,21,18,3,0,18,0,315732,459849,612489,877095,661718,833280,579314,374481,537539,5251497,1388070,2372093,1491334,0.264318917063077,0.451698439511629,0.283982643425294,1958427,47383,184116,195065,129201,0,3389779,47383,208013,195065,293993,10430
1981,TX,811668808,275838.25,32866986.0833333,0,1014984.91666667,0,69691744.1666667,0,1552,326,Texas,48,18,18,0,0,18,0,1264097,1801890,2333217,3662379,2923897,3206060,1859602,1294179,2340966,20686287,5399204,9792336,5494747,0.261004016815584,0.47337330280683,0.265622680377585,8173759,431383,839606,0,596702,0,13602048,431383,883894,0,1183330,64518
1981,UT,46876901,11315.5,1191453,0,135607.5,0,4077679,0,77,38,Utah,49,30,18,12,1,18,0,108157,156504,221073,320026,196219,182004,58238,54622,94346,1391189,485734,698249,207206,0.34915025923868,0.501908080066763,0.148941660694557,849148,0,35736,40667,57055,1349,1314976,0,35736,40667,107745,3675
1981,VA,123652019,42762.5,3543071.75,0,956987.416666667,0,15504905.9166667,0,233,86,Virginia,51,30,18,12,1,18,0,378560,559958,754478,1023390,743063,986777,528363,367305,593716,5935610,1692996,2753230,1489384,0.285226960666216,0.463849545371074,0.25092349396271,3027348,6947,161170,182301,252848,0,5046256,6947,207409,182301,417025,16889
1981,VT,11379756,3307.25,362884.5,0,33785,0,1638123,0,34,10,Vermont,50,18,18,0,0,18,0,52759,66314,75116,100758,61712,67161,26564,22072,18909,491365,194189,229631,67545,0.395203158548126,0.467332838114233,0.137464003337641,294243,188,29191,22918,37775,0,465989,188,29191,22918,47976,81
1981,WA,62395821,43911.75,7410432.33333333,0,556195.75,0,16989632.3333333,0,127,37,Washington,53,18,12,6,0,12,0,363547,499029,660151,955522,598549,645126,248927,259957,549798,4780606,1522727,2199197,1058682,0.318521752263207,0.460024733266034,0.22145351447076,3125815,3523,169255,0,119317,0,4237112,3523,174923,0,558927,33701
1981,WI,288048567,27728.75,4079137,0,383371.333333333,0,15770830.4166667,0,641,426,Wisconsin,55,30,18,12,1,18,0,372654,565768,725631,1073204,695710,890105,555083,404182,582747,5865084,1664053,2659019,1542012,0.283721938168319,0.453364180291365,0.262913881540316,3629459,2278,186290,255663,173979,2726,5393120,2278,186290,255663,342274,40075
1981,WV,156612876,14623.25,893880.916666667,0,65491.75,0,5511469.5,0,243,41,West Virginia,54,18,18,0,0,18,0,126479,171285,220320,307311,188141,220920,193121,164036,106621,1698234,518084,716372,463778,0.305072210307885,0.421833504687811,0.273094285004305,1269671,3622,81997,32039,111345,0,1632131,3622,82011,32039,178686,508
1981,WY,48182276,5605.5,677339.166666667,0,7630.25,0,1948602.5,0,108,43,Wyoming,56,21,18,3,0,18,0,47471,54410,98027,117792,73438,78301,33712,17955,0,521106,199908,269531,51667,0.383622525935222,0.517228740409821,0.099148733654957,469058,928,51716,0,137874,0,799150,928,51716,0,157718,5036
1982,AK,6907617,5317.5,508013.75,0,45334,0,1496609,0,15,6,Alaska,2,18,18,0,1,18,0,40396,48891,67136,95901,56553,49794,24449,9322,5152,397594,156423,202248,38923,0.393423945029352,0.508679708446305,0.0978963465243439,2539193,1055,54217,703663,931801,0,2813207,1055,56631,703663,1058726,6424
1982,AL,134754701,58271.5,2891727.08333333,0,195038.25,0,9691045,0,309,44,Alabama,1,21,18,3,0,21,0,282572,395682,472784,696937,491581,534536,352440,293524,266864,3786920,1151038,1723054,912828,0.303950968069038,0.455001425960939,0.241047605970023,2192251,54950,122325,123218,196649,0,2969048,54950,138629,123218,298590,4618
1982,AR,127081444,23974,2406765,0,49719.25,0,6825646,0,263,18,Arkansas,5,17,10,7,0,10,0,196036,238637,289978,376035,243429,283463,199414,124947,89800,2041739,724651,902927,414161,0.354918527784403,0.442234291454491,0.202847180761106,1264614,3255,96966,91706,78304,0,1667788,3255,97033,91706,163477,5034
1982,AZ,15059475,39426.5,2727490.83333333,0,553755.916666667,0,10041210.6666667,0,32,27,Arizona,4,30,18,12,1,30,1,231960,341713,452983,629716,411434,407109,144245,105756,316324,3041240,1026656,1448259,566325,0.337578093146217,0.476206744617327,0.186215162236456,1857887,2709,125576,114759,108168,0,2890722,2709,127474,114759,325937,57966
1982,CA,253716951,598239.25,77630450.5833333,0,5566968.16666667,0,196641359.166667,0,507,300,California,6,19.2,18,1.2,1,19.2,0,2377161,3117540,4074572,5828181,3616332,4844932,2861680,1832209,4253712,32806319,9569273,14289445,8947601,0.291689933271697,0.435569897372515,0.272740169355788,21818694,5646,837026,2643946,865205,561,32452537,5646,837026,2643946,3159997,329294
1982,CO,181098269,76122,4051723.25,0,716948.083333333,0,11456749.8333333,0,374,276,Colorado,8,21,18,3,0,21,0,325920,459544,548174,823071,561284,594626,242809,164790,377402,4097620,1333638,1978981,785001,0.325466490304128,0.482958644286195,0.191574865409677,1690034,3329,105900,91400,134176,0,3442444,3329,119653,91400,413908,58693
1982,CT,61472873,42861.3333333333,3561834,0,422900.25,0,9437098.5,0,120,36,Connecticut,9,15,15,0,1,18,0,304313,405665,500804,742314,540289,663456,423546,304122,746155,4630664,1210782,1946059,1473823,0.261470493216524,0.420254848980621,0.318274657802855,2342572,4750,125348,349283,211737,1015,4154734,4750,125348,349283,322102,21186
1982,DE,11834702,15174.8333333333,1220208.5,0,804495,0,4107845.66666667,0,35,13,Delaware,10,30,18,12,1,30,1,46552,70941,88392,118839,75383,78181,23107,27725,119904,649024,205885,272403,170736,0.317222475594123,0.419711751799625,0.263065772606252,594816,76591,166882,36138,70245,0,722149,76591,166882,36138,105482,86
1982,FL,292466092,97177.8333333333,7684570.83333333,0,970007.416666667,0,29125775.3333333,0,584,196,Florida,12,18,18,0,0,18,0,1051788,1445923,1716113,2466187,1678028,1894180,756489,513635,969104,12491447,4213824,6038395,2239228,0.337336739290492,0.483402363233019,0.179260897476489,5555936,11226,399933,383827,392662,163,9222176,11226,428842,383827,1135290,93150
1982,GA,205415016,59325.75,5632465.33333333,0,682039,0,16895148.0833333,0,445,95,Georgia,13,18,18,0,0,18,0,456462,660295,813849,1072406,846769,1050572,699283,464586,457327,6521549,1930606,2969747,1621196,0.296034883736977,0.455374482350742,0.248590633912281,3281065,11247,100220,267683,152608,498,5151505,11247,100534,267683,447526,9957
1982,IA,373916090,58395,2616939.75,0,251018.25,0,12097023,0,650,164,Iowa,19,19.8,18,1.8,0,18,0,301166,386397,472048,565140,372115,367185,173323,186341,254804,3078519,1159611,1304440,614468,0.376678201433871,0.423723225356088,0.19959857321004,1996971,19789,193276,147115,42751,0,3294011,19789,198054,147115,164721,27215
1982,ID,11268655,10623.5,954023.5,0,80901.75,0,3454794.75,0,27,12,Idaho,16,30,18,12,1,21,0,90074,122466,136516,168969,88688,74862,30138,28718,27491,767922,349056,332519,86347,0.454546164844867,0.433011425639583,0.11244240951555,583822,306,75223,41136,65156,0,819135,306,76843,41136,102001,4642
1982,IL,700326220,528370,49079541.1666667,0,2589137.33333333,0,99651293.0833333,0,1317,425,Illinois,17,30,21.6,8.3999996,1,30,1,924322,1273105,1686018,2585613,2020540,2360703,1396411,1104743,2241050,15592505,3883445,6966856,4742204,0.249058441860368,0.446808001664903,0.304133556474729,7405578,41433,445609,714196,462959,0,13673037,41433,514249,714196,1216311,26665
1982,IN,179047628,83231,4389111.91666667,0,376306.083333333,0,18679143.3333333,0,411,204,Indiana,18,21,18,3,0,18,0,450073,601889,759102,1034780,792115,871653,461423,387804,987979,6346818,1811064,2698548,1837206,0.28534991865215,0.425181248304268,0.289468833043582,3063657,3052,147250,125845,142321,0,4829054,3052,147292,125845,346188,3937
1982,KS,311566874,48768.25,2789787.5,0,111702.75,0,9360633.5,0,620,72,Kansas,20,21,21,0,0,21,0,243712,322059,401992,579021,335721,319817,161877,87429,236621,2688249,967763,1234559,485927,0.359997529990711,0.459242800797099,0.18075966921219,1402736,7644,107825,122549,104027,0,2492728,7644,110043,122549,325360,26832
1982,KY,193619209,59528.5,3021047.83333333,0,248386.5,0,11642971.0833333,0,346,87,Kentucky,21,18,18,0,0,18,0,274708,359905,448998,659741,428321,484950,298964,243126,232316,3431029,1083611,1573012,774406,0.315826826296135,0.458466541670152,0.225706632033714,2491052,14657,105628,166815,228962,0,3136684,14657,111434,166815,300534,7563
1982,LA,151280947,80681.75,5665227.58333333,0,344232.25,0,15851852.4166667,0,281,60,Louisiana,22,18,18,0,0,18,0,322132,507201,658617,977413,736866,755666,430098,312356,320709,5021058,1487950,2469945,1063163,0.296341926343014,0.491917241346346,0.211740832310641,3138278,99121,189257,291953,337880,0,4649784,99121,190945,291953,622381,15625
1982,MA,178749358,73228,11040496.5833333,0,736362.416666667,0,22832972.75,0,305,113,Massachusetts,25,18,18,0,0,18,0,504733,701091,894282,1422696,1173376,1440323,780951,516849,1484585,8918886,2100106,4036395,2782385,0.235467299391426,0.452567170384283,0.31196553022429,4803664,8985,162476,598283,236684,5351,7753132,8985,162476,598283,443304,14291
1982,MD,52423648,32797.25,2740669.83333333,0,300889.25,0,10121955.6666667,0,99,37,Maryland,24,24,18,6,0,18,0,301393,486848,592290,943261,634939,638562,351762,244036,468944,4662035,1380531,2216762,1064742,0.296121972486264,0.475492354733502,0.228385672780234,3193087,3176,119532,148857,240924,0,5361644,3176,119532,148857,441496,56552
1982,ME,22585483,7843.75,643944,0,70509.5,0,2002504.25,0,62,30,Maine,23,18,18,0,0,18,0,102451,125716,144298,191621,124669,132652,123935,62116,86025,1093483,372465,448942,272076,0.340622579409099,0.410561481065549,0.248815939525352,730979,832,58118,36090,58121,0,1155869,832,58592,36090,74156,2308
1982,MI,201067673,128967,9792711.75,0,1285812.41666667,0,30817594.4166667,0,380,209,Michigan,26,20.4,20.4,0,0,20.4,0,664773,1006840,1207233,1795763,1229981,1281347,729029,469576,2036784,10421326,2878846,4307091,3235389,0.276245652424653,0.413295870410349,0.310458477164998,6318984,3102,328021,952280,287686,0,11427593,3102,328496,952280,709608,64054
1982,MN,393767558,77158,7217775.58333333,0,193287.25,0,21129010.1666667,0,770,328,Minnesota,27,18,12,6,0,18,0,355792,525211,673770,914201,705438,791985,438821,249212,644263,5298693,1554773,2411624,1332296,0.293425756125143,0.455135634391349,0.251438609483508,3799371,1749,231721,325295,242246,0,5264908,1749,235865,325295,625073,174634
