gvkey,sic,home_state,treatment_discrete,treatment_z,ismatched,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,rec_to_assets,rec_to_rev,year,sic2,net_income,nim,wcapr
5109,5661,TN,0,-0.095440269303785,1,TN,19801031,1981,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1980Q3,1981Q1,433.76,347.028,,,112.522,,165.924,173.327,3.692,18498,A,"",0.259410734046477,0.678153853571515,1981,56,4.526,0.0272775487572624,1.04461681251657
5109,5661,TN,0,-0.095440269303785,1,TN,19811031,1982,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1981Q3,1982Q1,395.887,288.401,,,123.073,,182.328,185.572,3.67,18498,A,"",0.310879114494793,0.675008775393796,1982,56,0.27475,0.00150689965337195,1.01779211092098
5109,5661,TN,0,-0.095440269303785,1,TN,19821031,1983,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1982Q3,1983Q1,364.364,295.76,,,98.798,,167.195,150.8,3.673,18498,A,"",0.271151924998079,0.590914800083735,1983,56,-0.49275,-0.00294715751069111,0.901940847513383
5109,5661,TN,0,-0.095440269303785,1,TN,19840430,1984,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1984Q1,1984Q1,339.246,229.116,,,73.332,,145.765,175.043,3.142,18498,A,"",0.216161723351196,0.503083730662368,1984,56,4.09125,0.028067437313484,1.20085754467808
5109,5661,TN,0,-0.095440269303785,1,TN,19850430,1985,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1985Q1,1985Q1,315.113,202.04,,,60.984,,128.63,166.403,2.967,18498,A,"",0.193530574746202,0.474104019280106,1985,56,-8.48225,-0.0659430148487911,1.29365622327606
5109,5661,TN,0,-0.095440269303785,1,TN,19860430,1986,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1986Q1,1986Q1,283.807,205.068,,,59.835,,123.717,129.383,3.215,18498,A,"",0.210829894963831,0.48364412328136,1986,56,5.1065,0.0412756533055279,1.0457980714049
5109,5661,TN,0,-0.095440269303785,1,TN,19870430,1987,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1987Q1,1987Q1,254.022,146.316,,,48.223,,92.581,149.543,3.041,18498,A,"",0.18983788805694,0.520873613376395,1987,56,2.861,0.0309026690141606,1.61526663138225
5109,5661,TN,0,-0.095440269303785,1,TN,19880430,1988,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1988Q1,1988Q1,251.308,131.728,,,57.329,,101.807,162.227,2.348,18498,A,"",0.22812246327216,0.563114520612532,1988,56,3.789,0.037217480133979,1.59347589065585
5121,5912,NY,0,-0.095440269303785,1,NY,19760430,1976,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1976Q1,1976Q1,19.361,11.631,,,0.684,,21.033,6.869,0.099,40970,I,"",0.0353287536800785,0.032520325203252,1976,59,0.28475,0.0135382494175819,0.326582037750202
5121,5912,NY,0,-0.095440269303785,1,NY,19770430,1977,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1977Q1,1977Q1,21.115,12.174,,,1.081,,21.422,7.174,0.085,40970,I,"",0.051195832346673,0.0504621417234619,1977,59,0.35375,0.0165133974418822,0.334889366072262
5121,5912,NY,0,-0.095440269303785,1,NY,19780430,1978,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1978Q1,1978Q1,23.537,13.256,,,1.215,,24.336,9.229,0.119,40970,I,"",0.0516208522751413,0.0499260355029586,1978,59,0.23575,0.00968729454306377,0.379232412886259
5121,5912,NY,0,-0.095440269303785,1,NY,19790430,1979,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1979Q1,1979Q1,24.243,13.04,,,1.588,,26.605,9.393,0.129,40970,I,"",0.0655034442931981,0.059688028566059,1979,59,0.38925,0.0146307085134373,0.353053937229844
5121,5912,NY,0,-0.095440269303785,1,NY,19800430,1980,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1980Q1,1980Q1,27.762,15.257,,,1.7,,32.1,9.743,0.148,40970,I,"",0.0612347813558101,0.0529595015576324,1980,59,0.129,0.00401869158878505,0.303520249221184
5121,5912,NY,0,-0.095440269303785,1,NY,19810430,1981,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1981Q1,1981Q1,31.188,18.293,,,2.534,,38.505,9.175,0.271,40970,I,"",0.0812491984096447,0.0658096351123231,1981,59,0.445,0.0115569406570575,0.23828074276068
5121,5912,NY,0,-0.095440269303785,1,NY,19820430,1982,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1982Q1,1982Q1,40.734,26.186,,,2.034,,43.177,9.026,0.308,40970,I,"",0.0499337163057888,0.0471084142020057,1982,59,0.66075,0.0153032864719642,0.20904648308127
5121,5912,NY,0,-0.095440269303785,1,NY,19830430,1983,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1983Q1,1983Q1,48.032,30.986,,,2.44,,52.298,13.259,0.265,40970,I,"",0.0507994670219854,0.0466557038510077,1983,59,0.964,0.0184328272591686,0.25352785957398
5121,5912,NY,0,-0.095440269303785,1,NY,19840430,1984,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1984Q1,1984Q1,56.552,36.086,,,3.192,,61.791,19.578,0.372,40970,I,"",0.056443627104258,0.0516580084478322,1984,59,1.03425,0.0167378744477351,0.316842258581347
5121,5912,NY,0,-0.095440269303785,1,NY,19850430,1985,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1985Q1,1985Q1,66.45,43.2,,,4.428,,68.657,24.099,0.466,40970,I,"",0.0666365688487585,0.0644945162183026,1985,59,0.73225,0.0106653363823062,0.351005724106792
5121,5912,NY,0,-0.095440269303785,1,NY,19860430,1986,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1986Q1,1986Q1,82.453,57.307,,,4.455,,74.776,25.073,0.545,40970,I,"",0.0540307811723042,0.0595779394458115,1986,59,0.50875,0.00680365357868835,0.335308120252487
5121,5912,NY,0,-0.095440269303785,1,NY,19870430,1987,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1987Q1,1987Q1,89.651,62.554,,,4.85,,88.088,25.148,0.512,40970,I,"",0.0540986715150974,0.0550585777858505,1987,59,1.15925,0.0131601353192262,0.285487240032695
5121,5912,NY,0,-0.095440269303785,1,NY,19880430,1988,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1988Q1,1988Q1,96.803,65.655,,,6,,99.183,27.315,0.501,40970,I,"",0.0619815501585695,0.0604942379238378,1988,59,1.381,0.01392375709547,0.275400018148271
5151,5411,MD,0,-0.095440269303785,1,MD,19770531,1977,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1977Q2,1977Q1,189.473,108.145,,,7.847,,205.455,46.693,0.69,41289,I,"",0.0414148717759259,0.038193278333455,1977,54,2.44375,0.0118943320921856,0.227266311357718
5151,5411,MD,0,-0.095440269303785,1,MD,19780531,1978,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1978Q2,1978Q1,257.269,172.181,,,5.642,,237.323,40.828,1.769,41289,I,"",0.0219303530545849,0.0237735069925797,1978,54,4.23925,0.0178627861606334,0.172035580200823
5151,5411,MD,0,-0.095440269303785,1,MD,19790531,1979,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1979Q2,1979Q1,286.888,187.477,,,3.232,,268.516,37.363,1.887,41289,I,"",0.0112657204205125,0.0120365266874227,1979,54,4.46475,0.0166275007820763,0.139146270613297
5151,5411,MD,0,-0.095440269303785,1,MD,19800531,1980,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1980Q2,1980Q1,310.583,199.945,,,8.078,,313.978,40.42,1.936,41289,I,"",0.0260091505330298,0.0257279172426094,1980,54,4.577,0.0145774544713324,0.128735134308773
5151,5411,MD,0,-0.095440269303785,1,MD,19810531,1981,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1981Q2,1981Q1,334.4,214.199,,,19.321,,362.638,36.966,1.853,41289,I,"",0.0577781100478469,0.053279027570194,1981,54,4.19225,0.0115604266513713,0.101936366293659
5151,5411,MD,0,-0.095440269303785,1,MD,19820531,1982,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1982Q2,1982Q1,401.348,261.519,,,9.508,,411.937,45.949,2.547,41289,I,"",0.0236901641468252,0.0230811993096032,1982,54,9.30325,0.022584157286187,0.111543755477172
5151,5411,MD,0,-0.095440269303785,1,MD,19830531,1983,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1983Q2,1983Q1,456.403,287.454,,,6.901,,444.761,49.693,2.677,41289,I,"",0.0151204089368387,0.015516198587556,1983,54,10.12775,0.0227712186994813,0.111729670542156
5151,5411,MD,0,-0.095440269303785,1,MD,19840531,1984,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1984Q2,1984Q1,497.269,294.632,,,8.072,,480.647,62.184,2.529,41289,I,"",0.0162326628042367,0.0167940297141145,1984,54,11.30525,0.0235208999536042,0.129375612455711
5151,5411,MD,0,-0.095440269303785,1,MD,19850531,1985,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1985Q2,1985Q1,553.639,314.728,,,11.944,,507.371,72.635,2.596,41289,I,"",0.0215736246904571,0.0235409591797718,1985,54,14.25075,0.0280874350327472,0.143159542031374
5151,5411,MD,0,-0.095440269303785,1,MD,19860531,1986,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1986Q2,1986Q1,642.419,363.49,,,21.471,,547.785,61.496,2.824,41289,I,"",0.0334221123596905,0.0391960349407158,1986,54,11.61325,0.021200379711018,0.112263022901321
5151,5411,MD,0,-0.095440269303785,1,MD,19870531,1987,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1987Q2,1987Q1,776.783,466.059,,,19.765,,605.643,80.669,4.687,41289,I,"",0.0254446866113187,0.0326347369655061,1987,54,18.893,0.0311949448767673,0.133195628447782
5151,5411,MD,0,-0.095440269303785,1,MD,19880531,1988,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1988Q2,1988Q1,910.105,539.727,,,28.242,,658.581,130.376,5.666,41289,I,"",0.0310315842677493,0.0428831077726202,1988,54,24.49175,0.0371886677568894,0.197965018729663
5172,5812,PA,1,0.918612592048929,0,PA,19760331,1976,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1976Q1,1976Q1,104.201,61.782,,,1.213,,56.323,12.636,0.847,,I,Montgomery,0.0116409631385495,0.0215364948600039,1976,58,1.26675,0.0224908119240807,0.224348845054418
5172,5812,PA,1,0.918612592048929,0,PA,19770331,1977,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1977Q1,1977Q1,99.647,53.981,,,1.701,,53.502,3.152,0.749,,I,Montgomery,0.017070258010778,0.0317932039923741,1977,58,1.073,0.0200553250345781,0.0589136854697021
5172,5812,PA,1,0.918612592048929,0,PA,19780331,1978,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1978Q1,1978Q1,107.317,56.825,,,1.669,,62.119,2.547,0.793,,I,Montgomery,0.01555205605822,0.0268677860235999,1978,58,1.636,0.0263365475941338,0.0410019478742414
5172,5812,PA,1,0.918612592048929,0,PA,19790331,1979,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1979Q1,1979Q1,168.277,116.392,,,0.309,,69.002,-1.53,2.336,,I,Montgomery,0.00183625807448433,0.00447813106866468,1979,58,-0.1775,-0.00257238920610997,-0.0221732703399901
5172,5812,PA,1,0.918612592048929,0,PA,19800331,1980,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1980Q1,1980Q1,163.201,140.064,,,0.537,,67.06,-3.856,3.356,,I,Montgomery,0.00329042101457712,0.00800775424992544,1980,58,1.1,0.0164032209961229,-0.0575007456009544
5172,5812,PA,1,0.918612592048929,0,PA,19810331,1981,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1981Q1,1981Q1,161.32,135.943,,,0.759,,68.268,-8.098,3.681,,I,Montgomery,0.00470493429209026,0.0111179469150993,1981,58,0.14425,0.002112995839925,-0.118620730063866
5194,5311,PA,1,0.918612592048929,1,PA,19760430,1976,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1976Q1,1976Q1,21.515,6.208,,,2.747,,25.063,9.927,,41927,I,"",0.12767836393214,0.109603798427962,1976,53,0.62025,0.0247476359573874,0.396081873678331
5194,5311,PA,1,0.918612592048929,1,PA,19770430,1977,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1977Q1,1977Q1,27.413,10.147,,,2.689,,28.545,11.211,0.007,41927,I,"",0.0980921460620873,0.0942021369767034,1977,53,0.7465,0.02615169031354,0.392748292170257
5194,5311,PA,1,0.918612592048929,1,PA,19780430,1978,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1978Q1,1978Q1,32.565,13.098,,,2.797,,30.235,12.031,0.015,41927,I,"",0.0858897589436512,0.09250868199107,1978,53,0.6855,0.0226723995369605,0.397916322143212
5194,5311,PA,1,0.918612592048929,1,PA,19790430,1979,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1979Q1,1979Q1,34.397,12.87,,,2.771,,32.113,13.218,0.02,41927,I,"",0.0805593511062011,0.0862890418210693,1979,53,0.66225,0.0206224893345374,0.411609005698627
5194,5311,PA,1,0.918612592048929,1,PA,19800430,1980,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1980Q1,1980Q1,39.511,16.205,,,2.851,,35.151,13.758,0.019,41927,I,"",0.072157120801802,0.0811072231230975,1980,53,0.4445,0.0126454439418509,0.391397115302552
5194,5311,PA,1,0.918612592048929,1,PA,19810430,1981,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1981Q1,1981Q1,42.088,19.327,,,2.908,,37.671,13.766,0.083,41927,I,"",0.0690933282645885,0.0771946590215285,1981,53,0.314,0.00833532425473176,0.365426986275915
5194,5311,PA,1,0.918612592048929,1,PA,19820430,1982,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1982Q1,1982Q1,46.788,23.283,,,2.967,,46.604,14.716,0.08,41927,I,"",0.0634136958194409,0.0636640631705433,1982,53,0.7765,0.0166616599433525,0.315766886962493
5194,5311,PA,1,0.918612592048929,1,PA,19830430,1983,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1983Q1,1983Q1,51.642,25.427,,,3.961,,53.662,17.813,0.067,41927,I,"",0.076701134735293,0.0738138720137155,1983,53,1.0785,0.0200980209459208,0.331948119712273
5194,5311,PA,1,0.918612592048929,1,PA,19840430,1984,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1984Q1,1984Q1,57.737,28.37,,,4.271,,59.613,20.462,0.064,41927,I,"",0.0739733619689281,0.0716454464630198,1984,53,1.056,0.0177142569573751,0.343247278278228
5194,5311,PA,1,0.918612592048929,1,PA,19850430,1985,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1985Q1,1985Q1,60.361,27.516,,,5.974,,61.015,23.082,0.163,41927,I,"",0.0989711900067925,0.0979103499139556,1985,53,0.26,0.00426124723428665,0.378300417930017
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19750430,1975,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1975Q1,1975Q1,41.342,32.499,,,4.144,,16.647,8.434,0.816,,I,Ohio,0.100237047070776,0.248933741815342,1975,53,0.13125,0.00788430347810416,0.506637832642518
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19760430,1976,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1976Q1,1976Q1,42.784,33.637,,,2.932,,15.084,6.609,0.671,,I,Ohio,0.068530291697831,0.194378149032087,1976,53,0.06425,0.00425948024396712,0.438146380270485
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19770430,1977,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1977Q1,1977Q1,40.475,31.086,,,2.412,,14.573,8.585,0.636,,I,Ohio,0.0595923409512044,0.165511562478556,1977,53,0.33425,0.0229362519728265,0.589103135936321
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19780430,1978,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1978Q1,1978Q1,40.498,30.74,,,2.502,,14.104,7.614,0.768,,I,Ohio,0.0617808286828979,0.177396483267158,1978,53,0.004,0.000283607487237663,0.539846851956892
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19790430,1979,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1979Q1,1979Q1,32.202,22.697,,,2.291,,13.938,7.162,0.902,,I,Ohio,0.0711446494006584,0.164370784904577,1979,53,-1.02975,-0.0738807576409815,0.513847036877601
5221,5311,WV,0.0512070194637894,-0.377327674088059,1,WV,19800430,1980,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1980Q1,1980Q1,31.845,28.59,,,2.505,,13.203,-3.005,1.234,,I,Ohio,0.0786622703721149,0.189729606907521,1980,53,-2.744,-0.207831553434825,-0.227599787926986
5235,5944,TX,0,-0.095440269303785,0,TX,19741130,1975,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1974Q4,1975Q1,166.216,83.61,,,23.737,,41.203,69.444,0.7,,I,Dallas,0.142808153246378,0.57609882775526,1975,59,2.644,0.0641700847025702,1.68541125646191
5235,5944,TX,0,-0.095440269303785,0,TX,19751130,1976,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1975Q4,1976Q1,163.623,71.669,,,20.129,,42.405,76.566,0.401,,I,Dallas,0.123020602238072,0.474684589081476,1976,59,2.694,0.0635302440749912,1.80558896356562
5235,5944,TX,0,-0.095440269303785,0,TX,19761130,1977,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1976Q4,1977Q1,185.223,83.601,,,25.035,,47.747,85.237,0.609,,I,Dallas,0.135161400042111,0.524326135673445,1977,59,3.621,0.0758372253754163,1.78518022074685
5235,5944,TX,0,-0.095440269303785,0,TX,19771130,1978,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1977Q4,1978Q1,213.304,98.324,,,34.29,,56.389,112.052,0.808,,I,Dallas,0.160756479015865,0.60809732394616,1978,59,4.76075,0.0844269272375818,1.98712514852187
5235,5944,TX,0,-0.095440269303785,0,TX,19781130,1979,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1978Q4,1979Q1,280.003,148.283,,,41.159,,75.668,155.818,1.344,,I,Dallas,0.146994853626568,0.543941956969921,1979,59,6.79925,0.0898563461436803,2.05923243643284
5235,5944,TX,0,-0.095440269303785,0,TX,19791130,1980,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1979Q4,1980Q1,335.403,178.609,,,61.611,,101.723,174.849,2.1,,I,Dallas,0.183692453555872,0.605674232965996,1980,59,6.12275,0.0601904190792643,1.71887380435103
5235,5944,TX,0,-0.095440269303785,0,TX,19801130,1981,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1980Q4,1981Q1,398.999,220.546,,,66.293,,110.14,220.145,3.017,,I,Dallas,0.16614828608593,0.601897584891956,1981,59,6.57725,0.0597171781369167,1.99877428727075
5235,5944,TX,0,-0.095440269303785,0,TX,19811130,1982,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1981Q4,1982Q1,398.23,199.489,,,71.89,,112.591,232.11,3.755,,I,Dallas,0.180523817894182,0.638505742022009,1982,59,5.431,0.0482365375562878,2.06153244930767
5235,5944,TX,0,-0.095440269303785,0,TX,19821130,1983,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1982Q4,1983Q1,417.155,202.363,,,65.854,,104.559,239.327,2.499,,I,Dallas,0.157864582709065,0.629826222515518,1983,59,4.95625,0.0474014671142608,2.28891821842214
5235,5944,TX,0,-0.095440269303785,0,TX,19831130,1984,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1983Q4,1984Q1,414.174,173.417,,,83.938,,117.102,232.658,1.223,,I,Dallas,0.202663614809235,0.716793906167273,1984,59,6.83475,0.0583657836757699,1.98679783436662
5235,5944,TX,0,-0.095440269303785,0,TX,19841130,1985,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1984Q4,1985Q1,435.751,177.954,,,82.462,,114.494,217.819,1.422,,I,Dallas,0.189241103290641,0.720229881041801,1985,59,2.12,0.0185162541268538,1.90244903663074
5259,5531,CO,0,-0.095440269303785,1,CO,19750430,1975,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1975Q1,1975Q1,21.352,11.696,,,4.473,,12.016,6.77,0.097,42996,I,"",0.209488572499063,0.372253661784288,1975,55,0.27575,0.022948568575233,0.563415446071904
5259,5531,CO,0,-0.095440269303785,1,CO,19760430,1976,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1976Q1,1976Q1,26.75,16.02,,,5.403,,15.705,7.934,0.085,42996,I,"",0.201981308411215,0.344030563514804,1976,55,0.28925,0.0184177013689908,0.505189430117797
5259,5531,CO,0,-0.095440269303785,1,CO,19770430,1977,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1977Q1,1977Q1,33.897,22.883,,,5.842,,17.587,7.462,0.26,42996,I,"",0.172345635306959,0.332177176323421,1977,55,0.17725,0.0100784670495252,0.424290669244328
5259,5531,CO,0,-0.095440269303785,1,CO,19780430,1978,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1978Q1,1978Q1,34.903,23.249,,,7.437,,18.933,12.091,0.355,42996,I,"",0.213076239864768,0.392806211376961,1978,55,0.413,0.0218137643268367,0.638620398246448
5259,5531,CO,0,-0.095440269303785,1,CO,19790430,1979,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1979Q1,1979Q1,43.483,30.388,,,7.655,,21.813,12.797,0.5,42996,I,"",0.1760458110066,0.350937514326319,1979,55,0.50675,0.0232315591619676,0.58666850043552
5259,5531,CO,0,-0.095440269303785,1,CO,19800430,1980,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1980Q1,1980Q1,49.862,35.166,,,8.396,,22.834,13.336,0.727,42996,I,"",0.16838474188761,0.367697293509679,1980,55,0.52875,0.0231562582114391,0.584041341858632
5259,5531,CO,0,-0.095440269303785,1,CO,19810430,1981,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1981Q1,1981Q1,52.827,36.208,,,7.727,,27.529,12.369,0.628,42996,I,"",0.146269899861813,0.280685822223837,1981,55,0.6605,0.0239928802353881,0.449308002470122
5259,5531,CO,0,-0.095440269303785,1,CO,19820430,1982,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1982Q1,1982Q1,55.717,36.724,,,8.305,,28.933,13.548,0.53,42996,I,"",0.149056840820575,0.287042477447897,1982,55,0.885,0.0305879099989631,0.468254242560398
5259,5531,CO,0,-0.095440269303785,1,CO,19830430,1983,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1983Q1,1983Q1,61.796,39.644,,,8.51,,31.498,15.136,0.457,42996,I,"",0.137711178717069,0.270175884183123,1983,55,1.27225,0.0403914534256143,0.480538446885517
5259,5531,CO,0,-0.095440269303785,1,CO,19840430,1984,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1984Q1,1984Q1,73.628,47.064,,,9.073,,36.003,20.424,0.563,42996,I,"",0.123227576465475,0.25200677721301,1984,55,1.219,0.0338582895869789,0.567286059495042
5259,5531,CO,0,-0.095440269303785,1,CO,19850430,1985,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1985Q1,1985Q1,82.332,51.299,,,10.22,,39.944,25.497,0.579,42996,I,"",0.124131564883642,0.255858201482075,1985,55,0.641,0.0160474664530343,0.638318646104546
5259,5531,CO,0,-0.095440269303785,1,CO,19860430,1986,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1986Q1,1986Q1,86.418,54.686,,,11.69,,41.026,30.724,0.784,42996,I,"",0.135272744104238,0.284941256764003,1986,55,1.228,0.0299322380929167,0.748890947204212
5259,5531,CO,0,-0.095440269303785,1,CO,19870430,1987,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1987Q1,1987Q1,88.771,52.058,,,9.959,,40.374,30.607,0.576,42996,I,"",0.112187538723232,0.246668648139892,1987,55,-1.42375,-0.035264031307277,0.758086887600931
5260,5331,UT,0,-0.095440269303785,1,UT,19761031,1977,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1976Q3,1977Q1,51.01,30.628,,,0.487,,36.077,16.766,0.152,43011,I,"",0.0095471476181141,0.0134989051196053,1977,53,0.95075,0.0263533553233362,0.464728220195693
5260,5331,UT,0,-0.095440269303785,1,UT,19771031,1978,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1977Q3,1978Q1,83.589,61.878,,,0.678,,36.102,22.272,1.035,43011,I,"",0.00811111509887665,0.0187801229848762,1978,53,1.086,0.0300814359315273,0.616918730264251
5260,5331,UT,0,-0.095440269303785,1,UT,19781031,1979,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1978Q3,1979Q1,103.405,79.834,,,0.486,,45.769,23.375,1.298,43011,I,"",0.00469996615250713,0.0106185409338198,1979,53,0.833,0.0182000917651686,0.510716860757281
5260,5331,UT,0,-0.095440269303785,1,UT,19791031,1980,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1979Q3,1980Q1,114.192,89.075,,,0.193,,50.156,27.794,1.521,43011,I,"",0.00169013591144739,0.0038479942579153,1980,53,0.387,0.00771592630991307,0.554151048727969
5260,5331,UT,0,-0.095440269303785,1,UT,19801031,1981,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1980Q3,1981Q1,119.515,93.479,,,0.375,,53.322,28.511,1.712,43011,I,"",0.00313768146257792,0.00703274445819737,1981,53,0.371,0.00695772851730993,0.53469487266044
5260,5331,UT,0,-0.095440269303785,1,UT,19811031,1982,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1981Q3,1982Q1,130.733,104.513,,,0.785,,55.986,27.985,1.751,43011,I,"",0.00600460480521368,0.014021362483478,1982,53,-0.75675,-0.0135167720501554,0.499857107133926
