gvkey,sic,home_state,treatment_discrete,treatment_z,ismatched,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,conm,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,rec_to_assets,rec_to_rev,year,sic2,net_income,nim,wcapr
1240,5411,ID,0,-0.095440269303785,1,ID,19760430,1976,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1976Q1,1976Q1,218.222,124.602,,,20.679,,336.971,48.831,0.815,3333,I,"",0.0947612981275948,0.0613672986696185,1976,54,4.54575,0.0134900332669577,0.144911579928243
1240,5411,ID,0,-0.095440269303785,1,ID,19770430,1977,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1977Q1,1977Q1,343.807,240.887,,,15.627,,396.33,40.117,,3333,I,"",0.0454528267312766,0.0394292634925441,1977,54,6.208,0.0156637145812833,0.101221204551762
1240,5411,ID,0,-0.095440269303785,1,ID,19780430,1978,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1978Q1,1978Q1,430.248,305.594,,,17.209,,471.969,51.263,,3333,I,"",0.0399978616983693,0.0364621405219411,1978,54,9.10525,0.0192920509609741,0.108615184471861
1240,5411,ID,0,-0.095440269303785,1,ID,19790430,1979,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1979Q1,1979Q1,554.03,399.116,,,30.346,,625.337,82.057,5.164,3333,I,"",0.0547732072270455,0.0485274340075831,1979,54,9.58075,0.0153209389497183,0.131220445935552
1240,5411,ID,0,-0.095440269303785,1,ID,19800430,1980,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1980Q1,1980Q1,600.184,421.028,,,25.709,,714.489,87.41,5.202,3333,I,"",0.0428351972061901,0.0359823594205089,1980,54,10.1725,0.0142374480222929,0.122339182268726
1240,5411,ID,0,-0.095440269303785,1,ID,19810430,1981,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1981Q1,1981Q1,655.446,445.597,,,25.626,,813.84,103.162,4.988,3333,I,"",0.0390970423192757,0.0314877617222058,1981,54,12.1195,0.0148917477636882,0.126759559618598
1240,5411,ID,0,-0.095440269303785,1,ID,19820430,1982,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1982Q1,1982Q1,732.54,484.173,,,47.894,,921.165,130.717,4.661,3333,I,"",0.0653807300625222,0.0519928568714617,1982,54,14.59375,0.0158427100465172,0.141904001997471
1240,5411,ID,0,-0.095440269303785,1,ID,19830430,1983,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1983Q1,1983Q1,864.544,517.675,,,41.932,,1014.496,173.517,2.059,3333,I,"",0.0485018691934708,0.0413328391634861,1983,54,17.57025,0.0173191910071602,0.171037638393843
1240,5411,ID,0,-0.095440269303785,1,ID,19840430,1984,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1984Q1,1984Q1,970.452,565.077,,,63.586,,1131.591,216.156,,3333,I,"",0.0655220453974024,0.0561916805630303,1984,54,19.9365,0.017618114672174,0.19101954681506
1240,5411,ID,0,-0.095440269303785,1,ID,19850430,1985,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1985Q1,1985Q1,1062.837,594.17,,,31.552,,1203.301,192.17,1.656,3333,I,"",0.0296865841140269,0.0262212031736033,1985,54,21.2775,0.0176826080922396,0.159702352113062
1240,5411,ID,0,-0.095440269303785,1,ID,19870430,1987,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1987Q1,1987Q1,1303.708,686.837,,,39.02,,1398.831,243.794,3.118,3333,I,"",0.0299300150033597,0.0278947206631823,1987,54,31.34625,0.022408889994574,0.174284098650945
1240,5411,ID,0,-0.095440269303785,1,ID,19880430,1988,1,INDL,C,D,STD,ABS.1,013104104,ALBERTSON'S INC,USD,1988Q1,1988Q1,1433.974,739.115,,,45.377,,1554.585,177.801,3.111,3333,I,"",0.0316442278590825,0.0291891405101683,1988,54,40.63625,0.0261396128227148,0.114372002817472
1301,5311,OH,0,-2.12354599200921,0,OH,19760430,1976,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1976Q1,1976Q1,1087.827,659.659,,,328.827,,384.151,347.678,7.324,,I,"",0.302278763075379,0.855983714737174,1976,53,15.599,0.0406064282014104,0.90505556408808
1301,5311,OH,0,-2.12354599200921,0,OH,19770430,1977,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1977Q1,1977Q1,1127.636,595.011,,,361.686,,394.442,441.244,6.206,,I,"",0.320747120524708,0.916956105080088,1977,53,18.5605,0.047055080341343,1.11865369306514
1301,5311,OH,0,-2.12354599200921,0,OH,19780430,1978,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1978Q1,1978Q1,1332.63,746.076,,,410.309,,430.877,486.779,7.442,,I,"",0.307894164171601,0.952264799467133,1978,53,20.58475,0.0477740747359455,1.12974004182168
1301,5311,OH,0,-2.12354599200921,0,OH,19790430,1979,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1979Q1,1979Q1,1399.331,749.218,,,448.487,,467.44,501.004,6.565,,I,"",0.32050101084018,0.959453619715899,1979,53,22.53375,0.0482067217182954,1.07180386787609
1301,5311,OH,0,-2.12354599200921,0,OH,19800430,1980,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1980Q1,1980Q1,1419.688,715.845,,,460.962,,479.509,479.239,7.345,,I,"",0.324692467640777,0.961320851120625,1980,53,20.8465,0.0434746793073748,0.999436924020196
1301,5311,OH,0,-2.12354599200921,0,OH,19810430,1981,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1981Q1,1981Q1,1597.151,856.111,,,487.165,,530.203,532.523,5.846,,I,"",0.305021253469459,0.918827317084211,1981,53,22.083,0.0416500849674559,1.0043756825216
1301,5311,OH,0,-2.12354599200921,0,OH,19820430,1982,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1982Q1,1982Q1,2118.479,1336.189,,,637.421,,678.518,447.338,24.45,,I,"",0.300886154642081,0.939431231006399,1982,53,22.66475,0.0334033142820087,0.659286857533625
1301,5311,OH,0,-2.12354599200921,0,OH,19830430,1983,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1983Q1,1983Q1,2253.49,1390.653,,,712.981,,768.359,694.228,20.721,,I,"",0.316389688882578,0.927926919577958,1983,53,32.11775,0.0418004474470918,0.903520359623561
1301,5311,OH,0,-2.12354599200921,0,OH,19840430,1984,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1984Q1,1984Q1,2479.314,1520.984,,,834.05,,849.659,752.873,21.96,,I,"",0.336403537430112,0.981629100615659,1984,53,35.18325,0.0414086710080162,0.886088419001035
1301,5311,OH,0,-2.12354599200921,0,OH,19860430,1986,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1986Q1,1986Q1,2695.111,1429.823,,,920.951,,955.314,973.331,16.763,,I,"",0.341711714285608,0.964029627954788,1986,53,-15.3845,-0.0161041291135689,1.0188597675738
1301,5311,OH,0,-2.12354599200921,0,OH,19870331,1987,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1987Q1,1987Q1,4256.566,3822.622,,,601.336,,847.35,454.122,,,I,"",0.141272565725517,0.709666607659173,1987,53,-42.345,-0.0499734466277217,0.535932023366968
1301,5311,OH,0,-2.12354599200921,0,OH,19880430,1988,1,INDL,C,D,STD,9174A,019519008,ALLIED STORES,USD,1988Q1,1988Q1,3477.394,2929.063,,,550.585,,679.85,433.38,76.209,,I,"",0.158332647954186,0.809862469662426,1988,53,12.85,0.0189012282121056,0.637464146502905
1302,5411,MI,0,-0.906682558385956,0,MI,19750930,1976,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1975Q3,1976Q1,163.021,124.081,,,8.239,,300.045,26.752,1.246,,I,"",0.0505395010458775,0.0274592144511657,1976,54,-2.66525,-0.00888283424153044,0.0891599593394324
1302,5411,MI,0,-0.906682558385956,0,MI,19760930,1977,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1976Q3,1977Q1,150.658,132.526,,,9.509,,310.771,4.943,1.233,,I,"",0.06311646245138,0.0305980931296678,1977,54,-3.272,-0.0105286529309363,0.0159056025176094
1302,5411,MI,0,-0.906682558385956,0,MI,19770930,1978,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1977Q3,1978Q1,133.534,120.057,,,7.615,,240.524,6.841,1.148,,I,"",0.0570266748543442,0.0316600422411069,1978,54,-2.301,-0.00956661289517886,0.0284420681512032
1302,5411,MI,0,-0.906682558385956,0,MI,19780930,1979,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1978Q3,1979Q1,125.634,123.385,,,7.204,,195.535,0.244,1.65,,I,"",0.057341165608036,0.0368425090137316,1979,54,-7.8495,-0.0401437082875189,0.00124785843966553
1302,5411,MI,0,-0.906682558385956,0,MI,19790930,1980,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1979Q3,1980Q1,92.835,121.73,,,5.526,,153.577,33.537,0.494,,I,"",0.0595249636451769,0.0359819504222638,1980,54,4.94875,0.0322232495751317,0.218372542763565
1302,5411,MI,0,-0.906682558385956,0,MI,19800930,1981,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1980Q3,1981Q1,97.209,104.862,,,6.041,,182.154,29.078,0.449,,I,"",0.0621444516454238,0.0331642456383061,1981,54,1.3745,0.00754581288360398,0.159634155714396
1302,5411,MI,0,-0.906682558385956,0,MI,19810930,1982,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1981Q3,1982Q1,99.472,63.201,,,6.415,,188.73,21.975,,,I,"",0.064490509892231,0.0339903565940762,1982,54,10.688,0.0566311662162878,0.116436178667938
1302,5411,MI,0,-0.906682558385956,0,MI,19820930,1983,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1982Q3,1983Q1,103.079,56.46,,,9.092,,179.741,33.681,,,I,"",0.0882041929005908,0.0505838957166145,1983,54,3.7035,0.0206046477987771,0.187386294724075
1302,5411,MI,0,-0.906682558385956,0,MI,19830930,1984,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1983Q3,1984Q1,108.916,53.236,,,15.207,,156.689,39.078,,,I,"",0.13962135957986,0.0970521223570257,1984,54,-0.6415,-0.00409409722443822,0.249398490002489
1302,5411,MI,0,-0.906682558385956,0,MI,19840930,1985,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1984Q3,1985Q1,108.361,53.185,,,8.932,,168.211,33.007,,,I,"",0.0824281798802152,0.0530999756258509,1985,54,0.08125,0.000483024296865246,0.196223790358538
1302,5411,MI,0,-0.906682558385956,0,MI,19850930,1986,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1985Q3,1986Q1,98.078,40.016,,,10.342,,112.834,44.467,,,I,"",0.105446685291299,0.0916567701224808,1986,54,2.018,0.0178846801496003,0.394092206249889
1302,5411,MI,0,-0.906682558385956,0,MI,19860930,1987,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1986Q3,1987Q1,213.309,133.072,,,14.175,,123.159,126.761,1.16,,I,"",0.066452892283026,0.115095120941222,1987,54,-3.59775,-0.0292122378388912,1.02924674607621
1302,5411,MI,0,-0.906682558385956,0,MI,19870930,1988,1,INDL,C,D,STD,ASU.1,019537109,ALLIED SUPERMARKETS,USD,1987Q3,1988Q1,1046.7,890.9,,,33.6,,627.2,-75.7,13.2,,I,"",0.0321008885067355,0.0535714285714286,1988,54,0.1,0.000159438775510204,-0.120695153061225
1322,5311,MA,0,-0.095440269303785,1,MA,19760331,1976,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1976Q1,1976Q1,35.008,16.06,,,4.736,,10.617,13.772,0.124,42675,I,Suffolk,0.135283363802559,0.446077046246586,1976,53,0.26925,0.0253602712630687,1.2971649241782
1322,5311,MA,0,-0.095440269303785,1,MA,19770331,1977,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1977Q1,1977Q1,37.94,18.569,,,5.042,,11.134,14.324,0.183,42675,I,Suffolk,0.132894043226147,0.452847134902102,1977,53,0.2465,0.0221393928507275,1.28650978983294
1322,5311,MA,0,-0.095440269303785,1,MA,19780331,1978,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1978Q1,1978Q1,37.26,16.989,,,4.98,,10.791,14.515,0.176,42675,I,Suffolk,0.13365539452496,0.461495690853489,1978,53,0.3,0.0278009452321379,1.34510240014827
1322,5311,MA,0,-0.095440269303785,1,MA,19790331,1979,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1979Q1,1979Q1,39.121,18.058,,,4.989,,11.727,14.648,0.19,42675,I,Suffolk,0.127527414943381,0.425428498337171,1979,53,0.256,0.0218299650379466,1.24908331201501
1322,5311,MA,0,-0.095440269303785,1,MA,19800331,1980,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1980Q1,1980Q1,41.207,19.41,,,5.218,,13.758,13.826,0.201,42675,I,Suffolk,0.126628970805931,0.379270242767844,1980,53,0.22,0.0159906963221399,1.00494257886321
1322,5311,MA,0,-0.095440269303785,1,MA,19810331,1981,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1981Q1,1981Q1,44.825,22.627,,,5.788,,13.785,16.423,0.356,42675,I,Suffolk,0.129124372559955,0.41987667754806,1981,53,0.01375,0.000997461008342398,1.19136742836416
1322,5311,MA,0,-0.095440269303785,1,MA,19820331,1982,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1982Q1,1982Q1,43.669,21.571,,,6.569,,13.703,15.76,0.319,42675,I,Suffolk,0.150427076415764,0.479384076479603,1982,53,-0.1225,-0.00893964825220755,1.15011311391666
1322,5311,MA,0,-0.095440269303785,1,MA,19830331,1983,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1983Q1,1983Q1,43.95,22.16,,,7.901,,15.128,13.811,0.272,42675,I,Suffolk,0.179772468714448,0.522276573241671,1983,53,0.0625,0.00413141195134849,0.912942887361184
1322,5311,MA,0,-0.095440269303785,1,MA,19840331,1984,1,INDL,C,D,STD,ALY.1,020425104,ALMY STORES INC,USD,1984Q1,1984Q1,42.376,20.907,,,7.832,,14.432,12.011,0.24,42675,I,Suffolk,0.184821597130451,0.542682926829268,1984,53,-1.704,-0.118070953436807,0.8322477827051
1345,5411,GA,0,-0.095440269303785,0,GA,19750731,1975,1,INDL,C,D,STD,3ALRM,021447107,ALTERMAN INVESTMENT FUND,USD,1975Q2,1975Q1,60.555,32.563,,,2.038,,72.172,21.025,0.292,315127,I,"",0.0336553546362811,0.0282380978772931,1975,54,0.20575,0.00285082857617913,0.291317962644793
1345,5411,GA,0,-0.095440269303785,0,GA,19760731,1976,1,INDL,C,D,STD,3ALRM,021447107,ALTERMAN INVESTMENT FUND,USD,1976Q2,1976Q1,56.391,28.113,,,2.207,,78.327,13.922,0.215,315127,I,"",0.0391374510116863,0.0281767462050123,1976,54,0.614,0.00783893165830429,0.177742030206698
1345,5411,GA,0,-0.095440269303785,0,GA,19770731,1977,1,INDL,C,D,STD,3ALRM,021447107,ALTERMAN INVESTMENT FUND,USD,1977Q2,1977Q1,59.539,29.418,,,3.071,,87.24,15.904,0.162,315127,I,"",0.0515796368766691,0.0352017423200367,1977,54,0.83225,0.00953977533241632,0.182301696469509
1345,5411,GA,0,-0.095440269303785,0,GA,19780731,1978,1,INDL,C,D,STD,3ALRM,021447107,ALTERMAN INVESTMENT FUND,USD,1978Q2,1978Q1,68.779,36,,,3.205,,101.235,16.547,0.156,315127,I,"",0.0465985257127903,0.0316590112115375,1978,54,1.04075,0.0102805353879587,0.163451375512422
1345,5411,GA,0,-0.095440269303785,0,GA,19790731,1979,1,INDL,C,D,STD,3ALRM,021447107,ALTERMAN INVESTMENT FUND,USD,1979Q2,1979Q1,90.725,55.061,,,4.552,,119.82,18.586,0.496,315127,I,"",0.0501736015431248,0.0379903188115507,1979,54,0.865666666666667,0.00722472597785567,0.15511600734435
1572,5411,UT,0,-0.095440269303785,0,UT,19760630,1976,1,INDL,C,D,STD,ASE.2,030095103,AMERICAN STORES CO  -OLD,USD,1976Q2,1976Q1,531.959,288.999,,,16.738,,857.148,120.236,1.627,,I,Salt Lake,0.0314648309362188,0.0195275495013697,1976,54,6.45475,0.00753049648368776,0.140274491686383
1572,5411,UT,0,-0.095440269303785,0,UT,19770630,1977,1,INDL,C,D,STD,ASE.2,030095103,AMERICAN STORES CO  -OLD,USD,1977Q2,1977Q1,613.427,354.366,,,19.819,,905.693,172.404,2.726,,I,Salt Lake,0.0323086528633399,0.0218826909339037,1977,54,6.649,0.00734133972549197,0.190355893222096
1572,5411,UT,0,-0.095440269303785,0,UT,19780630,1978,1,INDL,C,D,STD,ASE.2,030095103,AMERICAN STORES CO  -OLD,USD,1978Q2,1978Q1,663.167,386.862,,,21.945,,1008.72,169.359,,,I,Salt Lake,0.033091212319069,0.0217552938377349,1978,54,9.52275,0.00944042945515108,0.167894955983821
1573,5411,UT,0,-0.095440269303785,0,UT,19750331,1975,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1975Q1,1975Q1,133.21,62.316,,,2.714,,129.989,58.475,0.589,90811,I,"",0.0203738458073718,0.0208786897352853,1975,54,3.30775,0.0254463839247936,0.449845756179369
1573,5411,UT,0,-0.095440269303785,0,UT,19760331,1976,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1976Q1,1976Q1,165.06,83.002,,,2.967,,166.413,61.725,0.499,90811,I,"",0.0179752817157397,0.0178291359449082,1976,54,4.25475,0.0255674136035045,0.370914531917579
1573,5411,UT,0,-0.095440269303785,0,UT,19770331,1977,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1977Q1,1977Q1,247.068,141.459,,,5.192,,198.78,65.116,1.438,90811,I,"",0.0210144575582431,0.0261193279001912,1977,54,4.9185,0.0247434349532146,0.327578227185834
1573,5411,UT,0,-0.095440269303785,0,UT,19780331,1978,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1978Q1,1978Q1,265.986,145.089,,,2.842,,230.958,73.674,1.442,90811,I,"",0.0106847728827833,0.0123052676244166,1978,54,6.26075,0.0271077425332744,0.318993063673915
1573,5411,UT,0,-0.095440269303785,0,UT,19790430,1979,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1979Q1,1979Q1,312.09,168.344,,,7.353,,302.389,74.972,1.266,90811,I,"",0.0235605113909449,0.0243163607141794,1979,54,11.1085,0.0367357939607592,0.247932299124637
1573,5411,UT,0,-0.095440269303785,0,UT,19800430,1980,1,INDL,C,D,STD,ASC.1,030096101,AMERICAN STORES CO,USD,1980Q1,1980Q1,1209.014,868.706,,,31.013,,1531.629,154.295,13.897,90811,I,"",0.0256514812897121,0.0202483760754073,1980,54,12.88825,0.00841473359410144,0.100739147665655
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19750430,1975,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1975Q1,1975Q1,44.538,26.564,,,2.347,,20.509,18.686,0.145,6071,I,"",0.0526965737123355,0.114437563996294,1975,53,0.83625,0.0407747818031108,0.911112194646253
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19760430,1976,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1976Q1,1976Q1,49.71,28.001,,,3.142,,28.142,22.173,0.175,6071,I,"",0.0632065982699658,0.111648070499609,1976,53,1.17975,0.0419213275531234,0.787897093312487
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19770430,1977,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1977Q1,1977Q1,61.921,35.912,,,5.013,,34.219,29.387,0.319,6071,I,"",0.080957994864424,0.146497559835179,1977,53,1.28825,0.0376472135363395,0.858791899237266
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19780430,1978,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1978Q1,1978Q1,83.619,54.348,,,5.795,,37.867,31.646,0.718,6071,I,"",0.0693024312656215,0.153035624686402,1978,53,1.565,0.0413288615417118,0.835714474344416
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19790430,1979,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1979Q1,1979Q1,127.387,90.093,,,9.211,,60.819,57.232,0.971,6071,I,"",0.0723072213020167,0.151449382594255,1979,53,2.0565,0.0338134464558773,0.941021720186126
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19800430,1980,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1980Q1,1980Q1,137.824,93.947,,,8.779,,64.196,60.102,0.96,6071,I,"",0.0636971790109125,0.136753068727024,1980,53,2.164,0.0337092653747897,0.936226556171724
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19810430,1981,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1981Q1,1981Q1,161.72,117.041,,,13.09,,75.843,57.354,0.981,6071,I,"",0.0809423695275785,0.172593383700539,1981,53,2.482,0.0327254987276347,0.756220086230766
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19820430,1982,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1982Q1,1982Q1,177.659,107.864,,,11.322,,77.724,78.126,1.015,6071,I,"",0.0637288288237579,0.145669291338583,1982,53,3.09825,0.0398622047244095,1.0051721475992
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19830430,1983,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1983Q1,1983Q1,218.103,137.017,,,9.916,,93.858,76.723,1.046,6071,I,"",0.0454647574769719,0.105648959065823,1983,53,4.9715,0.0529683138357945,0.817436979266552
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19840430,1984,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1984Q1,1984Q1,306.91,176.794,,,9.753,,151.029,85.799,1.361,6071,I,"",0.0317780456811443,0.0645770017678724,1984,53,7.129,0.0472028550808123,0.568096193446292
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19850430,1985,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1985Q1,1985Q1,393.161,237.888,,,15.101,,184.872,127.325,2.399,6071,I,"",0.0384092013195612,0.0816835432082738,1985,53,10.09175,0.0545877688346532,0.688719762862954
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19860430,1986,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1986Q1,1986Q1,772.804,398.945,,,42.715,,358.547,263.218,4.308,6071,I,"",0.0552727470354708,0.119133614282089,1986,53,6.78225,0.0189159301291044,0.734124117619169
1594,5331,CT,0.746427804626424,0.557671184398755,1,CT,19870430,1987,1,INDL,C,D,STD,AMESQ,030789507,AMES DEPT STORES INC,USD,1987Q1,1987Q1,831.591,430.064,,,26.194,,430.511,280.761,3.826,6071,I,"",0.031498657392877,0.0608439737892876,1987,53,8.53925,0.0198351493922339,0.652157552304122
