gvkey,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,companyname,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,sic,rec_to_assets,rec_to_rev,ultdunsno,dunsno,companyname_db,ultsls,state_db,sic_db,stateslspctak,stateslspctal,stateslspctar,stateslspctaz,stateslspctca,stateslspctco,stateslspctct,stateslspctdc,stateslspctde,stateslspctfl,stateslspctga,stateslspcthi,stateslspctia,stateslspctid,stateslspctil,stateslspctin,stateslspctks,stateslspctky,stateslspctla,stateslspctma,stateslspctmd,stateslspctme,stateslspctmi,stateslspctmn,stateslspctmo,stateslspctms,stateslspctmt,stateslspctnc,stateslspctnd,stateslspctne,stateslspctnh,stateslspctnj,stateslspctnm,stateslspctnv,stateslspctny,stateslspctoh,stateslspctok,stateslspctor,stateslspctpa,stateslspctri,stateslspctsc,stateslspctsd,stateslspcttn,stateslspcttx,stateslspctut,stateslspctva,stateslspctvt,stateslspctwa,stateslspctwi,stateslspctwv,stateslspctwy,_merge
3615,MI,19780430,1978,1,INDL,C,D,STD,CWYM,228093100,CROWLEY MILNER & CO,USD,1978Q1,1978Q1,19.607,7.9359999,,,1.9579999,,10.894,10.194,.082999997,25871,I,,5311,.099862292,.17973197,006957732,85035863,CROWLEY MILNER AND COMPANY*,55600000,MI,5311,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
3646,ID,19770930,1978,1,INDL,C,D,STD,5623C,88999Y939,TOM THUMB FOOD & DRUGS INC,USD,1977Q3,1978Q1,121.799,86.115997,,,5.3520002,,182.383,19.381001,1.258,1704799,I,,5411,.043941248,.02934484,022813786,71363220,TOM THUMB FOOD MARKET INC,33000000,MN,5411,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,Matched (3)
3654,NY,19771130,1978,1,INDL,C,D,STD,CDD.1,231129107,CUNNINGHAM DRUG STORES INC,USD,1977Q4,1978Q1,49.658001,23.084999,,,1.549,,39.217999,-21.215,.037,26205,I,,5912,.031193363,.039497171,006957740,83936351,CUNNINGHAM DRUG STORES INC,211000000,MI,5912,,,,,0,.014218009,,0,,0,,,,,0,,,,,,,,.78199053,,0,,,,,,,,,,0,.20379147,,,0,,,,,0,,,,0,,,,Matched (3)
3708,OH,19780731,1978,1,INDL,C,D,STD,WEN,95058W100,WENDY'S CO,USD,1978Q2,1978Q1,170.58501,91.290001,,,19.989,,37.112,30.737,1.1109999,30697,A,,5812,.11717912,.53861284,052856671,87057592,WENDYS INTERNATIONAL INC,114000000,OH,5812,,,,,0,,,,,0,0,,,,,0,,0,,,,,,,,,,,,,,,,,0,1,0,,,,,,0,0,,,,,,0,,Matched (3)
3782,TX,19771031,1978,1,INDL,C,D,STD,CTLE.,149479107,CATTLESALE CO,USD,1977Q3,1978Q1,90.336998,32.307999,,,21.924,,33.800999,29.18,.27000001,205239,I,,5961,.24269125,.64861989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
3813,MN,19780430,1978,1,INDL,C,D,STD,TGT,87612E106,TARGET CORP,USD,1978Q1,1978Q1,1418.619,832.16699,,,356.423,,566.995,302.07001,,27419,A,,5331,.25124645,.62861753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
3869,SC,19770930,1978,1,INDL,C,D,STD,DEN.1,248703100,DENNY'S INC,USD,1977Q3,1978Q1,301.73099,196.131,,,8.3100004,,141.812,6.869,3.1440001,,I,,5812,.027541088,.058598708,24005605,24005605,DENNYS INC,403000,VA,5712,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,Matched (3)
3886,NY,19780531,1978,1,INDL,C,D,STD,GRI.2,398635102,GRISTEDES FOODS INC,USD,1978Q2,1978Q1,9.1099997,8.3190002,,,2.6440001,,3.076,5.7620001,.094999999,28325,I,,5411,.29023051,.85955787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
3903,CT,19780630,1978,1,INDL,C,D,STD,DEV.3,251800108,DEVON GROUP  -OLD,USD,1978Q2,1978Q1,57.627998,45.370998,,,16.955999,,31.080999,12.59,.37900001,,I,Fairfield,5190,.29423198,.5455423,003910874,66113812,DEVON GROUP INC,197700000,CA,5199,,,,,.57157308,.37278706,,,,,,,,,.055639859,,,,,0,,,,,,,,,,,,0,,,0,,,,,,,,,,,,0,,,,,Matched (3)
3914,NJ,19780331,1978,1,INDL,C,D,STD,8295B,252435102,DI GIORGIO CORP,USD,1978Q1,1978Q1,266.957,181.177,,,61.363998,,215.07201,69.764999,2.0439999,28871,I,,5141,.22986473,.2853184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
3964,AR,19780430,1978,1,INDL,C,D,STD,DDS,254067101,DILLARDS INC  -CL A,USD,1978Q1,1978Q1,212.23,147.621,,,28.473,,63.118999,54.400002,3.596,28917,A,,5311,.13416106,.45110029,004867198,35647999,DILLARDS DEPARTMENT STORES INC,273500000,AR,5211,,,1,,,,,,,,,,,,,,0,,0,,,,,,0,,,,,,,,0,,0,,0,,,,,,,0,,,,,,,,Matched (3)
4044,TX,19771130,1978,1,INDL,C,D,STD,DGS.1,258198100,DORCHESTER GAS CORP,USD,1977Q4,1978Q1,134.489,77.694,,,15.26,,15.998,-6.5310001,.435,29754,I,Dallas,5171,.11346653,.95386922,056863798,87490603,DORCHESTER GAS CORPORATION,79300000,TX,1321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,,,,,Matched (3)
4084,NJ,19780430,1978,1,INDL,C,D,STD,DF.2,262188105,DRUG FAIR INC,USD,1978Q1,1978Q1,63.276001,34.886002,,,2.9820001,,56.412998,21.719,.186,30215,I,,5912,.047126874,.052860156,007939747,65416695,DRUG FAIR INC,239000000,VA,5912,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,0,,,,,,,1,,,,0,,Matched (3)
4207,FL,19771031,1978,1,INDL,C,D,STD,ECK.1,278763107,ECKERD CORP,USD,1977Q3,1978Q1,396.487,119.251,,,19.443001,,239.78999,182.442,.112,31364,I,,5912,.049038179,.081083447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4218,MO,19780331,1978,1,INDL,C,D,STD,EDBR.,280875303,EDISON BROTHERS STORES,USD,1978Q1,1978Q1,293.298,130.44501,,,0,,187.68401,87.019997,1.105,31575,I,,5600,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4234,NY,19780731,1978,1,INDL,C,D,STD,EHR,282443100,EHRENREICH PHOTO-OPTICAL IND,USD,1978Q2,1978Q1,76.894997,48.268002,,,24.964001,,35.422001,23.716,.70499998,,I,,5040,.3246505,.70475978,001962976,80661119,EHRENREICH PHOTO-OPTCL INDSTS*,116000000,NY,5043,,,,,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
4263,NY,19771031,1978,1,INDL,C,D,STD,3EADY,285055109,ELECTRO AUDIO DYNAMICS,USD,1977Q3,1978Q1,52.473999,36.063,,,12.627,,16.98,16.855,.41800001,31088,I,Nassau,5122,.24063346,.74363959,052781721,80526965,ELECTRO AUDIO DYNAMICS INC,67550000,NY,3662,,,,,.13323463,,,,,,0,,,,,0,,,,.014063656,,0,,0,,,,,,,0,0,,,.85270172,,,,0,,,,,0,,,,,,,,Matched (3)
4453,NY,19780331,1978,1,INDL,C,D,STD,EE.1,296677107,ESQUIRE RADIO & ELECTRON INC,USD,1978Q1,1978Q1,17.183001,5.6919999,,,4.5809999,,7.5310001,11.466,0,33541,I,,5065,.2666007,.60828573,006978951,6978951,ESQUIRE RADIO & ELECTRONICS*,39500000,NY,3651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
4470,FL,19780331,1978,1,INDL,C,D,STD,4599B,299209106,EVANS PRODUCTS CO,USD,1978Q1,1978Q1,588.49701,326.353,,,102.101,,213.27901,156.623,5.2480001,,I,Dade,5211,.17349452,.47872037,46083135=,46083135,EVANS PROPERTIES INC,50000000,FL,174,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
4523,OH,19780430,1978,1,INDL,C,D,STD,JAS,47758P307,JO-ANN STORES INC,USD,1978Q1,1978Q1,57.73,27.589001,,,2.0599999,,31.018999,30.458,.31900001,34151,I,,5940,.035683353,.066410907,002944684,56927015,FABRI-CENTERS OF AMERICA INC,104000000,OH,5399,,0,,,,,,0,,0,,,,,0,0,,,,,0,,0,0,0,,,,,,,0,,,0,1,,,0,,,,0,,,0,,,,0,,Matched (3)
4550,TX,19780531,1978,1,INDL,C,D,STD,FMF.1,305189102,FAIRMONT FOODS CO,USD,1978Q2,1978Q1,172.26401,101.404,,,31.540001,,138.924,24.979,1.2690001,34291,I,,5411,.18309107,.22703061,007271869,54446547,FAIRMONT FOODS COMPANY*,583500032,TX,5411,,.01713796,0,.042844899,0,.0042844899,,,,.03341902,,,0,,0,0,0,0,,,0,,0,0,0,,,0,0,0,,0,0,,0,0,0,0,0,,,0,0,.90231359,0,0,,0,0,0,,Matched (3)
4592,NY,19780430,1978,1,INDL,C,D,STD,FAY.1,313035107,FAYS INC,USD,1978Q1,1978Q1,40.063999,27.018,,,1.1390001,,30.080999,9.8109999,.23999999,34768,I,,5912,.028429512,.037864432,057763575,83282863,FAYS DRUG COMPANY INC,119000000,NY,5331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,0,,,,,,,,,,,,,Matched (3)
4594,CA,19771130,1978,1,INDL,C,D,STD,FMI.2,313081101,FED-MART CORP,USD,1977Q4,1978Q1,154.772,103.219,,,3.6860001,,126.147,16.388,.68400002,,I,,5311,.023815677,.029219879,006911358,27968809,FED-MART CORPORATION INC,528000000,CA,5311,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,0,,,,,,,,Matched (3)
4611,NY,19780430,1978,1,INDL,C,D,STD,M,55616P104,MACY'S INC,USD,1978Q1,1978Q1,2638.6641,1240.252,,,617.12097,,1113.35,577.14301,9.6999998,794367,A,,5311,.2338763,.55429202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4748,OH,19780331,1978,1,INDL,C,D,STD,RSR1,766878003,RINI-REGO SUPERMARKET,USD,1978Q1,1978Q1,338.79199,254.231,,,10.237,,362.89001,41.441002,3.0190001,37180,I,,5140,.03021618,.028209651,003980075,93284172,RINI SUPERMARKETS INC,72000000,OH,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,Matched (3)
4750,NY,19780331,1978,1,INDL,C,D,STD,FSH.3,338117104,FISHMAN (M.H.) INC,USD,1978Q1,1978Q1,19.568001,7.6030002,,,.017000001,,8.0450001,12.596,.027000001,,I,,5331,.00086876535,.0021131136,006983761,56305444,FISHMAN MH CO INC,48950000,NY,5311,,0,,,,,,,0,,0,,,,0,,,,,,,,,,,,,.025536261,,,,,,,.97446376,0,,,0,,,,,,,0,,,,,,Matched (3)
4759,FL,19771231,1978,1,INDL,C,D,STD,BDL,338517105,FLANIGANS ENTERPRISES INC,USD,1977Q4,1978Q1,32.234001,23.802,,,.60299999,,13.642,-.39899999,.45500001,12040,A,,5812,.018706955,.044201732,032480725,47473053,FLANIGANS ENTERPRIESES INC,48800000,FL,5921,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Matched (3)
4769,TX,19780331,1978,1,INDL,C,D,STD,FLMIQ,339130106,FLEMING COMPANIES INC,USD,1978Q1,1978Q1,250.60899,161.16,,,39.205002,,654.659,72.444,1.712,352949,I,,5141,.15643892,.059886139,91615930,91615930,FLEMING COMPANY THE,0,MI,5113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
4775,NY,19771031,1978,1,INDL,C,D,STD,FLIC.,339405300,FLICKINGER (S.M.) CO INC,USD,1977Q3,1978Q1,106.626,65.449997,,,14.425,,218.24899,26.754,.40099999,1124260,I,Erie,5141,.13528596,.066094235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4830,NJ,19780131,1978,1,INDL,C,D,STD,FSM.2,344820105,FOODARAMA SUPERMARKETS,USD,1977Q4,1978Q1,43.963001,23.226999,,,1.056,,92.281998,6.7069998,.082000002,37914,I,,5411,.024020199,.011443185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4887,MI,19780331,1978,1,INDL,C,D,STD,FNCNQ,355361106,FRANKS NURSERY & CRAFTS INC,USD,1978Q1,1978Q1,43.202,29.698,,,.58099997,,8.5509996,7.8119998,.45300001,38792,I,Oakland,5200,.013448452,.067945272,002937217,62236401,FRANKS NURSERY SALES INC,117000000,MI,5261,,,,,,,,,,,,,,,0,0,,,,,,,1,0,,,,,,,,,,,,0,,,,,,,,,,,,,,,,Matched (3)
4904,NY,19780430,1978,1,INDL,C,D,STD,4159B,358478105,FRIENDLY FROST INC,USD,1978Q1,1978Q1,19.142,14.448,,,.74599999,,9.8549995,2.6719999,.078000002,39134,I,,5200,.038971893,.075697616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4909,CT,19780831,1978,1,INDL,C,D,STD,FRG.3,358640100,FRIGITRONICS INC,USD,1978Q3,1978Q1,37.216,16.698,,,10.23,,19.556999,18.000999,.185,39159,I,Fairfield,5990,.27488178,.52308637,046422515,46422515,FRIGITRONICS INC DEL,101320000,CT,3851,,,0,,0,0,.50927752,,,.044413738,,,.0011843664,,0,0,.0098697199,0,,,0,,,.40860641,.0246743,,0,,0,0,,,0,0,.001973944,,0,0,0,,0,0,,,0,,,,0,,,Matched (3)
4911,OH,19780831,1978,1,INDL,C,D,STD,FRS,358748101,FRISCH'S RESTAURANTS INC,USD,1978Q3,1978Q1,50.813999,29.594999,,,1.4809999,,31.938999,.336,.44600001,39047,I,,5812,.029145511,.046369642,006999437,30945539,FRISCHS RESTAURANT INC,90900000,OH,5812,,,,,,,,,,.0110011,,,,,,0,0,0,,,,,,,,,,,,,,,,,,.90099013,0,,,,,,,.088008799,,,,,,,,Matched (3)
4945,NY,19780331,1978,1,INDL,C,D,STD,GDVI.1,361578107,GDV INC,USD,1978Q1,1978Q1,489.72299,329.86099,,,42.216999,,113.548,21.452999,4.9990001,40522,I,New York,5960,.086205877,.37179872,84642990,84642990,GABELLI & COMPANY INC,0,NY,6211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
4979,CA,19780430,1978,1,INDL,C,D,STD,WIX1,364640003,GAMBLE-SKOGMO,USD,1978Q1,1978Q1,831.97699,599.35101,,,138.79401,,415.13501,236.567,18.075001,,I,,5411,.16682433,.33433461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
4990,CA,19780430,1978,1,INDL,C,D,STD,GPS,364760108,GAP INC,USD,1978Q1,1978Q1,83.124001,44.041,,,1.393,,44.997002,12.8,.20900001,39911,A,,5651,.016758095,.030957619,048626915,72515455,GAP STORES INC,205000000,CA,5611,,,,,1,,,,,0,,,,,0,,,0,,,0,,0,0,0,,,,,,0,0,,,0,,,,0,,,,,0,,,,0,,,,Matched (3)
4996,DC,19780430,1978,1,INDL,C,D,STD,GBM.1,366028108,GARFINCKEL BROOKS BROTHERS,USD,1978Q1,1978Q1,213.013,121.246,,,61.750999,,72.672997,83.933998,1.8099999,,I,District of Columbia Washington,5311,.28989309,.84971035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5009,NJ,19780430,1978,1,INDL,C,D,STD,GYL,368226106,GAYLORDS NATIONAL CORP,USD,1978Q1,1978Q1,50.916,39.598999,,,.99800003,,19.666,9.8179998,.45699999,40245,I,,5331,.019600911,.050747484,006984199,6984199,GAYLORDS NATIONAL CORPORATION,121600000,NJ,5311,,0,,,,,,,0,0,0,,0,,0,,,,0,,0,,,,,0,,0,,,,1,,,,,,,0,,,,,,,,,,,0,,Matched (3)
5060,NY,19780331,1978,1,INDL,C,D,STD,GH.2,370064107,GENERAL HOST CORP,USD,1978Q1,1978Q1,206.70599,165.48399,,,34.521,,137.172,42.057999,2.6670001,40638,I,,5200,.16700532,.25166214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5067,VA,19780630,1978,1,INDL,C,D,STD,GMD.2,370298101,GENERAL MEDICAL CORP,USD,1978Q2,1978Q1,100.113,51.084999,,,35.618,,63.528999,61.078999,.63599998,880123,I,,5190,.35577798,.56065732,023904428,54422118,GENERAL MEDICAL CORPORATION,290700000,VA,5086,,0,0,0,0,0,0,,,0,.011007912,,,,,.04127967,,0,,.034399725,0,,0,0,0,.01375989,,0,,,,.0085999314,0,,0,0,0,0,.027519779,,0,,0,.01375989,,.81527346,,,.034399725,0,,Matched (3)
5109,TN,19771031,1978,1,INDL,C,D,STD,GCO,371532102,GENESCO INC,USD,1977Q3,1978Q1,445.87799,369.694,,,34.675999,,260.65399,114.707,5.066,18498,A,,5661,.077770151,.1330346,001367549,60743481,GENESCO INC,1050000000,TN,5399,,0,,0,0,,0,0,,0,0,0,,,0,0,0,0,0,0,0,,0,0,0,0,,0,,0,,0,0,,0,0,0,,0,0,0,,1,0,,0,,0,0,,,Matched (3)
5121,NY,19780430,1978,1,INDL,C,D,STD,GDX.A,372442202,GENOVESE DRUG STORES  -CL A,USD,1978Q1,1978Q1,23.537001,13.256,,,1.215,,24.336,9.2290001,.119,40970,I,,5912,.051620852,.049926035,012364949,66955279,GENOVESE DRUG STORES INC,79200000,NY,5912,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,,,,,Matched (3)
5125,GA,19780331,1978,1,INDL,C,D,STD,GPC,372460105,GENUINE PARTS CO,USD,1978Q1,1978Q1,384.25601,127.704,,,114.535,,269.65302,202.853,,40987,A,,5013,.29806951,.42474958,79371142,79371142,GENUINE PRODUCTS*,50000,GA,5087,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
5151,MD,19780531,1978,1,INDL,C,D,STD,GFS.A,374478105,GIANT FOOD INC  -CL A,USD,1978Q2,1978Q1,257.26901,172.181,,,5.6420002,,237.323,40.827999,1.7690001,41289,I,,5411,.021930354,.023773506,006919757,63230072,GIANT FOOD OF MARYLAND INC,936000000,MD,5411,,,,,,,,0,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,Matched (3)
5172,PA,19780331,1978,1,INDL,C,D,STD,GNO.1,376109104,GINO'S INC,USD,1978Q1,1978Q1,107.317,56.825001,,,1.669,,62.118999,2.5469999,.79299998,,I,Montgomery,5812,.015552056,.026867786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5194,PA,19780430,1978,1,INDL,C,D,STD,GEE.2,379614100,GLOSSER BROTHERS INC,USD,1978Q1,1978Q1,32.564999,13.098,,,2.7969999,,30.235001,12.031,.015,41927,I,,5311,.085889757,.092508681,007911811,94223690,GLOSSER BROS,135600000,PA,5311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Matched (3)
5221,WV,19780430,1978,1,INDL,C,D,STD,GOO,382073104,GOOD (L.S.) CO,USD,1978Q1,1978Q1,40.498001,30.74,,,2.5020001,,14.104,7.6139998,.76800001,,I,Ohio,5311,.061780829,.17739648,007945439,7945439,GOOD L S & CO INC DELAWARE*,136700000,WV,5311,,,,,,,,,,,,,,,,,,,,,,,.27432334,,,,,,,,,,,,.073152892,.054864667,,,.051207021,,,,,,,,,,,.54645211,,Matched (3)
5235,TX,19771130,1978,1,INDL,C,D,STD,6051A,382748002,GORDON JEWELRY CORP,USD,1977Q4,1978Q1,213.304,98.323997,,,34.290001,,56.389,112.052,.80800003,,I,Dallas,5944,.16075648,.60809731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5256,IL,19780331,1978,1,INDL,C,D,STD,GWW,384802104,GRAINGER (W W) INC,USD,1978Q1,1978Q1,249.69299,56.868999,,,48.143002,,121.744,120.052,.102,277135,A,,5000,.19280876,.39544454,005103494,25739772,GRAINGER W W INC,551500032,IL,5063,,0,0,0,0,,0,0,,0,0,,0,,.90299177,0,,0,0,0,0,0,.0063463277,0,0,,,0,0,0,,0,,,0,0,0,0,0,0,0,,0,0,,0,,0,.090661824,0,,Matched (3)
5259,CO,19780430,1978,1,INDL,C,D,STD,GAI.2,385201108,GRAND AUTO INC,USD,1978Q1,1978Q1,34.903,23.249001,,,7.4369998,,18.933001,12.091,.35499999,42996,I,,5531,.21307623,.3928062,007966781,76112176,GRAND AUTO INC,75200000,CA,5531,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,Matched (3)
5260,UT,19771031,1978,1,INDL,C,D,STD,GC.2,385272109,GRAND CENTRAL INC,USD,1977Q3,1978Q1,83.588997,61.877998,,,.67799997,,36.102001,22.271999,1.035,43011,I,,5331,.0081111155,.018780123,008954653,72965395,GRAND CENTRAL INC,176000000,UT,5311,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,1,,,,,,0,Matched (3)
5285,OH,19780731,1978,1,INDL,C,D,STD,GRY.1,389280108,GRAY DRUG STORES,USD,1978Q2,1978Q1,157.812,109.085,,,3.6270001,,95.987999,51.195999,1.63,,I,Cuyahoga,5912,.022983043,.037785973,007900590,84559335,GRAY DRUG STORES INC,541299968,OH,5912,,,,,,,,,,0,,,,,,,,0,,,,,.014779236,,,,,,,,,,,,,.98522085,,,,,,,,,,,,,,,,Matched (3)
5301,NJ,19780531,1978,1,INDL,C,D,STD,GAPTQ,390064103,GREAT ATLANTIC & PAC TEA CO,USD,1978Q2,1978Q1,1292.377,852.21503,,,51.284,,1808.319,224.907,10.191,43300,I,,5411,.039681919,.028360041,001367366,80606833,GREAT ATLANTIC & PCF TEA CO,7280200192,NJ,4225,,0,,,0,,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,.99997252,,,0,0,,,.000027471771,0,0,,0,0,,0,0,0,0,0,,Matched (3)
5334,NY,19780430,1978,1,INDL,C,D,STD,NKID,655370104,NOODLE KIDOODLE INC,USD,1978Q1,1978Q1,38.241001,21.882999,,,9.3199997,,13.635,19.194,.20999999,43837,I,,5945,.24371748,.68353504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5413,CA,19780430,1978,1,INDL,C,D,STD,HRT.2,404269201,HRT INDUSTRIES INC,USD,1978Q1,1978Q1,146.23599,114.778,,,13.614,,65.959999,36.727001,1.4910001,352909,I,,5331,.093096092,.20639782,006926984,6926984,HRT LTD*,15800000,HI,6711,,,,,,,,,,,,1,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
5429,PA,19780331,1978,1,INDL,C,D,STD,HJA.,405307109,HAJOCA CORP-ME,USD,1978Q1,1978Q1,70.276001,54.374001,,,21.295,,36.41,38.915001,.801,,I,,5070,.30301952,.58486682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5453,PA,19780331,1978,1,INDL,C,D,STD,HML.2,408306108,HAMMERMILL PAPER CO,USD,1978Q1,1978Q1,552.14301,302.19601,,,104.625,,199.323,152.72701,2.9990001,45214,I,,5110,.18948896,.52490181,005031901,41529744,HAMMERMILL PAPER CO*,798499968,PA,2621,,0,0,0,0,0,0,.018785223,,0,0,0,0,,0,0,0,,0,.065122105,.018785223,0,0,,0,,0,0,0,0,,0,,0,.012523482,.00062617409,0,0,.88415784,0,,,0,0,0,0,,,0,,,Matched (3)
5465,ME,19780331,1978,1,INDL,C,D,STD,HRD.1,410550107,HANNAFORD BROTHERS CO,USD,1978Q1,1978Q1,73.478996,48.820999,,,2.0780001,,89.352997,12.575,.66900003,45379,I,,5411,.028280189,.023256075,006949556,83178301,HANNAFORD BROS CO*,513700000,ME,5912,,,,,,,,,,,,,,,,,,,,,,.99805331,,,,,,,,,.0019466615,,,,,,,,,,,,,,,,0,,,,,Matched (3)
5513,NJ,19780430,1978,1,INDL,C,D,STD,HRVEQ,417660404,HARVEY ELECTRONICS INC,USD,1978Q1,1978Q1,20.695,11.967,,,5.4089999,,11.635,8.776,.19400001,46043,I,,5731,.26136747,.46489042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5544,NY,19780331,1978,1,INDL,C,D,STD,HCH.1,42299Y107,HEALTH-CHEM CORP-OLD,USD,1978Q1,1978Q1,34.987999,22.677999,,,6.8369999,,13.117,10.653,.37799999,,I,New York,5047,.19540985,.52123201,054548045,54547989,HEALTH-CHEM CORPORATION,72100000,NY,2295,,,,,,,,,,,0,,,,.18030514,.041608877,,,,,,,,,,,,,,,,,,,.73647714,,,0,0,,,,,,,,,.041608877,,,,Matched (3)
5602,PA,19780430,1978,1,INDL,C,D,STD,HSS.1,428092100,HESS'S INC,USD,1978Q1,1978Q1,106.168,83.498001,,,19.476999,,26.174999,13.352,1.423,,I,,5311,.18345453,.74410695,045139052,73657553,HESSS INC,120000000,PA,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Matched (3)
5646,IL,19780331,1978,1,INDL,C,D,STD,HINE,433236106,HINES (EDWARD) LUMBER CO,USD,1978Q1,1978Q1,110.342,36.344002,,,27.049,,70.332001,36.040001,,47613,I,,5031,.24513784,.38459024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
5722,MD,19780331,1978,1,INDL,C,D,STD,HII.1,441074101,HOST INTERNATIONAL INC,USD,1978Q1,1978Q1,152.34599,89.197998,,,7.178,,70.925003,14.973,1.191,905042,I,,5812,.047116432,.1012055,006907646,44333722,HOST INTERNATIONAL INC,301500000,CA,5812,,,,,.87396353,0,,0,,0,,0,,,0,,,,.0099502485,0,0,,0,0,0,,,,,,,0,,0,0,,,,,,,,,.11608624,,,,0,,0,,Matched (3)
