gvkey,state,datadate,fyearq,fqtr,indfmt,consol,popsrc,datafmt,tic,cusip,companyname,curcdq,datacqtr,datafqtr,atq,ltq,ncoq,recdq,rectq,rectrq,revtq,wcapq,xintq,cik,costat,county,sic,rec_to_assets,rec_to_rev,ultdunsno,dunsno,companyname_db,ultsls,state_db,sic_db,stateslspctak,stateslspctal,stateslspctar,stateslspctaz,stateslspctca,stateslspctco,stateslspctct,stateslspctdc,stateslspctde,stateslspctfl,stateslspctga,stateslspcthi,stateslspctia,stateslspctid,stateslspctil,stateslspctin,stateslspctks,stateslspctky,stateslspctla,stateslspctma,stateslspctmd,stateslspctme,stateslspctmi,stateslspctmn,stateslspctmo,stateslspctms,stateslspctmt,stateslspctnc,stateslspctnd,stateslspctne,stateslspctnh,stateslspctnj,stateslspctnm,stateslspctnv,stateslspctny,stateslspctoh,stateslspctok,stateslspctor,stateslspctpa,stateslspctri,stateslspctsc,stateslspctsd,stateslspcttn,stateslspcttx,stateslspctut,stateslspctva,stateslspctvt,stateslspctwa,stateslspctwi,stateslspctwv,stateslspctwy,_merge
8263,AZ,19780331,1978,1,INDL,C,D,STD,PGAM,694291105,PACIFIC GAMBLE ROBINSON CO,USD,1978Q1,1978Q1,98.166,51.230999,,,21.896999,,136.427,29.756001,.49000001,75486,I,,5140,.22306094,.16050342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8306,NE,19780430,1978,1,INDL,C,D,STD,PAM.1,697643104,PAMIDA INC,USD,1978Q1,1978Q1,140.711,77.438004,,,1.528,,63.738998,63.018002,.94599998,,I,Douglas,5331,.010859136,.023972765,004869475,34984419,PAMIDA INC,291804992,NE,5399,,,,,,,,,,,,,0,0,.021418413,,.0027415568,,,,,,0,.015421257,.011840099,,0,,.011994312,.93658441,,,,,,,,,,,,0,,,,,,,0,,0,Matched (3)
8343,MD,19780331,1978,1,INDL,C,D,STD,PAG.3,699466108,PARGAS INC,USD,1978Q1,1978Q1,126.889,64.833,,,18.382,,51.893002,18.195999,.88200003,76235,I,Charles,5900,.14486678,.35422888,006951248,30344857,PARGAS OF BEL AIR INC,159750000,MD,5984,,0,,,0,,,,,0,0,,,,0,,,0,0,,.99655712,,,,,0,,0,,,,0,,0,0,,,0,.0034428795,,0,,0,0,,0,,0,,0,,Matched (3)
8376,NY,19780228,1978,1,INDL,C,D,STD,PI.4,702860107,PAT FASHIONS INDUSTRIES,USD,1978Q1,1978Q1,18.306999,4.086,,,6.8509998,,8.7150002,12.937,,76539,I,New York,5130,.37422845,.78611588,003933108,3933108,PAT FASHIONS INDUSTRIES INC,110152000,NY,2331,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,.99296427,,,,.0070357323,,,,,,,,,,,,,Matched (3)
8398,OR,19780430,1978,1,INDL,C,D,STD,PAY.2,704301100,PAY LESS DRUG STORES NW,USD,1978Q1,1978Q1,111.587,61.844002,,,2.3440001,,70.57,39.456001,.58399999,1138375,I,,5912,.021006031,.033215247,008958431,83362012,PAY LESS DRUG STORES INC,16000000,WA,4225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,Matched (3)
8400,WA,19780430,1978,1,INDL,C,D,STD,PAYN.,704318104,PAY'N SAVE CORP,USD,1978Q1,1978Q1,236.931,141.41901,,,5.1799998,,128.10899,64.184998,2.375,76733,I,,5912,.021862905,.040434316,007943079,46216255,PAY N SAVE CORPORATION,703600000,WA,5251,0,,,,0,,,,,,,0,,0,,,,,,,,,,,,,,,,,,,,0,,,,.13899943,,,,,,,0,,,.8610006,,,0,Matched (3)
8439,NY,19780430,1978,1,INDL,C,D,STD,PTFCQ,707832309,PENN TRAFFIC CO,USD,1978Q1,1978Q1,69.161003,32.188999,,,5.6009998,,75.480003,16.145,.317,77155,I,,5411,.08098495,.074205086,007911902,94234796,PENN TRAFFIC CO,244000000,PA,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,1,,,,,,,,,,,,,Matched (3)
8446,TX,19780430,1978,1,INDL,C,D,STD,CPPRQ,679535104,OLD COPPER CO INC,USD,1978Q1,1978Q1,4342,2200,,,360,,2175,1053,39,1166126,A,,5311,.082911104,.16551724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8475,PA,19780430,1978,1,INDL,C,D,STD,PBY.1,713278109,PEP BOYS-MANNY MOE & JACK,USD,1978Q1,1978Q1,63.597,24.181,,,3.641,,35.062,14.44,.090000004,77449,I,,5531,.057251129,.10384462,007914401,70590849,PEP BOYS MANNY MOE & JACK*,218000000,PA,5531,,,,,.38990825,,,0,,,,,,,,,,,,,0,,,,,,,0,,,,,,,,,,,.61009175,,,,,,,0,,,,,,Matched (3)
8496,MI,19780131,1978,1,INDL,C,D,STD,PDS.,714611100,PERRY DRUG STORES,USD,1977Q4,1978Q1,20.618999,11.293,,,.54400003,,23.370001,7.7529998,.086000003,77628,I,,5912,.026383433,.023277706,061873311,20265179,PERRY DRUG STORES INC,69700000,MI,5912,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
8504,NJ,19780430,1978,1,INDL,C,D,STD,3PSTLS,716437108,PETRIE STORES LIQUIDATION TR,USD,1978Q1,1978Q1,185.655,27.065001,,,1.198,,85.107002,138.334,0,77808,I,,5621,.0064528291,.014076398,006932164,6932164,PETRIE STORES CORPORATION,393289984,NJ,5621,,,,,.00020341224,0,0,,,.0008899286,,,0,,.0014238857,,,,.0012713266,0,0,,.0050853062,0,,,,0,,,,.99112618,,,0,0,0,,0,,,,,0,,0,,,,,,Matched (3)
8510,CA,19771231,1978,1,INDL,C,D,STD,PTO.1,716544101,PETROLANE INC,USD,1977Q4,1978Q1,499.37601,285.09601,,,86.987999,,236.98399,56.584999,2.9549999,77866,I,Los Angeles,5900,.1741934,.36706275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8569,NC,19770930,1978,1,INDL,C,D,STD,PNP.1,719520108,PIC'N PAY STORES,USD,1977Q3,1978Q1,31.662001,11.306,,,0,,13.854,11.897,,,I,,5661,0,0,024484057,86870292,PIC N PAY STORES INC,72255000,NC,5651,,.0048439554,,,,,,,,,.0013839873,,,,,,,,,,,,,,,,,.98955089,,,,,,,,0,,,,,.0024219777,,.00041519618,,,.0013839873,,,,,,Matched (3)
8580,TX,19780630,1978,1,INDL,C,D,STD,PIR.2,720280106,PIER 1 IMPORTS INC,USD,1978Q2,1978Q1,49.412998,19.858999,,,.59399998,,29.096001,23.834,.31,,I,Tarrant,5700,.012021128,.020415178,026451005,20798286,PIER 1 IMPORTS OF TEXAS INC,167124000,TX,5947,,.0017950743,.0020942534,,.019596228,.0041885069,.0065819393,,,.0089753717,.0044876859,,0,,.011667983,.0035303128,.0059835808,0,.021241713,0,.0077786553,,.016903616,.016155669,.0038893276,0,,0,,0,,.0013463057,0,0,.0017950743,.035901487,.0014958952,0,.0020942534,.0014958952,.0011967162,,.00059835811,.80708933,.0025430219,0,,.00059835811,.0089753717,,,Matched (3)
8622,TX,19780331,1978,1,INDL,C,D,STD,PANQE1,725847008,PIZZA INN INC,USD,1978Q1,1978Q1,55.319,41.591999,,,3.1010001,,22.687,.382,1.13,78916,I,Dallas,5812,.056056689,.13668621,026285296,71676688,PIZZA INN INC THE,75150000,TX,5812,,0,0,0,,,,,,0,0,,,,,,,0,,,,,,,0,0,,0,,,,,,,,0,,0,,,,,0,1,,,,,,,,Matched (3)
8650,MA,19780228,1978,1,INDL,C,D,STD,PNC.4,730196102,PNEUMO CORP,USD,1978Q1,1978Q1,157.03999,93.372002,,,20.299999,,142.58501,42.146999,.82300001,79263,I,Suffolk,5411,.12926643,.14237122,004202370,48975056,PNEUMO CORPORATION,1102000000,MA,3452,,,,,0,,0,0,,,0,,,,.0081669688,,,,,.51814884,,,0,0,0,,,0,,,0,,,,.40108892,.072595283,,,,,0,,,0,,,0,0,,,,Matched (3)
8674,SC,19780531,1978,1,INDL,C,D,STD,4986C,732436100,PONDEROSA INC,USD,1978Q2,1978Q1,148.22501,100.286,,,1.386,,58.363998,.090999998,1.72,79467,I,,5812,.0093506491,.023747515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8726,OH,19780831,1978,1,INDL,C,D,STD,PRE.5,740512306,PREMIER INDUSTRIAL CP,USD,1978Q3,1978Q1,106.425,28.641001,,,39.304001,,60.799999,49.834999,.211,80051,I,,5065,.36931172,.64644736,004177325,45711975,PREMIER INDUSTRIAL CORPORATION,210000000,OH,3429,,,,,0,0,,,,0,0,,0,,0,0,0,,0,0,0,,0,0,0,,,,,0,,0,,,0,1,0,0,0,,,,,0,0,0,,0,0,,,Matched (3)
8814,PR,19780430,1978,1,INDL,C,D,STD,5582C,744897109,PUEBLO INTERNATIONAL INC,USD,1978Q1,1978Q1,73.885002,45.658001,,,4.368,,71.970001,7.756,.73400003,,I,Carolina,5411,.0591189,.060691956,051551216,51551216,PUEBLO INTERNATIONAL INC,335000000,NY,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
8888,IL,19770930,1978,1,INDL,C,D,STD,6038C,749258109,R B INDUSTRIES INC,USD,1977Q3,1978Q1,36.259998,27.511,,,7.368,,15.942,7.948,.48699999,82276,I,,5712,.20319912,.4621754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8903,MD,19770930,1978,1,INDL,C,D,STD,2924B,749706107,RPS PRODUCTS INC,USD,1977Q3,1978Q1,16.007,11.689,,,3.1099999,,9.448,2.983,.17900001,85599,I,,5013,.19429,.3291702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
8926,NC,19780731,1978,1,INDL,C,D,STD,BRD.3,750626103,RAGAN (BRAD) INC,USD,1978Q2,1978Q1,73.547997,37.754002,,,24.336,,38.389,25.124001,.317,81764,I,,5531,.33088595,.63393158,051330660,24514317,RAGAN BRAD INC,285920000,NC,5531,0,0,0,0,0,0,,,,0,.0020984891,,0,,0,0,0,0,,0,,,.02105484,0,,,0,.91039449,,,,0,,,,0,,,.066452153,,0,0,0,0,0,0,,,0,0,0,Matched (3)
8950,NY,19780430,1978,1,INDL,C,D,STD,2868A,579867003,MCCRORY PARENT CORP,USD,1978Q1,1978Q1,1573.682,1363.265,,,211.076,,527.76501,435.42001,26.143999,55211,I,New York,5331,.13412875,.39994314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9077,CO,19780331,1978,1,INDL,C,D,STD,RVO,761066109,RESERVE OIL & GAS CO,USD,1978Q1,1978Q1,457.44601,263.173,,,122.632,,359.254,79.815002,2.131,83343,I,,5171,.26807973,.34135181,047140751,83206185,RESERVE OIL & MINERAL CORP,20000000,NM,1094,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,0,,,,Matched (3)
9089,NY,19780331,1978,1,INDL,C,D,STD,5957B,761252105,RESTAURANT ASSOCIATES  -CL B,USD,1978Q1,1978Q1,26.875,20.733,,,2.566,,18.243999,.063000001,.27700001,83440,I,,5812,.095479071,.14064898,006989552,30279939,RESTAURANT ASSOCIATES INC,78445000,NY,5812,,,,,,,0,,,0,0,,,,0,,,,,0,,0,0,,,,,,,,,.00095608388,,,.99904394,,,,,,,,,,,,,,,,,Matched (3)
9132,NY,19780731,1978,1,INDL,C,D,STD,RHT.1,765516109,RICHTON INTERNATIONAL CORP,USD,1978Q2,1978Q1,55.773998,27.195,,,13.989,,17.298,22.302999,.36500001,83877,I,,5080,.25081578,.80870622,049160161,63640742,RICHTON HEADWARE CO INC,81200000,NY,2253,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,0,,,,,,,,Matched (3)
9147,ON,19780331,1978,1,INDL,C,D,STD,ROM.2,766889109,RIO ALGOM LTD,USD,1978Q1,1978Q1,610.68201,265.75201,,,67.352997,,118.225,211.287,3.03,316792,I,,5051,.11029144,.56970185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9155,PA,19780531,1978,1,INDL,C,D,STD,RAD,767754872,RITE AID CORP,USD,1978Q2,1978Q1,190.33299,71.477997,,,13.471,,146.923,62.819,.61000001,84129,A,,5912,.070775956,.091687486,014578892,72832355,RITE AID OF PENNSYLVANIA INC,693174976,PA,5912,,,,,,,0,,.00068525266,,,,,,,,,,,0,0,,,,,,,.0028852744,,,,.002207235,,,.0068813795,.00036065929,,,.97695392,,,,,,,.0010819779,,,,.0089443503,,Matched (3)
9201,PA,19780331,1978,1,INDL,C,D,STD,ROCB,773794102,ROCKOWER BROTHERS INC,USD,1978Q1,1978Q1,40.893002,12.918,,,3.934,,20.993999,25.715,.011,84621,I,,5600,.096202284,.18738687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9229,IL,19770930,1978,1,INDL,C,D,STD,RTI.2,776296105,RONCO TELEPRODUCTS INC,USD,1977Q3,1978Q1,13.481,8.3940001,,,.676,,1.5779999,5.7740002,.021,84908,I,,5099,.050144646,.42839035,049016652,49016652,RONCO TELEPRODUCTS INC,29200000,IL,5023,,,,0,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
9284,NC,19771231,1978,1,INDL,C,D,STD,HTSI,414585109,HARRIS TEETER SUPERMARKETS,USD,1977Q4,1978Q1,114.003,69.734001,,,20.822001,,89.528,37.075001,,85704,I,,5411,.18264432,.23257528,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9292,OH,19780430,1978,1,INDL,C,D,STD,RBW.1,749252102,R B & W CORP,USD,1978Q1,1978Q1,71.402,64.379997,,,16.562,,35.011002,26.469999,1.196,61927,I,,5072,.23195429,.47305134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9359,CA,19780331,1978,1,INDL,C,D,STD,SWY,786514208,SAFEWAY INC,USD,1978Q1,1978Q1,2599.7429,1740.1219,,,44.686001,,2815.033,173.82899,15.764,86144,I,,5411,.017188622,.01587406,009137209,71861470,SAFEWAY STORES INC,11200000000,CA,7399,0,,0,0,1,0,,0,,0,,0,0,0,,,0,,0,,0,,,0,0,,0,,,0,,,0,,,,0,0,0,,,,0,0,0,0,,0,0,,0,Matched (3)
9361,CA,19770930,1978,1,INDL,C,D,STD,SGA.1,786599100,SAGA CORP,USD,1977Q3,1978Q1,105.282,54.16,,,26.75,,109.618,3.961,.34200001,86158,I,,5812,.25407952,.24402927,002544518,71904353,SAGA FOOD SERVICE INC,557800000,CA,5812,0,0,0,0,1,0,0,,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,,0,,0,0,0,0,0,0,0,0,,0,,0,0,,,0,0,0,0,,Matched (3)
9388,CA,19780331,1978,1,INDL,C,D,STD,QSRI.,795872100,SAMBO'S RESTAURANTS,USD,1978Q1,1978Q1,398.69501,283.008,,,10.727,,125.291,24.132,5.4109998,,I,,5812,.026905278,.085616685,050106855,75327155,SAMBOS RESTAURANTS INC,491000000,CA,5812,,0,0,0,1,0,,,,0,0,,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,,,0,0,0,,0,,0,0,,,Matched (3)
9416,IL,19780331,1978,1,INDL,C,D,STD,SWS.1,803701101,SARGENT-WELCH SCIENTIFIC,USD,1978Q1,1978Q1,50.112999,10.202,,,12.007,,16.43,31.950001,,,I,,5040,.23959851,.73079735,005071527,92420892,SARGENT-WELCH SCIENTIFIC CO,73900000,IL,3433,,,,,0,0,,,,,,,,,1,,0,,,,,,0,,,,,,,,,0,,,,0,,,,,,,,0,,,,,0,,,Matched (3)
9429,SC,19771130,1978,1,INDL,C,D,STD,SVS,804600104,SAV-A-STOP INC,USD,1977Q4,1978Q1,72.400002,41.077,,,15.692,,50.162998,30.152,.37799999,,I,,5122,.21674033,.3128202,006921837,83810051,SAV-A-STOP INCORPORATED,207000000,FL,5399,,0,,,,,,,,1,0,,,,,,,,,,,,,,,0,,0,,,,,,,,,0,,,,0,,0,0,,0,,,,,,Matched (3)
9430,CA,19780331,1978,1,INDL,C,D,STD,SVN.3,804617108,SAV-ON-DRUGS INC,USD,1978Q1,1978Q1,110.529,47.518002,,,0,,98.724998,34.403999,.23899999,,I,,5912,0,0,006908701,84343441,SAV-ON DRUGS INC,369000000,CA,5912,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,Matched (3)
9434,CT,19780731,1978,1,INDL,C,D,STD,3SVINV,805176708,SAVIN CORP,USD,1978Q2,1978Q1,137.108,76.463997,,,59.091,,68.352997,35.099998,.84399998,276894,I,,5040,.43098143,.86449754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9502,OH,19780430,1978,1,INDL,C,D,STD,SOA.1,809123102,SCOA INDUSTRIES INC,USD,1978Q1,1978Q1,212.55901,150.437,,,12.154,,141.23399,69.931,1.5930001,,I,Franklin,5331,.057179417,.086055763,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9522,FL,19770930,1978,1,INDL,C,D,STD,SHB,810623108,SCOTTY'S INC,USD,1977Q3,1978Q1,53.512001,22.712999,,,6.7449999,,34.099998,14.411,.155,88005,I,,5211,.12604649,.19780059,044995967,89661342,SCOTTYS HOME BUILDERS SUPPLY*,155000000,FL,5211,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
9558,CA,19780331,1978,1,INDL,C,D,STD,3SEOP,812205102,SEAPORT CORP,USD,1978Q1,1978Q1,13.57,7.4640002,,,3.964,,5.5149999,1.855,.101,88217,I,Sacramento,5013,.29211497,.71876699,44312023,44312023,SEAPORT CORPORATION,20600000,CA,5013,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
9567,OH,19771231,1978,1,INDL,C,D,STD,SEWY,812744100,SEAWAY FOOD TOWN INC,USD,1977Q4,1978Q1,54.806,35.103001,,,5.3629999,,67.068001,11.206,.37099999,88296,I,,5411,.097854249,.079963617,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9618,NY,19770930,1978,1,INDL,C,D,STD,SVM.1,817715105,SERVOMATION CORP,USD,1977Q3,1978Q1,170.56,75.278999,,,9.7080002,,108.285,26.813,.70499998,89135,I,New York,5960,.056918386,.089652307,006991699,67918581,SERVOMATION CORP,495315008,NY,5812,0,0,0,,0,0,.16151337,0,,0,0,,,,0,0,,.00083785068,,0,0,0,0,0,.0040378342,0,,0,,0,0,0,0,,.82775605,0,0,0,0,,.0020189171,,.0028264842,.0010094586,,0,0,0,0,0,,Matched (3)
9680,NY,19780331,1978,1,INDL,C,D,STD,SH.2,825101108,SHOPWELL INC,USD,1978Q1,1978Q1,50.542,32.900002,,,1.982,,63.251999,10.414,.37099999,89926,I,,5411,.039214909,.031334978,006978514,72755754,SHOPWELL INC,278000000,NY,5411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
9712,TX,19770930,1978,1,INDL,C,D,STD,SGMOA,826900102,SIGMOR CORP  -CL A,USD,1977Q3,1978Q1,147.263,73.671997,,,17.893999,,116.034,16.728001,.62300003,,I,,5500,.1215105,.15421341,004161808,92621234,DIAMOND SHAMROCK CORPORATION,1566700032,OH,7391,,0,0,,0,,0,,0,0,0,,,,0,0,0,0,,,.01340397,,,,.0014042254,,,0,,,,0,,,.0022339949,.97657496,,,0,,,,,.006382843,,,,,,0,0,Matched (3)
9722,PA,19771031,1978,1,INDL,C,D,STD,SIL.5,827113101,SILO INC,USD,1977Q3,1978Q1,34.063,22.628,,,2.1440001,,22.099001,13.209,,90294,I,,5700,.062942192,.097017966,007914898,73615643,SILO OF PENNSYLVANIA INC,110100000,PA,5722,,,,.02270663,.045413259,.18165304,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,.75022709,,,,,,,,,,,,,Matched (3)
9731,NJ,19771031,1978,1,INDL,C,D,STD,SSM.3,828607101,SIMCO STORES,USD,1977Q3,1978Q1,6.6810002,1.119,,,0,,2.1229999,3.904,,,I,,5661,0,0,012246914,66949447,SIMCO STORES INC,8300000,NY,5661,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,Matched (3)
9770,CA,19780630,1978,1,INDL,C,D,STD,SFI.A,831684105,SMART & FINAL IRIS CP,USD,1978Q2,1978Q1,67.322998,31.775999,,,4.6659999,,83.721001,13.637,.161,,I,Los Angeles,5411,.069307663,.055732731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9842,FL,19780531,1978,1,INDL,C,D,STD,3SSPS,842060105,SOUTHEASTERN PUBLIC SVC CO,USD,1978Q2,1978Q1,72.271004,33.820999,,,13.476,,25.247999,6.289,.197,92050,I,,5900,.18646483,.53374523,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9872,TX,19780331,1978,1,INDL,C,D,STD,SE.3,817826209,7-ELEVEN INC,USD,1978Q1,1978Q1,946.59302,612,,,76.764,,646.08301,134.22099,8.4580002,92344,I,,5412,.08109504,.11881445,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9918,SC,19771031,1978,1,INDL,C,D,STD,SF.1,846790103,SPARTAN FOOD SYSTEMS INC,USD,1977Q3,1978Q1,42.792999,19.948999,,,.43599999,,20.482,-3.8670001,.354,92663,I,,5812,.010188582,.021286983,044935567,75926865,SPARTAN FOOD SYSTEMS INC,91200000,SC,5812,,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,0,,,,,,,,,Matched (3)
9926,CA,19770930,1978,1,INDL,C,D,STD,2870B,847507100,SPECIALTY RESTAURANTS,USD,1977Q3,1978Q1,37.735001,19.683001,,,1.399,,14.413,-1.038,.28200001,,I,,5812,.037074335,.097065151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9934,PA,19780630,1978,1,INDL,C,D,STD,SPO.1,847609104,SPECTRO INDUSTRIES INC,USD,1978Q2,1978Q1,59.759998,43.825001,,,24.795,,40.411999,18.098,.241,92761,I,,5122,.41490963,.61355537,44519858X,44519858,SPECTRO INDUSTRIES INC,154000000,PA,5122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,Matched (3)
9940,CT,19780331,1978,1,INDL,C,D,STD,SRSK,855188108,STAR STRUCK LTD,USD,1978Q1,1978Q1,6.8509998,.80000001,,,1.831,,2.0090001,5.3060002,,771504,I,,5063,.26726025,.91139871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9943,MA,19780831,1978,1,INDL,C,D,STD,4508B,847870102,SPENCER COS INC,USD,1978Q3,1978Q1,29.457001,13.231,,,4.8200002,,16.952999,16.187,.18700001,,I,,5661,.16362834,.28431547,006953202,6953202,SPENCER COMPANIES INC,113700000,MA,5661,,,,,0,,,,,,,,,,,,,,,.6007036,,,,,,,,,,,.026385223,,,,.37291116,,,,,,,,,,,,,,,,,Matched (3)
9977,IL,19771231,1978,1,INDL,C,D,STD,STA.1,852567106,STALEY CONTINENTAL INC,USD,1977Q4,1978Q1,584.59998,357.59,,,87.111,,268.65399,33.571999,4.2179999,759663,I,,5141,.14900959,.32424977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
9985,CA,19771231,1978,1,INDL,C,D,STD,3SBPC,853156206,STANDARD BRANDS PAINT CO,USD,1977Q4,1978Q1,81.450996,11.325,,,.72899997,,37.923,34.833,.025,93308,I,,5200,.0089501664,.019223163,001225549,75806141,STANDARD BRANDS INC,2123000064,NY,2041,,0,0,,0,,0,,,,0,,0,,0,0,0,0,0,0,0,,,,0,,,0,,,,0,,,.99858689,.0014130946,0,0,0,,0,,0,0,,0,,0,,,,Matched (3)
10013,IL,19780331,1978,1,INDL,C,D,STD,ENCZQ,292973104,ENESCO GROUP INC,USD,1978Q1,1978Q1,112.417,43.182999,,,11.191,,38.868999,37.527,.046999998,93542,I,,5190,.099549003,.28791583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Master only (1)
10045,PA,19780228,1978,1,INDL,C,D,STD,SML.1,858263106,STEELMET INC,USD,1978Q1,1978Q1,51.859001,38.549,,,10.026,,28.577999,6.4400001,.83200002,93912,I,,5090,.19333191,.3508293,015017395,15017395,STEELMET INC,186000000,PA,5093,,,,,0,,,,,0,,,,,,,,,,0,0,,0,,,,,,,,,,,,0,,,,.76344085,.23655914,,,,,,,,,,,,Matched (3)
10067,TX,19780630,1978,1,INDL,C,D,STD,SEC.1,859281107,STERLING ELECTRONICS,USD,1978Q2,1978Q1,22.677,15.441,,,7.0110002,,12.31,11.392,.18700001,94136,I,,5065,.30916789,.56953698,008904542,8904542,STERLING ELECTRIC CO INC,15000000,MN,5063,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10131,NJ,19771231,1978,1,INDL,C,D,STD,SPG.1,864473103,SUBURBAN PROPANE GAS CORP,USD,1977Q4,1978Q1,262.60501,155.74899,,,48.493,,110.244,61.230999,1.752,95092,I,Morris,5900,.18466137,.43986973,008963274,93713089,SUBURBAN PROPANE GAS CORP,435950016,NJ,5984,0,,,,.17857552,.00091753638,0,,,0,,,0,0,,,0,0,0,0,0,0,,,0,,,0,,,0,.7454983,.075008601,0,0,0,0,,0,0,0,,,0,0,0,0,,,,0,Matched (3)
10151,FL,19780430,1978,1,INDL,C,D,STD,SNID,866665102,SUN CITY INDUSTRIES,USD,1978Q1,1978Q1,12.132,7.4780002,,,3.971,,13.906,2.8940001,.046999998,,I,,5140,.32731619,.28556019,067229096,67229096,SUN CITY INDUSTRIES,55000,FL,1521,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
10173,FL,19780331,1978,1,INDL,C,D,STD,SJS,867830101,SUNSHINE-JR STORES,USD,1978Q1,1978Q1,15.664,4.7909999,,,.20299999,,19.499001,4.7859998,,95479,I,,5412,.012959653,.01041079,032644965,81944936,SUNSHINE JR STORES INC,81200000,FL,5411,,0,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matched (3)
