GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "02000","Alaska *",8,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),8437,7332,9928,12036,14143,15436,15849,18146,21408,21402,21955,27119,26165,27211,29117,30870,34116,38736,47870,52790,71873,90908,104069,246423,208353,236868,233720,278318,299075,293154,344164,407294,864448,633243,682566,886781,997569,1039388,1117820,1238942,1370518,1472968,1635190,1820796,1865495,1955677,2105149,2273145,2470723,2715458,3077404,3219533,3307396,3245861,3208408,3404452,3615466,4083818,5461349,4747674,5335970,5538495,5402297,5413593,6480108,6638900,6559186,6979378,7558897,7965246,9414692
 "02000","Alaska *",8,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),7753,6293,8948,10922,13186,14282,14466,16757,19826,19953,20037,24574,23615,24189,25275,26651,29954,34032,41422,46856,65682,84656,96861,237949,197826,221350,216041,263321,279075,270016,319452,377747,832488,595681,629510,827047,933996,982653,1060183,1174824,1308371,1417693,1580378,1768514,1814306,1892018,2031934,2207932,2390044,2615852,2958523,3084172,3196354,3150099,3132136,3307674,3528934,3975197,5338560,4613154,5189472,5379373,5258060,5272964,6329563,6472978,6371159,6817725,7394161,7786046,8983614
 "02000","Alaska *",8,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),604,1115,1331,1735,2119,2667,2955,3493,3859,4244,4910,5433,6311,6452,6913,7632,8413,8992,11580,12912,15864,19189,22009,27564,30568,37185,42411,49086,55995,62791,74959,90365,95462,110462,129977,144512,157110,168966,178296,197726,217339,240189,263749,288530,311255,337548,361347,383394,411032,438749,481661,523794,565818,595338,638692,681476,737661,791813,843056,930718,982976,1034710,1121382,1182873,1242097,1313230,1377263,1445609,1541233,1657185,1763597
 "02000","Alaska *",8,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),452,905,1064,1440,1785,2318,2580,3093,3456,3746,4331,4882,5716,5815,6188,6937,7677,8137,10694,11855,14609,17574,20176,25647,28287,34325,38917,44953,51369,57241,69405,83607,87516,102187,121033,134729,145923,157088,166039,185096,203100,227086,250434,274446,297835,324165,348227,370231,396286,423437,465420,506258,545718,575664,618504,659726,715535,768537,818612,907393,959459,1010468,1096529,1157622,1215409,1286131,1351851,1421382,1516871,1632534,1738125
 "02000","Alaska *",8,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),152,210,267,295,334,349,375,400,403,498,579,551,595,637,725,695,736,855,886,1057,1255,1615,1833,1917,2281,2860,3494,4133,4626,5550,5554,6758,7946,8275,8944,9783,11187,11878,12257,12630,14239,13103,13315,14084,13420,13383,13120,13163,14746,15312,16241,17536,20100,19674,20188,21750,22126,23276,24444,23325,23517,24242,24853,25251,26688,27099,25412,24227,24362,24651,25472
 "02000","Alaska *",8,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),23,25,49,56,90,84,87,89,54,52,62,64,58,63,82,87,101,90,113,137,159,201,214,258,279,316,344,384,416,448,534,592,637,652,914,836,883,834,845,1013,1269,1496,1669,1709,1892,2039,1998,2078,2174,2162,2309,2458,2584,2388,2464,2678,2813,2820,2954,3124,3263,3354,3580,3863,4140,4076,4058,3954,3927,3939,4455
 "02000","Alaska *",8,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),129,184,217,238,243,264,287,309,347,444,515,485,535,572,642,607,633,763,771,918,1091,1401,1591,1592,1948,2517,3123,3686,4144,4996,4897,5994,7152,7481,7888,8732,10060,10811,11196,11407,12738,11378,11422,12094,11203,11086,10805,10812,12254,12869,13660,14779,16836,16012,16156,17938,17942,19149,19855,18505,18351,18929,19419,19992,20256,20273,20112,19626,19896,20172,20410
 "02000","Alaska *",8,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0,1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,2,2,2,2,5,13,28,67,54,27,27,63,66,106,123,172,157,142,142,215,244,233,216,210,232,229,224,281,325,258,317,273,318,281,272,299,680,1274,1568,1134,1371,1307,1635,1696,1903,1959,1854,1396,2292,2750,1242,647,539,540,607
 "02000","Alaska *",8,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),325,325,396,434,459,498,549,638,652,702,768,946,1447,1335,1946,3436,4564,4639,5285,5691,7896,13271,16373,19567,26352,33120,43002,52061,68883,80597,84407,106548,113393,136232,151605,172237,189335,231852,270058,298947,337994,447369,450616,480003,536031,576808,572584,629965,771171,895187,1053795,1223731,1313241,1478143,1474851,1508702,1510028,1785600,1916850,2098186,2179378,2099632,2474437,2403369,2882008,3015756,3152853,3372178,3234909
 "02000","Alaska *",8,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),363,1692,2091,2150,2412,2319,3122,4167,4904,5945,7675,10245,12771,15108,18493,24382,30946,35693,39277,43087,47344,52215,56204,64990,82336,90158,105180,117441,133807,161212,176172,189485,186917,200571,220730,239757,266834,294121,357837,383645,433679,456847,501519,563202,597701,640053,676108,704762,734916,788590,836066,894559,968075,1103867,1168136
