GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
 "97000","Rocky Mountain",7,SAEMP25S,10,"...","Total employment (number of jobs)","Number of jobs",2216290,2270924,2342846,2481637,2645947,2739588,2778108,2912267,3060257,3257216,3401773,3474372,3559230,3595661,3642286,3800502,3860643,3854312,3884909,4021294,4113866,4230473,4334647,4434408,4625984,4886464,5045998,5248733,5439812,5620655,5752111,5952793,6006793
 "97000","Rocky Mountain",7,SAEMP25S,20,"..."," Wage and salary employment","Number of jobs",1817662,1865935,1927370,2043565,2184578,2262233,2286420,2390735,2508824,2687133,2811209,2850628,2917627,2917963,2928742,3051940,3093841,3081116,3086086,3162156,3267354,3372465,3438024,3550629,3700442,3868712,4017369,4158016,4300574,4444483,4572673,4721803,4759968
 "97000","Rocky Mountain",7,SAEMP25S,40,"..."," Proprietors employment","Number of jobs",398628,404989,415476,438072,461369,477355,491688,521532,551433,570083,590564,623744,641603,677698,713544,748562,766802,773196,798823,859138,846512,858008,896623,883779,925542,1017752,1028629,1090717,1139238,1176172,1179438,1230990,1246825
 "97000","Rocky Mountain",7,SAEMP25S,50,"...","  Farm proprietors employment","Number of jobs",104718,103007,101429,99410,98376,97318,95653,95627,96043,95392,95482,96065,96746,97629,103474,102542,102212,100327,97783,96527,96498,95346,94169,93206,101129,100965,101270,100895,102151,103770,103809,104910,106252
 "97000","Rocky Mountain",7,SAEMP25S,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",293910,301982,314047,338662,362993,380037,396035,425905,455390,474691,495082,527679,544857,580069,610070,646020,664590,672869,701040,762611,750014,762662,802454,790573,824413,916787,927359,989822,1037087,1072402,1075629,1126080,1140573
 "97000","Rocky Mountain",7,SAEMP25S,70,"[01-02]"," Farm employment","Number of jobs",163403,162819,159355,155971,157137,159819,155874,159176,154829,153792,148171,155805,155814,154159,164660,157559,147392,148083,146557,147429,142550,142829,134917,133195,141875,141646,140591,143711,143297,148655,147217,152944,152639
 "97000","Rocky Mountain",7,SAEMP25S,80,"..."," Nonfarm employment","Number of jobs",2052887,2108105,2183491,2325666,2488810,2579769,2622234,2753091,2905428,3103424,3253602,3318567,3403416,3441502,3477626,3642943,3713251,3706229,3738352,3873865,3971316,4087644,4199730,4301213,4484109,4744818,4905407,5105022,5296515,5472000,5604894,5799849,5854154
 "97000","Rocky Mountain",7,SAEMP25S,90,"...","  Private nonfarm employment","Number of jobs",1552547,1595534,1659602,1790042,1936796,2010612,2036848,2160286,2304627,2490080,2623101,2676520,2762267,2798987,2829271,2983511,3034271,3014024,3040183,3165501,3249008,3349382,3449014,3529800,3705349,3964319,4119638,4309793,4487720,4647118,4766188,4939678,4981896
 "97000","Rocky Mountain",7,SAEMP25S,100,"[07-09]","   Agricultural services, forestry, and fishing","Number of jobs",14665,15236,15870,17602,18517,19499,19637,21043,22455,26221,28217,30053,30449,31592,34933,38211,41350,41828,46074,46082,44012,46397,49316,48767,54582,62750,61072,64313,68549,(D),78196,79745,81734
 "97000","Rocky Mountain",7,SAEMP25S,110,"07","    Agricultural services","Number of jobs",13640,14153,14624,15821,17015,17809,17651,18678,20256,24005,25865,27216,27274,28246,31664,34884,37349,37516,42670,42452,40894,43079,45821,45468,50936,58683,57297,60155,64352,(D),72373,73335,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,120,"...","    Forestry and fishing","Number of jobs",1025,1083,1246,1781,1502,1690,1986,2365,2199,2216,2352,2837,3175,3346,3269,3327,4001,4312,3404,3630,3118,3318,3495,3299,3646,4067,3775,4158,4197,(D),5823,6410,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,121,"08","     Forestry","Number of jobs",903,976,1106,1452,1129,1374,1626,1724,1470,1432,1493,1881,2144,2267,2387,2401,2880,3068,1864,2024,1956,1962,2102,2355,2053,2344,2138,(D),2230,(D),2968,3348,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,122,"...","     Fishing","Number of jobs",122,107,140,329,373,316,360,641,729,784,859,956,1031,1079,882,926,1121,1244,1540,1606,1162,1356,1393,944,1593,1723,1637,(D),1967,(D),2855,3062,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,200,"B","   Mining","Number of jobs",54151,54988,51465,52619,55186,61947,67638,70890,81216,92341,103357,116804,136424,128147,111910,110960,101421,80345,77408,77146,74221,74784,73146,68628,67166,68727,65050,60086,63217,(D),60510,60524,65724
 "97000","Rocky Mountain",7,SAEMP25S,210,"10","    Metal mining","Number of jobs",24110,25342,23373,22213,21720,23730,23540,24178,26593,29127,31792,32295,31690,23493,18747,16587,11982,10431,12010,12235,13607,14016,12331,11860,10774,10448,11028,11409,11184,10190,9297,8835,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,220,"12","    Coal mining","Number of jobs",3400,3765,3949,4223,4833,5675,7258,9240,11283,12929,15739,17646,17999,17712,14500,14467,14436,12948,11490,11376,11473,11727,11098,10967,10629,10637,10582,10100,10227,9922,(D),(D),(NA)
 "97000","Rocky Mountain",7,SAEMP25S,230,"13","    Oil and gas extraction","Number of jobs",21071,20478,19081,20471,22432,25478,28552,28636,34206,40706,45571,56270,76120,76788,68888,70692,65866,48502,45982,45458,40859,40563,41116,37020,37380,39207,34826,30615,33425,(D),(D),(D),(NA)
 "97000","Rocky Mountain",7,SAEMP25S,240,"14","    Nonmetallic minerals, except fuels","Number of jobs",5570,5403,5062,5712,6201,7064,8288,8836,9134,9579,10255,10593,10615,10154,9775,9214,9137,8464,7926,8077,8282,8478,8601,8781,8383,8435,8614,7962,8381,8561,8870,8806,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,300,"C","   Construction","Number of jobs",109820,115610,129001,154161,173264,171181,164407,177050,197495,221174,230101,218264,218546,220625,221881,243096,240642,227400,195846,192003,193387,203827,218880,243078,263814,305314,318493,340558,361738,387267,412687,429379,440884
 "97000","Rocky Mountain",7,SAEMP25S,310,"15","    General building contractors","Number of jobs",32671,34648,39153,50360,57432,53199,45294,49927,57156,66143,68028,62524,59752,57625,60352,69447,62735,58620,45594,45459,43923,44908,46474,51955,58854,69654,67947,70687,75542,82207,87872,92396,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,320,"16","    Heavy construction contractors","Number of jobs",22271,22936,24960,27649,29673,30870,33587,34157,35934,36981,37933,39050,43806,43829,37753,37223,38594,35288,29562,27566,28450,29439,31536,32189,35196,36389,38462,37043,37910,41116,44265,46222,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,330,"17","    Special trade contractors","Number of jobs",54878,58026,64888,76152,86159,87112,85526,92966,104405,118050,124140,116690,114988,119171,123776,136426,139313,133492,120690,118978,121014,129480,140870,158934,169764,199271,212084,232828,248286,263944,280550,290761,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,400,"D","   Manufacturing","Number of jobs",249634,252220,255146,273541,294457,304869,292858,308311,327430,354744,376756,369464,375928,361865,363477,389834,387567,378192,381107,392420,406508,414099,410557,415030,422844,440837,450158,465241,477675,481595,475097,477040,461562
 "97000","Rocky Mountain",7,SAEMP25S,410,"...","    Durable goods manufacturing","Number of jobs",146164,147141,150260,163627,177478,183359,172446,182825,197936,220419,238906,235900,242692,229803,231457,250760,247184,238702,236957,240316,250609,254287,250057,251218,255747,270675,280691,293876,303272,306847,303251,305709,294913
 "97000","Rocky Mountain",7,SAEMP25S,413,"24","     Lumber and wood products","Number of jobs",30230,28284,29907,31055,33163,32515,33642,37165,40765,44393,44502,37556,35898,30255,34259,36250,35080,34899,36019,36611,38286,38537,36042,37045,38439,40737,39098,39859,39756,38143,37920,36833,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,417,"25","     Furniture and fixtures","Number of jobs",3413,3633,4105,4615,5011,4782,3688,4307,4750,5368,5890,5798,6225,6000,6648,7787,7994,7526,7083,6941,7190,7862,8142,9689,10233,10902,11434,12321,13584,14403,14991,15927,(NA)
 "97000","Rocky Mountain",7,SAEMP25S,420,"32","     Stone, clay, and glass products","Number of jobs",12077,13210,13433,13952,15625,16147,14988,15593,17881,19680,20992,20224,19735,18384,18129,19640,19397,17985,17357,16640,17667,17007,16242,17044,17084,19110,18721,19402,19781,20397,20714,21444,(NA)
