GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "39000","Ohio",3,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",77035,77564,137399,104558,100556,105160,131472,178337,113732,117263,142226,150278,145341,147565,141298,172400,298988,534239,531372,664869,600304,700256,584752,632929,682930,829389,883843,945809,1126454,1445520,1367759,1511810,1760376,1730958,1781845,1788614,1893449,2038508,2378527,2689608,2900308,3395479,4013592,4438190,5165588,6202762,7932555,8501862,8929549,9594430,10953110,13810983,15347450,17810249,19045328,19649092,20944245,22184556,23051742,24232814,25830539,28739578,30988091,34034025,35388804,36744040,38774117,40209435,41423256,42182473,43521062,46267091,50407069,53820439,56379799,58934327,62424323,65748747,69997645,78885141,85927071,90692521,93124722,91277290,93246931,97930226,101965927,104405652,106813934,109523737,114613655,152488842
 "39000","Ohio",3,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),625274,563893,651450,517930,572030,620385,784520,816636,862760,1033007,1363453,1277434,1421206,1668536,1626378,1658265,1641555,1734502,1878827,2198829,2472412,2652775,3154241,3779371,4179500,4868472,5848119,7449725,7986097,8496708,9024040,10296025,13113370,14542794,17004535,18179509,18489117,19687298,20876544,21868165,23030559,24501549,27463125,29880390,32961833,34379353,35761462,37554640,38813826,40187019,40665996,41661088,44048979,47963895,51841648,54683496,57600486,60747436,64268300,68153671,76820122,83700628,88300066,90559043,88975104,91012784,95530551,99323685,101426599,104245001,106885608,111727310,145223819
 "39000","Ohio",3,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),81494,93964,118879,183745,214440,272946,320612,403380,451485,552220,625401,724008,785912,880034,976918,1025133,1060549,1166182,1257168,1320930,1499272,1599908,1858402,2165624,2409801,2992735,3382757,3799975,4332465,4759278,5128485,5790276,6720141,7654020,8550590,9137131,9726937,10359329,10991058,11488967,12156833,12744935,13649607,14697160,15672963,16406235,16876740,17477373,17983693,18490901,18866808,19244316,20020047,20998743,22011414,22626274,23368178,24367940,25407245,26643886,27517819,29826121,30790387,31125534,32495873,33509962,34768187,35851110,36196124,36775395,37986913,39813369,41260447
 "39000","Ohio",3,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),37826,45164,64185,123480,142340,191451,231380,308773,348339,441810,506064,597164,645046,723792,810840,856231,890548,992202,1074404,1129066,1288840,1373123,1618047,1876263,2073849,2569475,2932997,3307120,3714596,4107948,4462055,5012571,5769543,6728788,7469750,7982142,8486560,8973890,9460265,9793872,10292549,10859410,11621805,12494577,13230188,13905798,14460671,15159678,15655079,16207125,16622690,16974347,17740905,18607341,19375495,19877185,20626922,21569755,22656142,23788988,24817070,27071194,27910885,28632800,30333117,31530341,32681384,33860854,34537540,35402000,36854009,38721691,40179144
 "39000","Ohio",3,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),43668,48800,54694,60265,72100,81495,89232,94607,103146,110410,119337,126844,140866,156242,166078,168902,170001,173980,182764,191864,210432,226785,240355,289361,335952,423260,449760,492855,617869,651330,666430,777705,950598,925232,1080840,1154989,1240377,1385439,1530793,1695095,1864284,1885525,2027802,2202583,2442775,2500437,2416069,2317695,2328614,2283776,2244118,2269969,2279142,2391402,2635919,2749089,2741256,2798185,2751103,2854898,2700749,2754927,2879502,2492734,2162756,1979621,2086803,1990256,1658584,1373395,1132904,1091678,1081303
 "39000","Ohio",3,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),16822,19352,20743,21283,29879,31697,35688,38129,42267,46021,48064,53757,60782,63381,65828,67386,68893,70846,74275,80203,89404,92616,103927,117021,125167,147753,160403,187200,203135,215544,226226,243890,271806,300588,327745,341857,350045,359823,364211,373568,384904,398807,412499,428577,444114,447161,453333,455901,457209,478422,456788,454463,455477,459501,470901,473229,474888,477961,489161,498387,504460,531025,518318,523859,538170,541978,545430,545829,541876,537480,539152,539110,534091
 "39000","Ohio",3,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),26745,29246,33749,38884,42129,49663,53457,56392,60790,64297,71183,72999,80000,92777,100163,101429,101065,103092,108449,111621,120989,134131,134196,159149,186550,217059,233223,248871,356077,377485,376252,426823,570025,516716,647345,702215,781544,900160,1037343,1187784,1328735,1358088,1484373,1646336,1857695,1917500,1828447,1726395,1718447,1682317,1665662,1672529,1725851,1842374,1961494,2001622,1977814,1988246,1963121,2092720,1975121,2002493,2077702,1689590,1351238,1235589,1219373,1040776,929707,739863,517697,476953,462017
 "39000","Ohio",3,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),101,202,202,98,92,135,87,86,89,92,90,88,84,84,87,87,43,42,40,40,39,38,2232,13191,24235,58448,56134,56784,58657,58301,63952,106992,108767,107928,105750,110917,108788,125456,129239,133743,150645,128630,130930,127670,140966,135776,134289,135399,152958,123037,121668,142977,97814,89527,203524,274238,288554,331978,298821,263791,221168,221409,283482,279285,273348,202054,322000,403651,187001,96052,76055,75615,85195
 "39000","Ohio",3,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),11670,12592,15108,17188,18906,20603,25572,32085,32215,37114,42523,45082,44814,49588,107582,292598,372135,410862,445354,512180,585583,706851,872408,1096200,1307550,1556671,1791922,2095160,2539874,3135938,3814038,4356427,4846414,5310372,5819602,6378377,6745449,7249569,8979551,9468168,10847284,11574638,12652791,13806288,14571354,15201714,15421390,15756487,17126749,19175044,20840757,22638448,24836795,26419057,28388942,30278614,32023651,34935620,35646173,38938018,39023357,40855781,44986558,47398574,49048389,51051148,52241666,54474925,58124077
 "39000","Ohio",3,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),46153,215152,265345,299617,327823,362266,398751,455844,565149,695960,819112,1006144,1136154,1342821,1632425,1987872,2364081,2690452,3001530,3239510,3505435,3808356,4037165,4191149,5349642,5198114,5803936,6252470,6927797,7624302,8102890,8595745,8623582,8688385,9152193,10123628,10781919,11586943,12789880,13914014,16219486,17259323,18588321,19935355,20684489,21831170,22483963,23126762,24249533,25501074,26448134,27501741,28990560,30848340,32023247
