GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "94000","Plains",4,SAEMP27N,20,"...","Wage and salary employment by place of work (number of jobs)","Number of jobs",9948328,10122057,10253595,10233972,10155411,10118769,10204621,10317301,10458322,10560017,10577356,10233920,10172216,10271035,10441055,10584250,10725682,10868695,10932612,10999936,11086034,11174377,10607404
 "94000","Plains",4,SAEMP27N,70,"111-112"," Farm wage and salary employment","Number of jobs",83824,82564,79703,81331,77320,75918,74890,78184,71917,70693,70872,73047,79476,80530,78779,78175,73947,85415,81579,76174,79566,87222,90460
 "94000","Plains",4,SAEMP27N,80,"..."," Nonfarm wage and salary employment","Number of jobs",9864504,10039493,10173892,10152641,10078091,10042851,10129731,10239117,10386405,10489324,10506484,10160873,10092740,10190505,10362276,10506075,10651735,10783280,10851033,10923762,11006468,11087155,10516944
 "94000","Plains",4,SAEMP27N,90,"113-814","  Private nonfarm wage and salary employment","Number of jobs",8189290,8342271,8445041,8414978,8329085,8288186,8369329,8473419,8602510,8692865,8692023,8329109,8260387,8382285,8560407,8704225,8850005,8980379,9047744,9107342,9187368,9253854,8743639
 "94000","Plains",4,SAEMP27N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",26150,25891,25557,24097,23424,(D),25273,26145,26052,26162,27316,28611,31100,32004,34052,35766,35073,35174,35405,35532,35744,36146,35326
 "94000","Plains",4,SAEMP27N,101,"113","    Forestry and logging","Number of jobs",1916,1984,1932,1439,1404,1399,1434,1427,1360,1299,1242,1194,1218,1311,1262,1213,1231,(D),1357,1404,(D),(D),(D)
 "94000","Plains",4,SAEMP27N,102,"114","    Fishing, hunting and trapping","Number of jobs",970,920,972,144,163,(D),212,215,234,233,241,196,199,195,210,216,241,(D),241,241,(D),(D),(D)
 "94000","Plains",4,SAEMP27N,103,"115","    Support activities for agriculture and forestry","Number of jobs",23264,22987,22653,22514,21857,22469,23627,24503,24458,24630,25833,27221,29683,30498,32580,34337,33601,33576,33807,33887,34205,34602,33751
 "94000","Plains",4,SAEMP27N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",28077,26698,26502,25517,23819,(D),24659,26126,27746,28572,31363,27758,32248,39469,48417,50639,54368,45708,35251,38463,41811,42288,34529
 "94000","Plains",4,SAEMP27N,201,"211","    Oil and gas extraction","Number of jobs",3516,3083,3232,3069,(D),(D),2659,2694,(D),(D),(D),(D),(D),(D),(D),(D),(D),5545,5093,4686,(D),4834,(D)
 "94000","Plains",4,SAEMP27N,202,"212","    Mining (except oil and gas)","Number of jobs",19761,19300,18779,17602,(D),15922,16217,16627,16444,15976,16293,14791,15580,16221,16884,(D),(D),17145,16283,16908,17132,17064,16454
 "94000","Plains",4,SAEMP27N,203,"213","    Support activities for mining","Number of jobs",4800,4315,4491,4846,4604,4805,5783,6805,(D),(D),(D),(D),(D),(D),(D),(D),(D),23018,13875,16869,(D),20390,(D)
 "94000","Plains",4,SAEMP27N,300,"22","   Utilities","Number of jobs",48120,48269,47984,47934,47779,46121,45663,45020,45167,45851,46852,47537,47037,46915,46442,46172,46017,44876,44276,43953,43542,42807,42136
 "94000","Plains",4,SAEMP27N,400,"23","   Construction","Number of jobs",440007,471291,482316,486949,485882,490627,503740,508671,516426,511404,494901,435496,404929,405666,422313,441705,465222,485993,495275,491851,495558,513871,507039
 "94000","Plains",4,SAEMP27N,401,"236","    Construction of buildings","Number of jobs",107538,113830,115107,114922,(D),115455,118962,120282,122066,120423,115724,96991,89601,88952,90846,95218,101328,105352,107336,106456,108003,110746,108330
 "94000","Plains",4,SAEMP27N,402,"237","    Heavy and civil engineering construction","Number of jobs",64849,68772,68576,69278,(D),67129,68269,67604,68330,68832,68857,66510,61994,62340,66598,69136,73571,75389,74270,68563,70092,75228,76490
 "94000","Plains",4,SAEMP27N,403,"238","    Specialty trade contractors","Number of jobs",267620,288689,298633,302749,303528,308043,316509,320785,326030,322149,310320,271995,253334,254374,264869,277351,290323,305252,313669,316832,317463,327897,322219
 "94000","Plains",4,SAEMP27N,500,"31-33","   Manufacturing","Number of jobs",1403034,1397385,1390321,1333739,1261884,1216036,1221255,1233702,1237959,1229436,1210698,1081350,1048692,1072110,1090145,1101907,1114270,1122825,1119326,1128280,1153177,1166933,1117687
 "94000","Plains",4,SAEMP27N,510,"321,327-339","    Durable goods manufacturing","Number of jobs",870730,867264,866669,823636,766952,734648,748555,763566,770090,761972,746128,639763,617770,638112,653342,662256,673034,678387,668177,666271,685517,698062,659440
 "94000","Plains",4,SAEMP27N,511,"321","     Wood product manufacturing","Number of jobs",46223,48312,49548,47446,47457,46840,47807,48696,48513,45086,40971,34710,32863,(D),(D),(D),(D),(D),(D),(D),36459,(D),35803
 "94000","Plains",4,SAEMP27N,512,"327","     Nonmetallic mineral product manufacturing","Number of jobs",39415,40311,41708,40215,39166,37478,38639,38705,39134,38352,36611,32226,30643,30777,31481,31533,32368,34306,34628,34776,35661,35669,34370
 "94000","Plains",4,SAEMP27N,513,"331","     Primary metal manufacturing","Number of jobs",34082,33825,33214,(D),(D),(D),(D),30016,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "94000","Plains",4,SAEMP27N,514,"332","     Fabricated metal product manufacturing","Number of jobs",140271,139296,139832,131151,121636,117217,120308,123513,125923,128514,127620,109930,107322,112433,118549,122462,123414,123585,121084,121398,126561,129593,122039
 "94000","Plains",4,SAEMP27N,515,"333","     Machinery manufacturing","Number of jobs",160745,157643,157027,149146,135092,129648,131410,137095,140959,143372,145855,126050,124410,133126,140287,140905,142138,140926,136159,136548,142050,143658,135834
 "94000","Plains",4,SAEMP27N,516,"334","     Computer and electronic product manufacturing","Number of jobs",121778,118612,117050,110027,98997,92269,91457,92717,93808,91666,91461,82771,80244,80815,80334,79682,80719,81034,78908,78447,79788,82261,83050
