GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "21000","Kentucky",5,SAINC50,10,"...","Personal income (thousands of dollars)","Thousands of dollars",2819336,2679482,2931480,3445459,3666250,3852643,3803429,3980952,4206877,4416067,4623198,4862602,5022016,5346005,5677786,5967887,6225454,6749598,7379420,7987572,8731440,9711706,10534849,11466051,12679771,14252540,16052187,17479191,19544359,21933925,24444005,27454717,29871559,33237716,35402015,36755022,41061960,42815517,44018975,46497318,50573350,54363695,57673405,60843249,65547256,68128162,71608306,75054417,79620527,84542128,89452395,93315383,100691406,104126894,106568397,109876646,116453381,122305663,129361302,135056801,141572559,139861726,145301180,152218739,157635717,159224753,166717085,174331189,177190630,182475996,188362010,196250549,211947617
 "21000","Kentucky",5,SAINC50,15,"..."," Less: Personal current taxes","Thousands of dollars",188107,159237,194994,274427,345979,363375,339000,359276,394794,459237,432154,455555,479014,481202,549289,566753,557412,618254,747519,774996,923050,1177403,1179720,1189701,1466134,1508397,1969360,1809762,2109422,2539688,2913062,3293293,3457655,4017006,4185515,4143506,4276888,4633683,4765545,5235477,5506308,6248306,6740201,6791144,7281136,7635522,8182395,8831298,9531150,10511483,11341428,11837768,12455141,12956837,11567079,11209294,11237292,12522961,13332193,14550211,15106300,12249976,12958174,14717191,14829057,16027079,16913238,18462287,18987216,19043609,18938251,20426374,20678137
 "21000","Kentucky",5,SAINC50,16,"...","Equals: Disposable personal income","Thousands of dollars",2631229,2520245,2736486,3171032,3320271,3489268,3464429,3621676,3812083,3956830,4191044,4407047,4543002,4864803,5128497,5401134,5668042,6131344,6631901,7212576,7808390,8534303,9355129,10276350,11213637,12744143,14082827,15669429,17434937,19394237,21530943,24161424,26413904,29220710,31216500,32611516,36785072,38181834,39253430,41261841,45067042,48115389,50933204,54052105,58266120,60492640,63425911,66223119,70089377,74030645,78110967,81477615,88236265,91170057,95001318,98667352,105216089,109782702,116029109,120506590,126466259,127611750,132343006,137501548,142806660,143197674,149803847,155868902,158203414,163432387,169423759,175824175,191269480
 "21000","Kentucky",5,SAINC50,20,"...","Population (persons) 1/","Number of persons",2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4349138,4374212,4394010,4415821,4428679,4443606,4457599,4475723,4487233,4498141,4503958
 "21000","Kentucky",5,SAINC50,30,"...","Per capita personal income (dollars) 2/","Dollars",1001,940,998,1172,1256,1327,1311,1368,1452,1508,1561,1621,1651,1750,1844,1928,1990,2150,2345,2518,2733,3037,3261,3476,3801,4227,4698,5039,5536,6135,6769,7535,8152,9056,9611,9949,11111,11588,11936,12624,13743,14784,15613,16345,17407,17871,18604,19307,20314,21388,22445,23224,24868,25596,26057,26687,28087,29241,30660,31728,33002,32397,33409,34799,35875,36058,37645,39232,39750,40770,41977,43629,47058
 "21000","Kentucky",5,SAINC50,50,"...","Per capita disposable personal income (dollars) 3/","Dollars",934,885,932,1078,1137,1202,1194,1245,1315,1351,1415,1470,1494,1593,1666,1745,1811,1953,2107,2274,2444,2669,2896,3116,3361,3780,4121,4517,4938,5425,5962,6631,7209,7961,8475,8827,9954,10334,10644,11202,12246,13084,13788,14521,15474,15868,16478,17035,17882,18729,19599,20278,21792,22411,23228,23965,25377,26247,27500,28310,29480,29560,30430,31435,32500,32428,33826,35077,35491,36515,37757,39088,42467
 "21000","Kentucky",5,SAINC50,60,"...","Personal current taxes","Thousands of dollars",188107,159237,194994,274427,345979,363375,339000,359276,394794,459237,432154,455555,479014,481202,549289,566753,557412,618254,747519,774996,923050,1177403,1179720,1189701,1466134,1508397,1969360,1809762,2109422,2539688,2913062,3293293,3457655,4017006,4185515,4143506,4276888,4633683,4765545,5235477,5506308,6248306,6740201,6791144,7281136,7635522,8182395,8831298,9531150,10511483,11341428,11837768,12455141,12956837,11567079,11209294,11237292,12522961,13332193,14550211,15106300,12249976,12958174,14717191,14829057,16027079,16913238,18462287,18987216,19043609,18938251,20426374,20678137
 "21000","Kentucky",5,SAINC50,70,"..."," Federal government 4/","Thousands of dollars",170870,138604,170288,244710,310800,326348,293901,307098,336138,389583,360814,375487,395421,404648,467160,476449,452896,500557,608982,624562,751203,973057,956317,943783,1192754,1178051,1589422,1389971,1615826,1987773,2277340,2576121,2712115,3172630,3270236,3183018,3249046,3520315,3589302,3950357,4010129,4616962,4799585,4779759,4975353,5308717,5688395,6110933,6697805,7418162,8033343,8304079,8822982,9229703,7784328,7268970,7263741,8241175,9104412,10058729,10181877,7752317,8398202,9848323,9822732,10762264,11455418,12655477,13048537,12865221,12709286,13513651,13183323
 "21000","Kentucky",5,SAINC50,80,"...","  Income taxes (net of refunds) 4/","Thousands of dollars",170870,138604,170288,244710,310800,326348,293901,307098,336138,389583,360814,375487,395421,404648,467160,476449,452896,500557,608982,624562,751203,973057,956317,943783,1192754,1178051,1589422,1389971,1615826,1987773,2277340,2576121,2712115,3172630,3270236,3183018,3249046,3520315,3589302,3950357,4010129,4616962,4799585,4779759,4975353,5308717,5688395,6110933,6697805,7418162,8033343,8304079,8822982,9229703,7784328,7268970,7263741,8241175,9104412,10058729,10181877,7752317,8398202,9848323,9822732,10762264,11455418,12655477,13048537,12865221,12709286,13513651,13183323
 "21000","Kentucky",5,SAINC50,81,"...","   Income taxes (gross) 4/","Thousands of dollars",188346,160892,185611,261887,331240,353077,323937,339341,368841,424261,402612,417246,438004,451286,517399,535424,515177,553324,674038,718254,858157,1091246,1121702,1127967,1379034,1480204,1900380,1890356,2018094,2396401,2729983,3034674,3384701,3845411,4020441,3970569,4071290,4327662,4448931,4801306,4928018,5517970,5754672,5806159,6004259,6262965,6661671,7230045,7885797,8668701,9376381,9965939,10627229,11178901,10092228,9530566,9607674,10543792,11596320,12648898,13743727,11075054,11548069,12802728,12844806,13727325,14327135,15548424,16124197,16071274,16071185,16613097,16273722
