GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "35000","New Mexico",6,SAINC50,10,"...","Personal income (thousands of dollars)","Thousands of dollars",697936,765247,868103,1010864,1107030,1160995,1187999,1288170,1390126,1559841,1729475,1858623,1911475,2000286,2078967,2150290,2273278,2412058,2534651,2619973,2836869,3143665,3499776,3872418,4353346,4881806,5487270,6267941,6987390,7819801,8947791,10088442,11323005,12799913,14023076,15086136,16471117,17823521,18525003,19308662,20401935,21855372,23301334,24937116,26802835,28827111,30772294,33070567,34741257,36519967,38344205,39031267,42073628,45061927,46855515,48999128,52162934,55761986,60035519,63582883,67656801,67034123,69607245,72967704,74725350,73561774,77975093,79864310,81414081,82859946,86531927,90539175,97603465
 "35000","New Mexico",6,SAINC50,15,"..."," Less: Personal current taxes","Thousands of dollars",51644,53293,60474,87939,111259,105834,95882,109486,120807,146968,148208,166866,166798,174376,187512,192592,177581,205724,216417,224483,255016,325691,346918,329986,400428,447608,527535,506984,625605,711026,892097,1024325,1136864,1418813,1577938,1386508,1462469,1618774,1597736,1854780,1947141,2181519,2314601,2409356,2549555,2808573,3048859,3237617,3540949,3897289,4119058,4304272,4524842,4969348,4349347,4178191,4332384,5075492,5853927,6370751,6275830,5307071,5213846,6022775,6037264,6624209,6957319,7223737,7274880,7262947,7265000,7719700,7445768
 "35000","New Mexico",6,SAINC50,16,"...","Equals: Disposable personal income","Thousands of dollars",646292,711954,807629,922925,995771,1055161,1092117,1178684,1269319,1412873,1581267,1691757,1744677,1825910,1891455,1957698,2095697,2206334,2318234,2395490,2581853,2817974,3152858,3542432,3952918,4434198,4959735,5760957,6361785,7108775,8055694,9064117,10186141,11381100,12445138,13699628,15008648,16204747,16927267,17453882,18454794,19673853,20986733,22527760,24253280,26018538,27723435,29832950,31200308,32622678,34225147,34726995,37548786,40092579,42506168,44820937,47830550,50686494,54181592,57212132,61380971,61727052,64393399,66944929,68688086,66937565,71017774,72640573,74139201,75596999,79266927,82819475,90157697
 "35000","New Mexico",6,SAINC50,20,"...","Population (persons) 1/","Number of persons",604000,644000,689000,717000,735000,756000,763000,785000,806000,847000,886000,919000,954000,965000,979000,989000,1006000,1012000,1007000,1000000,994000,1011000,1023206,1053258,1077815,1104225,1129568,1162682,1195162,1225245,1251848,1280539,1309400,1332747,1363822,1394362,1416719,1438360,1462728,1478519,1490336,1503901,1521574,1555305,1595442,1636453,1682398,1720394,1752326,1774839,1793484,1808082,1821204,1831690,1855309,1877574,1903808,1932274,1962137,1990070,2010662,2036802,2064892,2082110,2090254,2096509,2095037,2096003,2099630,2101053,2103101,2110146,2117566
 "35000","New Mexico",6,SAINC50,30,"...","Per capita personal income (dollars) 2/","Dollars",1156,1188,1260,1410,1506,1536,1557,1641,1725,1842,1952,2022,2004,2073,2124,2174,2260,2383,2517,2620,2854,3109,3420,3677,4039,4421,4858,5391,5846,6382,7148,7878,8647,9604,10282,10819,11626,12392,12665,13059,13689,14532,15314,16034,16800,17616,18291,19223,19826,20576,21380,21587,23102,24601,25255,26097,27399,28858,30597,31950,33649,32911,33710,35045,35749,35088,37219,38103,38775,39437,41145,42907,46092
 "35000","New Mexico",6,SAINC50,50,"...","Per capita disposable personal income (dollars) 3/","Dollars",1070,1106,1172,1287,1355,1396,1431,1502,1575,1668,1785,1841,1829,1892,1932,1979,2083,2180,2302,2395,2597,2787,3081,3363,3668,4016,4391,4955,5323,5802,6435,7078,7779,8540,9125,9825,10594,11266,11572,11805,12383,13082,13793,14484,15202,15899,16479,17341,17805,18381,19083,19207,20618,21888,22911,23872,25124,26232,27614,28749,30528,30306,31185,32152,32861,31928,33898,34657,35311,35981,37690,39248,42576
 "35000","New Mexico",6,SAINC50,60,"...","Personal current taxes","Thousands of dollars",51644,53293,60474,87939,111259,105834,95882,109486,120807,146968,148208,166866,166798,174376,187512,192592,177581,205724,216417,224483,255016,325691,346918,329986,400428,447608,527535,506984,625605,711026,892097,1024325,1136864,1418813,1577938,1386508,1462469,1618774,1597736,1854780,1947141,2181519,2314601,2409356,2549555,2808573,3048859,3237617,3540949,3897289,4119058,4304272,4524842,4969348,4349347,4178191,4332384,5075492,5853927,6370751,6275830,5307071,5213846,6022775,6037264,6624209,6957319,7223737,7274880,7262947,7265000,7719700,7445768
 "35000","New Mexico",6,SAINC50,70,"..."," Federal government 4/","Thousands of dollars",48325,49339,55767,82290,105334,99679,89500,102602,113169,137970,138309,155260,154859,160361,170203,176280,154662,179589,187630,197929,226550,282576,306328,278661,340283,381579,453025,429779,540764,613077,809753,913517,1067696,1289816,1542037,1321407,1344298,1496877,1432453,1539631,1537639,1766801,1887487,1935903,1997692,2196216,2397163,2543430,2785466,3061427,3245863,3376582,3602672,3994832,3332150,3157043,3222796,3888899,4606855,5041914,5210843,4323649,4148720,4806327,4803988,5254717,5532768,5696373,5777821,5868222,5757426,6080960,5898003
 "35000","New Mexico",6,SAINC50,80,"...","  Income taxes (net of refunds) 4/","Thousands of dollars",48325,49339,55767,82290,105334,99679,89500,102602,113169,137970,138309,155260,154859,160361,170203,176280,154662,179589,187630,197929,226550,282576,306328,278661,340283,381579,453025,429779,540764,613077,809753,913517,1067696,1289816,1542037,1321407,1344298,1496877,1432453,1539631,1537639,1766801,1887487,1935903,1997692,2196216,2397163,2543430,2785466,3061427,3245863,3376582,3602672,3994832,3332150,3157043,3222796,3888899,4606855,5041914,5210843,4323649,4148720,4806327,4803988,5254717,5532768,5696373,5777821,5868222,5757426,6080960,5898003
 "35000","New Mexico",6,SAINC50,81,"...","   Income taxes (gross) 4/","Thousands of dollars",52451,55530,61052,87951,112189,108705,98729,112412,123979,149612,153035,171114,172576,179295,191056,199328,179507,199529,213348,230813,265051,323907,362044,346136,405260,482507,568265,599995,705290,791681,988160,1109771,1318874,1580124,1854532,1704603,1689629,1918187,1895975,2012752,1967121,2235473,2283826,2372105,2431767,2605606,2806058,3022108,3299318,3610873,3839431,4110167,4375249,4801076,4420720,4161742,4280000,4914442,5700882,6218281,6862582,5905660,5747140,6269232,6184774,6624353,6868053,7023469,7196668,7312163,7286606,7529458,7342273
 "35000","New Mexico",6,SAINC50,82,"...","   Less: Refunds","Thousands of dollars",4126,6191,5285,5661,6855,9026,9229,9810,10810,11642,14726,15854,17717,18934,20853,23048,24845,19940,25718,32884,38501,41331,55716,67475,64977,100928,115240,170216,164526,178604,178407,196254,251178,290308,312495,383196,345331,421310,463522,473121,429482,468672,396339,436202,434075,409390,408895,478678,513852,549446,593568,733585,772577,806244,1088570,1004699,1057204,1025543,1094027,1176367,1651739,1582011,1598420,1462905,1380786,1369636,1335285,1327096,1418847,1443941,1529180,1448498,1444270
 "35000","New Mexico",6,SAINC50,120,"..."," State governments","Thousands of dollars",3121,3740,4510,5492,5781,6003,6200,6654,7448,8654,9539,10950,11295,13228,16643,15177,21615,24687,27008,24124,25776,42096,39177,50668,59452,65369,73681,76087,83257,95896,79660,107989,65652,124350,30865,60426,113811,117851,162621,313108,407105,412196,424555,470735,549067,608829,647087,690073,751369,831419,867042,921950,916610,968195,1010167,1013456,1098882,1173595,1231522,1304541,1042473,967220,1053108,1202814,1219446,1356701,1409808,1510146,1477197,1377270,1490808,1621317,1529741
 "35000","New Mexico",6,SAINC50,130,"...","  Income taxes","Thousands of dollars",1327,1544,1754,2142,2197,2167,1998,2028,2624,3200,3719,4232,4381,6200,9386,7794,13376,16512,19202,15916,17312,32835,28884,39305,47156,52857,57960,58394,64495,74782,57290,81575,34655,99683,4593,32099,85635,95046,134270,258823,339958,348993,360652,405286,491163,553329,589288,627073,698881,774614,799113,850646,850668,909069,946796,950397,1026653,1090869,1141148,1211850,958272,893185,980831,1110681,1131958,1268016,1319909,1406331,1364380,1273303,1370606,1484886,1388885
 "35000","New Mexico",6,SAINC50,150,"...","  Motor vehicle licenses","Thousands of dollars",1442,1778,2219,2654,2814,3045,3185,3576,3988,4550,4792,5576,5775,5862,6082,6207,6874,6638,6399,6826,7187,7937,8400,9349,9543,9883,12490,14701,15347,17279,18022,21543,25460,18900,20314,20791,19970,15570,22817,45655,57554,55725,56393,57350,49147,45595,46406,50743,41049,43102,53156,57107,52803,45616,47885,48516,56380,65650,71533,71096,61962,51421,48227,69897,66999,68769,70501,83195,87054,76078,79714,82332,83090
 "35000","New Mexico",6,SAINC50,160,"...","  Other taxes 5/","Thousands of dollars",352,418,537,696,770,791,1017,1050,836,904,1028,1142,1139,1166,1175,1176,1365,1537,1407,1382,1277,1324,1893,2014,2753,2629,3231,2992,3415,3835,4348,4871,5537,5767,5958,7536,8206,7235,5534,8630,9593,7478,7510,8099,8757,9905,11393,12257,11439,13703,14773,14197,13139,13510,15486,14543,15849,17076,18841,21595,22239,22614,24050,22236,20489,19916,19398,20620,25763,27889,40488,54099,57766
 "35000","New Mexico",6,SAINC50,180,"..."," Local governments","Thousands of dollars",187,201,182,141,125,132,161,210,171,325,259,398,286,338,452,679,617,505,613,983,934,1019,1413,657,693,660,829,1118,1584,2053,2684,2819,3516,4647,5036,4675,4360,4046,2662,2041,2397,2522,2559,2718,2796,3528,4609,4114,4114,4443,6153,5740,5560,6321,7030,7692,10706,12998,15550,24296,22514,16202,12018,13634,13830,12791,14743,17218,19862,17455,16766,17423,18024
 "35000","New Mexico",6,SAINC50,190,"...","  Income taxes","Thousands of dollars",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
 "35000","New Mexico",6,SAINC50,200,"...","  Motor vehicle licenses","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,69,366,249,0,0,683,0,0,508,1046,827,713,375,3812,6866,6589,6271,5278,5917,6943,5300,6812,7143,8306,8844,7967,8089,8305
 "35000","New Mexico",6,SAINC50,210,"...","  Other taxes","Thousands of dollars",187,201,182,141,125,132,161,210,171,325,259,398,286,338,452,679,617,505,613,983,934,1019,1413,657,693,660,829,1118,1584,2053,2684,2819,3516,4647,5036,4675,4360,4046,2662,2041,2397,2522,2559,2718,2776,3459,4243,3865,4114,4443,5470,5740,5560,5813,5984,6865,9993,12623,11738,17430,15925,9931,6740,7717,6887,7491,7931,10075,11556,8611,8799,9334,9719
 "35000","New Mexico",6,SAINC50,230,"..."," State and local personal property taxes","Thousands of dollars",11,13,15,16,19,20,21,20,19,19,101,258,358,449,214,456,687,943,1166,1447,1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Note: See the included footnote file."
"SAINC50: Personal Current Taxes "
"Last updated: March 23, 2022— revised statistics for 2010-2020."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
