GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "46000","South Dakota",4,SAEMP27N,20,"...","Wage and salary employment by place of work (number of jobs)","Number of jobs",377080,387630,394801,396026,395488,396335,402184,407734,415350,423437,430152,421797,423052,427213,435054,438191,444363,447384,450688,453677,458838,462628,448972
 "46000","South Dakota",4,SAEMP27N,70,"111-112"," Farm wage and salary employment","Number of jobs",5065,5342,4721,5042,4677,3587,4806,5278,4739,5364,5454,4586,4943,5557,6844,6290,6366,4908,4622,5517,5618,6326,6899
 "46000","South Dakota",4,SAEMP27N,80,"..."," Nonfarm wage and salary employment","Number of jobs",372015,382288,390080,390984,390811,392748,397378,402456,410611,418073,424698,417211,418109,421656,428210,431901,437997,442476,446066,448160,453220,456302,442073
 "46000","South Dakota",4,SAEMP27N,90,"113-814","  Private nonfarm wage and salary employment","Number of jobs",296025,305476,312113,311979,311193,312530,316642,322173,330247,337603,342726,332854,332340,336574,344185,347829,353632,358340,361158,362006,367009,369509,357645
 "46000","South Dakota",4,SAEMP27N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",2076,2005,1829,1436,1297,(D),1382,1476,1588,1666,1796,1929,2090,2258,2394,2466,2426,2446,2463,2472,2501,2574,2514
 "46000","South Dakota",4,SAEMP27N,101,"113","    Forestry and logging","Number of jobs",133,179,140,121,121,126,131,136,143,147,139,128,120,121,116,114,123,124,128,128,115,124,125
 "46000","South Dakota",4,SAEMP27N,102,"114","    Fishing, hunting and trapping","Number of jobs",(T),(T),(T),13,14,(D),19,25,30,30,35,28,27,22,23,26,22,16,16,13,11,9,8
 "46000","South Dakota",4,SAEMP27N,103,"115","    Support activities for agriculture and forestry","Number of jobs",1840,1731,1603,1302,1162,1194,1232,1315,1415,1489,1622,1773,1943,2115,2255,2326,2281,2306,2319,2331,2375,2441,2381
 "46000","South Dakota",4,SAEMP27N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",1656,1069,950,1084,869,(D),760,790,789,848,932,836,818,833,850,846,815,837,849,871,883,906,911
 "46000","South Dakota",4,SAEMP27N,201,"211","    Oil and gas extraction","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),30,32,31,31,32,33,33,(D),33,34,32,24,24,(D),(D)
 "46000","South Dakota",4,SAEMP27N,202,"212","    Mining (except oil and gas)","Number of jobs",1585,998,880,1020,806,763,698,718,731,770,834,775,758,766,775,(D),(D),778,799,826,826,843,845
 "46000","South Dakota",4,SAEMP27N,203,"213","    Support activities for mining","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),28,46,67,30,28,34,42,53,(D),25,18,21,33,(D),(D)
 "46000","South Dakota",4,SAEMP27N,300,"22","   Utilities","Number of jobs",2151,2073,2048,2025,2058,2038,2040,2134,2233,2229,2073,2112,2091,2071,1969,1950,1967,1996,2019,1994,1980,1949,1925
 "46000","South Dakota",4,SAEMP27N,400,"23","   Construction","Number of jobs",16804,17778,18856,19148,19322,20121,20768,21719,22539,22865,22909,21468,20743,20672,20709,21039,21789,22773,23381,22951,23522,24223,25013
 "46000","South Dakota",4,SAEMP27N,401,"236","    Construction of buildings","Number of jobs",4943,5008,5192,5323,5475,5827,5899,6132,6187,6298,6220,5781,5355,5275,5251,5390,5640,5856,5998,5878,6064,5953,6049
 "46000","South Dakota",4,SAEMP27N,402,"237","    Heavy and civil engineering construction","Number of jobs",2917,3400,3436,3411,3296,3236,3315,3258,3574,3519,3607,3657,3487,3525,3383,3407,3468,3554,4055,3652,3622,4102,4667
 "46000","South Dakota",4,SAEMP27N,403,"238","    Specialty trade contractors","Number of jobs",8944,9370,10228,10414,10551,11058,11554,12329,12778,13048,13082,12030,11901,11872,12075,12242,12681,13363,13328,13421,13836,14168,14297
 "46000","South Dakota",4,SAEMP27N,500,"31-33","   Manufacturing","Number of jobs",41651,41975,42668,41029,38488,37783,38934,39899,41414,42077,42773,37787,37006,39260,41225,41573,42461,42644,42194,43116,44477,45038,43180
 "46000","South Dakota",4,SAEMP27N,510,"321,327-339","    Durable goods manufacturing","Number of jobs",28330,28696,29265,27800,25852,25253,26215,27108,28319,28856,29320,24768,24017,25879,27209,27514,28501,28532,27568,27582,28676,28747,26970
 "46000","South Dakota",4,SAEMP27N,511,"321","     Wood product manufacturing","Number of jobs",2267,2436,2564,2239,2375,2351,2496,2477,2372,2301,2203,1961,1870,1983,2052,2091,2106,2159,2138,2035,2093,2105,2105
 "46000","South Dakota",4,SAEMP27N,512,"327","     Nonmetallic mineral product manufacturing","Number of jobs",1204,1312,1338,1401,1445,1479,1501,1576,1626,1609,1618,1481,1489,1529,1501,1551,1536,1630,1604,1674,1676,1665,1628
 "46000","South Dakota",4,SAEMP27N,513,"331","     Primary metal manufacturing","Number of jobs",499,487,464,657,726,690,694,680,674,655,596,490,480,556,643,701,731,675,661,618,598,610,583
 "46000","South Dakota",4,SAEMP27N,514,"332","     Fabricated metal product manufacturing","Number of jobs",3332,3613,3717,3219,3174,3174,3440,3691,3802,3763,4008,3359,3444,3715,4233,4469,4391,4155,3916,4015,3939,3959,3653
 "46000","South Dakota",4,SAEMP27N,515,"333","     Machinery manufacturing","Number of jobs",4814,4795,4792,5016,4649,4509,4866,5306,5803,5999,6473,5233,5379,6188,6473,6352,6853,6999,6657,6457,6780,6837,6250
