GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "32000","Nevada",8,SAINC50,10,"...","Personal income (thousands of dollars)","Thousands of dollars",282563,293211,338427,388886,454771,501956,541405,629750,658561,706980,747709,818040,896083,993131,1185849,1329977,1443118,1544998,1630372,1731797,2013619,2278607,2560413,2860381,3196764,3630058,4025238,4543971,5170461,5977935,7225731,8374582,9682781,11011840,11762109,12530021,13652075,14799444,15988531,17473700,19842874,22352474,25043313,27515308,30479309,32966024,36485543,40138314,44435100,48572668,54324351,58824949,64571602,68116633,69843204,74483360,82663167,92687379,100318143,104595471,103056192,97267129,101307041,105105361,109347399,109870516,117372236,127116993,132058361,140516706,149789211,158923867,168587258
 "32000","Nevada",8,SAINC50,15,"..."," Less: Personal current taxes","Thousands of dollars",31443,25250,33192,43563,60604,55945,63347,68743,76466,83057,84081,86636,101788,120401,138512,162522,148109,155106,168042,182393,249584,325841,284009,288871,340105,385688,441159,396127,523566,638759,835764,1031927,1137727,1325188,1325943,1322606,1425246,1624414,1791405,2034552,2373370,2679173,3038372,3094651,3469789,3856532,4146129,4573435,5497698,5910871,6858874,7444416,8306492,8346570,7440788,7384519,8651687,10621877,11342576,11726083,10498131,8141014,8361027,9246358,9926193,11377615,11592721,13024274,14592981,14646583,15521483,16492351,15544530
 "32000","Nevada",8,SAINC50,16,"...","Equals: Disposable personal income","Thousands of dollars",251120,267961,305235,345323,394167,446011,478058,561007,582095,623923,663628,731404,794295,872730,1047337,1167455,1295009,1389892,1462330,1549404,1764035,1952766,2276404,2571510,2856659,3244370,3584079,4147844,4646895,5339176,6389967,7342655,8545054,9686652,10436166,11207415,12226829,13175030,14197126,15439148,17469504,19673301,22004941,24420657,27009520,29109492,32339414,35564879,38937402,42661797,47465477,51380533,56265110,59770063,62402416,67098841,74011480,82065502,88975567,92869388,92558061,89126115,92946014,95859003,99421206,98492901,105779515,114092719,117465380,125870123,134267728,142431516,153042728
 "32000","Nevada",8,SAINC50,20,"...","Population (persons) 1/","Number of persons",156000,157000,162000,168000,181000,195000,213000,237000,250000,260000,269000,279000,291000,315000,352000,397000,426000,444000,446000,449000,464000,480000,493223,519989,546736,568910,596713,619847,646823,678134,719345,765121,810215,847656,881538,901978,924921,951032,980614,1023374,1075023,1137382,1220695,1296171,1351367,1411215,1499298,1581578,1666320,1764104,1853191,1934718,2018741,2098399,2173791,2248850,2346222,2432143,2522658,2601072,2653630,2684665,2701967,2710520,2739941,2770049,2809771,2857017,2905604,2955631,3011627,3068943,3114071
 "32000","Nevada",8,SAINC50,30,"...","Per capita personal income (dollars) 2/","Dollars",1811,1868,2089,2315,2513,2574,2542,2657,2634,2719,2780,2932,3079,3153,3369,3350,3388,3480,3656,3857,4340,4747,5191,5501,5847,6381,6746,7331,7994,8815,10045,10945,11951,12991,13343,13892,14760,15561,16305,17075,18458,19653,20516,21228,22554,23360,24335,25379,26667,27534,29314,30405,31986,32461,32130,33121,35232,38109,39767,40212,38836,36231,37494,38777,39909,39664,41773,44493,45450,47542,49737,51785,54137
 "32000","Nevada",8,SAINC50,50,"...","Per capita disposable personal income (dollars) 3/","Dollars",1610,1707,1884,2055,2178,2287,2244,2367,2328,2400,2467,2622,2730,2771,2975,2941,3040,3130,3279,3451,3802,4068,4615,4945,5225,5703,6006,6692,7184,7873,8883,9597,10547,11428,11839,12425,13219,13853,14478,15087,16250,17297,18027,18841,19987,20627,21570,22487,23367,24183,25613,26557,27871,28484,28707,29837,31545,33742,35271,35704,34880,33198,34399,35366,36286,35556,37647,39934,40427,42587,44583,46411,49146
 "32000","Nevada",8,SAINC50,60,"...","Personal current taxes","Thousands of dollars",31443,25250,33192,43563,60604,55945,63347,68743,76466,83057,84081,86636,101788,120401,138512,162522,148109,155106,168042,182393,249584,325841,284009,288871,340105,385688,441159,396127,523566,638759,835764,1031927,1137727,1325188,1325943,1322606,1425246,1624414,1791405,2034552,2373370,2679173,3038372,3094651,3469789,3856532,4146129,4573435,5497698,5910871,6858874,7444416,8306492,8346570,7440788,7384519,8651687,10621877,11342576,11726083,10498131,8141014,8361027,9246358,9926193,11377615,11592721,13024274,14592981,14646583,15521483,16492351,15544530
 "32000","Nevada",8,SAINC50,70,"..."," Federal government 4/","Thousands of dollars",30087,23718,31442,41453,58268,53447,60757,65904,73446,79774,81019,82060,96352,114621,131996,154779,139488,146395,158958,172626,239435,314029,269428,274888,326415,368486,421832,375976,502265,616460,810657,1000364,1098869,1287084,1285919,1279893,1381841,1575351,1736274,1979023,2313586,2605894,2959389,3011239,3354761,3746794,4026204,4446907,5355007,5754117,6691413,7264740,8094826,8127580,7175183,7103493,8312688,10236698,10924041,11342879,10140141,7822893,8024348,8929497,9610822,11054234,11257704,12622893,14166535,14210275,15069907,16026727,15076269
 "32000","Nevada",8,SAINC50,80,"...","  Income taxes (net of refunds) 4/","Thousands of dollars",30087,23718,31442,41453,58268,53447,60757,65904,73446,79774,81019,82060,96352,114621,131996,154779,139488,146395,158958,172626,239435,314029,269428,274888,326415,368486,421832,375976,502265,616460,810657,1000364,1098869,1287084,1285919,1279893,1381841,1575351,1736274,1979023,2313586,2605894,2959389,3011239,3354761,3746794,4026204,4446907,5355007,5754117,6691413,7264740,8094826,8127580,7175183,7103493,8312688,10236698,10924041,11342879,10140141,7822893,8024348,8929497,9610822,11054234,11257704,12622893,14166535,14210275,15069907,16026727,15076269
 "32000","Nevada",8,SAINC50,81,"...","   Income taxes (gross) 4/","Thousands of dollars",33096,27630,34071,44599,61731,58395,65718,72448,80423,87324,89575,91256,105690,126058,146362,171964,160288,163601,179267,199167,271268,354415,327826,333401,386206,460324,526719,526484,615511,748300,938427,1141077,1294532,1515565,1548012,1610460,1601062,1823132,2014302,2269854,2634644,2930320,3299729,3415154,3759860,4154083,4472837,4962998,5917410,6372587,7382394,8157562,9074435,9253743,8533680,8527025,9790424,11796589,12796432,13395923,13088623,10584765,10799360,11448805,12123320,13188704,13467670,14870110,16656981,16740042,17632968,18498460,17540788
