GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "30000","Montana",7,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",4779,5065,11034,8507,8837,8826,10230,13930,10233,10536,10660,12600,12377,11303,10519,12951,21372,39756,39458,37669,41291,53925,47647,62987,55357,57757,64051,68070,82643,99597,107481,108121,117161,119005,121367,126132,134220,142704,168898,191061,209541,241148,280408,309860,359856,422785,514202,569949,614705,674545,759839,894895,1034427,1157603,1268372,1353040,1430519,1527675,1600835,1692892,1856013,2032524,2139951,2320839,2492860,2588515,2773649,2879862,2940265,3052154,3030663,3389461,3670612,3808011,3980726,4243266,4541607,4916501,5246929,5965292,6465068,7059069,6989964,7186539,7370003,7754217,8120710,8754913,9504929,9859741,10468248,13521176
 "30000","Montana",7,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),34701,38381,50253,43107,58174,51553,54989,60095,63284,77317,94946,102407,102898,111955,112888,114342,117956,125695,134520,158705,179575,193003,225298,264999,292665,339927,398667,480827,533801,583894,633357,712075,844201,975386,1097650,1203025,1264713,1334599,1428852,1512625,1604170,1758338,1938920,2058376,2240898,2416396,2512974,2678624,2770261,2843040,2932911,2883889,3213762,3476279,3650115,3844457,4135096,4404266,4793766,5092265,5790168,6274962,6854202,6768862,6986837,7174820,7543138,7886547,8488408,9272884,9620004,10204182,12780126
 "30000","Montana",7,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5208,5635,6711,9381,11400,14870,18313,23501,27061,35752,42632,51380,55092,60862,68111,70244,72988,79989,86135,91148,103813,109635,129574,149744,165318,202050,230104,260424,292287,327256,360369,406478,468809,546004,608207,650970,695363,751816,800211,845351,905346,986102,1097438,1112442,1169856,1220571,1268480,1326725,1349114,1401635,1440987,1470254,1540776,1624823,1717109,1797182,1878439,1981769,2119086,2251464,2365643,2579408,2667033,2743246,2921971,3063990,3207300,3331502,3452665,3623150,3818377,4053510,4258977
 "30000","Montana",7,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1719,1983,2828,5871,6932,9817,12311,16793,19611,27382,33391,41184,44747,50286,55904,58531,60751,67598,72922,77288,88325,93392,110702,127743,141378,173779,198703,223389,250428,280146,307175,345709,400055,465922,518635,554681,590238,626280,659966,684737,729180,777300,845424,902115,961596,1013801,1065122,1127574,1168755,1232772,1274875,1310314,1376216,1451708,1527982,1584827,1654330,1749893,1872397,1994399,2104586,2312009,2404157,2486156,2660282,2797495,2930973,3073292,3187625,3323530,3515363,3749600,3955694
 "30000","Montana",7,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3489,3652,3883,3510,4468,5053,6002,6708,7450,8370,9241,10196,10345,10576,12207,11713,12237,12391,13213,13860,15488,16243,18872,22001,23940,28271,31401,37035,41859,47110,53194,60769,68754,80082,89572,96289,105125,125536,140245,160614,176166,208802,252014,210327,208260,206770,203358,199151,180359,168863,166112,159940,164560,173115,189127,212355,224109,231876,246689,257065,261057,267399,262876,257090,261689,266495,276327,258210,265040,299620,303014,303910,303283
 "30000","Montana",7,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1646,1831,1931,2028,2844,3156,3682,4048,4396,4961,5291,6138,6891,6914,7152,7513,8028,8254,8635,9354,10507,11091,12637,14519,15803,19120,21492,25751,28872,31784,34048,37540,42619,48046,53359,56245,58077,59628,60999,62749,65236,69235,72658,76388,78990,81378,84146,86345,87628,89028,90755,91005,91861,93584,96675,98000,99147,101077,104314,107693,111146,117317,118622,120731,126296,130553,134030,138363,141510,143897,149215,155527,160410
 "30000","Montana",7,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1839,1813,1944,1478,1620,1891,2316,2656,3050,3405,3946,4054,3450,3658,5053,4199,4209,4137,4578,4506,4981,5151,6203,7236,7485,7367,8361,9767,11417,13762,17472,20514,23429,29404,33642,37449,44541,63634,76935,95627,108728,137435,177190,131819,127188,123253,117253,111015,90995,78342,73976,67362,71419,78242,90821,112383,122991,128347,139334,146567,147102,147514,141496,133418,132567,133817,138923,115457,121470,154668,152933,147535,141925
 "30000","Montana",7,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4,8,8,4,4,6,4,4,4,4,4,4,4,4,2,1,0,0,0,0,0,1,32,246,652,1784,1548,1517,1570,1564,1674,2715,2706,2632,2571,2595,2507,2274,2311,2238,2202,2132,2166,2120,2082,2139,1959,1791,1736,1493,1381,1573,1280,1289,1631,1972,1971,2452,3041,2805,2809,2568,2758,2941,2826,2125,3374,4390,2060,1055,866,848,948
 "30000","Montana",7,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1627,1629,1979,2172,2301,2494,2756,3209,3273,3460,4337,4270,4418,6058,10254,25082,32023,35750,36185,40822,44812,52675,64764,78432,94543,111306,127973,144820,169204,209962,239480,270422,303090,306500,344832,385592,417187,472280,521355,584869,662776,757192,793674,859654,897978,934045,966531,886548,1126973,1246815,1264150,1318616,1529437,1661959,1886742,2010775,2166658,2353175,2545730,2480620,2669601,2747096,2925057,3089656,3516883,3957993,4104580,4333134,4528589
 "30000","Montana",7,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),3974,18525,21791,22850,23395,25258,26231,28523,34066,40782,50081,61304,69245,80207,101007,122055,139210,157057,176898,192550,210113,230172,245975,278191,296451,320562,362621,405522,439653,476582,492274,529951,528244,544987,583213,665427,688898,740861,822112,902635,1112912,1206212,1285296,1353443,1417683,1480259,1534696,1583240,1698930,1810379,1905910,2017637,2157082,2319167,2435834
 "30000","Montana",7,SAINC35,2220,"...","   Public assistance medical care benefits 2/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1627,1629,1979,2172,2301,2494,2756,3209,3273,3460,4337,4270,4418,6058,6280,6156,9657,12163,11827,14388,17196,22480,28993,35934,42726,48191,56741,62345,65812,85169,95694,107425,119963,108549,129617,149665,162329,182890,211874,249588,284288,337187,341023,370625,392931,390439,423679,326521,526399,561110,551205,546457,673580,725342,732191,759626,831255,943693,1070188,940045,1071341,1106125,1167226,1221145,1553838,1881257,1891821,1955692,2035300
