GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957
 "42000","Pennsylvania",2,SAINC5H,10,"...","Personal income (thousands of dollars)","Thousands of dollars",7545016,6915870,5869113,4442865,4136952,4770551,5120167,5937398,6299367,5674778,6028842,6518925,7793621,9375173,11014122,11762482,11983022,12895747,14060374,14779816,14575474,16307280,17977785,18876124,20291842,19846019,21033285,22725571,23920369
 "42000","Pennsylvania",2,SAINC5H,20,"...","Population (persons) 2/","Number of persons",9723000,9649000,9707000,9764000,9784000,9795000,9774000,9767000,9790000,9952000,9901000,9896000,9918000,9714000,9424000,9247000,9180000,9880000,10201000,10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000
 "42000","Pennsylvania",2,SAINC5H,30,"...","Per capita personal income (dollars) 3/","Dollars",776,717,605,455,423,487,524,608,643,570,609,659,786,965,1169,1272,1305,1305,1378,1437,1403,1552,1719,1797,1903,1835,1923,2071,2184
 "42000","Pennsylvania",2,SAINC5H,35,"..."," Total earnings","Thousands of dollars",5638623,5098959,4189694,3092128,2952832,3522884,3855243,4530007,5066095,4525972,4821569,5323807,6592461,8174454,9825528,10434254,10404984,10874591,11948225,12989636,12572019,13631607,15832810,16545595,17734497,17015656,18096430,19585311,20541912
 "42000","Pennsylvania",2,SAINC5H,36,"..."," Less: Contributions for government social insurance 4/","Thousands of dollars",5414,5354,5154,5302,4841,5059,5005,5323,137879,147456,169645,185016,227131,278947,333694,289465,303411,402196,374972,328782,345124,389492,530572,453908,503285,590615,698742,798722,832523
 "42000","Pennsylvania",2,SAINC5H,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",4791,4807,4766,4683,4533,4752,4622,5172,39661,34637,37964,42483,50429,63052,84295,103782,106365,101107,117362,125334,121520,166453,200691,213600,216669,256974,286434,303307,354730
 "42000","Pennsylvania",2,SAINC5H,38,"...","  Employer contributions for government social insurance","Thousands of dollars",623,547,388,619,308,307,383,151,98218,112819,131681,142533,176702,215895,249399,185683,197046,301089,257610,203448,223604,223039,329881,240308,286616,333641,412308,495415,477793
 "42000","Pennsylvania",2,SAINC5H,42,"..."," Plus: Adjustment for residence 5/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),-24349,-44252,-50133,-64297,-69856,-72751,-64076,-64787,-66162,-70994
 "42000","Pennsylvania",2,SAINC5H,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",5633209,5093605,4184540,3086826,2947991,3517825,3850238,4524684,4928216,4378516,4651924,5138791,6365330,7895507,9491834,10144789,10101573,10472395,11573253,12636505,12182643,13191982,15237941,16021831,17158461,16360965,17332901,18720427,19638395
 "42000","Pennsylvania",2,SAINC5H,46,"..."," Plus: Dividends, interest, and rent 6/","Thousands of dollars",1814703,1723254,1499153,1209215,1032836,1082651,1042755,1154985,1197671,1044967,1123022,1143186,1208178,1279844,1332374,1387287,1458943,1574372,1701059,1450409,1544968,1781848,1894755,1991161,2242250,2360084,2504195,2752720,2844399
 "42000","Pennsylvania",2,SAINC5H,47,"..."," Plus: Personal current transfer receipts","Thousands of dollars",97104,99011,185420,146824,156125,170075,227174,257729,173480,251295,253896,236948,220113,199822,189914,230406,422506,848980,786062,692902,847863,1333450,845089,863132,891131,1124970,1196189,1252424,1437575
 "42000","Pennsylvania",2,SAINC5H,50,"..."," Wages and salaries","Thousands of dollars",4753103,4356008,3595902,2730139,2597568,3045035,3256030,3831229,4199405,3710058,3955363,4358294,5371320,6581258,7869433,8428725,8282259,8431013,9654019,10577014,10217688,11112236,12853287,13562960,14572859,13848999,14671528,15857898,16629688
 "42000","Pennsylvania",2,SAINC5H,60,"..."," Supplements to wages and salaries","Thousands of dollars",85103,84025,79829,71091,62979,67486,78812,98517,199720,220261,239389,258829,315817,405306,499845,483239,517837,620508,604149,583346,623402,711546,952664,929089,1033518,1067381,1212523,1399858,1494115
 "42000","Pennsylvania",2,SAINC5H,61,"...","  Employer contributions for employee pension and insurance funds 7/","Thousands of dollars",84480,83478,79441,70472,62671,67179,78429,98366,101502,107442,107708,116296,139115,189411,250446,297556,320791,319419,346539,379898,399798,488507,622783,688781,746902,733740,800215,904443,1016322
 "42000","Pennsylvania",2,SAINC5H,62,"...","  Employer contributions for government social insurance","Thousands of dollars",623,547,388,619,308,307,383,151,98218,112819,131681,142533,176702,215895,249399,185683,197046,301089,257610,203448,223604,223039,329881,240308,286616,333641,412308,495415,477793
 "42000","Pennsylvania",2,SAINC5H,70,"..."," Proprietors' income 8/","Thousands of dollars",800417,658926,513963,290898,292285,410363,520401,600261,666970,595653,626817,706684,905324,1187890,1456250,1522290,1604888,1823070,1690057,1829276,1730929,1807825,2026859,2053546,2128120,2099276,2212379,2327555,2418109
 "42000","Pennsylvania",2,SAINC5H,71,"...","  Farm proprietors' income","Thousands of dollars",147924,109375,109540,53470,80343,85799,134083,119812,148559,108280,104324,104914,135292,186811,233684,250119,257000,305078,280681,334928,250772,217143,276289,249601,234488,214799,182255,197355,141304
 "42000","Pennsylvania",2,SAINC5H,72,"...","  Nonfarm proprietors' income","Thousands of dollars",652493,549551,404423,237428,211942,324564,386318,480449,518411,487373,522493,601770,770032,1001079,1222566,1272171,1347888,1517992,1409376,1494348,1480157,1590682,1750570,1803945,1893632,1884477,2030124,2130200,2276805
 "42000","Pennsylvania",2,SAINC5H,81,"[01-02]"," Farm earnings","Thousands of dollars",189338,149490,141884,78917,104818,111222,161167,150998,184650,143528,138372,139992,175322,239558,298385,315856,327852,387577,370624,428641,338303,304221,365042,338177,321229,293318,255705,270685,215116
 "42000","Pennsylvania",2,SAINC5H,82,"..."," Nonfarm earnings","Thousands of dollars",5449285,4949469,4047810,3013211,2848014,3411662,3694076,4379009,4881445,4382444,4683197,5183815,6417139,7934896,9527143,10118398,10077132,10487014,11577601,12560995,12233716,13327386,15467768,16207418,17413268,16722338,17840725,19314626,20326796
 "42000","Pennsylvania",2,SAINC5H,90,"...","  Private nonfarm earnings","Thousands of dollars",5070168,4564241,3648794,2631773,2462646,2958491,3200398,3694964,4255189,3689036,4035706,4542339,5711865,7025328,8178369,8504965,8358760,9230608,10479079,11465675,11051785,12086792,13906782,14444488,15603869,14901249,15941319,17267163,18172677
 "42000","Pennsylvania",2,SAINC5H,100,"[07-09]","   Agricultural services, forestry, and fishing","Thousands of dollars",4512,4478,4961,3970,3501,3199,4138,3788,5149,4804,4791,5157,5747,7172,8510,10747,10840,14839,17843,23743,26493,29804,34607,37583,40152,42005,42225,44564,44130
 "42000","Pennsylvania",2,SAINC5H,200,"B","   Mining","Thousands of dollars",447930,405637,318127,225520,209299,280400,270669,293324,321106,262861,279506,317045,380796,444586,490859,538795,512975,582540,689771,742907,586724,647921,705911,624293,607310,461879,455288,503348,508298
 "42000","Pennsylvania",2,SAINC5H,300,"C","   Construction","Thousands of dollars",300434,252845,162980,85278,54334,66256,85447,138484,151689,137890,154676,184476,228768,300113,326910,239640,263002,422552,518820,626999,637569,758756,904368,970550,1030054,975044,1027802,1099698,1170110
 "42000","Pennsylvania",2,SAINC5H,400,"D","   Manufacturing","Thousands of dollars",1795945,1554854,1164288,820048,840824,1040518,1153692,1367083,1651236,1267471,1481464,1784590,2533061,3314792,4057973,4259913,3921503,3841885,4505785,5031457,4699361,5220113,6249510,6545203,7269361,6646650,7198313,7835864,8222623
 "42000","Pennsylvania",2,SAINC5H,500,"E","   Transportation and public utilities","Thousands of dollars",596035,555244,474828,360937,329062,363599,381675,433394,484482,425789,468691,515957,604038,706019,805942,909572,893156,994844,1104037,1185984,1147384,1235120,1405557,1444807,1534498,1470126,1560133,1680018,1752396
 "42000","Pennsylvania",2,SAINC5H,600,"F-G","   Wholesale and retail trade","Thousands of dollars",1031545,960943,801233,551345,500958,637220,702912,797985,919296,894775,931148,991063,1166004,1340884,1505339,1527078,1655186,2059711,2191518,2254531,2277943,2380986,2658252,2744206,2893764,2910515,3052920,3289263,3435663
 "42000","Pennsylvania",2,SAINC5H,700,"H","   Finance, insurance, and real estate","Thousands of dollars",261726,235791,203537,176048,163822,163551,173573,191935,207615,200996,209145,209553,222967,231078,252153,243756,266370,322145,338909,381238,401751,448217,494559,540783,593824,644244,698788,744038,807420
 "42000","Pennsylvania",2,SAINC5H,800,"I","   Services","Thousands of dollars",632041,594449,518840,408627,360846,403748,428292,468971,514616,494450,506285,534498,570484,680684,730683,775464,835728,992092,1112396,1218816,1274560,1365875,1454018,1537063,1634906,1750786,1905850,2070370,2232037
 "42000","Pennsylvania",2,SAINC5H,900,"...","  Government and government enterprises","Thousands of dollars",379117,385228,399016,381438,385368,453171,493678,684045,626256,693408,647491,641476,705274,909568,1348774,1613433,1718372,1256406,1098522,1095320,1181931,1240594,1560986,1762930,1809399,1821089,1899406,2047463,2154119
 "42000","Pennsylvania",2,SAINC5H,910,"...","   Federal civilian","Thousands of dollars",76315,78537,78562,73547,83077,125842,140309,349617,282019,318875,275870,265058,307023,418921,599199,598599,557870,517224,423585,383981,411422,442067,590615,662188,663382,650008,675544,704603,736497
 "42000","Pennsylvania",2,SAINC5H,920,"...","   Military","Thousands of dollars",6076,7083,7420,8480,7550,7925,9911,9680,10285,11076,11430,14440,46274,134594,378568,624251,749284,289069,148902,133593,160380,151660,273094,345146,317418,267513,271289,271207,254446
 "42000","Pennsylvania",2,SAINC5H,930,"...","   State and local","Thousands of dollars",296726,299608,313034,299411,294741,319404,343458,324748,333952,363457,360191,361978,351977,356053,371007,390583,411218,450113,526035,577746,610129,646867,697277,755596,828599,903568,952573,1071653,1163176
"Note: See the included footnote file."
"SAINC5H: Personal Income by Major Component and Earnings by Industry (Historical) 1/"
"Last updated: March 6, 2019-- revised statistics for 1929-1957."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
