GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957
 "41000","Oregon",8,SAINC7H,50,"...","Wages and salaries (thousands of dollars)","Thousands of dollars",388276,360412,298919,230136,215237,260754,289947,335868,373041,355729,384814,413941,530927,813106,1141854,1155740,1068819,1068196,1259224,1385348,1369099,1502392,1728591,1831167,1888151,1879843,2034857,2191425,2177877
 "41000","Oregon",8,SAINC7H,81,"[01-02]"," Farm wages and salaries","Thousands of dollars",22222,20051,16159,11184,10182,14209,15019,18062,20000,19078,17964,17965,21947,27779,36746,41735,44805,54548,60157,55017,51698,54872,56701,57620,54870,53618,52460,51857,54407
 "41000","Oregon",8,SAINC7H,82,"..."," Nonfarm wages and salaries","Thousands of dollars",366054,340361,282760,218952,205055,246545,274928,317806,353041,336651,366850,395976,508980,785327,1105108,1114005,1024014,1013648,1199067,1330331,1317401,1447520,1671890,1773547,1833281,1826225,1982397,2139568,2123470
 "41000","Oregon",8,SAINC7H,90,"...","  Private nonfarm wages and salaries","Thousands of dollars",319200,291800,233600,172700,159700,189800,214800,250400,285300,264800,292700,318300,426100,665500,889614,916931,835848,864511,1049057,1163719,1125401,1252071,1438263,1509900,1556249,1534404,1673144,1800931,1758215
 "41000","Oregon",8,SAINC7H,100,"[07-09]","   Agricultural services, forestry, and fishing","Thousands of dollars",1100,1000,800,600,800,700,900,700,900,700,600,700,1000,1700,1800,2500,2600,3500,5000,6203,4943,5612,6103,5985,6042,6893,5975,6692,6450
 "41000","Oregon",8,SAINC7H,200,"B","   Mining","Thousands of dollars",1700,1500,1200,800,700,1100,1900,2000,1600,1400,1900,2800,3400,3100,3208,1995,2100,3099,3700,5406,5517,5302,5881,5774,6267,6389,6808,7384,7184
 "41000","Oregon",8,SAINC7H,300,"C","   Construction","Thousands of dollars",12300,11900,9400,6300,4700,7100,8200,10100,8400,10700,12900,13600,27200,58000,51544,41300,36012,56987,74313,84012,81611,95958,115839,110198,107559,104379,108131,127001,123693
 "41000","Oregon",8,SAINC7H,400,"D","   Manufacturing","Thousands of dollars",114100,95100,66800,43500,48900,63700,72700,89700,108100,93500,106500,115600,177500,346900,523530,523365,411365,322085,400957,462446,426180,495213,587441,618861,622792,605819,675514,711756,663319
 "41000","Oregon",8,SAINC7H,500,"E","   Transportation and public utilities","Thousands of dollars",58300,54200,45200,34800,29700,32300,36100,40500,45300,41900,47400,52800,61600,77600,97159,111436,115523,129555,140723,157855,159032,172913,196754,210282,221044,215348,229506,250857,253119
 "41000","Oregon",8,SAINC7H,600,"F-G","   Wholesale and retail trade","Thousands of dollars",76700,75000,63000,48500,41500,48300,56100,64400,74200,71000,75100,81700,98300,111600,131453,143257,164522,220121,278237,280434,280004,296290,328438,346385,360069,360335,390210,418297,417842
 "41000","Oregon",8,SAINC7H,700,"H","   Finance, insurance, and real estate","Thousands of dollars",15400,14900,14100,11500,10100,10700,11300,11900,12300,12700,13200,13500,15200,16400,18953,21051,22607,30193,33908,39583,42473,47843,53111,57201,62336,65743,70564,77487,80153
 "41000","Oregon",8,SAINC7H,800,"I","   Services","Thousands of dollars",39600,38200,33100,26700,23300,25900,27600,31100,34500,32900,35100,37600,41900,50200,61967,72027,81119,98971,112219,127780,125641,132940,144696,155214,170140,169498,186436,201457,206455
 "41000","Oregon",8,SAINC7H,900,"...","  Government and government enterprises","Thousands of dollars",46854,48561,49160,46252,45355,56745,60128,67406,67741,71851,74150,77676,82880,119827,215494,197074,188166,149137,150010,166612,192000,195449,233627,263647,277032,291821,309253,338637,365255
 "41000","Oregon",8,SAINC7H,910,"...","   Federal civilian","Thousands of dollars",11200,11600,11800,11100,14400,20200,20300,32200,28400,31379,32378,33555,34551,36227,49894,50874,51966,52493,53868,53861,59120,55428,68328,74561,75906,76511,82305,91920,95772
 "41000","Oregon",8,SAINC7H,920,"...","   Military","Thousands of dollars",654,661,660,652,555,545,728,806,941,1072,1272,2121,7229,40900,119200,95500,79500,28344,13342,12558,12184,15522,28771,33533,31191,31462,31429,32933,32422
 "41000","Oregon",8,SAINC7H,930,"...","   State and local","Thousands of dollars",35000,36300,36700,34500,30400,36000,39100,34400,38400,39400,40500,42000,41100,42700,46400,50700,56700,68300,82800,100193,120696,124499,136528,155553,169935,183848,195519,213784,237061
"Note: See the included footnote file."
"SAINC7H: Wages and Salaries by Industry (Historical) 1/"
"Last updated: March 6, 2019-- revised statistics for 1929-1957."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
