GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "06000","California",8,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",71087,74775,143191,106643,99750,106518,133055,206471,148403,188386,220400,262384,253092,234605,227289,294012,488905,837324,931353,868468,1054818,1293925,1079600,1128118,1195829,1318251,1452358,1564981,1825555,2223188,2272973,2584461,2999166,3179123,3516719,3812463,4212547,4652969,5754636,6643298,7616204,9300701,10695547,11521550,12758371,15117591,18994216,21011565,22306606,24105492,26485686,30784183,36210987,39687570,42375699,44216304,47802875,51353036,53579191,57350771,62814344,69172892,76724918,88635461,93604307,95823749,100343420,105264283,105825193,111725348,117385478,122177543,135684664,146045078,154242369,161451803,169300669,181853277,192795018,218067133,241051110,266907132,268503844,271100586,282007703,301351437,325734618,338162216,335296094,352169164,374967595,552257140
 "06000","California",8,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),814010,1006013,1230931,994404,1040671,1115988,1259428,1361453,1446281,1691755,2092621,2128946,2439288,2841909,2998238,3291592,3537764,3921564,4362558,5425831,6244247,7172731,8868049,10258763,11033435,12190500,14429311,18040757,19971948,21418857,22912466,25086163,29263926,34418885,37848168,40352610,41454010,44739279,48083214,50554612,54212564,59262536,65684097,73667473,85648167,90780783,93067141,96912389,101309723,102280278,107321983,111911411,115569340,128268276,139978406,148997022,157294871,164041496,177191788,186959561,211475694,233879385,259129442,260086068,263478457,274567144,293320843,316833817,328079870,326576922,343207842,365175757,531273654
 "06000","California",8,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),98218,113938,148178,225799,270503,338565,409916,523447,595982,741582,857586,1013079,1129536,1287069,1464117,1613147,1724593,1941551,2121650,2291168,2673577,2889375,3417072,3945739,4403278,5400018,6144683,7022247,7956195,8875051,9765422,10939044,12566915,14712213,16097862,17094429,18103172,19448133,20698551,21723811,23379994,24797786,26917018,29635857,31710872,32597644,33569291,34669288,35915587,37137778,38305972,39532780,42208202,45089275,48040502,50500726,53310640,55899010,58299988,61053191,64123948,69742929,72158072,74241498,79090555,82989283,87254738,90709374,93122873,96231179,101589928,107892416,113514130
 "06000","California",8,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),44345,55091,80536,157308,184233,251495,306837,413494,473429,605772,694501,832564,913201,1043535,1192803,1291808,1377843,1574510,1743519,1888595,2236314,2417483,2892425,3389866,3809413,4712142,5375236,6167826,7049814,7895685,8684896,9730493,11234797,13181795,14484796,15412879,16293456,17301592,18338242,19118801,20486080,21717571,23304651,25302303,26943343,28500820,29806914,31131750,32488002,33770149,34916560,35967812,38170225,40376270,42383651,43906204,45823703,48157090,50826493,53651364,56489331,61985897,64408921,66691127,71520611,75232405,78820446,82561197,85046485,87899665,92319442,97810109,102257547
 "06000","California",8,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),53873,58847,67642,68491,86270,87070,103079,109953,122553,135810,163085,180515,216335,243534,271314,321339,346750,367041,378131,402573,437263,471892,524647,555873,593865,687876,769447,854421,906381,979366,1080526,1208551,1332118,1530418,1613066,1681550,1809716,2146541,2360309,2605010,2893914,3080215,3612367,4333554,4767529,4096824,3762377,3537538,3427585,3367629,3389412,3564968,4037977,4713005,5656851,6594522,7486937,7741920,7473495,7401827,7634617,7757032,7749151,7550371,7569944,7756878,8434292,8148177,8076388,8331514,9270486,10082307,11256583
 "06000","California",8,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),16843,19461,20650,21583,30243,31995,36020,38479,42307,46470,49989,56005,63348,65544,69075,71412,72885,76532,81135,87812,99091,104167,119090,136394,148046,177640,194823,227926,249219,267095,281556,303503,337258,369860,397662,411574,406833,413568,423362,424997,440519,447162,456242,467602,474912,474350,478137,477248,473103,475089,476002,469905,468702,472775,484939,485262,487039,490044,498520,504768,510774,538514,536644,544456,563772,574505,587399,595906,594630,592128,595101,603326,603274
 "06000","California",8,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),14921,16371,19525,22116,26173,22538,23702,25114,27022,28629,31746,35592,39547,45163,52175,58819,65097,72717,76392,80084,85185,86577,92794,108631,120385,143310,179565,211653,251931,266944,307266,345580,367598,406260,403245,420077,450107,541487,631120,783014,956746,1053484,1273442,1434163,1681413,1633657,1445767,1331220,1288489,1251286,1252539,1303007,1412425,1687726,2282444,2988327,3507711,3435488,2899550,2580934,2422070,2226599,2115573,2011897,2010342,2110349,2152282,1891847,1622901,1648092,1705016,1693103,1660396
 "06000","California",8,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),22109,23015,27467,24792,29854,32537,43357,46360,53224,60711,81350,88918,113440,132827,150064,191108,208768,217792,220604,234677,252987,281148,312763,310848,325434,366926,395059,414842,405231,445327,491704,559468,627262,754298,812159,849899,952776,1191486,1305827,1396999,1496649,1579569,1882683,2431789,2611204,1988817,1838473,1729070,1665993,1641254,1660871,1792056,2156850,2552504,2889468,3120933,3492187,3816388,4075425,4316125,4701773,4991919,5096934,4994018,4995830,5072024,5694611,5660424,5858857,6091294,6970369,7785878,8992913
 "06000","California",8,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),6718,9001,10448,12985,15501,17086,25922,35963,49591,71506,103851,135291,172647,196455,462069,1084524,1403768,1757731,2057908,2243450,2440334,2682953,3209213,3875936,4648949,5443580,6157810,7053878,7786127,9893109,10623970,11455801,12315768,13559959,14835214,16030932,17337388,19229824,20943055,23159464,29026261,32259390,34101314,36393650,39172264,40090506,43360418,45662191,46521966,54673937,57858070,62922644,68550053,71423567,81493086,86883468,93136436,100112334,109747135,111695232,119587684,128145102,142315718,159825523,167963552,160679091,171070950,184199313,198474910
 "06000","California",8,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),125293,584084,707682,801966,858526,952794,1052157,1198752,1467782,1813749,2238166,2646647,3023048,3662877,4313769,5304232,5995287,6755306,7628874,8226729,8894479,9654916,10226464,11656895,11865037,13142044,14721202,16663550,18466412,19963038,21421467,22580169,22667759,23100145,23951225,26031896,28225558,29913394,31969125,34996194,42667701,45125689,50079329,53618978,56082901,58638933,60700512,62723367,66903702,71094472,74116237,77594347,82338410,87943683,91727654
