GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957
 "40000","Oklahoma",6,SAINC5H,10,"...","Personal income (thousands of dollars)","Thousands of dollars",1065620,876044,706299,511404,525544,598869,707424,761919,874465,802832,811942,869193,986401,1423443,1766587,1983267,2002261,2046236,2199369,2390623,2484777,2593908,2915606,3192022,3312327,3322488,3510102,3732376,3905271
 "40000","Oklahoma",6,SAINC5H,20,"...","Population (persons) 2/","Number of persons",2372000,2401000,2403000,2394000,2392000,2391000,2386000,2365000,2334000,2324000,2333000,2325000,2262000,2228000,2203000,2056000,2025000,2131000,2133000,2089000,2105000,2229000,2210000,2219000,2182000,2209000,2250000,2273000,2282000
 "40000","Oklahoma",6,SAINC5H,30,"...","Per capita personal income (dollars) 3/","Dollars",449,365,294,214,220,250,296,322,375,345,348,374,436,639,802,965,989,960,1031,1144,1180,1164,1319,1438,1518,1504,1560,1642,1711
 "40000","Oklahoma",6,SAINC5H,35,"..."," Total earnings","Thousands of dollars",865985,698411,551873,403335,424921,489700,596478,597405,725673,660397,663045,721090,838739,1251241,1590996,1794702,1773899,1695534,1810441,2001040,2059976,2114505,2466102,2702245,2754875,2742929,2904030,3069768,3198023
 "40000","Oklahoma",6,SAINC5H,36,"..."," Less: Contributions for government social insurance 4/","Thousands of dollars",902,864,790,812,649,662,652,642,12990,14169,13342,14571,16477,21830,34468,41624,55059,62403,50280,42752,47102,46696,55483,63633,67350,77581,86322,94944,107799
 "40000","Oklahoma",6,SAINC5H,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",743,725,692,656,572,586,558,605,3711,3284,3380,3768,4204,7444,17059,21606,21641,15032,15725,15126,14905,20613,24861,28359,30376,35585,39624,44384,51235
 "40000","Oklahoma",6,SAINC5H,38,"...","  Employer contributions for government social insurance","Thousands of dollars",159,139,98,156,77,76,94,37,9279,10885,9962,10803,12273,14386,17409,20018,33418,47371,34555,27626,32197,26083,30622,35274,36974,41996,46698,50560,56564
 "40000","Oklahoma",6,SAINC5H,42,"..."," Plus: Adjustment for residence 5/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2,179,417,904,1347,1699,1941,2291,2812,3530
 "40000","Oklahoma",6,SAINC5H,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",865083,697547,551083,402523,424272,489038,595826,596763,712683,646228,649703,706519,822262,1229411,1556528,1753078,1718840,1633131,1760161,1958290,2013053,2068226,2411523,2639959,2689224,2667289,2819999,2977636,3093754
 "40000","Oklahoma",6,SAINC5H,46,"..."," Plus: Dividends, interest, and rent 6/","Thousands of dollars",183827,160974,117861,84501,80570,91927,93517,117630,130840,126908,127196,125450,125058,152123,170248,178685,189334,222209,236659,237658,267119,294269,305283,344439,396286,425952,433615,481462,508339
 "40000","Oklahoma",6,SAINC5H,47,"..."," Plus: Personal current transfer receipts","Thousands of dollars",16710,17523,37355,24380,20702,17904,18081,47526,30942,29696,35043,37224,39081,41909,39811,51504,94087,190896,202549,194675,204605,231413,198800,207624,226817,229247,256488,273278,303178
 "40000","Oklahoma",6,SAINC5H,50,"..."," Wages and salaries","Thousands of dollars",576833,523170,416571,317760,307903,356282,389550,439170,470284,450088,449184,464895,530356,757421,1054024,1178961,1185459,1003074,1090235,1277114,1330887,1443350,1684430,1883306,1975555,1997830,2133278,2286372,2353843
 "40000","Oklahoma",6,SAINC5H,60,"..."," Supplements to wages and salaries","Thousands of dollars",9408,9487,8864,7912,7557,8267,9385,11200,20814,22322,22174,29164,36176,60139,73324,77160,90390,95400,80987,82832,95298,107438,138819,163351,169998,178634,191947,210498,232692
 "40000","Oklahoma",6,SAINC5H,61,"...","  Employer contributions for employee pension and insurance funds 7/","Thousands of dollars",9249,9348,8766,7756,7480,8191,9291,11163,11535,11437,12212,18361,23903,45753,55915,57142,56972,48029,46432,55206,63101,81355,108197,128077,133024,136638,145249,159938,176128
