GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957
 "91000","New England",1,SAINC5H,10,"...","Personal income (thousands of dollars)","Thousands of dollars",7122108,6585287,5886413,4714423,4411886,4874389,5224507,5868500,6089381,5591142,6023061,6491968,7922630,9766511,11215503,11537235,11645311,12531860,13280483,14058294,13862895,15328184,17056808,18127734,19279640,19565399,20958205,22401175,23657803
 "91000","New England",1,SAINC5H,20,"...","Population (persons) 2/","Number of persons",8130000,8175000,8193000,8220000,8254000,8296000,8361000,8391000,8409000,8427000,8438000,8449000,8586000,8627000,8534000,8588000,8515000,8909000,9059000,9232000,9379000,9316000,9289000,9358000,9628000,9833000,9871000,9928000,10030000
 "91000","New England",1,SAINC5H,30,"...","Per capita personal income (dollars) 3/","Dollars",876,806,718,574,535,588,625,699,724,663,714,768,923,1132,1314,1343,1368,1407,1466,1523,1478,1645,1836,1937,2002,1990,2123,2256,2359
 "91000","New England",1,SAINC5H,35,"..."," Total earnings","Thousands of dollars",5231626,4735987,4077479,3136220,3008969,3462482,3815532,4256935,4631040,4260052,4605045,5008785,6445746,8277135,9747003,10026670,9943246,10367903,10950382,11653799,11366350,12408977,14306193,15062941,15996731,15956647,17013554,18295194,19170903
 "91000","New England",1,SAINC5H,36,"..."," Less: Contributions for government social insurance 4/","Thousands of dollars",5562,5508,5335,5320,4776,5009,4930,34912,120419,127757,149161,159772,207298,237189,275841,298557,328858,410781,357537,298291,321261,397590,513112,541503,544321,590075,643226,678316,759173
 "91000","New England",1,SAINC5H,37,"...","  Employee and self-employed contributions for government social insurance","Thousands of dollars",5043,5055,5012,4805,4519,4753,4611,5023,41104,36047,34383,37932,49333,67613,96575,122177,121945,104151,105981,109079,102465,142334,170951,182774,188620,227293,256233,274811,323018
 "91000","New England",1,SAINC5H,38,"...","  Employer contributions for government social insurance","Thousands of dollars",519,453,323,515,257,256,319,29889,79315,91710,114778,121840,157965,169576,179266,176380,206913,306630,251556,189212,218796,255256,342161,358729,355701,362782,386993,403505,436155
 "91000","New England",1,SAINC5H,42,"..."," Plus: Adjustment for residence 5/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),39644,46621,65300,89161,111581,140084,162464,192070,228659,262930
 "91000","New England",1,SAINC5H,45,"..."," Equals: Net earnings by place of residence","Thousands of dollars",5226064,4730479,4072144,3130900,3004193,3457473,3810602,4222023,4510621,4132295,4455884,4849013,6238448,8039946,9471162,9728113,9614388,9957122,10592845,11395152,11091710,12076687,13882242,14633019,15592494,15529036,16562398,17845537,18674660
 "91000","New England",1,SAINC5H,46,"..."," Plus: Dividends, interest, and rent 6/","Thousands of dollars",1802712,1758394,1631450,1437858,1259460,1283247,1272868,1410042,1423403,1247264,1366319,1421975,1479025,1525230,1550758,1565261,1590298,1730880,1849819,1966795,1941652,2315876,2360194,2636187,2769562,2983081,3243462,3349273,3568395
