GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "96000","Southwest",6,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",56946,60023,135289,91131,79943,81105,84188,173435,105101,110480,121293,126546,139687,156017,154079,197821,376123,751742,809694,767955,795983,1011445,820075,818926,875130,928903,1038960,1122458,1278694,1437934,1555939,1644521,1850828,1994769,2152092,2246873,2451442,2674380,3241993,3812317,4252154,5038290,5884916,6594424,7839053,9356556,11830620,12979702,13780579,15262752,17433460,20480106,23384705,26442774,29517005,31305044,33530346,36547638,38602358,40956227,45253075,50197672,55744262,64769272,69291733,74296602,80479556,85917635,89538969,91833332,95405855,101034754,111575290,122544595,131494340,139806611,154006078,165949109,181273928,206891544,227408113,250066519,256131543,256223597,264519696,278744931,295019934,308117393,317594080,332112580,351226874,471736546
 "96000","Southwest",6,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),713519,743394,945098,738258,735326,804606,879425,967796,1033741,1179126,1342085,1453515,1543935,1741966,1865057,2000927,2074098,2259367,2489984,3009877,3538067,3879346,4668355,5517136,6178051,7349699,8758505,10997150,12065151,12996449,14206648,16180626,19108752,21759131,24750194,27644983,28756728,30722759,33573610,35900639,38208363,42196277,47231229,53136134,62209048,66840224,71864171,77403618,82334876,86308577,87799816,90372095,94937416,104731676,116916252,126606588,135904425,149011065,161433345,175545125,200365370,220254095,242253105,247631028,248509697,256950232,270505192,285814459,297602808,308434871,322616137,340718838,452582931
 "96000","Southwest",6,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),38792,45666,59532,101235,124383,168156,204194,272886,320143,420169,495657,615548,691175,802959,939156,1024505,1095253,1257896,1406212,1528437,1804469,1963007,2357929,2788134,3172842,3959199,4510377,5271374,6013861,6768567,7524299,8463239,9842161,11543928,12721037,13771540,14912329,15971409,17124784,18139527,19228883,20672058,22294804,24230446,26086555,27852315,29489604,31101033,32591526,34092755,35452395,36636140,38916631,41456500,43964141,46376755,49380675,52794516,56545908,60285737,63849514,70137039,73161581,75914831,81400064,85585383,89743080,94144902,97294523,101226826,107066990,114372939,120555039
 "96000","Southwest",6,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),20821,24850,36282,77007,91830,131210,163430,228970,271855,367542,436898,549778,616062,724000,852836,933338,999498,1155642,1295426,1407543,1665452,1814678,2191760,2593244,2958278,3699027,4219751,4926708,5629951,6357496,7059693,7907279,9219762,10873663,12008770,13051924,14170144,15195040,16311135,17152673,18130495,19600521,21147555,23043845,24801502,26456191,27983060,29621013,31149087,32713437,34104219,35273252,37524797,39980112,42400647,44453588,47090268,50455078,54169375,57777547,61222213,67538691,70624368,73405662,78824624,83028109,87139861,91556896,94877072,98821693,104602068,111841563,117985853
 "96000","Southwest",6,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),17971,20816,23250,24228,32553,36946,40764,43916,48288,52627,58759,65770,75113,78959,86320,91167,95755,102254,110786,120894,139017,148329,166169,194890,214564,260172,290626,344666,383910,411071,464606,555960,622399,670265,712267,719616,742185,776369,813649,986854,1098388,1071537,1147249,1186601,1285053,1396124,1506544,1480020,1442439,1379318,1348176,1362888,1391834,1476388,1563494,1923167,2290407,2339438,2376533,2508190,2627301,2598348,2537213,2509169,2575440,2557274,2603219,2588006,2417451,2405133,2464922,2531376,2569186
 "96000","Southwest",6,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),13307,15649,16872,17266,24759,26778,30308,32522,35588,38970,43417,49313,57666,60238,65935,69580,71662,75738,80603,88949,102317,109077,125970,148604,162836,197031,217753,256108,280918,303072,321947,351203,393942,437114,474987,495107,495138,511603,527287,538904,563913,587244,618171,646766,668801,677807,697083,707397,715645,728187,740549,744737,756153,773609,802015,822258,845034,871635,911054,943871,975885,1031737,1062719,1083272,1135525,1169302,1201971,1237099,1257138,1278283,1318732,1368805,1402978
 "96000","Southwest",6,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4579,4997,6208,6874,7701,10032,10367,11306,12606,13557,15234,16345,17328,18600,20267,21468,24034,26459,30126,31886,36642,39197,39516,43395,46249,50871,61077,76584,90724,95691,128811,181377,204491,209144,213403,198722,221297,237804,257023,416277,495759,453312,497004,508609,580325,681010,773178,737258,686027,618932,573752,574023,607382,675636,705688,1024977,1360516,1357514,1344647,1451954,1541303,1465056,1361406,1308299,1323918,1301379,1256349,1159571,1073017,1082815,1109922,1126080,1124178
 "96000","Southwest",6,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),85,170,170,88,93,136,89,88,94,100,108,112,119,121,118,119,59,57,57,59,58,55,683,2891,5479,12270,11796,11974,12268,12308,13848,23380,23966,24007,23877,25787,25750,26962,29339,31673,38716,30981,32074,31226,35927,37307,36283,35365,40767,32199,33875,44128,28299,27143,55791,75932,84857,110289,120832,112365,110113,101555,113088,117598,115997,86593,144899,191336,87296,44035,36268,36491,42030
 "96000","Southwest",6,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2824,3835,4443,5549,6651,7334,11223,15627,19480,34396,54330,58523,65268,65608,151607,451265,658625,725527,825057,946088,1082352,1348512,1578700,2023702,2352920,2681341,3114034,3660034,4328245,4905263,6065620,7073926,7676329,8306315,8945859,9923076,10838019,12403815,14787431,17248178,21730692,23942091,27350312,30331164,32977351,35203585,35039867,35781078,37814214,42926408,48486888,53233314,58987759,65773439,73797089,82499344,88367249,96921922,102586774,106313352,108044384,112495626,120873492,129484192,136038613,138999832,146996333,153736550,165606140
 "96000","Southwest",6,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),71062,331272,424419,484162,537809,590394,650382,770163,933409,1143541,1368883,1624465,1927858,2257842,2755304,3089933,4084376,4750731,5192146,5629201,6118630,6676931,7109332,8024369,9141778,9850272,11411536,12850238,15164491,17478362,19356734,20921414,20261203,19998380,20846830,22936392,25066161,27426003,30974683,34482291,41829074,45173790,48552340,52141142,54704172,57424372,59735794,62170350,64556470,68719521,72107053,76015626,81259993,87586014,92146583
 "96000","Southwest",6,SAINC35,2220,"...","   Public assistance medical care benefits 2/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2824,3835,4443,5549,6651,7334,11223,15627,19480,34396,54330,58523,65268,65608,80545,104756,212358,213354,252642,313710,383029,521066,586766,818515,921635,990744,1113650,1319197,1480198,1706699,1850447,2170625,2320647,2491781,2612108,2982946,3370833,3989699,5193572,6927373,9856454,10681662,11848333,12542843,13296813,13945064,14397414,15362582,16478782,19418658,22754253,24882217,26918264,29987826,30371030,35602106,37893159,42631520,45663560,46575681,45870722,48111127,53978944,58268022,61647682,60640133,63428892,63717400,70976148
 "96000","Southwest",6,SAINC35,2221,"...","    Medicaid 3/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),252587,313661,382992,521044,586766,759515,847372,901302,1009026,1199392,1351946,1561721,1723943,2057104,2191690,2353026,2472718,2839201,3230948,3836183,5000378,6725980,9584845,10426751,11624065,12335115,13098070,13728986,14195646,15122776,16162756,18724607,21902333,24077151,26063662,29225701,29639853,34015084,35638819,40066031,43532330,44563161,43879834,45899655,51864876,56385590,59649103,58649520,61451095,61820823,69169181
