GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
 "47000","Tennessee",5,SAINC7S,50,"...","Wages and salaries by place of work (thousands of dollars)","Thousands of dollars",3318126,3617396,3784731,3932172,4224747,4519667,4922522,5372901,6052841,6481312,7239650,7990044,8519078,9269980,10411701,11716780,12937818,13508573,15057893,16905670,19331572,21491098,23200309,25363506,26286620,28048523,31010873,33378646,35854069,39094808,42070176,44557486,47084668,48961060,52847210,56076410,60156653,64101944,67049593,71565206,76348383,80562188,84731811,86150248
 "47000","Tennessee",5,SAINC7S,81,"[01-02]"," Farm wages and salaries","Thousands of dollars",35768,40441,41516,42018,40910,51528,50748,47051,60969,53017,51184,48110,57858,56369,59899,63939,74015,72175,75128,91372,86501,95443,100228,98761,113703,107231,104720,104043,94951,93288,102982,106610,121722,115418,108312,115735,112679,120427,118947,124939,137889,139350,123693,144353
 "47000","Tennessee",5,SAINC7S,82,"..."," Nonfarm wages and salaries","Thousands of dollars",3282358,3576955,3743215,3890154,4183837,4468139,4871774,5325850,5991872,6428295,7188466,7941934,8461220,9213611,10351802,11652841,12863803,13436398,14982765,16814298,19245071,21395655,23100081,25264745,26172917,27941292,30906153,33274603,35759118,39001520,41967194,44450876,46962946,48845642,52738898,55960675,60043974,63981517,66930646,71440267,76210494,80422838,84608118,86005895
 "47000","Tennessee",5,SAINC7S,90,"...","  Private nonfarm wages and salaries","Thousands of dollars",2675693,2931955,3066783,3167334,3406932,3634036,3951668,4318526,4885335,5226838,5837904,6467863,6852083,7433184,8349466,9473330,10453494,10736261,12054379,13511497,15444193,17240289,18525382,20375367,21209464,22798338,25469823,27384392,29531172,32222363,34697252,36960723,38867978,40498154,44168640,46896594,50306190,53923895,56552387,60921569,65244737,68987806,72506592,73326674
 "47000","Tennessee",5,SAINC7S,100,"[07-09]","   Agricultural services, forestry, and fishing","Thousands of dollars",4928,4691,5740,6102,7033,6707,8602,10168,10274,11643,13359,14559,15948,18172,19842,22979,26189,27361,31642,35676,47822,52544,62650,63864,66700,73537,82912,93952,101110,113502,120019,128060,142961,150171,155723,166694,189988,209694,231523,247394,276547,303867,330056,364971
 "47000","Tennessee",5,SAINC7S,110,"07","    Agricultural services","Thousands of dollars",4005,4628,5693,6045,6962,6435,7472,8175,8377,9525,11212,12038,13443,15625,17194,20521,23818,24826,28882,32691,44330,48462,57839,58529,61478,68351,77277,88078,95512,107833,114482,122794,138147,147227,152689,162621,(D),204487,225454,241189,269512,296917,322441,(NA)
 "47000","Tennessee",5,SAINC7S,120,"...","    Forestry and fishing","Thousands of dollars",923,63,47,57,71,272,1130,1993,1897,2118,2147,2521,2505,2547,2648,2458,2371,2535,2760,2985,3492,4082,4811,5335,5222,5186,5635,5874,5598,5669,5537,5266,4814,2944,3034,4073,(D),5207,6069,6205,7035,6950,7615,(NA)
 "47000","Tennessee",5,SAINC7S,121,"08","     Forestry","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),4995,5402,5640,5492,5551,5411,5170,(D),(D),(D),(D),(D),(D),(D),(D),6994,6908,(D),(NA)
 "47000","Tennessee",5,SAINC7S,122,"...","     Fishing","Thousands of dollars",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),191,233,234,106,118,126,96,(D),(D),(D),(D),140,(D),(D),(D),41,42,(D),(NA)
 "47000","Tennessee",5,SAINC7S,200,"B","   Mining","Thousands of dollars",29049,30525,29748,29168,30180,31201,32704,35710,36676,38415,41761,43174,47849,53457,58637,62881,80364,108070,106443,125225,152765,164823,173525,190297,183934,164296,173241,175910,165282,171871,180875,181950,179396,157797,150457,151163,156424,162646,175275,198414,201997,189572,180526,183360
