GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957
 "29000","Missouri",4,SAINC7H,50,"...","Wages and salaries (thousands of dollars)","Thousands of dollars",1345740,1259088,1084753,851809,796564,893618,947310,1074566,1153911,1107850,1155304,1210707,1499535,1868932,2263577,2440596,2542600,2545693,2836615,3137369,3189740,3456201,3994672,4358394,4691309,4656890,4962359,5297133,5468242
 "29000","Missouri",4,SAINC7H,81,"[01-02]"," Farm wages and salaries","Thousands of dollars",27273,23059,18179,15251,14254,13194,16021,17059,19000,20082,20958,25950,29928,38692,43698,47697,46796,56531,69033,64250,60091,63833,63061,58992,57231,52133,51821,48284,50338
 "29000","Missouri",4,SAINC7H,82,"..."," Nonfarm wages and salaries","Thousands of dollars",1318467,1236029,1066574,836558,782310,880424,931289,1057507,1134911,1087768,1134346,1184757,1469607,1830240,2219879,2392899,2495804,2489162,2767582,3073119,3129649,3392368,3931611,4299402,4634078,4604757,4910538,5248849,5417904
 "29000","Missouri",4,SAINC7H,90,"...","  Private nonfarm wages and salaries","Thousands of dollars",1191100,1104800,935200,713000,658700,730900,775600,860800,947600,879100,930800,984100,1240800,1513800,1750941,1859598,1923741,2131382,2455965,2733675,2763974,2992670,3389381,3714727,4026558,3966375,4245460,4550170,4674285
 "29000","Missouri",4,SAINC7H,100,"[07-09]","   Agricultural services, forestry, and fishing","Thousands of dollars",2800,2600,2800,2200,1800,1400,1600,1600,2400,2200,2500,2500,2900,3400,3100,3800,3600,4000,4000,4121,3785,4194,4897,5782,6066,6444,6476,6655,6719
 "29000","Missouri",4,SAINC7H,200,"B","   Mining","Thousands of dollars",17200,15800,12200,10300,9700,7900,7200,8600,11100,9200,10200,11700,14100,19400,21654,20254,14400,20891,27900,30691,31957,30003,34211,38014,36354,35756,37306,40603,41040
 "29000","Missouri",4,SAINC7H,300,"C","   Construction","Thousands of dollars",63300,60200,44000,24000,18400,15700,20800,30100,29800,28600,34000,32500,118500,114700,64681,49779,63221,103776,138524,156686,149126,175542,221371,239066,235337,267660,312941,327888,293076
 "29000","Missouri",4,SAINC7H,400,"D","   Manufacturing","Thousands of dollars",358700,328000,262700,199600,194500,228600,245900,279800,313200,268700,300100,322700,421700,620400,821645,854584,826530,746834,881124,988622,982708,1090237,1260270,1433407,1625634,1520270,1604797,1708689,1798239
 "29000","Missouri",4,SAINC7H,500,"E","   Transportation and public utilities","Thousands of dollars",196100,179300,151500,118800,109800,117300,127400,139300,153500,145600,150000,156600,176700,216600,252272,291111,298659,337482,358658,402061,409150,428717,482066,514253,549098,529569,555671,603612,626498
 "29000","Missouri",4,SAINC7H,600,"F-G","   Wholesale and retail trade","Thousands of dollars",329000,301600,265900,199800,183100,210700,218800,234700,258400,252500,257900,274100,310900,316000,343522,377994,431959,572795,667088,713720,727640,773428,851103,900965,938185,948149,1007712,1079323,1093866
 "29000","Missouri",4,SAINC7H,700,"H","   Finance, insurance, and real estate","Thousands of dollars",80500,76900,71100,60600,53800,53400,57600,60700,64000,62300,64100,66100,69400,75100,79524,81110,88027,107874,116526,133501,141623,155669,169319,184458,199584,213966,230613,251998,258725
 "29000","Missouri",4,SAINC7H,800,"I","   Services","Thousands of dollars",143500,140400,125000,97700,87600,95900,96300,106000,115200,110000,112000,117900,126600,148200,164543,180966,197345,237730,262145,304273,317985,334880,366144,398782,436300,444561,489944,531402,556122
 "29000","Missouri",4,SAINC7H,900,"...","  Government and government enterprises","Thousands of dollars",127367,131229,131374,123558,123610,149524,155689,196707,187311,208668,203546,200657,228807,316440,468938,533301,572063,357780,311617,339444,365675,399698,542230,584675,607520,638382,665078,698679,743619
 "29000","Missouri",4,SAINC7H,910,"...","   Federal civilian","Thousands of dollars",27500,28200,28500,26700,32800,47500,50100,99000,85700,102754,98554,95015,87909,92840,124238,120801,130763,134375,134265,142220,155362,159464,189079,192372,191158,199760,210719,221129,231847
 "29000","Missouri",4,SAINC7H,920,"...","   Military","Thousands of dollars",1567,1329,1474,1058,1210,1324,1489,1707,2011,1914,2192,1442,39198,122700,243600,310100,329800,94205,28952,28201,23457,41282,131562,143515,154404,162981,153861,144299,137154
 "29000","Missouri",4,SAINC7H,930,"...","   State and local","Thousands of dollars",98300,101700,101400,95800,89600,100700,104100,96000,99600,104000,102800,104200,101700,100900,101100,102400,111500,129200,148400,169023,186856,198952,221589,248788,261958,275641,300498,333251,374618
"Note: See the included footnote file."
"SAINC7H: Wages and Salaries by Industry (Historical) 1/"
"Last updated: March 6, 2019-- revised statistics for 1929-1957."
"Source: U.S. Department of Commerce / Bureau of Economic Analysis / Regional Economic Accounts"
