GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
 "21000","Kentucky",5,SAEMP27S,20,"...","Wage and salary employment by place of work (number of jobs)","Number of jobs",1062844,1064553,1079762,1099255,1160707,1197012,1168045,1221691,1267361,1326759,1346720,1317072,1305340,1272581,1269880,1321275,1351767,1378983,1426804,1478522,1529623,1563278,1559366,1603098,1643490,1690358,1736377,1760408,1802133,1836220,1876601,1909887,1884751
 "21000","Kentucky",5,SAEMP27S,70,"[01-02]"," Farm wage and salary employment","Number of jobs",28937,29370,29443,29761,32195,34780,21508,30700,29752,33000,20995,25974,26875,26550,28770,25851,18056,22359,17669,18089,21485,22245,19017,21420,18468,14599,17244,15101,18495,15766,16626,16623,17577
 "21000","Kentucky",5,SAEMP27S,80,"..."," Nonfarm wage and salary employment","Number of jobs",1033907,1035183,1050319,1069494,1128512,1162232,1146537,1190991,1237609,1293759,1325725,1291098,1278465,1246031,1241110,1295424,1333711,1356624,1409135,1460433,1508138,1541033,1540349,1581678,1625022,1675759,1719133,1745307,1783638,1820454,1859975,1893264,1867174
 "21000","Kentucky",5,SAEMP27S,90,"...","  Private nonfarm wage and salary employment","Number of jobs",792819,799639,814921,839797,889023,912022,892219,932950,979922,1032548,1055346,1014814,1009648,978079,973358,1025425,1056063,1074286,1123425,1169389,1211856,1241456,1236413,1267206,1309395,1357969,1397276,1422889,1458638,1491309,1525258,1547327,1519397
 "21000","Kentucky",5,SAEMP27S,100,"[07-09]","   Agricultural services, forestry, and fishing","Number of jobs",2506,2582,2735,2872,3191,3465,3689,4152,4497,5676,6353,6671,6761,7280,8370,9328,10329,11060,11776,12005,11820,12425,12568,12305,12779,13552,14385,15127,15975,16307,16951,17265,17120
 "21000","Kentucky",5,SAEMP27S,110,"07","    Agricultural services","Number of jobs",2500,2576,2731,2863,3191,3465,3678,4131,4471,5650,6318,6623,6729,7261,8348,9304,10306,11035,11743,11970,11777,12378,12513,12244,12738,13499,14340,15059,15911,16252,16886,17193,(NA)
 "21000","Kentucky",5,SAEMP27S,120,"...","    Forestry and fishing","Number of jobs",6,6,4,9,0,0,11,21,26,26,35,48,32,19,22,24,23,25,33,35,43,47,55,61,41,53,45,68,64,55,65,72,(NA)
 "21000","Kentucky",5,SAEMP27S,121,"08","     Forestry","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),16,24,26,31,39,22,28,(D),(D),(D),(D),(D),(D),(NA)
 "21000","Kentucky",5,SAEMP27S,122,"...","     Fishing","Number of jobs",(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),19,19,21,24,22,19,25,(D),(D),(D),(D),(D),(D),(NA)
 "21000","Kentucky",5,SAEMP27S,200,"B","   Mining","Number of jobs",26280,28415,30246,31264,31626,39024,46510,47047,51418,52908,54626,53012,54662,53144,42727,46065,44397,40684,39632,36673,34957,35855,32526,30115,28337,28484,25462,23318,23449,23171,21674,19609,20460
