GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "20000","Kansas",4,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",23846,22736,37898,25112,20232,17381,19737,40451,22384,23694,27611,29339,30314,30773,29300,35387,64145,117227,113524,100299,105736,142722,119522,128030,139782,154573,175648,190770,226094,257989,279990,302066,334516,345008,365897,378811,412774,443699,531743,616261,688973,803260,915885,984567,1151429,1323781,1613327,1783479,1929490,2104404,2320870,2761073,3180916,3569006,3804406,3922048,4135547,4339836,4462036,4681762,5141523,5581902,6063751,6722900,7121665,7356700,7752389,8014460,8409892,8544227,8902161,9650835,10549124,11208997,11709049,12040452,12696735,13642787,14686821,16552460,18025603,19189749,19625770,19354458,19639358,20380970,21116856,21884629,22559744,23628033,25050174,32319421
 "20000","Kansas",4,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),93962,99404,134380,108090,115471,129288,146922,164055,176445,209968,243446,264312,286634,317210,326336,344248,354512,387827,417491,501420,580717,638024,753473,867643,931069,1089813,1250066,1512484,1674578,1837494,1982607,2179729,2609898,3005188,3391229,3611727,3662820,3854194,4046158,4195530,4410165,4840677,5292784,5812821,6478869,6891131,7131295,7471502,7692117,8122918,8189907,8465556,9128122,9971795,10740188,11306573,11723157,12296503,13287530,14241474,16049893,17479432,18597661,18988650,18779794,19081318,19781597,20455688,21139545,21918805,22970663,24331567,30484523
 "20000","Kansas",4,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),10143,11698,14680,23316,28871,39150,48496,64247,75119,102199,121420,145167,159707,178908,198352,210958,220621,246495,269166,287689,332199,351872,416272,484286,535519,656953,737253,836620,929973,1025361,1115739,1239292,1417278,1661526,1845281,1956663,2046144,2157822,2268260,2352527,2500937,2648611,2828784,3034728,3218888,3375502,3521092,3665682,3805263,3913465,4007293,4087147,4285421,4504223,4689206,4817515,5005740,5248426,5542045,5813185,6064748,6622960,6844423,7032746,7470051,7793483,8116023,8439248,8634863,8901038,9344529,9887219,10320659
 "20000","Kansas",4,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4760,5597,8057,16432,19371,28929,36957,51846,61526,87054,105528,127173,139257,157567,176642,188232,197102,221990,242886,258526,298744,316354,375838,436233,482727,591681,665612,753210,838851,927853,1012918,1127265,1294015,1524328,1696786,1802671,1887540,1996501,2101511,2180199,2311574,2453984,2625306,2820659,2990232,3142387,3276842,3420719,3567295,3682308,3779596,3861910,4061597,4276099,4445793,4566278,4748830,4980415,5263901,5524867,5769347,6313765,6526160,6708153,7131471,7445011,7743603,8053801,8265066,8535269,8964326,9490457,9922258
 "20000","Kansas",4,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5383,6101,6623,6884,9500,10221,11539,12401,13593,15145,15892,17994,20450,21341,21710,22726,23519,24505,26280,29163,33455,35518,40434,48053,52792,65272,71641,83410,91122,97508,102821,112027,123263,137198,148495,153992,158604,161321,166749,172328,189363,194627,203478,214069,228656,233115,244250,244963,237968,231157,227697,225237,223824,228124,243413,251237,256910,268011,278144,288318,295401,309195,318263,324593,338580,348472,372420,385447,369797,365769,380203,396762,398401
 "20000","Kansas",4,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5266,5976,6424,6634,9209,9888,11190,12006,13161,14679,15365,17492,19978,20869,21214,22216,22983,23944,25664,28471,32682,34577,39259,46283,50233,59938,65473,76605,83135,88321,92828,99704,110629,122007,132467,137358,137816,141931,145792,149418,155154,162203,169361,177440,183597,185643,188591,191592,193578,196472,199429,200890,203529,207686,216909,223422,228766,235101,245480,256140,264717,279949,289432,294741,307706,316556,324839,332245,335525,337706,341794,347783,349355
 "20000","Kansas",4,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),112,115,189,245,286,327,345,392,429,463,523,497,468,468,492,506,535,561,616,692,773,941,1121,1364,1600,1883,2735,3451,4577,5859,6478,6590,6962,9712,10764,11374,15770,14202,15730,17852,29130,27707,29434,32169,40585,43198,51705,49662,40633,31478,24829,20094,17304,16701,17898,17614,17426,20090,20688,21527,21497,20964,20249,21146,21564,22075,23235,21813,19977,20923,32684,43194,42359
 "20000","Kansas",4,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),5,10,10,5,5,6,4,3,3,3,4,5,4,4,4,4,1,0,0,0,0,0,54,406,959,3451,3433,3354,3410,3328,3515,5733,5672,5479,5264,5260,5018,5188,5227,5058,5079,4717,4683,4460,4474,4274,3954,3709,3757,3207,3439,4253,2991,3737,8606,10201,10718,12820,11976,10651,9187,8282,8582,8706,9310,9841,24346,31389,14295,7140,5725,5785,6687
 "20000","Kansas",4,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1472,1851,2168,2631,3076,3382,4903,6666,6955,7137,8309,10642,13517,17853,29836,80150,111183,129787,137237,156663,176301,212199,253811,303173,366970,421471,495807,537705,647582,766832,852654,955715,1019871,1067295,1104677,1155188,1206735,1411596,1656264,1863158,2146143,2355367,2502111,2660687,2717133,3032586,3040318,3155614,3538508,3975159,4343714,4364307,4769134,5168944,5836737,6177841,6471048,6991576,7074824,7595951,7562888,7652947,8138178,8625852,9034352,9284514,9812002,10380876,10854515
 "20000","Kansas",4,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),12642,58932,71674,85341,89458,97121,103771,125627,155811,177852,212278,246716,307346,343836,419840,502494,578899,654211,734915,760716,788219,818544,827848,947412,1072359,1118962,1254147,1355087,1498038,1668540,1764737,1887761,1854949,1884155,1971382,2180161,2309179,2515693,2752201,2952136,3533492,3775127,3992465,4265553,4423509,4567321,4679908,4781991,5031047,5291092,5485563,5719621,6058414,6464674,6731137
