GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "28000","Mississippi",5,SAINC35,1000,"...","Personal current transfer receipts (thousands of dollars)","Thousands of dollars",8940,9709,22181,15554,13096,13906,11883,24640,11575,12629,13609,14017,16180,16409,15801,23220,51607,117330,126612,124226,138727,173119,137433,128204,126587,137433,148374,154411,178890,204128,219218,232618,262027,272803,290103,302675,327569,360154,431459,488864,551666,688965,814011,918158,1064986,1312357,1631051,1785744,1909639,2099714,2396354,2879276,3263189,3588121,3950584,4085484,4279901,4534638,4720871,5028792,5495082,5962244,6707827,7514877,8011673,8499547,9290847,9958771,10334208,10419152,10731223,11525944,12866967,13814868,14440268,15523008,17459523,17583339,18367902,20791290,22227879,24089814,24934620,24914832,25468127,26210648,27306755,28211160,28418606,29365672,30728253,38826023
 "28000","Mississippi",5,SAINC35,2000,"..."," Current transfer receipts of individuals from governments","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),114871,128969,161383,124550,114004,115931,130276,138268,142468,166236,192108,205623,218981,248065,257237,271208,281117,304065,335644,402324,453900,501852,640582,765001,863109,1000747,1234683,1524383,1670121,1811535,1969219,2244850,2717497,3075420,3398212,3745160,3809120,3979102,4220956,4438245,4743487,5181196,5660986,6446272,7261113,7771586,8264010,8996126,9619487,10031387,10045110,10269536,10973109,12259632,13322714,14017921,15189076,17037393,17211402,17901725,20266283,21660247,23427233,24211221,24310922,24890498,25592877,26628331,27448238,27762522,28694581,29996670,37239355
 "28000","Mississippi",5,SAINC35,2100,"...","  Retirement and disability insurance benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),4624,5424,6798,11802,14732,19644,24259,32925,38709,54387,67576,85225,94540,110142,130240,139344,146750,166938,185299,199954,232763,251062,302479,356262,404384,500696,576738,664048,762275,846978,929639,1045290,1211210,1405681,1550569,1665807,1768971,1872514,1980372,2055852,2155799,2301460,2462588,2673331,2854500,3030683,3195145,3367306,3532068,3681204,3827463,3969695,4213689,4489651,4769669,4958935,5229972,5544056,5858416,6183986,6491235,7118594,7384338,7601346,8089495,8437600,8783614,9138842,9328609,9577986,9992322,10512677,10896935
 "28000","Mississippi",5,SAINC35,2110,"...","   Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2345,2745,4014,8857,10751,15518,19501,27709,33029,48102,60661,77518,86049,101245,120817,129804,136833,156286,173956,187667,218741,236161,285364,336482,382691,474461,547302,628805,723885,806843,887294,999651,1159602,1347807,1486559,1598464,1699465,1800458,1907333,1981000,2077514,2218109,2375199,2581319,2760381,2935689,3097572,3269693,3432238,3580220,3722785,3863046,4105766,4376283,4647174,4830696,5096227,5399980,5706350,6026318,6330863,6951164,7204628,7418621,7902001,8251613,8586076,8932107,9138164,9394122,9807921,10325023,10706767
 "28000","Mississippi",5,SAINC35,2120,"...","   Excluding Social Security benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2279,2679,2784,2945,3981,4126,4758,5216,5680,6285,6915,7707,8491,8897,9423,9540,9917,10652,11343,12287,14022,14901,17115,19780,21693,26235,29436,35243,38390,40135,42345,45639,51608,57874,64010,67343,69506,72056,73039,74852,78285,83351,87389,92012,94119,94994,97573,97613,99830,100984,104678,106649,107923,113368,122495,128239,133745,144076,152066,157668,160372,167430,179710,182725,187494,185987,197538,206735,190445,183864,184401,187654,190168
 "28000","Mississippi",5,SAINC35,2121,"...","    Railroad retirement and disability benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2163,2552,2590,2717,3735,3849,4465,4887,5309,5853,6395,7178,7995,8401,8894,8977,9330,10031,10644,11523,13172,13875,15840,18173,19783,23714,25997,30411,32778,34504,36161,39129,43610,48059,52273,54232,55174,56197,57603,59159,61997,64392,66763,69443,71548,72828,74067,74744,75574,77517,79801,80936,82483,85547,90958,95203,98850,102736,108413,113123,116376,122774,123211,124904,128857,130336,131921,133130,132022,131107,132376,134650,135230
 "28000","Mississippi",5,SAINC35,2122,"...","    Workers' compensation","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),105,105,172,217,234,257,278,314,355,416,506,515,482,482,514,548,579,613,691,754,840,1015,1235,1480,1707,2088,3008,4347,5138,5171,5651,5580,7071,8941,10848,12071,13312,14882,14327,14503,14798,17738,19341,21315,21111,20566,21952,21272,22271,21911,23125,23029,24101,26530,28481,27769,28142,31630,33929,35801,35929,34437,39420,41563,42533,43760,44927,44383,45172,46111,46766,47691,48796
 "28000","Mississippi",5,SAINC35,2123,"...","    Other government retirement and disability insurance benefits 1/","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),11,22,22,11,12,20,15,15,16,16,14,14,14,14,15,15,8,8,8,10,10,11,40,127,203,433,431,485,474,460,533,930,927,874,889,1040,1020,977,1109,1190,1490,1221,1285,1254,1460,1600,1554,1597,1985,1556,1752,2684,1339,1291,3056,5267,6753,9710,9724,8744,8067,10219,17079,16258,16104,11891,20690,29222,13251,6646,5259,5313,6142
 "28000","Mississippi",5,SAINC35,2200,"...","  Medical benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),0,0,0,0,0,0,0,0,0,685,1468,1586,1773,1861,9881,37343,53012,61054,82285,107573,134211,160379,204091,249049,293696,336096,398380,437954,559389,644748,738295,859601,904641,959538,1057586,1187469,1306737,1497990,1702595,2157006,2516416,2812088,3162969,3588480,3929571,4137734,3971712,4088985,4464467,5252220,5788273,6157822,7019065,7198663,7913119,8421469,9267422,9673082,10306618,10786576,10872834,11246018,11567070,12048953,12730902,12748579,13160910,13666394,14025200
 "28000","Mississippi",5,SAINC35,2210,"...","   Medicare benefits","Thousands of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),6983,32552,44290,49826,59514,66121,71404,82178,107304,128683,160609,193074,223972,255375,329789,383681,456284,519268,579407,633338,693906,763148,818806,938634,1002668,1196097,1392384,1538776,1760622,2019176,2278151,2413658,2253164,2217427,2328802,2575353,2776900,3026108,3402998,3687880,4491111,4793660,5125933,5486535,5674521,5881731,6034949,6150769,6241572,6550126,6773317,7033538,7409670,7864709,8139021
