GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
 "02000","Alaska",8,SAEMP25N,10,"...","Total employment (number of jobs)","Number of jobs",382166,381307,389734,394565,402187,405621,413864,421419,431320,439825,443538,442447,443904,450364,459222,461110,461327,461649,457120,455705,454871,454742,425953
 "02000","Alaska",8,SAEMP25N,20,"..."," Wage and salary employment","Number of jobs",298940,299907,307474,313492,319545,323689,329719,335454,342900,346504,351102,350471,352399,358363,364972,365773,365894,367606,360916,357232,356008,358545,332120
 "02000","Alaska",8,SAEMP25N,40,"..."," Proprietors employment","Number of jobs",83226,81400,82260,81073,82642,81932,84145,85965,88420,93321,92436,91976,91505,92001,94250,95337,95433,94043,96204,98473,98863,96197,93833
 "02000","Alaska",8,SAEMP25N,50,"...","  Farm proprietors employment","Number of jobs",547,546,549,559,530,516,518,540,535,577,587,596,609,631,645,651,719,776,822,866,875,919,918
 "02000","Alaska",8,SAEMP25N,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",82679,80854,81711,80514,82112,81416,83627,85425,87885,92744,91849,91380,90896,91370,93605,94686,94714,93267,95382,97607,97988,95278,92915
 "02000","Alaska",8,SAEMP25N,70,"111-112"," Farm employment","Number of jobs",848,897,786,775,744,732,729,746,743,772,933,1093,1131,1233,1066,1077,1228,1241,1257,1531,1598,1451,1412
 "02000","Alaska",8,SAEMP25N,80,"..."," Nonfarm employment","Number of jobs",381318,380410,388948,393790,401443,404889,413135,420673,430577,439053,442605,441354,442773,449131,458156,460033,460099,460408,455863,454174,453273,453291,424541
 "02000","Alaska",8,SAEMP25N,90,"113-814","  Private nonfarm employment","Number of jobs",285610,285404,292267,296462,300949,304210,312503,319332,326276,334555,336903,333487,334589,340277,349217,352983,355175,355608,352346,350892,350510,350828,323586
 "02000","Alaska",8,SAEMP25N,100,"113-115","   Forestry, fishing, and related activities","Number of jobs",16295,14896,14077,(D),13382,10825,12197,12497,12334,12025,12220,11574,12004,11428,11350,12043,12140,10193,10251,10004,10406,11103,(D)
 "02000","Alaska",8,SAEMP25N,101,"113","    Forestry and logging","Number of jobs",1397,1455,1307,986,858,800,(D),790,623,520,460,440,(D),(D),505,501,525,534,503,(D),450,465,457
 "02000","Alaska",8,SAEMP25N,102,"114","    Fishing, hunting and trapping","Number of jobs",14399,12996,12372,(D),(D),9605,11057,11259,(D),(D),(D),10602,11017,10427,10385,11101,11120,9223,9302,9063,(D),10108,10560
 "02000","Alaska",8,SAEMP25N,103,"115","    Support activities for agriculture and forestry","Number of jobs",(T),(T),(T),(D),(D),420,(D),448,(D),(D),(D),532,(D),(D),460,441,495,436,446,(D),(D),530,(D)
 "02000","Alaska",8,SAEMP25N,200,"21","   Mining, quarrying, and oil and gas extraction","Number of jobs",12691,10892,11623,(D),11674,11209,10994,11573,13490,15829,17386,16941,17782,18287,21643,21153,21557,21130,18650,17185,15278,15310,13181
 "02000","Alaska",8,SAEMP25N,201,"211","    Oil and gas extraction","Number of jobs",3388,3187,3031,3287,3081,2903,2829,2934,3207,3565,4057,4086,4187,4164,4628,4918,5064,4969,4701,4211,3994,3947,3592
 "02000","Alaska",8,SAEMP25N,202,"212","    Mining (except oil and gas)","Number of jobs",2890,2717,2715,(D),2464,2641,2301,2284,2645,3576,3647,3469,4188,4554,6942,6002,5717,5794,6089,6367,5068,4674,4755
 "02000","Alaska",8,SAEMP25N,203,"213","    Support activities for mining","Number of jobs",6413,4988,5877,6695,6129,5665,5864,6355,7638,8688,9682,9386,9407,9569,10073,10233,10776,10367,7860,6607,6216,6689,4834
 "02000","Alaska",8,SAEMP25N,300,"22","   Utilities","Number of jobs",1636,1674,1677,1691,1840,1885,1900,1936,1945,1970,2068,2092,2262,2191,2209,2237,2210,2280,2347,2237,2321,2324,2431
 "02000","Alaska",8,SAEMP25N,400,"23","   Construction","Number of jobs",21151,21246,21337,22339,23382,24881,25975,27240,26868,26484,25817,24690,24026,23478,23997,24118,24718,25016,23939,22680,23285,23498,22930
 "02000","Alaska",8,SAEMP25N,401,"236","    Construction of buildings","Number of jobs",6101,6205,6094,6410,6801,7328,7533,8006,7770,7715,7251,6882,6632,6515,6510,6411,6353,6578,6147,5940,6264,6607,6618
 "02000","Alaska",8,SAEMP25N,402,"237","    Heavy and civil engineering construction","Number of jobs",3236,2944,3171,3342,3427,3646,3874,4093,4429,4188,4208,4127,4143,3816,4131,4400,5002,5304,4993,4615,4890,4892,4525
 "02000","Alaska",8,SAEMP25N,403,"238","    Specialty trade contractors","Number of jobs",11814,12097,12072,12587,13154,13907,14568,15141,14669,14581,14358,13681,13251,13147,13356,13307,13363,13134,12799,12125,12131,11999,11787
 "02000","Alaska",8,SAEMP25N,500,"31-33","   Manufacturing","Number of jobs",15223,13839,13761,14326,13071,13289,14020,14419,15105,15372,15038,15295,14940,16078,16459,17044,16910,16719,16440,16071,15384,15547,(D)
 "02000","Alaska",8,SAEMP25N,510,"321,327-339","    Durable goods manufacturing","Number of jobs",3250,3039,2979,(D),(D),2888,2974,3237,3219,3562,3578,3722,3412,3469,3729,3873,3615,3822,3851,3752,3597,3463,(D)
 "02000","Alaska",8,SAEMP25N,511,"321","     Wood product manufacturing","Number of jobs",936,786,726,759,595,575,673,668,(D),715,682,617,(D),(D),(D),(D),728,670,750,679,569,504,487
 "02000","Alaska",8,SAEMP25N,512,"327","     Nonmetallic mineral product manufacturing","Number of jobs",401,427,424,438,469,495,479,489,(D),445,429,470,454,482,473,455,420,463,460,432,429,375,398
 "02000","Alaska",8,SAEMP25N,513,"331","     Primary metal manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),(D),(D),57,61,59,50,45,42,52,40,31,35,35,35,37
 "02000","Alaska",8,SAEMP25N,514,"332","     Fabricated metal product manufacturing","Number of jobs",591,541,566,550,521,522,561,618,609,(D),(D),635,567,749,825,864,705,725,632,584,618,677,629
 "02000","Alaska",8,SAEMP25N,515,"333","     Machinery manufacturing","Number of jobs",(T),(T),(T),77,90,83,67,96,96,103,121,135,120,147,134,135,128,164,138,144,131,122,134
 "02000","Alaska",8,SAEMP25N,516,"334","     Computer and electronic product manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),98,102,120,127,(D),(D),(D),149,(D),(D),(D),(D),127,153,156,155
 "02000","Alaska",8,SAEMP25N,517,"335","     Electrical equipment, appliance, and component manufacturing","Number of jobs",(T),(T),(T),26,23,24,33,40,40,44,37,47,(D),(D),(D),50,(D),38,39,(D),25,(D),(D)
 "02000","Alaska",8,SAEMP25N,518,"3361-3363","     Motor vehicles, bodies and trailers, and parts manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),39,49,44,(D),58,(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,519,"3364-3369","     Other transportation equipment manufacturing","Number of jobs",(T),(T),(T),273,309,(D),248,312,310,422,465,(D),538,(D),(D),(D),458,(D),(D),645,(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,521,"337","     Furniture and related product manufacturing","Number of jobs",(T),(T),(T),223,204,204,233,255,250,244,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,522,"339","     Miscellaneous manufacturing","Number of jobs",(T),(T),(T),513,619,621,550,599,627,778,747,(D),720,706,663,680,711,759,826,801,755,673,620
 "02000","Alaska",8,SAEMP25N,530,"311-316,322-326","    Nondurable goods manufacturing","Number of jobs",11973,10800,10782,(D),(D),10401,11046,11182,11886,11810,11460,11573,11528,12609,12730,13171,13295,12897,12589,12319,11787,12084,10844
 "02000","Alaska",8,SAEMP25N,531,"311","     Food manufacturing","Number of jobs",9681,8838,8830,9402,8150,8585,9243,9390,10065,9941,9706,9796,9798,10837,10944,11215,11330,10906,10541,10303,9685,10023,8961
 "02000","Alaska",8,SAEMP25N,532,"312","     Beverage and tobacco product manufacturing","Number of jobs",376,(T),(T),125,104,121,148,155,148,193,225,218,250,280,330,395,408,455,482,520,556,653,544
 "02000","Alaska",8,SAEMP25N,533,"313","     Textile mills","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),25,(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,534,"314","     Textile product mills","Number of jobs",(T),(T),(T),55,83,(D),91,108,114,114,99,114,114,124,109,135,170,177,144,139,131,77,79
 "02000","Alaska",8,SAEMP25N,535,"315","     Apparel manufacturing","Number of jobs",(T),(T),(T),(D),(D),116,126,137,(D),185,133,202,189,(D),(D),(D),200,192,223,(D),(D),196,191
 "02000","Alaska",8,SAEMP25N,536,"316","     Leather and allied product manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),(D),(D),(D),55,(D),(D),89,(D),67,87,90,120,122,(D),114
 "02000","Alaska",8,SAEMP25N,537,"322","     Paper manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),2,(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,538,"323","     Printing and related support activities","Number of jobs",682,651,677,623,611,564,536,501,518,515,494,490,459,465,456,460,458,429,432,409,428,383,331
 "02000","Alaska",8,SAEMP25N,539,"324","     Petroleum and coal products manufacturing","Number of jobs",364,341,341,405,408,381,379,401,419,422,418,416,409,410,381,402,396,362,382,347,348,(D),354
 "02000","Alaska",8,SAEMP25N,541,"325","     Chemical manufacturing","Number of jobs",361,367,320,(D),(D),(D),(D),286,245,220,141,98,87,119,93,109,118,116,142,136,174,162,158
 "02000","Alaska",8,SAEMP25N,542,"326","     Plastics and rubber products manufacturing","Number of jobs",(T),(T),(T),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D),(D)
 "02000","Alaska",8,SAEMP25N,600,"42","   Wholesale trade","Number of jobs",7287,7262,7188,7184,7076,6999,7315,7355,7560,7580,7479,7273,7211,7353,7218,7593,8011,8181,7426,7320,7441,7422,7083
 "02000","Alaska",8,SAEMP25N,700,"44-45","   Retail trade","Number of jobs",42971,42579,42715,42401,43098,43483,44289,45290,45331,45685,45135,44416,43647,44050,43898,44125,45132,45812,45647,45810,44733,43795,41651
 "02000","Alaska",8,SAEMP25N,701,"441","    Motor vehicle and parts dealers","Number of jobs",4553,4762,4774,4717,4995,5075,5160,5126,4937,4840,4711,4429,4285,4269,4375,4569,4614,4696,4660,4551,4388,4365,4161
 "02000","Alaska",8,SAEMP25N,702,"442","    Furniture and home furnishings stores","Number of jobs",716,750,766,813,897,916,920,985,976,997,1061,953,938,945,943,956,944,945,932,906,873,851,736
 "02000","Alaska",8,SAEMP25N,703,"443","    Electronics and appliance stores","Number of jobs",833,743,768,717,811,873,902,897,874,892,842,837,840,836,776,761,744,715,696,683,649,620,553
 "02000","Alaska",8,SAEMP25N,704,"444","    Building material and garden equipment and supplies dealers","Number of jobs",2773,2836,2952,2937,3409,3440,3607,3891,4046,3983,3849,3823,3847,3806,3717,3728,3890,3902,3788,3697,3651,3632,3841
 "02000","Alaska",8,SAEMP25N,705,"445","    Food and beverage stores","Number of jobs",6924,6934,6767,6594,6321,6470,6553,6839,6954,6956,6889,6873,6755,6731,6673,6573,6732,6352,6231,6045,5828,5785,5747
 "02000","Alaska",8,SAEMP25N,706,"446","    Health and personal care stores","Number of jobs",1285,1067,1041,1080,1127,1212,1209,1220,1313,1286,1250,1256,1268,1397,1433,1432,1543,1606,1690,1592,1556,1449,1316
 "02000","Alaska",8,SAEMP25N,707,"447","    Gasoline stations","Number of jobs",1998,2012,1959,1854,1865,1892,1883,1930,1909,1895,1805,1831,1822,1829,1882,1888,1899,1902,1910,1880,1882,1805,1697
 "02000","Alaska",8,SAEMP25N,708,"448","    Clothing and clothing accessories stores","Number of jobs",2116,2148,2171,2238,2143,2246,2357,2514,2584,2616,2566,2344,2263,2358,2383,2357,2319,2447,2492,2477,2376,2227,1692
 "02000","Alaska",8,SAEMP25N,709,"451","    Sporting goods, hobby, musical instrument, and book stores","Number of jobs",2804,2730,2700,2517,2448,2611,2687,2697,2759,2835,2868,2858,2767,2794,2650,2654,3047,3089,2944,2831,2750,2662,2350
 "02000","Alaska",8,SAEMP25N,711,"452","    General merchandise stores","Number of jobs",8530,8911,9059,9466,9646,9076,9446,9388,9242,9456,9950,10154,10199,10167,10119,10019,10077,10860,10956,10871,10672,10534,10160
 "02000","Alaska",8,SAEMP25N,712,"453","    Miscellaneous store retailers","Number of jobs",4721,4585,4633,4936,4897,4923,5029,4931,4909,5157,4868,4940,4765,4860,4780,4911,5001,4810,4939,4863,4930,5033,4442
 "02000","Alaska",8,SAEMP25N,713,"454","    Nonstore retailers","Number of jobs",5718,5101,5125,4532,4539,4749,4536,4872,4828,4772,4476,4118,3898,4058,4167,4277,4322,4488,4409,5414,5178,4832,4956
 "02000","Alaska",8,SAEMP25N,800,"48-49","   Transportation and warehousing","Number of jobs",21636,21407,22291,22543,22363,22122,22310,22364,22991,23711,23884,23015,22444,22900,23806,23386,23299,23693,23268,24106,25000,26203,22055
