GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001
 "91000","New England",1,SAEMP25S,10,"...","Total employment (number of jobs)","Number of jobs",5516209,5518415,5453812,5573473,5783040,5842740,5685171,5810737,6006686,6275658,6503010,6623392,6665508,6666539,6798965,7158545,7400020,7637911,7770510,8018428,8005259,7853000,7525849,7565989,7688552,7782372,7874773,8004303,8165312,8360643,8512502,8739633,8766028
 "91000","New England",1,SAEMP25S,20,"..."," Wage and salary employment","Number of jobs",4949620,4937854,4863320,4960397,5137931,5177475,5002585,5115856,5280563,5525517,5719076,5795113,5824856,5784969,5898537,6214138,6381227,6552909,6744558,6899946,6889610,6683354,6349133,6291552,6377253,6474615,6595631,6691141,6836626,6988761,7120778,7282848,7291613
 "91000","New England",1,SAEMP25S,40,"..."," Proprietors employment","Number of jobs",566589,580561,590492,613076,645109,665265,682586,694881,726123,750141,783934,828279,840652,881570,900428,944407,1018793,1085002,1025952,1118482,1115649,1169646,1176716,1274437,1311299,1307757,1279142,1313162,1328686,1371882,1391724,1456785,1474415
 "91000","New England",1,SAEMP25S,50,"...","  Farm proprietors employment","Number of jobs",29809,28583,27448,26202,25846,25780,25646,27245,27572,27807,28960,29697,29885,28988,31346,30427,29970,29698,28952,28586,27851,27024,26643,26951,26782,26559,26580,26302,26450,27137,26983,26852,27588
 "91000","New England",1,SAEMP25S,60,"...","  Nonfarm proprietors employment 2/","Number of jobs",536780,551978,563044,586874,619263,639485,656940,667636,698551,722334,754974,798582,810767,852582,869082,913980,988823,1055304,997000,1089896,1087798,1142622,1150073,1247486,1284517,1281198,1252562,1286860,1302236,1344745,1364741,1429933,1446827
 "91000","New England",1,SAEMP25S,70,"[01-02]"," Farm employment","Number of jobs",66127,63775,60761,57875,59065,60560,57293,62038,64505,62807,62952,67659,64548,61548,66544,62101,54792,55941,55328,53809,50075,49310,48632,48471,48345,48776,47622,46480,45786,46159,45934,46704,47797
 "91000","New England",1,SAEMP25S,80,"..."," Nonfarm employment","Number of jobs",5450082,5454640,5393051,5515598,5723975,5782180,5627878,5748699,5942181,6212851,6440058,6555733,6600960,6604991,6732421,7096444,7345228,7581970,7715182,7964619,7955184,7803690,7477217,7517518,7640207,7733596,7827151,7957823,8119526,8314484,8466568,8692929,8718231
 "91000","New England",1,SAEMP25S,90,"...","  Private nonfarm employment","Number of jobs",4625825,4613096,4548564,4655713,4846774,4905633,4745507,4875440,5060252,5316698,5523273,5624408,5691402,5714107,5833862,6188195,6420151,6635415,6744645,6969540,6957002,6798902,6495110,6553563,6671056,6766946,6854594,6981046,7134247,7319576,7454003,7656316,7668211
 "91000","New England",1,SAEMP25S,100,"[07-09]","   Agricultural services, forestry, and fishing","Number of jobs",32496,32423,35324,35366,38806,37491,39552,41992,42232,46669,50128,52913,52259,53870,56062,61016,66536,72166,69172,71353,69588,69240,68732,69568,78546,80481,77650,83675,87376,88360,96126,99881,101027
 "91000","New England",1,SAEMP25S,110,"07","    Agricultural services","Number of jobs",21887,22197,23549,22478,25266,23869,24056,24329,25569,30026,32217,33121,32683,34478,37996,42533,46539,50593,51978,53128,51765,52254,52070,52971,59858,62638,61363,65919,68957,67980,73032,74678,(NA)
 "91000","New England",1,SAEMP25S,120,"...","    Forestry and fishing","Number of jobs",10609,10226,11775,12888,13540,13622,15496,17663,16663,16643,17911,19792,19576,19392,18066,18483,19997,21573,17194,18225,17823,16986,16662,16597,18688,17843,16287,17756,18419,20380,23094,25203,(NA)
 "91000","New England",1,SAEMP25S,121,"08","     Forestry","Number of jobs",1136,1427,1556,1985,1481,1936,2696,2609,2107,1752,1822,1970,2195,2086,1972,1972,2128,2443,2832,3533,3379,3117,2530,2863,2769,3138,2818,2936,3410,(D),(D),6193,(NA)
 "91000","New England",1,SAEMP25S,122,"...","     Fishing","Number of jobs",9473,8799,10219,10903,12059,11686,12800,15054,14556,14891,16089,17822,17381,17306,16094,16511,17869,19130,14362,14692,14444,13869,14132,13734,15919,14705,13469,14820,15009,(D),(D),19010,(NA)
 "91000","New England",1,SAEMP25S,200,"B","   Mining","Number of jobs",4846,4973,4822,4702,5226,5149,5301,5124,6349,6322,6356,6940,8319,8435,8253,8162,8542,8372,8625,8436,7781,7011,6461,6772,6409,6763,6555,5975,6353,6456,6830,6672,7198
 "91000","New England",1,SAEMP25S,210,"10","    Metal mining","Number of jobs",187,234,242,260,238,219,222,231,215,104,165,375,381,290,235,185,(D),122,196,124,330,189,125,153,90,79,137,102,115,87,(D),94,(NA)
