GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "13000","Georgia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3259000,3325000,3458000,3531000,3584000,3558000,3602000,3636000,3701000,3766000,3804000,3868000,3956000,4015000,4086000,4172000,4258000,4332000,4379000,4408000,4482000,4551000,4605421,4710272,4807151,4906940,4994870,5058535,5126155,5211771,5286148,5391265,5486174,5568346,5649788,5728248,5834943,5962639,6084645,6208479,6316139,6411117,6512602,6653005,6817203,6978240,7157165,7328413,7501069,7685099,7863536,8045965,8227303,8377038,8508256,8622793,8769252,8925922,9155813,9349988,9504843,9620846,9712576,9805488,9906963,9980513,10077700,10191467,10318225,10428498,10532566,10642947,10725800,10799566
 "13000","Georgia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",933,923,1027,1151,1209,1264,1250,1363,1430,1448,1496,1563,1587,1636,1719,1829,1954,2116,2296,2490,2671,2889,3153,3439,3730,4159,4479,4869,5297,5726,6365,6900,7587,8432,9051,9761,10918,11617,12440,13059,14076,14881,15686,16225,17182,17759,18618,19580,20535,21213,22643,23571,24907,25814,26793,27762,28864,29857,30859,31540,31494,31221,31624,33174,33802,33722,35651,37252,38292,39937,41855,43461,46500,49192
 "15000","Hawaii *",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),1406.8,1526.3,1664.7,1782.8,1963.6,2165.8,2315.9,2507.4,2799.8,3160.4,3687.3,4061.2,4418.7,4906.1,5599.1,6222.5,6661.5,7179.4,7896.0,8817.1,10091.9,10930.3,11786.0,12924.0,13866.4,14685.1,15553.1,16361.6,17976.1,19877.4,21723.8,22870.6,25106.1,26067.4,26702.3,27481.7,27342.6,28228.6,28650.1,29573.0,31233.2,32589.1,34700.8,36620.5,39338.4,41905.4,44825.6,47362.6,49986.9,50552.3,51981.2,53846.1,55883.1,56153.7,59271.7,61526.3,63642.5,66236.7,68050.5,69890.6,74390.7,77577.5
 "15000","Hawaii *",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",(NA),(NA),499000,502000,495000,499000,504000,529000,548000,573000,605000,622000,642000,659000,684000,682000,700000,704000,710000,723000,734000,743000,762920,791580,818104,841851,858121,875052,892335,915749,928816,950050,967710,978195,993780,1012717,1027922,1039698,1051762,1067917,1079827,1094588,1113491,1136754,1158613,1172838,1187536,1196854,1203755,1211640,1215233,1210300,1213519,1225948,1239613,1251154,1273569,1292729,1309731,1315675,1332213,1346717,1365064,1384943,1405024,1423171,1434212,1446479,1457008,1458361,1460183,1457034,1451911,1441553
 "15000","Hawaii *",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),(NA),2191,2316,2434,2614,2805,3076,3262,3468,3814,4254,4833,5131,5401,5828,6525,7111,7465,7840,8501,9281,10429,11174,11860,12762,13490,14124,14788,15321,16647,18160,19510,20119,21669,22226,22485,22962,22714,23298,23576,24434,25738,26583,27993,29269,30888,32416,34225,35999,37522,37537,38080,38880,39774,39457,41327,42535,43680,45419,46604,47968,51236,53815
 "16000","Idaho",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",694.6,690.8,749.0,827.3,900.7,872.1,888.6,940.9,1019.0,1092.1,1101.5,1163.3,1182.6,1259.4,1348.7,1375.2,1439.7,1641.2,1654.4,1752.5,1864.1,2142.5,2392.5,2616.1,3005.8,3447.2,4026.3,4399.3,4901.3,5343.3,6123.4,6678.8,7511.4,8186.3,8693.1,9578.1,10229.8,10786.6,11062.9,11533.3,12458.3,13561.4,14585.9,15357.1,16796.4,18451.0,19746.5,21207.6,22482.6,23352.8,25255.1,26626.8,28664.3,30008.8,31832.9,33218.0,35937.6,37656.0,41147.6,43801.5,45261.6,44758.2,46434.1,48603.6,51235.3,52919.7,55963.8,58983.5,61042.4,64771.6,69263.5,73879.6,80635.8,87491.0
 "16000","Idaho",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",551000,570000,590000,589000,587000,596000,600000,618000,628000,642000,646000,657000,671000,684000,692000,683000,680000,686000,689000,688000,695000,707000,717255,738749,763229,782061,807973,831981,856979,883446,910962,932636,947983,962204,973719,981866,990841,994052,990222,984997,985661,994422,1012384,1041316,1071685,1108768,1145140,1177322,1203083,1228520,1252330,1275674,1299430,1319962,1340372,1363380,1391802,1428241,1468669,1505105,1534320,1554439,1571266,1586530,1600013,1618042,1640181,1662421,1696089,1734030,1768643,1808039,1847772,1900923
 "16000","Idaho",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1261,1212,1270,1405,1534,1463,1481,1523,1623,1701,1705,1771,1762,1841,1949,2013,2117,2392,2401,2547,2682,3030,3336,3541,3938,4408,4983,5288,5719,6048,6722,7161,7924,8508,8928,9755,10324,10851,11172,11709,12640,13637,14407,14748,15673,16641,17244,18013,18687,19009,20166,20873,22059,22735,23749,24364,25821,26365,28017,29102,29499,28794,29552,30635,32022,32706,34121,35481,35990,37353,39162,40862,43639,46026
 "17000","Illinois",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",13932.9,13331.4,14625.9,15810.7,16440.1,17626.8,18009.7,19301.3,20780.7,21692.8,22051.2,23400.9,23980.1,25017.0,26344.6,27487.0,29792.7,32244.1,34675.3,36757.3,38947.3,41562.0,44406.4,48424.8,51874.0,58239.2,63376.0,70126.6,75454.5,82715.8,90990.6,99077.1,107569.5,119108.6,128286.2,134404.8,149029.7,155993.3,164330.8,172086.1,186788.7,198073.3,210317.6,215937.9,234721.3,242230.2,254164.1,269178.8,284721.6,298856.4,315059.3,328834.6,353622.8,369687.0,382342.8,394997.7,411795.2,424520.1,449271.6,471563.0,484760.5,475510.9,487971.3,502726.4,524298.8,532246.1,557905.7,580544.9,589506.4,609417.2,640703.5,654019.4,697458.0,740493.0
 "17000","Illinois",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",8552000,8670000,8738000,8790000,8956000,9065000,9252000,9435000,9530000,9668000,9886000,9986000,10086000,10130000,10280000,10402000,10580000,10693000,10836000,10947000,10995000,11039000,11124681,11205816,11258111,11260248,11273745,11306351,11360274,11406312,11434421,11422782,11434702,11443461,11423413,11408817,11412128,11399803,11387256,11391176,11390186,11409782,11453316,11568964,11694184,11809579,11912585,12008437,12101997,12185715,12271847,12359020,12434161,12488445,12525556,12556006,12589773,12609903,12643955,12695866,12747038,12796778,12845511,12892740,12928106,12960987,12970348,12964764,12946698,12924504,12888646,12850150,12785245,12671469
 "17000","Illinois",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1629,1538,1674,1799,1836,1944,1947,2046,2181,2244,2231,2343,2378,2470,2563,2642,2816,3015,3200,3358,3542,3765,3992,4321,4608,5172,5622,6202,6642,7252,7958,8674,9407,10408,11230,11781,13059,13684,14431,15107,16399,17360,18363,18665,20072,20511,21336,22416,23527,24525,25673,26607,28440,29602,30525,31459,32709,33666,35533,37143,38029,37159,37988,38993,40555,41065,43014,44779,45533,47152,49711,50896,54552,58438
 "18000","Indiana",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",5163.1,4958.8,5604.5,6361.5,6622.1,7293.9,6979.5,7504.6,8058.0,8303.2,8397.3,8887.5,9281.5,9625.2,10244.1,10697.3,11499.5,12689.0,13570.2,14178.5,15284.5,16668.2,17571.4,19323.0,20920.3,24229.1,25511.5,28064.2,30845.8,34024.4,37787.2,41434.1,44893.5,49015.6,51234.4,54110.3,60312.5,63461.3,67018.2,70846.4,75919.3,82286.2,86910.6,89838.2,97659.6,102679.8,108646.5,113406.8,119493.1,125170.3,134679.2,140113.8,150252.1,153854.8,158559.9,164479.7,173280.4,177785.4,187375.5,192906.3,203125.7,202233.7,211177.7,222453.3,234040.5,235576.8,245310.0,253500.6,260101.2,271522.9,287254.1,296924.2,316617.0,342095.1
 "18000","Indiana",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",3877000,3958000,3967000,4096000,4148000,4182000,4264000,4363000,4458000,4529000,4583000,4613000,4674000,4730000,4736000,4799000,4856000,4922000,4999000,5053000,5093000,5143000,5203700,5249921,5296129,5329122,5349886,5351080,5371552,5405075,5446403,5474909,5490721,5480440,5467918,5450396,5458322,5459214,5454103,5473023,5491733,5523679,5557798,5616388,5674547,5739019,5793526,5851459,5906013,5955267,5998880,6044969,6091866,6127760,6155967,6196638,6233007,6278616,6332669,6379599,6424806,6459325,6491352,6521259,6546242,6581101,6609839,6628556,6658366,6685900,6725753,6761742,6785644,6805985
 "18000","Indiana",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1332,1253,1413,1553,1596,1744,1637,1720,1808,1833,1832,1927,1986,2035,2163,2229,2368,2578,2715,2806,3001,3241,3377,3681,3950,4547,4769,5245,5742,6295,6938,7568,8176,8944,9370,9928,11050,11625,12288,12945,13824,14897,15638,15996,17210,17892,18753,19381,20232,21018,22451,23179,24664,25108,25757,26543,27800,28316,29589,30238,31616,31309,32532,34112,35752,35796,37113,38244,39064,40611,42710,43912,46660,50264
 "19000","Iowa",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3850.2,3266.4,3778.1,3962.5,4187.8,3991.4,4386.8,4167.6,4411.5,4893.3,4950.4,5087.8,5170.0,5502.4,5737.5,6103.3,6441.7,7118.4,7669.5,7792.3,8335.7,9163.0,9881.0,10484.4,11555.0,13978.6,14109.1,16027.4,16884.4,18638.2,21563.2,22873.8,24303.1,27527.8,28569.3,29345.7,33204.6,34342.8,35562.8,36923.1,38080.7,41305.8,43388.2,44475.0,47949.2,47997.5,52482.4,54490.5,59426.2,61729.7,64487.3,66187.8,70949.8,73182.6,76199.2,78614.1,85539.2,87637.5,92588.3,98394.3,104754.8,103350.1,106594.9,113748.3,119099.1,120823.4,125177.0,129236.1,130209.0,133798.2,140580.5,143121.0,152516.7,162945.1
 "19000","Iowa",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",2543000,2578000,2625000,2617000,2626000,2629000,2626000,2679000,2703000,2716000,2708000,2729000,2756000,2756000,2750000,2747000,2746000,2742000,2762000,2793000,2803000,2805000,2828534,2851828,2860506,2864031,2867941,2881425,2903770,2914308,2919008,2916803,2914018,2907985,2888190,2870547,2858615,2829684,2791969,2767006,2768393,2770590,2781018,2797613,2818401,2836972,2850746,2867373,2880000,2891119,2902872,2917634,2929067,2931997,2934234,2941999,2953635,2964454,2982644,2999212,3016734,3032870,3051447,3069937,3082570,3102253,3121583,3136111,3149432,3162621,3171441,3183831,3188669,3193079
 "19000","Iowa",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1514,1267,1439,1514,1595,1518,1671,1556,1632,1802,1828,1864,1876,1997,2086,2222,2346,2596,2777,2790,2974,3267,3493,3676,4039,4881,4920,5562,5815,6395,7387,7842,8340,9466,9892,10223,11616,12137,12738,13344,13756,14909,15602,15897,17013,16919,18410,19004,20634,21351,22215,22685,24223,24960,25969,26721,28961,29563,31042,32807,34725,34077,34933,37052,38636,38947,40100,41209,41344,42306,44327,44952,47831,51031
 "20000","Kansas",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2330.9,2344.2,2634.2,2876.3,3323.2,3190.4,3420.8,3431.2,3614.7,3808.9,4171.2,4214.9,4346.6,4543.7,4707.9,4794.1,5147.2,5484.2,5793.5,6053.1,6532.8,7214.2,7889.1,8685.4,9591.5,10901.5,11653.0,12887.6,13980.8,15151.6,16706.1,18890.4,20729.5,23266.2,25337.8,26929.4,29851.4,31269.6,33048.6,34287.7,36131.0,38001.5,40489.2,42021.3,45507.7,47511.7,49571.3,51423.9,54547.8,57510.0,60909.3,62927.9,66281.7,68805.7,70826.8,73865.8,76180.4,79922.8,87759.6,93655.3,102968.5,101765.4,103700.8,111255.3,118309.0,120306.6,122935.7,124081.4,124328.0,128208.1,133777.8,138797.6,147376.2,155831.9
 "20000","Kansas",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",1892000,1925000,1916000,1950000,1977000,1994000,2042000,2093000,2119000,2128000,2142000,2160000,2183000,2215000,2231000,2217000,2209000,2206000,2200000,2197000,2216000,2236000,2247823,2246132,2255525,2264369,2267881,2278621,2298645,2317836,2332815,2347370,2369039,2384853,2401207,2415529,2424088,2427401,2432614,2445367,2461995,2472838,2481349,2498722,2532394,2556547,2580513,2601007,2614554,2635292,2660598,2678338,2693681,2702162,2713535,2723004,2734373,2745299,2762931,2783785,2808076,2832704,2858822,2872476,2891101,2901661,2911506,2922671,2927230,2927419,2931572,2933747,2935880,2934582
 "20000","Kansas",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1232,1218,1375,1475,1681,1600,1675,1639,1706,1790,1947,1951,1991,2051,2110,2162,2330,2486,2633,2755,2948,3226,3510,3867,4252,4814,5138,5656,6082,6537,7161,8047,8750,9756,10552,11148,12314,12882,13586,14021,14675,15368,16317,16817,17970,18584,19210,19771,20863,21823,22893,23495,24606,25463,26101,27127,27860,29113,31763,33643,36669,35925,36274,38731,40922,41461,42224,42455,42473,43796,45633,47311,50198,53102
 "21000","Kentucky",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2631.2,2520.2,2736.5,3171.0,3320.3,3489.3,3464.4,3621.7,3812.1,3956.8,4191.0,4407.0,4543.0,4864.8,5128.5,5401.1,5668.0,6131.3,6631.9,7212.6,7808.4,8534.3,9355.1,10276.4,11213.6,12744.1,14082.8,15669.4,17434.9,19394.2,21530.9,24161.4,26413.9,29220.7,31216.5,32611.5,36785.1,38181.8,39253.4,41261.8,45067.0,48115.4,50933.2,54052.1,58266.1,60492.6,63425.9,66223.1,70089.4,74030.6,78111.0,81477.6,88236.3,91170.1,95001.3,98667.4,105216.1,109782.7,116029.1,120506.6,126466.3,127611.8,132343.0,137501.5,142806.7,143197.7,149803.8,155868.9,158203.4,163432.4,169423.8,175824.2,191269.5,204532.1
 "21000","Kentucky",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2817000,2849000,2936000,2941000,2920000,2903000,2902000,2910000,2898000,2928000,2961000,2999000,3041000,3054000,3079000,3096000,3129000,3140000,3147000,3172000,3195000,3198000,3230587,3298262,3336106,3371573,3417039,3468755,3530443,3575001,3611382,3643655,3664221,3670395,3683449,3694469,3695459,3694816,3687805,3683330,3680002,3677318,3694048,3722328,3765469,3812206,3849088,3887427,3919535,3952747,3985390,4018053,4049021,4068132,4089875,4117170,4146101,4182742,4219239,4256672,4289878,4317074,4349138,4374212,4394010,4415821,4428679,4443606,4457599,4475723,4487233,4498141,4503958,4509394
 "21000","Kentucky",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",934,885,932,1078,1137,1202,1194,1245,1315,1351,1415,1470,1494,1593,1666,1745,1811,1953,2107,2274,2444,2669,2896,3116,3361,3780,4121,4517,4938,5425,5962,6631,7209,7961,8475,8827,9954,10334,10644,11202,12246,13084,13788,14521,15474,15868,16478,17035,17882,18729,19599,20278,21792,22411,23228,23965,25377,26247,27500,28310,29480,29560,30430,31435,32500,32428,33826,35077,35491,36515,37757,39088,42467,45357
 "22000","Louisiana",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2446.0,2662.8,2854.3,3143.4,3375.5,3586.8,3607.6,3825.8,4226.1,4673.1,4825.6,4982.3,5104.9,5310.6,5608.9,5951.4,6427.2,6970.7,7598.2,8358.5,9083.9,9609.0,10560.5,11528.2,12525.9,14024.3,15797.7,17984.7,20062.2,22337.0,25363.0,28544.4,32717.7,37414.7,40910.9,43221.7,46200.5,48058.4,48752.2,48882.6,51755.8,54528.4,58575.0,61900.4,66612.7,69812.7,74267.3,77757.0,80440.1,84073.8,88367.5,90832.9,96063.0,102842.9,107646.9,112361.2,117979.9,127120.9,132489.8,143692.8,153619.1,152687.8,160409.6,164297.2,172337.7,173651.0,181561.0,183015.6,181555.9,187959.2,197095.3,202541.7,217267.3,229886.6
 "22000","Louisiana",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",2596000,2634000,2697000,2769000,2842000,2866000,2883000,2946000,3032000,3115000,3155000,3208000,3260000,3287000,3345000,3377000,3446000,3496000,3550000,3581000,3603000,3619000,3650209,3710666,3761967,3788840,3820720,3886963,3951636,4015582,4073288,4139316,4223101,4283297,4352609,4395311,4400474,4408113,4406922,4344151,4288859,4252896,4221532,4253279,4293003,4316428,4347481,4378779,4398877,4421071,4440344,4460811,4471885,4477875,4497267,4521042,4552238,4576628,4302665,4375581,4435586,4491648,4544800,4577075,4603574,4628228,4648811,4670563,4685605,4678606,4670052,4664558,4651203,4624047
 "22000","Louisiana",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",942,1011,1058,1135,1188,1252,1251,1299,1394,1500,1530,1553,1566,1616,1677,1762,1865,1994,2140,2334,2521,2655,2893,3107,3330,3701,4135,4627,5077,5563,6227,6896,7747,8735,9399,9834,10499,10902,11063,11253,12068,12821,13875,14554,15517,16174,17083,17758,18287,19017,19901,20362,21482,22967,23936,24853,25917,27776,30793,32840,34633,33994,35295,35896,37436,37520,39055,39185,38748,40174,42204,43421,46712,49715
 "23000","Maine",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1039.5,1030.6,1057.2,1149.6,1236.7,1250.0,1291.0,1424.8,1487.4,1544.9,1617.5,1693.8,1779.4,1803.0,1866.4,1938.6,2110.2,2279.1,2417.9,2525.0,2657.1,2889.9,3214.6,3504.5,3818.6,4252.7,4729.9,5168.0,5865.4,6381.6,7007.8,7728.6,8654.6,9470.9,10229.8,11159.9,12390.2,13324.4,14344.8,15407.4,17034.9,18592.5,19410.6,19888.6,20948.3,21659.3,22468.9,23451.3,24626.0,25791.5,27404.1,28656.2,30656.2,32495.4,34307.9,36421.4,38376.9,39040.1,40870.2,42312.5,44272.9,45160.5,46243.5,47792.8,48753.0,48324.9,50315.9,52274.0,53534.5,56022.8,58750.8,60945.2,66074.8,70084.2
 "23000","Maine",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",878000,903000,917000,916000,915000,913000,927000,934000,938000,943000,944000,957000,975000,995000,994000,993000,993000,997000,999000,1004000,994000,992000,996784,1015677,1034817,1046420,1060050,1073280,1089960,1105369,1115457,1124927,1126860,1133033,1136683,1144772,1155634,1162935,1170126,1184577,1203840,1219961,1231719,1237081,1238508,1242302,1242662,1243480,1249060,1254774,1259127,1266808,1277072,1285692,1295960,1306513,1313688,1318787,1323619,1327040,1330509,1329590,1327961,1330029,1330899,1332596,1336530,1335653,1340177,1344851,1350525,1357487,1362280,1372247
 "23000","Maine",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1184,1141,1153,1255,1352,1369,1393,1526,1586,1638,1713,1770,1825,1812,1878,1952,2125,2286,2420,2515,2673,2913,3225,3450,3690,4064,4462,4815,5381,5773,6282,6870,7680,8359,9000,9749,10722,11458,12259,13007,14150,15240,15759,16077,16914,17435,18081,18859,19716,20555,21764,22621,24005,25275,26473,27877,29213,29603,30878,31885,33275,33966,34823,35934,36632,36264,37647,39137,39946,41657,43502,44896,48503,51073
 "24000","Maryland",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3160.7,3248.0,3628.1,4052.5,4412.0,4753.9,4873.2,5226.8,5662.1,6048.9,6173.3,6469.2,6780.6,7262.6,7756.2,8280.3,9156.6,9943.2,10810.6,11742.5,12627.7,14475.3,16403.9,18340.0,19808.9,21952.6,23763.8,26149.6,28464.8,30579.1,33901.7,37007.0,41407.0,45626.6,49821.5,54049.2,59858.2,65134.1,70430.4,75084.0,83601.7,89559.1,95205.8,99436.5,104898.4,108966.1,113774.2,118319.0,123217.0,128093.3,139259.3,147329.1,160020.5,169051.9,179510.2,189612.6,202623.2,211444.7,221628.3,229502.1,241912.1,245804.9,254739.8,265647.5,273715.1,270099.4,279330.8,291490.6,302647.6,313274.8,322880.2,328259.7,350198.9,364393.0
 "24000","Maryland",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",2271000,2329000,2355000,2441000,2500000,2567000,2685000,2742000,2811000,2873000,2982000,3066000,3113000,3176000,3263000,3386000,3492000,3600000,3695000,3757000,3815000,3868000,3938051,4022507,4081121,4109038,4133341,4157208,4172132,4194639,4211641,4223398,4227643,4261905,4282923,4313329,4365246,4413072,4486956,4565558,4657903,4727303,4799770,4867641,4923368,4971889,5023060,5070033,5111986,5157328,5204464,5254509,5311034,5374691,5440389,5496269,5546935,5592379,5627367,5653408,5684965,5730388,5791559,5854282,5913919,5962350,6008975,6049289,6079669,6112835,6138786,6163628,6172679,6165129
 "24000","Maryland",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1392,1395,1541,1660,1765,1852,1815,1906,2014,2105,2070,2110,2178,2287,2377,2445,2622,2762,2926,3125,3310,3742,4165,4559,4854,5343,5749,6290,6823,7290,8050,8762,9794,10706,11633,12531,13712,14759,15697,16446,17948,18945,19835,20428,21306,21916,22650,23337,24104,24837,26758,28039,30130,31453,32996,34498,36529,37809,39384,40595,42553,42895,43985,45377,46283,45301,46486,48186,49780,51249,52597,53258,56734,59105
 "25000","Massachusetts",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",6462.2,6487.3,7200.5,7683.4,7878.3,8408.7,8680.9,9142.6,9734.3,10274.8,10507.0,11149.0,11503.1,12183.8,12814.5,13347.0,14481.4,15426.1,16463.3,17845.9,19190.7,20492.0,22478.7,24348.1,25883.0,28321.5,30495.6,33301.5,35558.4,38542.3,42428.4,46808.6,52478.4,58037.2,64364.3,70117.4,79539.2,85422.4,91698.7,98740.0,110191.9,116151.0,119641.0,122300.0,128814.4,133545.3,139805.2,147117.2,154747.3,162936.3,171157.7,182290.9,198209.6,210585.7,218075.5,224346.8,236137.4,244046.6,261857.9,271364.0,285162.5,292134.9,304821.1,313093.4,328475.4,324823.3,339616.1,360480.4,375655.8,392179.0,412813.6,427942.1,461719.5,482900.2
 "25000","Massachusetts",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",4674000,4741000,4686000,4654000,4650000,4806000,4910000,4882000,4891000,4929000,5010000,5117000,5160000,5219000,5263000,5344000,5448000,5502000,5535000,5594000,5618000,5650000,5703706,5738589,5762122,5783809,5776992,5762138,5748868,5744097,5742923,5746188,5746075,5768685,5771222,5799405,5840774,5880734,5902677,5935205,5979983,6015478,6022639,6018470,6028709,6060569,6095241,6141445,6179756,6226058,6271838,6317345,6361104,6397634,6417206,6422565,6412281,6403290,6410084,6431559,6468967,6517613,6569537,6629863,6692712,6756583,6819480,6865334,6908516,6958374,6994054,7016618,7022220,6984723
 "25000","Massachusetts",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1383,1368,1537,1651,1694,1750,1768,1873,1990,2085,2097,2179,2229,2335,2435,2498,2658,2804,2974,3190,3416,3627,3941,4243,4492,4897,5279,5779,6185,6710,7388,8146,9133,10061,11153,12090,13618,14526,15535,16636,18427,19309,19865,20321,21367,22035,22937,23955,25041,26170,27290,28856,31160,32916,33983,34931,36826,38113,40851,42193,44082,44822,46399,47225,49080,48075,49801,52507,54376,56361,59024,60990,65751,69137
 "26000","Michigan",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",8798.0,8886.5,10058.4,10957.8,11591.8,13077.4,13010.7,14483.4,15020.7,15488.8,15455.9,16272.7,16828.4,17029.4,18090.4,19241.8,21355.6,23591.7,25589.7,26630.5,28910.6,30902.1,32523.8,35721.8,38980.2,43795.6,47091.7,51265.4,56312.4,62710.1,69264.9,75838.1,82355.1,87749.4,92105.0,97784.1,108216.4,116544.7,124101.5,128538.6,137896.0,147872.5,155452.6,159768.4,170386.6,177925.7,190745.0,200956.5,210221.7,220372.7,232140.7,243667.9,261007.7,267308.2,272228.2,281811.3,291751.6,297130.8,303696.2,311020.6,319151.6,311383.5,322322.3,336979.3,350459.6,350628.4,366382.0,384752.7,393954.6,406819.5,424773.3,437295.1,478214.4,496785.9
 "26000","Michigan",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",6213000,6332000,6407000,6497000,6650000,6822000,7066000,7285000,7467000,7569000,7667000,7767000,7834000,7893000,7933000,8058000,8187000,8357000,8512000,8630000,8696000,8781000,8896558,8971835,9024681,9071764,9109374,9107840,9117481,9157247,9201953,9248814,9255553,9209287,9115196,9047764,9049454,9076287,9127774,9187484,9218002,9253298,9311319,9400446,9479065,9540114,9597737,9676211,9758645,9809051,9847942,9897116,9952450,9991120,10015710,10041152,10055315,10051137,10036081,10001284,9946889,9901591,9880076,9895488,9920751,9947308,9974630,9987137,10016980,10049868,10070610,10078236,10067664,10050811
 "26000","Michigan",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1416,1403,1570,1687,1743,1917,1841,1988,2012,2046,2016,2095,2148,2158,2280,2388,2608,2823,3006,3086,3325,3519,3656,3982,4319,4828,5170,5629,6176,6848,7527,8200,8898,9528,10105,10808,11958,12841,13596,13991,14959,15981,16695,16996,17975,18650,19874,20768,21542,22466,23573,24620,26225,26755,27180,28066,29015,29562,30260,31098,32086,31448,32623,34054,35326,35249,36731,38525,39329,40480,42179,43390,47500,49427
 "27000","Minnesota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3816.7,3626.5,4004.0,4350.8,4448.7,4718.1,4927.1,5200.8,5414.2,5745.1,6091.2,6308.4,6671.8,7018.4,7364.1,7839.6,8245.1,9073.2,9770.8,10462.2,11451.1,12517.5,13857.9,14945.3,16004.7,19003.3,20061.1,21872.2,23485.0,26385.6,29452.1,32426.0,36200.3,39986.1,43105.2,45639.8,52330.4,55577.6,58980.3,62376.6,65959.2,71942.5,76131.1,78943.9,84687.6,86992.9,93191.6,98067.8,104570.3,110101.2,119390.0,126559.2,136270.7,143043.8,148712.3,157577.1,168044.3,170940.8,178791.1,188486.4,196863.2,194120.8,202238.9,213483.6,226509.1,225486.5,237352.5,246819.7,251687.9,263504.4,278114.5,285750.4,307777.6,324143.9
 "27000","Minnesota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",2868000,2935000,2997000,3010000,3030000,3050000,3113000,3172000,3240000,3274000,3313000,3366000,3425000,3470000,3513000,3531000,3558000,3592000,3617000,3659000,3703000,3758000,3815249,3851901,3866878,3885164,3898450,3925793,3956602,3979844,4004676,4038150,4085017,4111733,4131450,4141458,4157704,4184301,4205213,4235136,4296163,4338056,4389857,4440859,4495572,4555954,4610355,4660180,4712827,4763390,4813412,4873481,4933692,4982796,5018935,5053572,5087713,5119598,5163555,5207203,5247018,5281203,5312113,5352572,5388297,5430428,5473353,5509714,5556226,5605384,5650149,5686733,5707165,5707390
