GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
 "41000","Oregon",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",1405000,1431000,1532000,1556000,1582000,1601000,1626000,1659000,1698000,1712000,1718000,1746000,1772000,1787000,1818000,1853000,1888000,1937000,1969000,1979000,2004000,2062000,2100388,2149890,2195219,2238878,2280956,2324622,2372155,2439355,2509609,2578312,2641218,2667985,2664919,2653071,2666589,2672648,2683526,2700996,2741297,2790579,2860375,2928507,2991755,3060367,3121264,3184369,3247111,3304310,3352449,3393941,3429708,3467937,3513424,3547376,3569463,3613202,3670883,3722417,3768748,3808600,3837611,3872655,3900071,3924064,3965387,4018466,4093179,4147186,4183414,4215976,4241544,4246155
 "41000","Oregon",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1502,1498,1544,1664,1725,1753,1725,1836,1892,1904,1923,2047,2083,2163,2249,2304,2451,2610,2747,2899,3085,3273,3564,3861,4197,4653,5144,5699,6233,6683,7418,8135,8850,9494,9809,10585,11467,11967,12479,13036,14160,15011,15965,16349,17116,17869,18691,19747,20791,21514,22415,22779,24189,24885,25317,26206,27522,28263,30302,31500,32421,31811,32347,33311,34966,34831,36874,38816,39828,41678,44091,45661,49576,52748
 "42000","Pennsylvania",2,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",13388.9,13388.2,14965.2,16033.3,16582.3,17891.9,17799.5,18788.8,20145.2,21195.6,21474.8,22480.9,23209.2,23865.2,24753.4,25659.0,27780.7,29704.2,31799.2,34090.7,36768.6,39493.6,42874.2,46014.8,49190.6,54259.9,59277.4,65856.0,71575.3,78079.9,85708.5,94303.6,103451.4,113437.5,122271.9,129700.4,140145.7,148291.9,156249.2,164497.6,178740.5,193042.0,204948.5,214726.1,226574.9,235374.7,242955.2,253123.2,264485.4,275999.3,289725.9,302191.3,323329.1,337861.9,351583.5,367698.0,390264.0,403412.2,421763.2,445423.2,463769.7,463580.4,484091.8,503549.3,525615.8,526118.5,547893.8,566954.5,583399.7,600720.4,637617.4,653673.7,706541.1,735255.3
 "42000","Pennsylvania",2,SAINC51,52,"...","Population (persons) 1/","Number of persons",10287000,10390000,10507000,10461000,10503000,10662000,10817000,10939000,10972000,10954000,11058000,11234000,11329000,11392000,11355000,11424000,11519000,11620000,11664000,11681000,11741000,11741000,11811561,11884354,11904541,11885202,11863936,11897778,11887478,11881857,11864774,11873563,11868305,11858569,11845146,11837726,11815175,11770865,11782754,11810869,11845755,11865992,11903299,11982164,12049450,12119724,12166050,12198403,12220464,12227814,12245672,12263805,12284173,12298970,12331031,12374658,12410722,12449990,12510809,12563937,12612285,12666858,12716521,12772774,12815609,12846775,12880463,12898688,12918191,12945337,12980864,12991448,12989625,12964056
 "42000","Pennsylvania",2,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1302,1289,1424,1533,1579,1678,1646,1718,1836,1935,1942,2001,2049,2095,2180,2246,2412,2556,2726,2918,3132,3364,3630,3872,4132,4565,4996,5535,6021,6571,7224,7942,8717,9566,10323,10957,11861,12598,13261,13928,15089,16269,17218,17920,18804,19421,19970,20751,21643,22571,23659,24641,26321,27471,28512,29714,31446,32403,33712,35453,36771,36598,38068,39424,41014,40953,42537,43954,45161,46404,49120,50316,54393,56715
 "44000","Rhode Island",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1027.7,1042.9,1145.1,1241.6,1296.8,1397.9,1423.2,1493.9,1564.2,1610.8,1692.7,1787.6,1801.7,1878.1,2027.9,2116.2,2282.9,2460.0,2666.5,2902.4,3137.1,3312.2,3663.9,3885.1,4182.0,4468.1,4670.5,5174.6,5597.8,6138.3,6640.1,7301.6,8250.2,9196.4,9962.2,10813.0,11915.7,12817.1,13664.0,14478.9,16064.2,17485.2,18050.7,18297.4,19236.3,20026.4,20499.0,21585.0,22205.0,23275.3,24725.1,25783.2,27580.1,29090.1,30984.0,32871.1,34581.8,35147.3,36766.0,38137.8,38889.9,38857.6,40917.2,41835.7,43593.4,43090.1,44902.0,46383.9,46981.2,48946.5,51066.4,53247.0,57729.1,60249.1
 "44000","Rhode Island",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",787000,801000,786000,784000,802000,815000,816000,823000,840000,851000,858000,857000,855000,858000,871000,876000,885000,893000,899000,909000,922000,932000,950561,963974,976365,978010,953503,946339,950321,955128,957237,956643,948773,953012,954170,956382,961895,968956,977340,989605,996407,1000666,1005995,1010649,1012581,1015112,1015960,1017002,1020893,1025353,1031155,1040402,1050268,1057142,1065995,1071342,1074579,1067916,1063096,1057315,1055003,1053646,1054954,1058647,1063602,1068168,1073041,1077348,1082251,1084914,1091751,1094524,1096229,1095610
 "44000","Rhode Island",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1306,1302,1457,1584,1617,1715,1744,1815,1862,1893,1973,2086,2107,2189,2328,2416,2580,2755,2966,3193,3403,3554,3854,4030,4283,4569,4898,5468,5890,6427,6937,7633,8696,9650,10441,11306,12388,13228,13981,14631,16122,17474,17943,18105,18997,19728,20177,21224,21751,22700,23978,24782,26260,27518,29066,30682,32182,32912,34584,36070,36862,36879,38786,39518,40987,40340,41846,43054,43411,45116,46775,48649,52662,54991
 "45000","South Carolina",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1741.3,1690.9,1871.3,2337.5,2472.3,2578.1,2454.1,2601.0,2694.3,2816.8,2927.4,3125.2,3279.3,3438.4,3663.6,3880.1,4200.9,4621.4,5147.2,5554.2,6118.5,6788.5,7565.0,8303.6,9156.0,10430.3,11780.9,13133.9,14489.2,15782.1,17784.4,19714.8,22141.1,24815.6,26647.2,28912.0,32391.3,34542.9,36946.3,39458.1,43149.9,46628.3,50063.1,52713.3,56255.9,59090.7,62523.4,65975.0,69836.1,74054.6,79180.8,83102.7,89335.6,92610.6,97041.4,101262.6,107326.7,112814.1,121214.6,128954.8,135878.5,135385.5,140104.8,146568.6,154449.9,155136.7,165637.1,174943.8,181421.2,191221.3,200899.9,211017.2,226831.7,242486.2
 "45000","South Carolina",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",1996000,2029000,2113000,2167000,2178000,2181000,2176000,2200000,2229000,2274000,2304000,2348000,2392000,2409000,2423000,2460000,2475000,2494000,2520000,2533000,2559000,2570000,2598210,2661836,2718404,2775442,2843199,2900158,2941407,2988979,3041068,3086885,3134502,3179255,3207611,3234068,3271864,3303211,3342759,3380507,3412097,3456777,3501155,3570404,3620464,3663314,3705397,3748582,3796200,3859696,3919235,3974682,4024223,4064995,4107795,4150297,4210921,4270150,4357847,4444110,4528996,4589872,4633890,4662785,4701074,4740306,4792246,4852678,4910768,4965753,5021059,5077543,5130729,5190705
 "45000","South Carolina",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",872,833,886,1079,1135,1182,1128,1182,1209,1239,1271,1331,1371,1427,1512,1577,1697,1853,2043,2193,2391,2641,2912,3120,3368,3758,4144,4529,4926,5280,5848,6387,7064,7805,8307,8940,9900,10457,11053,11672,12646,13489,14299,14764,15538,16130,16874,17600,18396,19187,20203,20908,22199,22782,23624,24399,25488,26419,27815,29017,30002,29497,30235,31434,32854,32727,34564,36051,36944,38508,40011,41559,44210,46715
 "46000","South Dakota",4,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",864.6,665.9,807.4,933.9,817.3,891.7,922.3,860.6,916.9,1082.0,1094.7,1002.7,1231.2,1229.5,1405.2,1356.2,1347.6,1521.3,1634.9,1658.6,1761.4,1896.1,2083.6,2310.3,2668.8,3346.1,3304.6,3687.1,3603.3,4141.4,4742.3,5208.9,5188.6,6060.9,6352.5,6701.2,7703.3,7880.8,8228.7,8637.6,9012.3,9658.6,10537.0,10989.6,11886.6,12363.5,13398.2,13597.0,15074.1,15226.9,16429.3,17135.2,18340.9,18960.9,19237.4,21313.8,22978.2,24239.0,25340.2,28096.7,30184.7,29835.3,31567.1,34089.2,34822.6,35109.1,36710.2,38161.4,38527.4,40150.3,42480.6,44782.9,49085.5,53536.0
 "46000","South Dakota",4,SAINC51,52,"...","Population (persons) 1/","Number of persons",612000,631000,655000,655000,651000,648000,655000,663000,670000,666000,656000,667000,683000,693000,705000,708000,701000,692000,683000,671000,669000,668000,666641,671382,677389,678939,679877,681420,686843,688992,689293,689018,690851,689584,690597,693009,697250,698404,696036,696034,698160,696698,697101,703669,712801,722159,730790,737925,742213,744223,746058,750412,755844,757972,760020,763729,770396,775493,783033,791623,799124,807067,816078,823160,832800,841206,847634,852134,860650,870163,875300,882507,887099,895376
 "46000","South Dakota",4,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1413,1055,1233,1426,1255,1376,1408,1298,1369,1625,1669,1503,1803,1774,1993,1916,1922,2198,2394,2472,2633,2838,3126,3441,3940,4928,4861,5411,5246,6011,6880,7560,7511,8789,9198,9670,11048,11284,11822,12410,12909,13863,15115,15618,16676,17120,18334,18426,20310,20460,22021,22834,24265,25015,25312,27908,29826,31256,32362,35492,37772,36968,38681,41413,41814,41737,43309,44783,44765,46141,48533,50745,55333,59792
 "47000","Tennessee",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",2927.6,2924.8,3238.4,3551.7,3689.2,3950.4,4046.2,4266.7,4538.1,4752.5,4952.3,5298.4,5404.8,5738.1,5999.7,6432.9,6987.2,7580.7,8272.4,8882.0,9783.7,10489.2,11497.2,12792.8,14382.1,16328.8,18064.1,19903.7,22179.2,24590.7,27877.9,31022.6,34132.7,37979.8,40568.3,43393.7,48563.3,51736.8,55436.7,59451.4,64909.1,69438.7,74049.0,78152.0,85494.1,90891.4,96415.1,103372.7,108610.5,114690.0,125640.3,130714.6,138984.5,142458.5,149289.9,157114.3,166798.9,173904.1,183782.2,192069.3,200708.2,203439.3,212926.9,223916.7,236017.1,236354.4,245434.6,257101.7,264464.9,277422.9,294548.8,307943.2,325005.0,350798.2
 "47000","Tennessee",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3216000,3236000,3315000,3372000,3352000,3319000,3359000,3415000,3415000,3434000,3471000,3522000,3575000,3622000,3673000,3718000,3771000,3798000,3822000,3859000,3878000,3897000,3936975,4010238,4088445,4138417,4201621,4260829,4329160,4401939,4461639,4533297,4600252,4627662,4646043,4659757,4686743,4715292,4738708,4782939,4822438,4854432,4894492,4966587,5049742,5137584,5231438,5326936,5416643,5499233,5570045,5638706,5703719,5750789,5795918,5847812,5910809,5991057,6088766,6175727,6247411,6306019,6356320,6404344,6463111,6507640,6558710,6612901,6672356,6739437,6806545,6862378,6920119,6975218
 "47000","Tennessee",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",910,904,977,1053,1101,1190,1205,1249,1329,1384,1427,1504,1512,1584,1633,1730,1853,1996,2164,2302,2523,2692,2920,3190,3518,3946,4299,4671,5123,5586,6248,6843,7420,8207,8732,9312,10362,10972,11699,12430,13460,14304,15129,15736,16930,17691,18430,19406,20051,20856,22556,23182,24367,24772,25758,26867,28219,29027,30184,31101,32127,32261,33498,34963,36518,36320,37421,38879,39636,41164,43274,44874,46965,50292
 "48000","Texas",6,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",8465.2,9294.6,9935.9,11151.5,11967.1,12311.6,12729.3,13766.4,14677.3,15641.8,16198.3,17114.5,17503.2,18497.9,19380.3,20218.5,22020.4,23644.7,25643.1,27950.3,30777.7,33938.3,37866.7,41556.1,45626.0,51921.5,58002.0,67009.4,74949.6,82908.5,95642.0,108747.0,124203.6,144518.8,161242.6,175487.1,193068.2,208065.5,215175.1,218514.0,232932.8,247426.1,266875.0,280461.6,304678.6,322213.6,340123.2,363036.3,387820.0,419799.0,456096.1,483300.2,524118.1,560567.7,581623.0,610593.3,642480.0,688644.9,751236.4,795204.2,867637.5,854290.5,907409.4,980053.3,1049748.2,1069407.7,1147452.2,1169527.1,1175096.7,1249773.0,1351533.0,1405528.8,1483407.4,1602778.6
 "48000","Texas",6,SAINC51,52,"...","Population (persons) 1/","Number of persons",7626000,7623000,7776000,8111000,8314000,8336000,8382000,8660000,8830000,9070000,9252000,9405000,9624000,9820000,10053000,10159000,10270000,10378000,10492000,10599000,10819000,11045000,11236772,11509640,11758760,12018970,12267865,12568182,12903268,13191790,13497726,13887312,14338208,14746318,15331408,15751674,16007088,16272722,16561103,16621767,16667040,16806729,17056755,17398005,17759738,18161612,18564062,18958751,19340342,19740317,20157531,20558220,20944499,21319622,21690325,22030931,22394023,22778123,23359580,23831983,24309039,24801761,25238863,25630063,26055816,26438164,26907878,27399070,27830020,28192251,28510878,28857754,29217653,29527941
 "48000","Texas",6,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1110,1219,1278,1375,1439,1477,1519,1590,1662,1725,1751,1820,1819,1884,1928,1990,2144,2278,2444,2637,2845,3073,3370,3611,3880,4320,4728,5332,5809,6285,7086,7831,8662,9800,10517,11141,12061,12786,12993,13146,13976,14722,15646,16120,17156,17741,18322,19149,20052,21266,22627,23509,25024,26294,26815,27715,28690,30233,32160,33367,35692,34445,35953,38238,40288,40449,42644,42685,42224,44330,47404,48705,50771,54280
 "49000","Utah",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",784.0,817.5,910.7,1041.2,1090.6,1118.5,1133.2,1245.8,1350.6,1466.8,1518.7,1617.4,1725.7,1845.8,2015.0,2090.0,2230.2,2366.7,2509.8,2641.0,2799.2,3031.3,3411.4,3847.3,4275.3,4757.2,5310.7,5989.6,6694.7,7546.8,8668.9,9739.2,10964.8,12299.5,13315.7,14430.7,16021.4,17096.3,17958.9,18747.7,19975.5,21467.2,23001.6,24812.3,26834.3,28871.3,31054.6,33712.4,36651.9,39532.4,42194.8,44432.1,47552.4,50013.2,52536.8,55031.0,58761.0,63426.6,70088.0,76004.1,80681.2,79027.1,81615.4,87172.8,92866.2,94916.9,100535.2,107825.2,113226.9,120515.6,130163.3,140233.5,152518.7,164530.5
 "49000","Utah",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",653000,671000,696000,706000,724000,739000,750000,783000,809000,826000,845000,870000,900000,936000,958000,974000,978000,994000,1009000,1019000,1029000,1047000,1065672,1100733,1134601,1168784,1198793,1233935,1272365,1316421,1364235,1416094,1472595,1515472,1558314,1594943,1622342,1642910,1662833,1678120,1689372,1705865,1731223,1779780,1836799,1898404,1960446,2014177,2067976,2119784,2165960,2203482,2244502,2283715,2324815,2360137,2401580,2457719,2525507,2597746,2663029,2723421,2776094,2818261,2860480,2908068,2950652,2999092,3063043,3125784,3180896,3232701,3281684,3337975
 "49000","Utah",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1201,1218,1309,1475,1506,1513,1511,1591,1670,1776,1797,1859,1917,1972,2103,2146,2280,2381,2487,2592,2720,2895,3201,3495,3768,4070,4430,4854,5262,5733,6354,6877,7446,8116,8545,9048,9875,10406,10800,11172,11824,12584,13286,13941,14609,15208,15841,16738,17724,18649,19481,20164,21186,21900,22598,23317,24468,25807,27752,29258,30297,29018,29399,30931,32465,32639,34072,35953,36965,38555,40920,43380,46476,49291
 "50000","Vermont",1,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",406.5,395.4,420.0,471.9,479.2,504.8,517.6,532.8,576.9,601.9,613.6,656.7,693.0,723.3,759.7,779.5,842.0,928.1,1037.8,1122.5,1222.8,1319.3,1457.3,1622.0,1759.0,1952.9,2114.2,2331.0,2598.3,2795.3,3197.7,3568.6,3988.5,4470.1,4904.7,5281.2,5821.3,6276.7,6720.6,7232.0,7939.2,8743.4,9097.9,9337.6,10033.1,10419.2,10940.6,11521.7,12062.9,12623.0,13544.6,14296.1,15446.5,16539.4,17196.2,18122.5,19209.3,19475.1,20602.9,21586.7,22895.1,23218.9,23979.8,25093.6,25962.5,26087.0,27158.5,27866.8,28257.5,29034.1,30085.6,31031.0,33431.5,34542.1
 "50000","Vermont",1,SAINC51,52,"...","Population (persons) 1/","Number of persons",359000,369000,379000,378000,375000,379000,377000,375000,377000,376000,380000,387000,389000,390000,393000,397000,399000,404000,413000,423000,430000,437000,446323,454357,463214,468533,473138,479894,485144,492174,498284,505711,512524,515594,519108,523302,526658,530035,534066,540267,549763,557708,564798,568606,572751,577748,583836,589002,593701,597239,600416,604683,609618,612223,615442,617858,619920,621215,622892,623481,624151,624817,626360,629582,630661,632824,633827,635874,636342,639061,640667,641838,642495,645570
 "50000","Vermont",1,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1132,1072,1108,1249,1278,1332,1373,1421,1530,1601,1615,1697,1781,1855,1933,1963,2110,2297,2513,2654,2844,3019,3265,3570,3797,4168,4469,4857,5356,5679,6417,7057,7782,8670,9448,10092,11053,11842,12584,13386,14441,15677,16108,16422,17517,18034,18739,19561,20318,21136,22559,23642,25338,27015,27941,29331,30987,31350,33076,34623,36682,37161,38284,39858,41167,41223,42849,43824,44406,45432,46960,48347,52034,53506
 "51000","Virginia",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3572.9,3636.0,4103.9,4768.2,5120.7,5305.6,5436.1,5733.2,6146.9,6479.5,6726.1,7164.9,7322.0,7824.4,8400.1,8966.9,10075.0,10822.3,11620.8,12691.7,13934.3,15507.6,16928.6,18893.8,20691.1,23317.9,25637.4,28759.6,31552.1,34746.0,39246.8,43678.7,49329.4,55019.4,59869.6,65175.0,72986.1,78395.1,84607.3,90656.6,99860.9,107559.6,113490.1,118921.1,126872.4,133059.4,139598.7,146567.6,153140.3,162408.5,171533.8,182430.3,197855.4,208797.6,220080.6,235720.4,252748.8,267018.5,284102.6,298854.3,310976.9,312777.5,326064.0,340376.3,358339.4,352110.1,367371.8,381875.6,391972.3,407874.3,424492.5,437679.5,466318.5,489485.4
 "51000","Virginia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",3207000,3292000,3315000,3434000,3504000,3557000,3555000,3588000,3722000,3844000,3914000,3951000,3986000,4095000,4180000,4276000,4357000,4411000,4456000,4508000,4558000,4614000,4659930,4752846,4828131,4906648,4978155,5056385,5132693,5205706,5284122,5324533,5368334,5444094,5492785,5564662,5643868,5715149,5811692,5932273,6036908,6120246,6216884,6301217,6414307,6509630,6593139,6670693,6750884,6829183,6900918,7000174,7105817,7198362,7286873,7366977,7475575,7577105,7673725,7751000,7833496,7925937,8025030,8107628,8196915,8269638,8333578,8389864,8444688,8502578,8547016,8597339,8632044,8642274
 "51000","Virginia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1114,1104,1238,1389,1461,1492,1529,1598,1652,1686,1718,1813,1837,1911,2010,2097,2312,2453,2608,2815,3057,3361,3633,3975,4286,4752,5150,5688,6147,6675,7427,8203,9189,10106,10900,11712,12932,13717,14558,15282,16542,17574,18255,18873,19780,20440,21173,21972,22684,23782,24857,26061,27844,29006,30202,31997,33810,35240,37023,38557,39698,39463,40631,41982,43716,42579,44083,45516,46416,47971,49666,50909,54022,56638
 "53000","Washington",8,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",3454.9,3518.4,3978.2,4259.9,4497.7,4794.3,4983.1,5254.5,5494.0,5847.5,5916.0,6313.8,6524.2,6840.9,7359.3,7517.6,8027.5,8617.8,9625.4,10496.1,11605.7,12553.0,13522.1,14378.6,15343.7,17223.6,19557.3,22238.6,24561.0,27184.0,31290.2,35751.8,40641.3,45025.8,48765.5,52606.8,56587.6,60037.6,64236.1,67480.0,73800.0,80715.6,88389.4,95161.8,103021.6,108666.3,113863.5,120228.9,128184.5,137099.5,148438.4,155043.7,167012.2,173943.2,180674.1,189934.4,205585.2,211707.5,229247.7,247152.8,261477.7,255831.7,262377.5,273823.8,297082.2,300273.5,322666.4,339487.1,356344.5,379066.3,405847.1,428915.9,465218.0,495303.4
 "53000","Washington",8,SAINC51,52,"...","Population (persons) 1/","Number of persons",2255000,2294000,2387000,2424000,2448000,2466000,2516000,2604000,2668000,2724000,2773000,2821000,2855000,2882000,2942000,2955000,2961000,2967000,3057000,3174000,3270000,3343000,3417362,3446958,3446815,3477227,3547877,3618824,3690561,3772360,3886191,4012831,4154678,4235728,4276551,4300269,4343657,4400096,4452724,4531903,4639894,4746315,4903043,5025624,5160757,5278842,5375161,5481027,5569753,5674747,5769562,5842564,5910512,5985722,6052349,6104115,6178645,6257305,6370753,6461587,6562231,6667426,6743597,6830460,6904030,6974173,7068026,7180454,7315935,7446807,7548537,7638689,7718785,7738692
 "53000","Washington",8,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1532,1534,1667,1757,1837,1944,1981,2018,2059,2147,2133,2238,2285,2374,2501,2544,2711,2905,3149,3307,3549,3755,3957,4171,4452,4953,5512,6145,6655,7206,8052,8909,9782,10630,11403,12233,13028,13645,14426,14890,15906,17006,18027,18935,19962,20585,21183,21935,23014,24160,25728,26537,28257,29060,29852,31116,33274,33834,35984,38250,39846,38370,38908,40089,43030,43055,45652,47279,48708,50903,53765,56150,60271,64004
 "54000","West Virginia",5,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",1939.8,1836.5,1971.9,2151.8,2185.8,2223.7,2122.7,2252.5,2476.0,2632.5,2671.6,2741.1,2762.8,2803.0,2928.8,3047.0,3290.2,3523.3,3713.3,3939.9,4133.0,4341.7,4890.6,5396.6,5951.1,6555.4,7181.8,8140.2,9020.9,10111.1,11290.0,12506.7,13696.6,14970.4,15956.1,16484.5,17806.5,18536.9,19052.7,19505.5,20957.8,22023.8,23433.5,24520.9,26556.2,27553.9,28653.3,29578.4,30702.8,31878.4,33174.3,34065.6,36040.3,38199.6,40197.5,41139.2,42833.1,44697.3,47648.6,49240.8,52298.5,53692.3,55651.8,58158.3,60079.7,59401.1,61297.0,62516.2,62220.1,64870.9,68335.1,69428.8,73623.7,77625.0
 "54000","West Virginia",5,SAINC51,52,"...","Population (persons) 1/","Number of persons",1899000,1930000,2006000,1984000,1957000,1929000,1905000,1880000,1857000,1843000,1845000,1855000,1853000,1828000,1809000,1796000,1797000,1786000,1775000,1769000,1763000,1746000,1746629,1770252,1796910,1805293,1814048,1840548,1877440,1905628,1920342,1939062,1951349,1954125,1949605,1945058,1927696,1906831,1882352,1857583,1830213,1806570,1792548,1798735,1806451,1817539,1820421,1823700,1822808,1819113,1815609,1811799,1807021,1801481,1805414,1812295,1816438,1820492,1827912,1834052,1840310,1847775,1854409,1857326,1858745,1856642,1853014,1846341,1835998,1822785,1810588,1800430,1789798,1782959
 "54000","West Virginia",5,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1021,952,983,1085,1117,1153,1114,1198,1333,1428,1448,1478,1491,1533,1619,1697,1831,1973,2092,2227,2344,2487,2800,3049,3312,3631,3959,4423,4805,5306,5879,6450,7019,7661,8184,8475,9237,9721,10122,10500,11451,12191,13073,13632,14701,15160,15740,16219,16844,17524,18272,18802,19945,21205,22265,22700,23581,24552,26067,26848,28418,29058,30011,31313,32323,31994,33080,33859,33889,35589,37742,38562,41135,43537
 "55000","Wisconsin",3,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",4346.8,4341.7,4791.8,5403.4,5573.4,5742.9,5809.3,6220.3,6686.1,6999.0,7171.0,7746.4,7937.3,8261.4,8688.3,8939.1,9730.4,10484.2,11343.9,11871.3,12994.2,14088.7,15353.3,16718.1,18077.7,20232.0,22101.8,24486.0,26720.3,29763.2,32964.9,37004.7,41052.4,44542.0,47449.0,50384.5,55589.6,58575.2,61798.5,64833.5,69015.8,75101.7,79267.4,82565.9,89160.6,93652.8,99256.6,104202.2,109482.8,115509.6,123028.4,128107.2,136951.5,144582.8,151601.2,157379.8,165244.2,169980.5,179260.7,187401.8,194493.8,195760.5,201569.6,210560.2,220577.8,219783.6,229719.1,238334.0,241767.5,252042.3,265082.5,273172.8,289166.4,304599.4
 "55000","Wisconsin",3,SAINC51,52,"...","Population (persons) 1/","Number of persons",3314000,3391000,3438000,3439000,3469000,3506000,3608000,3679000,3742000,3791000,3843000,3891000,3962000,4009000,4049000,4112000,4165000,4232000,4274000,4303000,4345000,4378000,4425944,4459968,4498433,4518461,4538173,4569616,4584688,4613299,4631944,4665911,4712045,4726345,4728862,4721438,4735571,4747765,4755625,4777923,4822391,4856568,4904562,4964343,5025398,5084889,5133678,5184836,5229986,5266213,5297672,5332666,5373999,5406835,5445162,5479203,5514026,5546166,5577655,5610775,5640996,5669264,5691995,5713164,5734069,5757204,5778371,5794088,5812379,5836461,5858766,5880193,5892323,5895908
 "55000","Wisconsin",3,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1312,1280,1394,1571,1607,1638,1610,1691,1787,1846,1866,1991,2003,2061,2146,2174,2336,2477,2654,2759,2991,3218,3469,3748,4019,4478,4870,5358,5828,6452,7117,7931,8712,9424,10034,10671,11739,12337,12995,13569,14312,15464,16162,16632,17742,18418,19334,20097,20934,21934,23223,24023,25484,26741,27841,28723,29968,30648,32139,33400,34479,34530,35413,36855,38468,38175,39755,41134,41595,43184,45245,46456,49075,51663
 "56000","Wyoming",7,SAINC51,51,"...","Disposable personal income (millions of dollars)","Millions of dollars",402.7,439.1,484.5,534.3,522.7,523.1,515.9,560.3,593.6,633.4,645.3,679.2,707.7,749.1,772.3,781.8,828.8,854.4,869.4,924.4,981.6,1080.9,1201.7,1344.5,1528.8,1762.3,2024.6,2327.6,2556.8,2985.2,3556.4,4091.7,4793.3,5451.6,5812.9,5861.8,6165.6,6436.9,6480.3,6207.0,6324.2,6855.3,7388.8,7782.1,8233.4,8685.4,9072.9,9514.5,9743.6,10408.1,11049.5,11808.6,12676.5,13545.5,14311.3,15423.6,16743.5,18168.7,20485.6,21699.4,23997.0,22942.3,23991.6,26146.5,27835.7,27825.1,29961.4,30239.2,28807.8,29590.9,31477.2,32056.8,32854.0,34400.4
 "56000","Wyoming",7,SAINC51,52,"...","Population (persons) 1/","Number of persons",269000,277000,290000,291000,293000,290000,293000,307000,312000,314000,315000,320000,331000,337000,333000,336000,339000,332000,323000,322000,324000,329000,333795,340023,346863,353353,364548,380477,395446,411530,430897,451850,474185,491712,506400,510344,504895,499696,495633,476966,465103,458373,453690,459260,466251,473081,480283,485160,488167,489451,490787,491780,494300,494657,500017,503453,509106,514157,522667,534876,546043,559851,564405,566858,575497,580930,580949,583645,581983,576248,574801,575341,577267,578803
 "56000","Wyoming",7,SAINC51,53,"...","Per capita disposable personal income (dollars) 2/","Dollars",1497,1585,1671,1836,1784,1804,1761,1825,1902,2017,2049,2123,2138,2223,2319,2327,2445,2574,2692,2871,3030,3285,3600,3954,4408,4987,5554,6118,6466,7254,8254,9055,10109,11087,11479,11486,12212,12882,13075,13014,13597,14956,16286,16945,17659,18359,18891,19611,19960,21265,22514,24012,25645,27384,28622,30636,32888,35337,39194,40569,43947,40979,42508,46125,48368,47898,51573,51811,49499,51351,54762,55718,56913,59434
